Data created using the Lorentz line parameters in J.R. Aronson and P.F.
Strong, Optical constants of minerals and rocks, Applied Optics, 14, 
2914-2920, 1975.  Data are for measurements perpendicular to the a and
b crystallographic axes, close to being parallel to the c
crystallographic axis.  These could be recalculated at any spectral 
resolution.  Range of validity is given as 1500-300 inverse centimeters.

high frq. dielec. const=  2.243
Lorentz line parameters
center  width  strength
1008.0  0.0393  0.0210
 972.7  0.0507  0.1500
 915.7  0.0519  0.3240
 821.8  0.0206  0.0670
 752.2  0.0358  0.0360
 519.5  0.0332  0.2070
 505.9  0.0512  0.4250
 347.3  0.0313  0.0420

 wave.    freq.   calc.       real       imag.
micron    (cm-1)  refl.       index     index
 8.6505  1156.0  0.0010       1.017     0.06281
 8.6356  1158.0  0.0010       1.022     0.06131
 8.6207  1160.0  0.0011       1.028     0.05987
 8.6059  1162.0  0.0011       1.033     0.05848
 8.5911  1164.0  0.0011       1.038     0.05714
 8.5763  1166.0  0.0012       1.043     0.05585
 8.5616  1168.0  0.0012       1.048     0.05461
 8.5470  1170.0  0.0013       1.052     0.05341
 8.5324  1172.0  0.0014       1.057     0.05224
 8.5179  1174.0  0.0015       1.061     0.05112
 8.5034  1176.0  0.0016       1.066     0.05004
 8.4890  1178.0  0.0017       1.070     0.04899
 8.4746  1180.0  0.0018       1.074     0.04797
 8.4602  1182.0  0.0019       1.079     0.04699
 8.4459  1184.0  0.0021       1.083     0.04604
 8.4317  1186.0  0.0022       1.087     0.04512
 8.4175  1188.0  0.0023       1.091     0.04423
 8.4034  1190.0  0.0025       1.094     0.04336
 8.3893  1192.0  0.0026       1.098     0.04252
 8.3752  1194.0  0.0027       1.102     0.04171
 8.3612  1196.0  0.0029       1.106     0.04091
 8.3472  1198.0  0.0030       1.109     0.04015
 8.3333  1200.0  0.0032       1.113     0.03940
 8.3195  1202.0  0.0033       1.116     0.03868
 8.3056  1204.0  0.0035       1.120     0.03797
 8.2919  1206.0  0.0037       1.123     0.03729
 8.2781  1208.0  0.0038       1.126     0.03662
 8.2645  1210.0  0.0040       1.130     0.03598
 8.2508  1212.0  0.0041       1.133     0.03535
 8.2372  1214.0  0.0043       1.136     0.03474
 8.2237  1216.0  0.0045       1.139     0.03414
 8.2102  1218.0  0.0046       1.142     0.03356
 8.1967  1220.0  0.0048       1.145     0.03299
 8.1833  1222.0  0.0050       1.148     0.03244
 8.1699  1224.0  0.0051       1.151     0.03191
 8.1566  1226.0  0.0053       1.154     0.03138
 8.1433  1228.0  0.0055       1.156     0.03087
 8.1301  1230.0  0.0056       1.159     0.03037
 8.1169  1232.0  0.0058       1.162     0.02989
 8.1037  1234.0  0.0060       1.164     0.02942
 8.0906  1236.0  0.0061       1.167     0.02895
 8.0775  1238.0  0.0063       1.170     0.02850
 8.0645  1240.0  0.0065       1.172     0.02806
 8.0515  1242.0  0.0066       1.175     0.02763
 8.0386  1244.0  0.0068       1.177     0.02721
 8.0257  1246.0  0.0069       1.180     0.02680
 8.0128  1248.0  0.0071       1.182     0.02640
 8.0000  1250.0  0.0073       1.184     0.02601
 7.9872  1252.0  0.0074       1.187     0.02563
 7.9745  1254.0  0.0076       1.189     0.02525
 7.9618  1256.0  0.0078       1.191     0.02489
 7.9491  1258.0  0.0079       1.194     0.02453
 7.9365  1260.0  0.0081       1.196     0.02418
 7.9239  1262.0  0.0082       1.198     0.02384
 7.9114  1264.0  0.0084       1.200     0.02350
 7.8989  1266.0  0.0086       1.202     0.02317
 7.8864  1268.0  0.0087       1.204     0.02285
 7.8740  1270.0  0.0089       1.207     0.02254
 7.8616  1272.0  0.0090       1.209     0.02223
 7.8493  1274.0  0.0092       1.211     0.02193
 7.8370  1276.0  0.0093       1.213     0.02163
 7.8247  1278.0  0.0095       1.215     0.02134
 7.8125  1280.0  0.0096       1.216     0.02106
 7.8003  1282.0  0.0098       1.218     0.02078
 7.7882  1284.0  0.0099       1.220     0.02051
 7.7760  1286.0  0.0101       1.222     0.02024
