Data for montmorillonite from Roush, 2005, Icarus, 
179, 259-264.
 Wave       Frequency    real       imaginary
(micron)      cm-1      index        index
5.3420	1871.96	1.3252	2.0000E-03	   
5.3530	1868.11	1.3248	2.0000E-03	   
5.3650	1863.93	1.3241	2.0000E-03	   
5.3760	1860.12	1.3237	2.0000E-03	   
5.3880	1855.98	1.3231	2.0000E-03	   
5.4000	1851.85	1.3224	2.0000E-03	   
5.4110	1848.09	1.3220	2.0000E-03	   
5.4230	1844.00	1.3214	2.0000E-03	   
5.4350	1839.93	1.3208	2.0000E-03	   
5.4470	1835.87	1.3201	2.0000E-03	   
5.4580	1832.17	1.3197	2.0000E-03	   
5.4700	1828.15	1.3190	2.0000E-03	   
5.4830	1823.82	1.3182	2.0000E-03	   
5.4950	1819.84	1.3176	2.0000E-03	   
5.5070	1815.87	1.3168	2.0000E-03	   
5.5190	1811.92	1.3159	2.0000E-03	   
5.5310	1807.99	1.3153	3.0000E-03	   
5.5430	1804.08	1.3151	3.0000E-03	   
5.5560	1799.86	1.3145	3.0000E-03	   
5.5680	1795.98	1.3141	3.0000E-03	   
5.5800	1792.11	1.3136	3.0000E-03	   
5.5930	1787.95	1.3128	3.0000E-03	   
5.6050	1784.12	1.3124	3.0000E-03	   
5.6180	1779.99	1.3117	3.0000E-03	   
5.6310	1775.88	1.3110	3.0000E-03	   
5.6430	1772.11	1.3105	3.0000E-03	   
5.6560	1768.03	1.3098	3.0000E-03	   
5.6690	1763.98	1.3091	3.0000E-03	   
5.6820	1759.94	1.3084	3.0000E-03	   
5.6950	1755.93	1.3077	3.0000E-03	   
5.7080	1751.93	1.3069	3.0000E-03	   
5.7210	1747.95	1.3062	3.0000E-03	   
5.7340	1743.98	1.3055	3.0000E-03	   
5.7470	1740.04	1.3047	3.0000E-03	   
5.7600	1736.11	1.3040	3.0000E-03	   
5.7740	1731.90	1.3030	3.0000E-03	   
5.7870	1728.01	1.3022	3.0000E-03	   
5.8000	1724.14	1.3014	3.0000E-03	   
5.8140	1719.99	1.3003	3.0000E-03	   
5.8270	1716.15	1.2995	3.0000E-03	   
5.8410	1712.04	1.2982	3.0000E-03	   
5.8550	1707.94	1.2973	4.0000E-03	   
5.8690	1703.87	1.2966	4.0000E-03	   
5.8820	1700.10	1.2960	4.0000E-03	   
5.8960	1696.07	1.2950	4.0000E-03	   
5.9100	1692.05	1.2941	4.0000E-03	   
5.9240	1688.05	1.2930	4.0000E-03	   
5.9380	1684.07	1.2919	4.0000E-03	   
5.9520	1680.11	1.2908	4.0000E-03	   
5.9670	1675.88	1.2890	4.0000E-03	   
5.9810	1671.96	1.2878	5.0000E-03	   
5.9950	1668.06	1.2868	5.0000E-03	   
6.0100	1663.89	1.2848	5.0000E-03	   
6.0240	1660.03	1.2833	6.0000E-03	   
6.0390	1655.90	1.2812	7.0000E-03	   
6.0530	1652.07	1.2798	8.0000E-03	   
6.0680	1647.99	1.2775	1.0000E-02	   
6.0830	1643.93	1.2754	1.3000E-02	   
6.0980	1639.88	1.2745	1.9000E-02	   
6.1130	1635.86	1.2777	2.8000E-02	   
6.1280	1631.85	1.2852	3.3000E-02	   
6.1420	1628.13	1.2940	2.5000E-02	   
6.1580	1623.90	1.2938	1.7000E-02	   
6.1730	1619.96	1.2929	1.2000E-02	   
6.1880	1616.03	1.2904	9.0000E-03	   
6.2030	1612.12	1.2882	8.0000E-03	   
6.2190	1607.98	1.2858	7.0000E-03	   
6.2340	1604.11	1.2840	6.0000E-03	   
6.2500	1600.00	1.2818	6.0000E-03	   
6.2660	1595.91	1.2799	6.0000E-03	   
6.2810	1592.10	1.2786	6.0000E-03	   
6.2970	1588.06	1.2770	6.0000E-03	   
6.3130	1584.03	1.2756	6.0000E-03	   
6.3290	1580.03	1.2742	6.0000E-03	   
6.3450	1576.04	1.2728	6.0000E-03	   
6.3610	1572.08	1.2716	6.0000E-03	   
6.3780	1567.89	1.2698	6.0000E-03	   
6.3940	1563.97	1.2686	6.0000E-03	   
6.4100	1560.06	1.2674	6.0000E-03	   
6.4270	1555.94	1.2657	6.0000E-03	   
6.4430	1552.07	1.2646	6.0000E-03	   
6.4600	1547.99	1.2630	6.0000E-03	   
6.4770	1543.92	1.2615	6.0000E-03	   
6.4940	1539.88	1.2598	6.0000E-03	   
6.5100	1536.10	1.2587	6.0000E-03	   
6.5270	1532.10	1.2569	6.0000E-03	   
6.5440	1528.12	1.2554	6.0000E-03	   
6.5620	1523.93	1.2532	6.0000E-03	   
6.5790	1519.99	1.2518	7.0000E-03	   
6.5960	1516.07	1.2507	7.0000E-03	   
6.6140	1511.94	1.2489	7.0000E-03	   
6.6310	1508.07	1.2477	7.0000E-03	   
6.6490	1503.99	1.2458	7.0000E-03	   
6.6670	1499.93	1.2441	7.0000E-03	   
6.6850	1495.89	1.2421	7.0000E-03	   
6.7020	1492.09	1.2404	7.0000E-03	   
6.7200	1488.10	1.2387	8.0000E-03	   
6.7390	1483.90	1.2368	8.0000E-03	   
6.7570	1479.95	1.2353	8.0000E-03	   
6.7750	1476.01	1.2335	8.0000E-03	   
6.7930	1472.10	1.2318	8.0000E-03	   
6.8120	1468.00	1.2296	8.0000E-03	   
6.8310	1463.91	1.2271	8.0000E-03	   
6.8490	1460.07	1.2255	9.0000E-03	   
6.8680	1456.03	1.2236	9.0000E-03	   
6.8870	1452.01	1.2216	9.0000E-03	   
6.9060	1448.02	1.2194	9.0000E-03	   
6.9250	1444.04	1.2170	9.0000E-03	   
6.9440	1440.09	1.2150	1.0000E-02	   
6.9640	1435.96	1.2126	1.0000E-02	   
6.9830	1432.05	1.2109	1.0000E-02	   
7.0030	1427.96	1.2082	1.0000E-02	   
7.0230	1423.89	1.2053	1.0000E-02	   
7.0420	1420.05	1.2034	1.1000E-02	   
7.0620	1416.03	1.2009	1.1000E-02	   
7.0820	1412.03	1.1983	1.1000E-02	   
7.1020	1408.05	1.1955	1.1000E-02	   
7.1220	1404.10	1.1930	1.2000E-02	   
7.1430	1399.97	1.1900	1.2000E-02	   
7.1630	1396.06	1.1875	1.2000E-02	   
7.1840	1391.98	1.1844	1.3000E-02	   
7.2050	1387.93	1.1814	1.3000E-02	   
7.2250	1384.08	1.1788	1.3000E-02	   
7.2460	1380.07	1.1755	1.4000E-02	   
7.2670	1376.08	1.1728	1.4000E-02	   
7.2890	1371.93	1.1688	1.4000E-02	   
7.3100	1367.99	1.1658	1.5000E-02	   
7.3310	1364.07	1.1629	1.5000E-02	   
7.3530	1359.99	1.1588	1.5000E-02	   
7.3750	1355.93	1.1548	1.6000E-02	   
7.3960	1352.08	1.1517	1.6000E-02	   
7.4180	1348.07	1.1476	1.7000E-02	   
7.4400	1344.09	1.1440	1.7000E-02	   
7.4630	1339.94	1.1391	1.8000E-02	   
7.4850	1336.01	1.1356	1.8000E-02	   
7.5080	1331.91	1.1303	1.9000E-02	   
7.5300	1328.02	1.1268	2.0000E-02	   
7.5530	1323.98	1.1219	2.0000E-02	   
7.5760	1319.96	1.1169	2.1000E-02	   
7.5990	1315.96	1.1121	2.2000E-02	   
7.6220	1311.99	1.1073	2.3000E-02	   
7.6450	1308.04	1.1026	2.3000E-02	   
7.6690	1303.95	1.0961	2.4000E-02	   
7.6920	1300.05	1.0913	2.5000E-02	   
7.7160	1296.01	1.0850	2.6000E-02	   
7.7400	1291.99	1.0789	2.7000E-02	   
7.7640	1288.00	1.0726	2.8000E-02	   
7.7880	1284.03	1.0664	2.9000E-02	   
7.8130	1279.92	1.0584	3.1000E-02	   
7.8370	1276.00	1.0526	3.2000E-02	   
7.8620	1271.94	1.0441	3.4000E-02	   
7.8860	1268.07	1.0378	3.5000E-02	   
7.9110	1264.06	1.0297	3.7000E-02	   
7.9370	1259.92	1.0200	3.9000E-02	   
7.9620	1255.97	1.0121	4.1000E-02	   
7.9870	1252.03	1.0037	4.3000E-02	   
8.0130	1247.97	0.9933	4.5000E-02	   
8.0390	1243.94	0.9824	4.8000E-02	   
8.0640	1240.08	0.9743	5.0000E-02	   
8.0910	1235.94	0.9601	5.3000E-02	   
8.1170	1231.98	0.9489	5.7000E-02	   
8.1430	1228.05	0.9376	6.1000E-02	   
8.1700	1223.99	0.9233	6.5000E-02	   
8.1970	1219.96	0.9093	7.0000E-02	   
8.2240	1215.95	0.8943	7.5000E-02	   
8.2510	1211.97	0.8782	8.1000E-02	   
8.2780	1208.02	0.8627	8.8000E-02	   
8.3060	1203.95	0.8417	9.6000E-02	   
8.3330	1200.05	0.8256	1.0500E-01	   
8.3610	1196.03	0.8033	1.1600E-01	   
8.3890	1192.04	0.7815	1.2900E-01	   
8.4170	1188.07	0.7603	1.4400E-01	   
8.4460	1183.99	0.7340	1.6300E-01	   
8.4750	1179.94	0.7057	1.8500E-01	   
8.5030	1176.06	0.6862	2.1200E-01	   
8.5320	1172.06	0.6624	2.4400E-01	   
8.5620	1167.95	0.6321	2.8200E-01	   
8.5910	1164.01	0.6212	3.2600E-01	   
8.6210	1159.96	0.6030	3.7500E-01	   
8.6510	1155.94	0.5956	4.2600E-01	   
8.6810	1151.94	0.5928	4.7800E-01	   
8.7110	1147.97	0.5953	5.3000E-01	   
8.7410	1144.03	0.6109	5.8200E-01	   
8.7720	1139.99	0.6190	6.3600E-01	   
8.8030	1135.98	0.6438	6.9100E-01	   
8.8340	1131.99	0.6777	7.4200E-01	   
8.8650	1128.03	0.7334	7.8000E-01	   
8.8970	1123.97	0.7752	7.9300E-01	   
8.9290	1119.95	0.8180	7.7400E-01	   
8.9610	1115.95	0.8321	7.3700E-01	   
8.9930	1111.98	0.8183	7.0600E-01	   
9.0250	1108.03	0.7891	6.9700E-01	   
9.0580	1104.00	0.7365	7.1800E-01	   
9.0910	1099.99	0.6910	7.6800E-01	   
9.1240	1096.01	0.6665	8.4100E-01	   
9.1580	1091.94	0.6249	9.3100E-01	   
9.1910	1088.02	0.6425	1.0310E+00	   
9.2250	1084.01	0.6418	1.1390E+00	   
9.2590	1080.03	0.6872	1.2530E+00	   
9.2940	1075.96	0.7061	1.3720E+00	   
9.3280	1072.04	0.8063	1.4940E+00	   
9.3630	1068.03	0.9038	1.6170E+00	   
9.3990	1063.94	0.9979	1.7350E+00	   
9.4340	1060.00	1.1980	1.8360E+00	   
9.4700	1055.97	1.3733	1.8980E+00	   
9.5060	1051.97	1.5869	1.8950E+00	   
9.5420	1048.00	1.7832	1.8150E+00	   
9.5780	1044.06	1.9501	1.6790E+00	   
9.6150	1040.04	2.0461	1.5380E+00	   
9.6530	1035.95	2.0847	1.4320E+00	   
9.6900	1031.99	2.1716	1.3660E+00	   
9.7280	1027.96	2.2370	1.3090E+00	   
9.7660	1023.96	2.3302	1.2210E+00	   
9.8040	1019.99	2.4093	1.0840E+00	   
9.8420	1016.05	2.4595	9.1900E-01	   
9.8810	1012.04	2.4592	7.5900E-01	   
9.9210	1007.96	2.4185	6.2300E-01	   
9.9600	1004.02	2.3857	5.1400E-01	   
10.0000	1000.00	2.3267	4.3000E-01	   
10.0400	996.02	2.2762	3.6400E-01	   
10.0810	991.97	2.2162	3.1300E-01	   
10.1210	988.04	2.1750	2.7200E-01	   
10.1630	983.96	2.1194	2.4000E-01	   
10.2040	980.01	2.0807	2.1400E-01	   
10.2460	975.99	2.0376	1.9300E-01	   
10.2880	972.01	2.0015	1.7600E-01	   
10.3310	967.96	1.9626	1.6200E-01	   
10.3730	964.04	1.9340	1.5100E-01	   
10.4170	959.97	1.8976	1.4200E-01	   
10.4600	956.02	1.8701	1.3600E-01	   
10.5040	952.02	1.8410	1.3200E-01	   
10.5490	947.96	1.8100	1.3000E-01	   
10.5930	944.02	1.7852	1.3300E-01	   
10.6380	940.03	1.7592	1.3900E-01	   
10.6840	935.98	1.7342	1.5200E-01	   
10.7300	931.97	1.7164	1.7400E-01	   
10.7760	927.99	1.7123	2.0400E-01	   
10.8230	923.96	1.7224	2.3400E-01	   
10.8700	919.96	1.7475	2.4200E-01	   
10.9170	916.00	1.7704	2.1800E-01	   
10.9650	911.99	1.7735	1.8300E-01	   
11.0130	908.02	1.7655	1.5500E-01	   
11.0620	904.00	1.7471	1.3600E-01	   
11.1110	900.01	1.7289	1.2800E-01	   
11.1610	895.98	1.7103	1.2800E-01	   
11.2110	891.98	1.6978	1.3500E-01	   
11.2610	888.02	1.6943	1.4500E-01	   
11.3120	884.02	1.6977	1.5000E-01	   
11.3640	879.97	1.7023	1.4100E-01	   
11.4160	875.96	1.7021	1.2300E-01	   
11.4680	871.99	1.6953	1.0600E-01	   
11.5210	867.98	1.6819	9.3000E-02	   
11.5740	864.00	1.6676	8.6000E-02	   
11.6280	859.99	1.6528	8.6000E-02	   
11.6820	856.02	1.6447	9.3000E-02	   
11.7370	852.01	1.6440	9.9000E-02	   
11.7920	848.03	1.6454	8.6000E-02	   
11.8480	844.02	1.6381	7.0000E-02	   
11.9050	839.98	1.6253	6.0000E-02	   
11.9620	835.98	1.6117	5.4000E-02	   
12.0190	832.02	1.5985	5.1000E-02	   
12.0770	828.02	1.5858	5.0000E-02	   
12.1360	824.00	1.5731	4.9000E-02	   
12.1950	820.01	1.5614	5.0000E-02	   
12.2550	815.99	1.5493	5.1000E-02	   
12.3150	812.02	1.5380	5.4000E-02	   
12.3760	808.02	1.5271	5.9000E-02	   
12.4380	803.99	1.5173	6.7000E-02	   
12.5000	800.00	1.5118	7.8000E-02	   
12.5630	795.99	1.5121	9.2000E-02	   
12.6260	792.02	1.5197	9.7000E-02	   
12.6900	788.02	1.5258	8.9000E-02	   
12.7550	784.01	1.5252	7.5000E-02	   
12.8210	779.97	1.5182	6.4000E-02	   
12.8870	775.98	1.5088	5.7000E-02	   
12.9530	772.02	1.4990	5.2000E-02	   
13.0210	767.99	1.4877	5.0000E-02	   
13.0890	764.00	1.4777	4.8000E-02	   
13.1580	759.99	1.4673	4.7000E-02	   
13.2280	755.97	1.4567	4.7000E-02	   
13.2980	751.99	1.4468	4.7000E-02	   
13.3690	748.00	1.4367	4.8000E-02	   
13.4410	743.99	1.4268	4.9000E-02	   
13.5140	739.97	1.4166	5.0000E-02	   
13.5870	736.00	1.4067	5.1000E-02	   
13.6610	732.01	1.3963	5.3000E-02	   
13.7360	728.01	1.3859	5.5000E-02	   
13.8120	724.01	1.3751	5.7000E-02	   
13.8890	719.99	1.3634	6.0000E-02	   
13.9660	716.02	1.3529	6.4000E-02	   
14.0450	712.00	1.3406	6.8000E-02	   
14.1240	708.01	1.3302	7.5000E-02	   
14.2050	703.98	1.3199	8.3000E-02	   
14.2860	699.99	1.3139	9.2000E-02	   
14.3680	695.99	1.3082	9.3000E-02	   
14.4510	691.99	1.2987	9.1000E-02	   
14.5350	688.00	1.2860	9.2000E-02	   
14.6200	684.00	1.2718	9.5000E-02	   
14.7060	680.00	1.2571	1.0000E-01	   
14.7930	676.00	1.2421	1.0600E-01	   
14.8810	672.00	1.2264	1.1300E-01	   
14.9700	668.00	1.2106	1.2200E-01	   
15.0600	664.01	1.1950	1.3100E-01	   
15.1520	659.98	1.1767	1.4200E-01	   
15.2440	656.00	1.1602	1.5500E-01	   
