Calcite "pellet" optical constants calculated from Long et al. Infrared
Phys., 34, 191-301, 1993.
    wave.    Freq.      real       imag.
  (microns)  (cm-1)    index       index
    5.0454  1982.00  1.3280E+00  8.0299E-03
    5.0505  1980.00  1.3274E+00  8.0943E-03
    5.0556  1978.00  1.3267E+00  8.1595E-03
    5.0607  1976.00  1.3261E+00  8.2254E-03
    5.0659  1974.00  1.3255E+00  8.2922E-03
    5.0710  1972.00  1.3249E+00  8.3598E-03
    5.0761  1970.00  1.3242E+00  8.4282E-03
    5.0813  1968.00  1.3236E+00  8.4974E-03
    5.0865  1966.00  1.3229E+00  8.5675E-03
    5.0916  1964.00  1.3223E+00  8.6385E-03
    5.0968  1962.00  1.3216E+00  8.7103E-03
    5.1020  1960.00  1.3210E+00  8.7831E-03
    5.1073  1958.00  1.3203E+00  8.8567E-03
    5.1125  1956.00  1.3196E+00  8.9313E-03
    5.1177  1954.00  1.3189E+00  9.0068E-03
    5.1230  1952.00  1.3183E+00  9.0833E-03
    5.1282  1950.00  1.3176E+00  9.1607E-03
    5.1335  1948.00  1.3169E+00  9.2392E-03
    5.1387  1946.00  1.3162E+00  9.3186E-03
    5.1440  1944.00  1.3155E+00  9.3991E-03
    5.1493  1942.00  1.3148E+00  9.4806E-03
    5.1546  1940.00  1.3140E+00  9.5632E-03
    5.1600  1938.00  1.3133E+00  9.6469E-03
    5.1653  1936.00  1.3126E+00  9.7316E-03
    5.1706  1934.00  1.3118E+00  9.8175E-03
    5.1760  1932.00  1.3111E+00  9.9046E-03
    5.1813  1930.00  1.3103E+00  9.9927E-03
    5.1867  1928.00  1.3096E+00  1.0082E-02
    5.1921  1926.00  1.3088E+00  1.0173E-02
    5.1975  1924.00  1.3081E+00  1.0264E-02
    5.2029  1922.00  1.3073E+00  1.0357E-02
    5.2083  1920.00  1.3065E+00  1.0452E-02
    5.2138  1918.00  1.3057E+00  1.0547E-02
    5.2192  1916.00  1.3049E+00  1.0644E-02
    5.2247  1914.00  1.3041E+00  1.0743E-02
    5.2301  1912.00  1.3033E+00  1.0842E-02
    5.2356  1910.00  1.3025E+00  1.0943E-02
    5.2411  1908.00  1.3017E+00  1.1046E-02
    5.2466  1906.00  1.3008E+00  1.1149E-02
    5.2521  1904.00  1.3000E+00  1.1255E-02
    5.2576  1902.00  1.2991E+00  1.1362E-02
    5.2632  1900.00  1.2983E+00  1.1470E-02
    5.2687  1898.00  1.2974E+00  1.1580E-02
    5.2743  1896.00  1.2965E+00  1.1691E-02
    5.2798  1894.00  1.2957E+00  1.1804E-02
    5.2854  1892.00  1.2948E+00  1.1919E-02
    5.2910  1890.00  1.2939E+00  1.2036E-02
    5.2966  1888.00  1.2930E+00  1.2154E-02
    5.3022  1886.00  1.2921E+00  1.2274E-02
    5.3079  1884.00  1.2911E+00  1.2395E-02
    5.3135  1882.00  1.2902E+00  1.2519E-02
    5.3191  1880.00  1.2893E+00  1.2644E-02
    5.3248  1878.00  1.2883E+00  1.2772E-02
    5.3305  1876.00  1.2874E+00  1.2901E-02
    5.3362  1874.00  1.2864E+00  1.3032E-02
    5.3419  1872.00  1.2854E+00  1.3165E-02
    5.3476  1870.00  1.2844E+00  1.3300E-02
    5.3533  1868.00  1.2834E+00  1.3438E-02
    5.3591  1866.00  1.2824E+00  1.3577E-02
    5.3648  1864.00  1.2814E+00  1.3719E-02
    5.3706  1862.00  1.2804E+00  1.3863E-02
    5.3763  1860.00  1.2793E+00  1.4009E-02
    5.3821  1858.00  1.2783E+00  1.4157E-02
    5.3879  1856.00  1.2772E+00  1.4308E-02
    5.3937  1854.00  1.2762E+00  1.4461E-02
    5.3996  1852.00  1.2751E+00  1.4617E-02
    5.4054  1850.00  1.2740E+00  1.4776E-02
    5.4113  1848.00  1.2729E+00  1.4936E-02
    5.4171  1846.00  1.2718E+00  1.5100E-02
    5.4230  1844.00  1.2706E+00  1.5266E-02
    5.4289  1842.00  1.2695E+00  1.5435E-02
    5.4348  1840.00  1.2684E+00  1.5607E-02
    5.4407  1838.00  1.2672E+00  1.5782E-02
    5.4466  1836.00  1.2660E+00  1.5960E-02
    5.4526  1834.00  1.2648E+00  1.6140E-02
    5.4585  1832.00  1.2636E+00  1.6324E-02
    5.4645  1830.00  1.2624E+00  1.6511E-02
    5.4705  1828.00  1.2612E+00  1.6702E-02
    5.4765  1826.00  1.2599E+00  1.6895E-02
    5.4825  1824.00  1.2587E+00  1.7092E-02
    5.4885  1822.00  1.2574E+00  1.7293E-02
    5.4945  1820.00  1.2561E+00  1.7497E-02
    5.5006  1818.00  1.2548E+00  1.7704E-02
    5.5066  1816.00  1.2535E+00  1.7916E-02
    5.5127  1814.00  1.2522E+00  1.8131E-02
    5.5188  1812.00  1.2509E+00  1.8350E-02
    5.5249  1810.00  1.2495E+00  1.8573E-02
    5.5310  1808.00  1.2481E+00  1.8800E-02
    5.5371  1806.00  1.2467E+00  1.9032E-02
    5.5432  1804.00  1.2453E+00  1.9268E-02
    5.5494  1802.00  1.2439E+00  1.9508E-02
    5.5556  1800.00  1.2425E+00  1.9753E-02
    5.5617  1798.00  1.2410E+00  2.0002E-02
    5.5679  1796.00  1.2395E+00  2.0256E-02
    5.5741  1794.00  1.2380E+00  2.0515E-02
    5.5804  1792.00  1.2365E+00  2.0779E-02
    5.5866  1790.00  1.2350E+00  2.1049E-02
    5.5928  1788.00  1.2335E+00  2.1323E-02
    5.5991  1786.00  1.2319E+00  2.1603E-02
    5.6054  1784.00  1.2303E+00  2.1889E-02
    5.6117  1782.00  1.2287E+00  2.2181E-02
    5.6180  1780.00  1.2271E+00  2.2478E-02
    5.6243  1778.00  1.2254E+00  2.2781E-02
    5.6306  1776.00  1.2237E+00  2.3091E-02
    5.6370  1774.00  1.2220E+00  2.3407E-02
    5.6433  1772.00  1.2203E+00  2.3729E-02
    5.6497  1770.00  1.2186E+00  2.4058E-02
    5.6561  1768.00  1.2168E+00  2.4395E-02
    5.6625  1766.00  1.2150E+00  2.4738E-02
    5.6689  1764.00  1.2132E+00  2.5089E-02
    5.6754  1762.00  1.2114E+00  2.5447E-02
    5.6818  1760.00  1.2096E+00  2.5813E-02
    5.6883  1758.00  1.2077E+00  2.6188E-02
    5.6948  1756.00  1.2058E+00  2.6570E-02
    5.7013  1754.00  1.2038E+00  2.6961E-02
    5.7078  1752.00  1.2019E+00  2.7361E-02
    5.7143  1750.00  1.1999E+00  2.7769E-02
    5.7208  1748.00  1.1979E+00  2.8187E-02
    5.7274  1746.00  1.1958E+00  2.8615E-02
    5.7339  1744.00  1.1937E+00  2.9053E-02
    5.7405  1742.00  1.1916E+00  2.9500E-02
    5.7471  1740.00  1.1895E+00  2.9959E-02
    5.7537  1738.00  1.1873E+00  3.0428E-02
    5.7604  1736.00  1.1851E+00  3.0908E-02
    5.7670  1734.00  1.1829E+00  3.1400E-02
    5.7737  1732.00  1.1806E+00  3.1904E-02
    5.7803  1730.00  1.1783E+00  3.2420E-02
    5.7870  1728.00  1.1760E+00  3.2950E-02
    5.7937  1726.00  1.1736E+00  3.3492E-02
    5.8005  1724.00  1.1712E+00  3.4048E-02
    5.8072  1722.00  1.1687E+00  3.4618E-02
    5.8140  1720.00  1.1662E+00  3.5202E-02
    5.8207  1718.00  1.1637E+00  3.5802E-02
    5.8275  1716.00  1.1611E+00  3.6418E-02
    5.8343  1714.00  1.1585E+00  3.7049E-02
    5.8411  1712.00  1.1559E+00  3.7698E-02
    5.8480  1710.00  1.1532E+00  3.8364E-02
    5.8548  1708.00  1.1504E+00  3.9047E-02
    5.8617  1706.00  1.1477E+00  3.9750E-02
    5.8685  1704.00  1.1448E+00  4.0472E-02
    5.8754  1702.00  1.1419E+00  4.1214E-02
    5.8824  1700.00  1.1390E+00  4.1977E-02
    5.8893  1698.00  1.1360E+00  4.2762E-02
    5.8962  1696.00  1.1330E+00  4.3569E-02
    5.9032  1694.00  1.1299E+00  4.4399E-02
    5.9102  1692.00  1.1268E+00  4.5254E-02
    5.9172  1690.00  1.1236E+00  4.6135E-02
    5.9242  1688.00  1.1203E+00  4.7041E-02
    5.9312  1686.00  1.1170E+00  4.7975E-02
    5.9382  1684.00  1.1136E+00  4.8938E-02
    5.9453  1682.00  1.1102E+00  4.9930E-02
    5.9524  1680.00  1.1067E+00  5.0954E-02
    5.9595  1678.00  1.1031E+00  5.2009E-02
    5.9666  1676.00  1.0994E+00  5.3099E-02
    5.9737  1674.00  1.0957E+00  5.4223E-02
    5.9809  1672.00  1.0919E+00  5.5385E-02
    5.9880  1670.00  1.0881E+00  5.6585E-02
    5.9952  1668.00  1.0842E+00  5.7825E-02
    6.0024  1666.00  1.0801E+00  5.9107E-02
    6.0096  1664.00  1.0760E+00  6.0433E-02
    6.0168  1662.00  1.0719E+00  6.1805E-02
    6.0241  1660.00  1.0676E+00  6.3225E-02
    6.0314  1658.00  1.0632E+00  6.4696E-02
    6.0386  1656.00  1.0588E+00  6.6220E-02
    6.0459  1654.00  1.0542E+00  6.7799E-02
    6.0533  1652.00  1.0496E+00  6.9437E-02
    6.0606  1650.00  1.0449E+00  7.1136E-02
    6.0680  1648.00  1.0400E+00  7.2900E-02
    6.0753  1646.00  1.0351E+00  7.4732E-02
    6.0827  1644.00  1.0300E+00  7.6636E-02
    6.0901  1642.00  1.0248E+00  7.8615E-02
    6.0976  1640.00  1.0195E+00  8.0673E-02
    6.1050  1638.00  1.0141E+00  8.2815E-02
    6.1125  1636.00  1.0086E+00  8.5046E-02
    6.1200  1634.00  1.0029E+00  8.7371E-02
    6.1275  1632.00  9.9709E-01  8.9795E-02
    6.1350  1630.00  9.9114E-01  9.2323E-02
    6.1425  1628.00  9.8505E-01  9.4963E-02
    6.1501  1626.00  9.7881E-01  9.7721E-02
    6.1576  1624.00  9.7241E-01  1.0060E-01
    6.1652  1622.00  9.6586E-01  1.0362E-01
    6.1728  1620.00  9.5914E-01  1.0678E-01
    6.1805  1618.00  9.5226E-01  1.1009E-01
    6.1881  1616.00  9.4519E-01  1.1355E-01
    6.1958  1614.00  9.3795E-01  1.1719E-01
    6.2035  1612.00  9.3052E-01  1.2101E-01
    6.2112  1610.00  9.2290E-01  1.2503E-01
    6.2189  1608.00  9.1508E-01  1.2926E-01
    6.2267  1606.00  9.0706E-01  1.3371E-01
    6.2344  1604.00  8.9882E-01  1.3840E-01
    6.2422  1602.00  8.9037E-01  1.4334E-01
    6.2500  1600.00  8.8170E-01  1.4856E-01
    6.2578  1598.00  8.7281E-01  1.5408E-01
    6.2657  1596.00  8.6368E-01  1.5992E-01
    6.2735  1594.00  8.5432E-01  1.6611E-01
    6.2814  1592.00  8.4472E-01  1.7266E-01
    6.2893  1590.00  8.3489E-01  1.7961E-01
    6.2972  1588.00  8.2481E-01  1.8700E-01
    6.3052  1586.00  8.1450E-01  1.9485E-01
    6.3131  1584.00  8.0396E-01  2.0320E-01
    6.3211  1582.00  7.9319E-01  2.1210E-01
    6.3291  1580.00  7.8220E-01  2.2158E-01
    6.3371  1578.00  7.7101E-01  2.3169E-01
    6.3452  1576.00  7.5964E-01  2.4249E-01
    6.3532  1574.00  7.4812E-01  2.5401E-01
    6.3613  1572.00  7.3647E-01  2.6631E-01
    6.3694  1570.00  7.2474E-01  2.7944E-01
    6.3776  1568.00  7.1298E-01  2.9346E-01
    6.3857  1566.00  7.0124E-01  3.0842E-01
    6.3939  1564.00  6.8959E-01  3.2435E-01
    6.4020  1562.00  6.7811E-01  3.4131E-01
    6.4103  1560.00  6.6690E-01  3.5931E-01
    6.4185  1558.00  6.5603E-01  3.7839E-01
    6.4267  1556.00  6.4561E-01  3.9854E-01
    6.4350  1554.00  6.3576E-01  4.1977E-01
    6.4433  1552.00  6.2655E-01  4.4204E-01
    6.4516  1550.00  6.1811E-01  4.6533E-01
    6.4599  1548.00  6.1051E-01  4.8958E-01
    6.4683  1546.00  6.0383E-01  5.1473E-01
    6.4767  1544.00  5.9815E-01  5.4071E-01
    6.4851  1542.00  5.9353E-01  5.6745E-01
    6.4935  1540.00  5.9000E-01  5.9488E-01
    6.5020  1538.00  5.8760E-01  6.2293E-01
    6.5104  1536.00  5.8636E-01  6.5153E-01
    6.5189  1534.00  5.8629E-01  6.8062E-01
    6.5274  1532.00  5.8741E-01  7.1014E-01
    6.5359  1530.00  5.8973E-01  7.4004E-01
    6.5445  1528.00  5.9326E-01  7.7028E-01
    6.5531  1526.00  5.9802E-01  8.0082E-01
    6.5617  1524.00  6.0402E-01  8.3162E-01
    6.5703  1522.00  6.1129E-01  8.6265E-01
    6.5789  1520.00  6.1985E-01  8.9389E-01
    6.5876  1518.00  6.2974E-01  9.2528E-01
    6.5963  1516.00  6.4099E-01  9.5681E-01
    6.6050  1514.00  6.5365E-01  9.8843E-01
    6.6138  1512.00  6.6776E-01  1.0201E+00
    6.6225  1510.00  6.8340E-01  1.0518E+00
    6.6313  1508.00  7.0061E-01  1.0833E+00
    6.6401  1506.00  7.1946E-01  1.1148E+00
    6.6489  1504.00  7.4002E-01  1.1460E+00
    6.6578  1502.00  7.6237E-01  1.1769E+00
    6.6667  1500.00  7.8656E-01  1.2073E+00
    6.6756  1498.00  8.1266E-01  1.2370E+00
    6.6845  1496.00  8.4073E-01  1.2660E+00
    6.6934  1494.00  8.7078E-01  1.2940E+00
    6.7024  1492.00  9.0284E-01  1.3208E+00
    6.7114  1490.00  9.3689E-01  1.3461E+00
    6.7204  1488.00  9.7286E-01  1.3696E+00
    6.7295  1486.00  1.0107E+00  1.3912E+00
    6.7385  1484.00  1.0501E+00  1.4104E+00
    6.7476  1482.00  1.0909E+00  1.4270E+00
    6.7568  1480.00  1.1328E+00  1.4407E+00
    6.7659  1478.00  1.1755E+00  1.4513E+00
    6.7751  1476.00  1.2183E+00  1.4587E+00
    6.7843  1474.00  1.2608E+00  1.4627E+00
    6.7935  1472.00  1.3024E+00  1.4634E+00
    6.8027  1470.00  1.3424E+00  1.4610E+00
    6.8120  1468.00  1.3804E+00  1.4559E+00
    6.8213  1466.00  1.4157E+00  1.4485E+00
    6.8306  1464.00  1.4480E+00  1.4396E+00
    6.8399  1462.00  1.4770E+00  1.4298E+00
    6.8493  1460.00  1.5025E+00  1.4201E+00
    6.8587  1458.00  1.5247E+00  1.4112E+00
    6.8681  1456.00  1.5440E+00  1.4042E+00
    6.8776  1454.00  1.5608E+00  1.3998E+00
    6.8871  1452.00  1.5760E+00  1.3989E+00
    6.8966  1450.00  1.5904E+00  1.4019E+00
    6.9061  1448.00  1.6053E+00  1.4093E+00
    6.9156  1446.00  1.6218E+00  1.4213E+00
    6.9252  1444.00  1.6415E+00  1.4376E+00
    6.9348  1442.00  1.6657E+00  1.4579E+00
    6.9444  1440.00  1.6959E+00  1.4813E+00
    6.9541  1438.00  1.7334E+00  1.5064E+00
    6.9638  1436.00  1.7793E+00  1.5317E+00
    6.9735  1434.00  1.8343E+00  1.5550E+00
    6.9832  1432.00  1.8986E+00  1.5739E+00
    6.9930  1430.00  1.9717E+00  1.5857E+00
    7.0028  1428.00  2.0524E+00  1.5876E+00
    7.0126  1426.00  2.1384E+00  1.5774E+00
    7.0225  1424.00  2.2266E+00  1.5533E+00
    7.0323  1422.00  2.3135E+00  1.5144E+00
    7.0423  1420.00  2.3952E+00  1.4613E+00
    7.0522  1418.00  2.4681E+00  1.3958E+00
    7.0621  1416.00  2.5296E+00  1.3207E+00
    7.0721  1414.00  2.5782E+00  1.2392E+00
    7.0822  1412.00  2.6136E+00  1.1550E+00
    7.0922  1410.00  2.6365E+00  1.0709E+00
    7.1023  1408.00  2.6482E+00  9.8933E-01
    7.1124  1406.00  2.6505E+00  9.1203E-01
    7.1225  1404.00  2.6451E+00  8.3999E-01
    7.1327  1402.00  2.6339E+00  7.7367E-01
    7.1429  1400.00  2.6182E+00  7.1315E-01
    7.1531  1398.00  2.5993E+00  6.5826E-01
    7.1633  1396.00  2.5783E+00  6.0864E-01
    7.1736  1394.00  2.5559E+00  5.6388E-01
    7.1839  1392.00  2.5327E+00  5.2353E-01
    7.1942  1390.00  2.5091E+00  4.8715E-01
    7.2046  1388.00  2.4856E+00  4.5432E-01
    7.2150  1386.00  2.4623E+00  4.2463E-01
    7.2254  1384.00  2.4394E+00  3.9775E-01
    7.2359  1382.00  2.4171E+00  3.7336E-01
    7.2464  1380.00  2.3953E+00  3.5117E-01
    7.2569  1378.00  2.3743E+00  3.3094E-01
    7.2674  1376.00  2.3539E+00  3.1246E-01
    7.2780  1374.00  2.3342E+00  2.9554E-01
    7.2886  1372.00  2.3152E+00  2.8000E-01
    7.2993  1370.00  2.2969E+00  2.6570E-01
    7.3099  1368.00  2.2792E+00  2.5252E-01
    7.3206  1366.00  2.2622E+00  2.4033E-01
    7.3314  1364.00  2.2458E+00  2.2905E-01
    7.3421  1362.00  2.2301E+00  2.1858E-01
    7.3529  1360.00  2.2149E+00  2.0885E-01
    7.3638  1358.00  2.2002E+00  1.9979E-01
    7.3746  1356.00  2.1861E+00  1.9133E-01
    7.3855  1354.00  2.1725E+00  1.8343E-01
    7.3964  1352.00  2.1593E+00  1.7603E-01
    7.4074  1350.00  2.1467E+00  1.6909E-01
    7.4184  1348.00  2.1344E+00  1.6258E-01
    7.4294  1346.00  2.1226E+00  1.5645E-01
    7.4405  1344.00  2.1112E+00  1.5068E-01
    7.4516  1342.00  2.1001E+00  1.4525E-01
    7.4627  1340.00  2.0894E+00  1.4011E-01
    7.4738  1338.00  2.0791E+00  1.3526E-01
    7.4850  1336.00  2.0690E+00  1.3067E-01
    7.4963  1334.00  2.0593E+00  1.2632E-01
    7.5075  1332.00  2.0499E+00  1.2219E-01
    7.5188  1330.00  2.0408E+00  1.1827E-01
    7.5301  1328.00  2.0319E+00  1.1455E-01
    7.5415  1326.00  2.0233E+00  1.1101E-01
    7.5529  1324.00  2.0150E+00  1.0764E-01
    7.5643  1322.00  2.0069E+00  1.0442E-01
    7.5758  1320.00  1.9990E+00  1.0136E-01
    7.5873  1318.00  1.9913E+00  9.8433E-02
    7.5988  1316.00  1.9839E+00  9.5638E-02
    7.6104  1314.00  1.9766E+00  9.2967E-02
    7.6220  1312.00  1.9696E+00  9.0411E-02
    7.6336  1310.00  1.9627E+00  8.7963E-02
    7.6453  1308.00  1.9560E+00  8.5619E-02
    7.6570  1306.00  1.9495E+00  8.3371E-02
    7.6687  1304.00  1.9431E+00  8.1214E-02
    7.6805  1302.00  1.9369E+00  7.9144E-02
    7.6923  1300.00  1.9308E+00  7.7156E-02
    7.7042  1298.00  1.9249E+00  7.5245E-02
    7.7160  1296.00  1.9191E+00  7.3407E-02
    7.7280  1294.00  1.9135E+00  7.1639E-02
    7.7399  1292.00  1.9080E+00  6.9937E-02
    7.7519  1290.00  1.9026E+00  6.8297E-02
    7.7640  1288.00  1.8974E+00  6.6717E-02
    7.7760  1286.00  1.8922E+00  6.5194E-02
    7.7882  1284.00  1.8872E+00  6.3725E-02
    7.8003  1282.00  1.8823E+00  6.2307E-02
    7.8125  1280.00  1.8775E+00  6.0938E-02
    7.8247  1278.00  1.8727E+00  5.9616E-02
    7.8370  1276.00  1.8681E+00  5.8338E-02
    7.8493  1274.00  1.8636E+00  5.7103E-02
    7.8616  1272.00  1.8592E+00  5.5908E-02
    7.8740  1270.00  1.8548E+00  5.4753E-02
    7.8864  1268.00  1.8506E+00  5.3634E-02
    7.8989  1266.00  1.8464E+00  5.2551E-02
    7.9114  1264.00  1.8423E+00  5.1502E-02
    7.9239  1262.00  1.8383E+00  5.0486E-02
    7.9365  1260.00  1.8344E+00  4.9501E-02
    7.9491  1258.00  1.8305E+00  4.8546E-02
    7.9618  1256.00  1.8267E+00  4.7620E-02
    7.9745  1254.00  1.8230E+00  4.6721E-02
    7.9872  1252.00  1.8194E+00  4.5849E-02
    8.0000  1250.00  1.8158E+00  4.5003E-02
    8.0128  1248.00  1.8122E+00  4.4180E-02
    8.0257  1246.00  1.8088E+00  4.3382E-02
    8.0386  1244.00  1.8054E+00  4.2606E-02
    8.0515  1242.00  1.8020E+00  4.1852E-02
    8.0645  1240.00  1.7987E+00  4.1119E-02
    8.0775  1238.00  1.7955E+00  4.0406E-02
    8.0906  1236.00  1.7923E+00  3.9713E-02
    8.1037  1234.00  1.7892E+00  3.9038E-02
    8.1169  1232.00  1.7861E+00  3.8382E-02
    8.1301  1230.00  1.7831E+00  3.7743E-02
    8.1433  1228.00  1.7801E+00  3.7120E-02
    8.1566  1226.00  1.7772E+00  3.6515E-02
    8.1699  1224.00  1.7743E+00  3.5924E-02
    8.1833  1222.00  1.7714E+00  3.5349E-02
    8.1967  1220.00  1.7686E+00  3.4789E-02
    8.2102  1218.00  1.7658E+00  3.4243E-02
    8.2237  1216.00  1.7631E+00  3.3711E-02
    8.2372  1214.00  1.7604E+00  3.3191E-02
    8.2508  1212.00  1.7578E+00  3.2685E-02
    8.2645  1210.00  1.7552E+00  3.2191E-02
    8.2781  1208.00  1.7526E+00  3.1709E-02
    8.2919  1206.00  1.7501E+00  3.1239E-02
    8.3056  1204.00  1.7476E+00  3.0780E-02
    8.3195  1202.00  1.7451E+00  3.0332E-02
    8.3333  1200.00  1.7427E+00  2.9895E-02
    8.3472  1198.00  1.7403E+00  2.9468E-02
    8.3612  1196.00  1.7379E+00  2.9050E-02
    8.3752  1194.00  1.7356E+00  2.8643E-02
    8.3893  1192.00  1.7332E+00  2.8245E-02
    8.4034  1190.00  1.7310E+00  2.7856E-02
    8.4175  1188.00  1.7287E+00  2.7475E-02
    8.4317  1186.00  1.7265E+00  2.7104E-02
    8.4459  1184.00  1.7243E+00  2.6741E-02
    8.4602  1182.00  1.7221E+00  2.6385E-02
    8.4746  1180.00  1.7200E+00  2.6038E-02
    8.4890  1178.00  1.7178E+00  2.5699E-02
    8.5034  1176.00  1.7157E+00  2.5366E-02
    8.5179  1174.00  1.7137E+00  2.5041E-02
    8.5324  1172.00  1.7116E+00  2.4723E-02
    8.5470  1170.00  1.7096E+00  2.4412E-02
    8.5616  1168.00  1.7076E+00  2.4108E-02
    8.5763  1166.00  1.7056E+00  2.3810E-02
    8.5911  1164.00  1.7036E+00  2.3519E-02
    8.6059  1162.00  1.7017E+00  2.3233E-02
    8.6207  1160.00  1.6998E+00  2.2954E-02
    8.6356  1158.00  1.6979E+00  2.2680E-02
    8.6505  1156.00  1.6960E+00  2.2413E-02
    8.6655  1154.00  1.6941E+00  2.2150E-02
    8.6806  1152.00  1.6923E+00  2.1894E-02
    8.6957  1150.00  1.6905E+00  2.1642E-02
    8.7108  1148.00  1.6887E+00  2.1396E-02
    8.7260  1146.00  1.6869E+00  2.1155E-02
    8.7413  1144.00  1.6851E+00  2.0918E-02
    8.7566  1142.00  1.6833E+00  2.0687E-02
    8.7719  1140.00  1.6816E+00  2.0460E-02
    8.7873  1138.00  1.6799E+00  2.0238E-02
    8.8028  1136.00  1.6781E+00  2.0020E-02
    8.8183  1134.00  1.6765E+00  1.9807E-02
    8.8339  1132.00  1.6748E+00  1.9597E-02
    8.8496  1130.00  1.6731E+00  1.9393E-02
    8.8652  1128.00  1.6714E+00  1.9192E-02
    8.8810  1126.00  1.6698E+00  1.8995E-02
    8.8968  1124.00  1.6682E+00  1.8802E-02
    8.9127  1122.00  1.6665E+00  1.8613E-02
    8.9286  1120.00  1.6649E+00  1.8428E-02
    8.9445  1118.00  1.6633E+00  1.8247E-02
    8.9606  1116.00  1.6618E+00  1.8069E-02
    8.9767  1114.00  1.6602E+00  1.7895E-02
    8.9928  1112.00  1.6586E+00  1.7724E-02
    9.0090  1110.00  1.6571E+00  1.7557E-02
    9.0253  1108.00  1.6555E+00  1.7393E-02
    9.0416  1106.00  1.6540E+00  1.7232E-02
    9.0580  1104.00  1.6525E+00  1.7074E-02
    9.0744  1102.00  1.6510E+00  1.6920E-02
    9.0909  1100.00  1.6495E+00  1.6769E-02
    9.1075  1098.00  1.6480E+00  1.6621E-02
    9.1241  1096.00  1.6465E+00  1.6476E-02
    9.1408  1094.00  1.6450E+00  1.6334E-02
    9.1575  1092.00  1.6435E+00  1.6195E-02
    9.1743  1090.00  1.6421E+00  1.6058E-02
    9.1912  1088.00  1.6406E+00  1.5925E-02
    9.2081  1086.00  1.6392E+00  1.5795E-02
    9.2251  1084.00  1.6377E+00  1.5667E-02
    9.2421  1082.00  1.6363E+00  1.5542E-02
    9.2593  1080.00  1.6349E+00  1.5419E-02
    9.2764  1078.00  1.6335E+00  1.5300E-02
    9.2937  1076.00  1.6320E+00  1.5183E-02
    9.3110  1074.00  1.6306E+00  1.5068E-02
    9.3284  1072.00  1.6292E+00  1.4956E-02
    9.3458  1070.00  1.6278E+00  1.4847E-02
    9.3633  1068.00  1.6264E+00  1.4741E-02
    9.3809  1066.00  1.6250E+00  1.4636E-02
    9.3985  1064.00  1.6236E+00  1.4535E-02
    9.4162  1062.00  1.6222E+00  1.4436E-02
    9.4340  1060.00  1.6208E+00  1.4339E-02
    9.4518  1058.00  1.6195E+00  1.4245E-02
    9.4697  1056.00  1.6181E+00  1.4153E-02
    9.4877  1054.00  1.6167E+00  1.4064E-02
    9.5057  1052.00  1.6153E+00  1.3977E-02
    9.5238  1050.00  1.6139E+00  1.3892E-02
    9.5420  1048.00  1.6126E+00  1.3811E-02
    9.5602  1046.00  1.6112E+00  1.3731E-02
    9.5785  1044.00  1.6098E+00  1.3654E-02
    9.5969  1042.00  1.6084E+00  1.3580E-02
    9.6154  1040.00  1.6071E+00  1.3508E-02
    9.6339  1038.00  1.6057E+00  1.3438E-02
    9.6525  1036.00  1.6043E+00  1.3371E-02
    9.6712  1034.00  1.6029E+00  1.3307E-02
    9.6899  1032.00  1.6016E+00  1.3245E-02
    9.7087  1030.00  1.6002E+00  1.3185E-02
    9.7276  1028.00  1.5988E+00  1.3129E-02
    9.7466  1026.00  1.5974E+00  1.3075E-02
    9.7656  1024.00  1.5960E+00  1.3024E-02
    9.7847  1022.00  1.5946E+00  1.2975E-02
    9.8039  1020.00  1.5932E+00  1.2930E-02
    9.8232  1018.00  1.5918E+00  1.2887E-02
    9.8425  1016.00  1.5904E+00  1.2847E-02
    9.8619  1014.00  1.5889E+00  1.2810E-02
    9.8814  1012.00  1.5875E+00  1.2777E-02
    9.9010  1010.00  1.5861E+00  1.2747E-02
    9.9206  1008.00  1.5846E+00  1.2720E-02
    9.9404  1006.00  1.5831E+00  1.2696E-02
    9.9602  1004.00  1.5817E+00  1.2676E-02
    9.9800  1002.00  1.5802E+00  1.2660E-02
   10.0000  1000.00  1.5787E+00  1.2647E-02
   10.0200   998.00  1.5772E+00  1.2639E-02
   10.0402   996.00  1.5757E+00  1.2635E-02
   10.0604   994.00  1.5741E+00  1.2635E-02
   10.0806   992.00  1.5726E+00  1.2640E-02
   10.1010   990.00  1.5710E+00  1.2649E-02
   10.1215   988.00  1.5694E+00  1.2664E-02
   10.1420   986.00  1.5678E+00  1.2684E-02
   10.1626   984.00  1.5662E+00  1.2710E-02
   10.1833   982.00  1.5645E+00  1.2741E-02
   10.2041   980.00  1.5628E+00  1.2779E-02
   10.2249   978.00  1.5611E+00  1.2824E-02
   10.2459   976.00  1.5594E+00  1.2877E-02
   10.2669   974.00  1.5576E+00  1.2937E-02
   10.2881   972.00  1.5558E+00  1.3005E-02
   10.3093   970.00  1.5540E+00  1.3083E-02
   10.3306   968.00  1.5521E+00  1.3170E-02
   10.3520   966.00  1.5502E+00  1.3267E-02
   10.3734   964.00  1.5482E+00  1.3377E-02
   10.3950   962.00  1.5462E+00  1.3498E-02
   10.4167   960.00  1.5442E+00  1.3633E-02
   10.4384   958.00  1.5421E+00  1.3783E-02
   10.4603   956.00  1.5399E+00  1.3949E-02
   10.4822   954.00  1.5377E+00  1.4132E-02
   10.5042   952.00  1.5354E+00  1.4336E-02
