184829	28.970237	0
184830	28.970548	0
184831	28.970860	0
184832	28.971172	0
184833	28.971484	0
184834	28.971796	0
184835	28.972108	0
184836	28.972420	0
184837	28.972732	0
184838	28.973043	0
184839	28.973355	0
184840	28.973667	0
184841	28.973979	0
184842	28.974291	0
184843	28.974603	0
184844	28.974915	0
184845	28.975227	0
184846	28.975539	0
184847	28.975850	0
184848	28.976162	0
184849	28.976474	0
184850	28.976786	1
184851	28.977098	0
184852	28.977410	0
184853	28.977722	0
184854	28.978034	0
184855	28.978346	0
184856	28.978658	0
184857	28.978969	0
184858	28.979281	0
184859	28.979593	0
184860	28.979905	0
184861	28.980217	1
184862	28.980529	0
184863	28.980841	0
184864	28.981153	0
184865	28.981465	0
184866	28.981777	0
184867	28.982089	0
184868	28.982401	1
184869	28.982713	0
184870	28.983024	0
184871	28.983336	0
184872	28.983648	0
184873	28.983960	0
184874	28.984272	0
184875	28.984584	0
184876	28.984896	0
184877	28.985208	0
184878	28.985520	0
184879	28.985832	0
184880	28.986144	0
184881	28.986456	0
184882	28.986768	0
184883	28.987080	0
184884	28.987392	0
184885	28.987704	0
184886	28.988016	0
184887	28.988328	0
184888	28.988640	0
184889	28.988952	1
184890	28.989263	0
184891	28.989575	0
184892	28.989887	1
184893	28.990199	0
184894	28.990511	0
184895	28.990823	2
184896	28.991135	1
184897	28.991447	3
184898	28.991759	4
184899	28.992071	5
184900	28.992383	4
184901	28.992695	4
184902	28.993007	8
184903	28.993319	16
184904	28.993631	11
184905	28.993943	13
184906	28.994255	8
184907	28.994567	12
184908	28.994879	10
184909	28.995191	7
184910	28.995503	8
184911	28.995815	14
184912	28.996127	9
184913	28.996439	7
184914	28.996751	8
184915	28.997063	14
184916	28.997375	9
184917	28.997687	12
184918	28.997999	10
184919	28.998311	12
184920	28.998623	6
184921	28.998935	8
184922	28.999247	8
184923	28.999559	10
184924	28.999871	7
184925	29.000183	12
184926	29.000495	8
184927	29.000807	18
184928	29.001119	23
184929	29.001431	15
184930	29.001743	23
184931	29.002056	30
184932	29.002368	25
184933	29.002680	16
184934	29.002992	17
184935	29.003304	27
184936	29.003616	24
