Data created using the Lorantz line parameters in J.R. Aronson and P.F.
Strong, Optical constants of minerals and rocks, Applied Optics, 14, 
2914-2920, 1975.  These could be recalculated at any spectral resolution.
Range of validity is given as 4000-332 inverse centimeters.

high frq. dielec. const=  2.262
Lorentz line parameters
center  width  strength
 975.0  0.1439  0.7980
 750.0  0.0829  0.0630
 672.0  0.1170  0.0850
 444.6  0.1938  1.4310

 wave.    freq.   refl.       real       imag.
 3.9432  2536.0  0.0322       1.438    0.003796
 3.9401  2538.0  0.0322       1.438    0.003785
 3.9370  2540.0  0.0322       1.438    0.003774
 3.9339  2542.0  0.0323       1.438    0.003763
 3.9308  2544.0  0.0323       1.438    0.003752
 3.9277  2546.0  0.0323       1.438    0.003741
 3.9246  2548.0  0.0323       1.438    0.003730
 3.9216  2550.0  0.0323       1.438    0.003719
 3.9185  2552.0  0.0323       1.438    0.003709
 3.9154  2554.0  0.0323       1.439    0.003698
 3.9124  2556.0  0.0324       1.439    0.003687
 3.9093  2558.0  0.0324       1.439    0.003677
 3.9062  2560.0  0.0324       1.439    0.003666
 3.9032  2562.0  0.0324       1.439    0.003656
 3.9002  2564.0  0.0324       1.439    0.003645
 3.8971  2566.0  0.0324       1.439    0.003635
 3.8941  2568.0  0.0324       1.439    0.003624
 3.8911  2570.0  0.0325       1.440    0.003614
 3.8880  2572.0  0.0325       1.440    0.003604
 3.8850  2574.0  0.0325       1.440    0.003593
 3.8820  2576.0  0.0325       1.440    0.003583
 3.8790  2578.0  0.0325       1.440    0.003573
 3.8760  2580.0  0.0325       1.440    0.003563
 3.8730  2582.0  0.0325       1.440    0.003553
 3.8700  2584.0  0.0326       1.440    0.003543
 3.8670  2586.0  0.0326       1.440    0.003533
 3.8640  2588.0  0.0326       1.441    0.003523
 3.8610  2590.0  0.0326       1.441    0.003513
 3.8580  2592.0  0.0326       1.441    0.003503
 3.8551  2594.0  0.0326       1.441    0.003493
 3.8521  2596.0  0.0326       1.441    0.003483
 3.8491  2598.0  0.0327       1.441    0.003473
 3.8462  2600.0  0.0327       1.441    0.003463
 3.8432  2602.0  0.0327       1.441    0.003454
 3.8402  2604.0  0.0327       1.441    0.003444
 3.8373  2606.0  0.0327       1.442    0.003434
 3.8344  2608.0  0.0327       1.442    0.003425
 3.8314  2610.0  0.0327       1.442    0.003415
 3.8285  2612.0  0.0327       1.442    0.003406
 3.8256  2614.0  0.0328       1.442    0.003396
 3.8226  2616.0  0.0328       1.442    0.003387
 3.8197  2618.0  0.0328       1.442    0.003377
 3.8168  2620.0  0.0328       1.442    0.003368
 3.8139  2622.0  0.0328       1.442    0.003359
 3.8110  2624.0  0.0328       1.443    0.003349
 3.8081  2626.0  0.0328       1.443    0.003340
 3.8052  2628.0  0.0329       1.443    0.003331
 3.8023  2630.0  0.0329       1.443    0.003322
 3.7994  2632.0  0.0329       1.443    0.003312
 3.7965  2634.0  0.0329       1.443    0.003303
 3.7936  2636.0  0.0329       1.443    0.003294
 3.7908  2638.0  0.0329       1.443    0.003285
 3.7879  2640.0  0.0329       1.443    0.003276
 3.7850  2642.0  0.0329       1.443    0.003267
 3.7821  2644.0  0.0330       1.444    0.003258
 3.7793  2646.0  0.0330       1.444    0.003249
 3.7764  2648.0  0.0330       1.444    0.003240
 3.7736  2650.0  0.0330       1.444    0.003231
 3.7707  2652.0  0.0330       1.444    0.003223
 3.7679  2654.0  0.0330       1.444    0.003214
 3.7651  2656.0  0.0330       1.444    0.003205
 3.7622  2658.0  0.0330       1.444    0.003196
 3.7594  2660.0  0.0331       1.444    0.003188
 3.7566  2662.0  0.0331       1.445    0.003179
 3.7538  2664.0  0.0331       1.445    0.003170
 3.7509  2666.0  0.0331       1.445    0.003162
 3.7481  2668.0  0.0331       1.445    0.003153
 3.7453  2670.0  0.0331       1.445    0.003145
 3.7425  2672.0  0.0331       1.445    0.003136
 3.7397  2674.0  0.0331       1.445    0.003128
 3.7369  2676.0  0.0332       1.445    0.003119
 3.7341  2678.0  0.0332       1.445    0.003111
 3.7313  2680.0  0.0332       1.445    0.003102
 3.7286  2682.0  0.0332       1.446    0.003094
 3.7258  2684.0  0.0332       1.446    0.003086
 3.7230  2686.0  0.0332       1.446    0.003078
 3.7202  2688.0  0.0332       1.446    0.003069
 3.7175  2690.0  0.0332       1.446    0.003061
 3.7147  2692.0  0.0333       1.446    0.003053
 3.7120  2694.0  0.0333       1.446    0.003045
 3.7092  2696.0  0.0333       1.446    0.003037
 3.7064  2698.0  0.0333       1.446    0.003029
 3.7037  2700.0  0.0333       1.446    0.003020
 3.7010  2702.0  0.0333       1.446    0.003012
 3.6982  2704.0  0.0333       1.447    0.003004
 3.6955  2706.0  0.0333       1.447    0.002996
 3.6928  2708.0  0.0333       1.447    0.002988
 3.6900  2710.0  0.0334       1.447    0.002981
 3.6873  2712.0  0.0334       1.447    0.002973
 3.6846  2714.0  0.0334       1.447    0.002965
 3.6819  2716.0  0.0334       1.447    0.002957
 3.6792  2718.0  0.0334       1.447    0.002949
 3.6765  2720.0  0.0334       1.447    0.002941
 3.6738  2722.0  0.0334       1.447    0.002934
 3.6711  2724.0  0.0334       1.448    0.002926
 3.6684  2726.0  0.0334       1.448    0.002918
 3.6657  2728.0  0.0335       1.448    0.002911
 3.6630  2730.0  0.0335       1.448    0.002903
 3.6603  2732.0  0.0335       1.448    0.002895
 3.6576  2734.0  0.0335       1.448    0.002888
 3.6550  2736.0  0.0335       1.448    0.002880
 3.6523  2738.0  0.0335       1.448    0.002873
 3.6496  2740.0  0.0335       1.448    0.002865
 3.6470  2742.0  0.0335       1.448    0.002858
 3.6443  2744.0  0.0336       1.448    0.002850
 3.6417  2746.0  0.0336       1.449    0.002843
 3.6390  2748.0  0.0336       1.449    0.002835
 3.6364  2750.0  0.0336       1.449    0.002828
 3.6337  2752.0  0.0336       1.449    0.002821
 3.6311  2754.0  0.0336       1.449    0.002813
 3.6284  2756.0  0.0336       1.449    0.002806
 3.6258  2758.0  0.0336       1.449    0.002799
 3.6232  2760.0  0.0336       1.449    0.002792
 3.6206  2762.0  0.0336       1.449    0.002784
 3.6179  2764.0  0.0337       1.449    0.002777
 3.6153  2766.0  0.0337       1.449    0.002770
 3.6127  2768.0  0.0337       1.450    0.002763
 3.6101  2770.0  0.0337       1.450    0.002756
 3.6075  2772.0  0.0337       1.450    0.002749
 3.6049  2774.0  0.0337       1.450    0.002742
 3.6023  2776.0  0.0337       1.450    0.002735
 3.5997  2778.0  0.0337       1.450    0.002728
 3.5971  2780.0  0.0337       1.450    0.002721
 3.5945  2782.0  0.0338       1.450    0.002714
 3.5920  2784.0  0.0338       1.450    0.002707
 3.5894  2786.0  0.0338       1.450    0.002700
 3.5868  2788.0  0.0338       1.450    0.002693
 3.5842  2790.0  0.0338       1.451    0.002686
 3.5817  2792.0  0.0338       1.451    0.002679
 3.5791  2794.0  0.0338       1.451    0.002673
 3.5765  2796.0  0.0338       1.451    0.002666
 3.5740  2798.0  0.0338       1.451    0.002659
 3.5714  2800.0  0.0339       1.451    0.002652
 3.5689  2802.0  0.0339       1.451    0.002646
 3.5663  2804.0  0.0339       1.451    0.002639
 3.5638  2806.0  0.0339       1.451    0.002632
 3.5613  2808.0  0.0339       1.451    0.002626
 3.5587  2810.0  0.0339       1.451    0.002619
 3.5562  2812.0  0.0339       1.451    0.002612
 3.5537  2814.0  0.0339       1.452    0.002606
 3.5511  2816.0  0.0339       1.452    0.002599
 3.5486  2818.0  0.0339       1.452    0.002593
 3.5461  2820.0  0.0340       1.452    0.002586
 3.5436  2822.0  0.0340       1.452    0.002580
 3.5411  2824.0  0.0340       1.452    0.002573
 3.5386  2826.0  0.0340       1.452    0.002567
 3.5361  2828.0  0.0340       1.452    0.002560
 3.5336  2830.0  0.0340       1.452    0.002554
 3.5311  2832.0  0.0340       1.452    0.002548
 3.5286  2834.0  0.0340       1.452    0.002541
 3.5261  2836.0  0.0340       1.452    0.002535
 3.5236  2838.0  0.0340       1.453    0.002529
 3.5211  2840.0  0.0341       1.453    0.002522
 3.5186  2842.0  0.0341       1.453    0.002516
 3.5162  2844.0  0.0341       1.453    0.002510
 3.5137  2846.0  0.0341       1.453    0.002504
 3.5112  2848.0  0.0341       1.453    0.002498
 3.5088  2850.0  0.0341       1.453    0.002491
 3.5063  2852.0  0.0341       1.453    0.002485
 3.5039  2854.0  0.0341       1.453    0.002479
 3.5014  2856.0  0.0341       1.453    0.002473
 3.4990  2858.0  0.0341       1.453    0.002467
 3.4965  2860.0  0.0342       1.453    0.002461
 3.4941  2862.0  0.0342       1.453    0.002455
 3.4916  2864.0  0.0342       1.454    0.002449
 3.4892  2866.0  0.0342       1.454    0.002443
 3.4868  2868.0  0.0342       1.454    0.002437
 3.4843  2870.0  0.0342       1.454    0.002431
 3.4819  2872.0  0.0342       1.454    0.002425
 3.4795  2874.0  0.0342       1.454    0.002419
 3.4771  2876.0  0.0342       1.454    0.002413
 3.4746  2878.0  0.0342       1.454    0.002407
 3.4722  2880.0  0.0343       1.454    0.002401
 3.4698  2882.0  0.0343       1.454    0.002395
 3.4674  2884.0  0.0343       1.454    0.002390
 3.4650  2886.0  0.0343       1.454    0.002384
 3.4626  2888.0  0.0343       1.454    0.002378
 3.4602  2890.0  0.0343       1.455    0.002372
 3.4578  2892.0  0.0343       1.455    0.002366
 3.4554  2894.0  0.0343       1.455    0.002361
 3.4530  2896.0  0.0343       1.455    0.002355
 3.4507  2898.0  0.0343       1.455    0.002349
 3.4483  2900.0  0.0343       1.455    0.002344
 3.4459  2902.0  0.0344       1.455    0.002338
 3.4435  2904.0  0.0344       1.455    0.002332
 3.4412  2906.0  0.0344       1.455    0.002327
 3.4388  2908.0  0.0344       1.455    0.002321
 3.4364  2910.0  0.0344       1.455    0.002315
 3.4341  2912.0  0.0344       1.455    0.002310
 3.4317  2914.0  0.0344       1.455    0.002304
 3.4294  2916.0  0.0344       1.456    0.002299
 3.4270  2918.0  0.0344       1.456    0.002293
 3.4247  2920.0  0.0344       1.456    0.002288
 3.4223  2922.0  0.0344       1.456    0.002282
 3.4200  2924.0  0.0345       1.456    0.002277
 3.4176  2926.0  0.0345       1.456    0.002271
 3.4153  2928.0  0.0345       1.456    0.002266
 3.4130  2930.0  0.0345       1.456    0.002261
 3.4106  2932.0  0.0345       1.456    0.002255
 3.4083  2934.0  0.0345       1.456    0.002250
 3.4060  2936.0  0.0345       1.456    0.002245
 3.4037  2938.0  0.0345       1.456    0.002239
 3.4014  2940.0  0.0345       1.456    0.002234
 3.3990  2942.0  0.0345       1.456    0.002229
 3.3967  2944.0  0.0345       1.457    0.002223
 3.3944  2946.0  0.0346       1.457    0.002218
 3.3921  2948.0  0.0346       1.457    0.002213
 3.3898  2950.0  0.0346       1.457    0.002208
 3.3875  2952.0  0.0346       1.457    0.002202
 3.3852  2954.0  0.0346       1.457    0.002197
 3.3829  2956.0  0.0346       1.457    0.002192
 3.3807  2958.0  0.0346       1.457    0.002187
 3.3784  2960.0  0.0346       1.457    0.002182
 3.3761  2962.0  0.0346       1.457    0.002177
 3.3738  2964.0  0.0346       1.457    0.002171
 3.3715  2966.0  0.0346       1.457    0.002166
 3.3693  2968.0  0.0346       1.457    0.002161
 3.3670  2970.0  0.0347       1.457    0.002156
 3.3647  2972.0  0.0347       1.458    0.002151
 3.3625  2974.0  0.0347       1.458    0.002146
 3.3602  2976.0  0.0347       1.458    0.002141
 3.3580  2978.0  0.0347       1.458    0.002136
 3.3557  2980.0  0.0347       1.458    0.002131
 3.3535  2982.0  0.0347       1.458    0.002126
 3.3512  2984.0  0.0347       1.458    0.002121
 3.3490  2986.0  0.0347       1.458    0.002116
 3.3467  2988.0  0.0347       1.458    0.002111
 3.3445  2990.0  0.0347       1.458    0.002107
 3.3422  2992.0  0.0347       1.458    0.002102
 3.3400  2994.0  0.0348       1.458    0.002097
 3.3378  2996.0  0.0348       1.458    0.002092
 3.3356  2998.0  0.0348       1.458    0.002087
 3.3333  3000.0  0.0348       1.459    0.002082
 3.3311  3002.0  0.0348       1.459    0.002077
 3.3289  3004.0  0.0348       1.459    0.002073
 3.3267  3006.0  0.0348       1.459    0.002068
 3.3245  3008.0  0.0348       1.459    0.002063
 3.3223  3010.0  0.0348       1.459    0.002058
 3.3201  3012.0  0.0348       1.459    0.002054
 3.3179  3014.0  0.0348       1.459    0.002049
 3.3156  3016.0  0.0348       1.459    0.002044
 3.3135  3018.0  0.0349       1.459    0.002040
 3.3113  3020.0  0.0349       1.459    0.002035
 3.3091  3022.0  0.0349       1.459    0.002030
 3.3069  3024.0  0.0349       1.459    0.002026
 3.3047  3026.0  0.0349       1.459    0.002021
 3.3025  3028.0  0.0349       1.459    0.002016
 3.3003  3030.0  0.0349       1.459    0.002012
 3.2982  3032.0  0.0349       1.460    0.002007
 3.2960  3034.0  0.0349       1.460    0.002003
 3.2938  3036.0  0.0349       1.460    0.001998
 3.2916  3038.0  0.0349       1.460    0.001994
 3.2895  3040.0  0.0349       1.460    0.001989
 3.2873  3042.0  0.0350       1.460    0.001984
 3.2852  3044.0  0.0350       1.460    0.001980
 3.2830  3046.0  0.0350       1.460    0.001976
 3.2808  3048.0  0.0350       1.460    0.001971
 3.2787  3050.0  0.0350       1.460    0.001967
 3.2765  3052.0  0.0350       1.460    0.001962
 3.2744  3054.0  0.0350       1.460    0.001958
 3.2723  3056.0  0.0350       1.460    0.001953
 3.2701  3058.0  0.0350       1.460    0.001949
 3.2680  3060.0  0.0350       1.460    0.001945
 3.2658  3062.0  0.0350       1.461    0.001940
 3.2637  3064.0  0.0350       1.461    0.001936
 3.2616  3066.0  0.0350       1.461    0.001931
 3.2595  3068.0  0.0351       1.461    0.001927
 3.2573  3070.0  0.0351       1.461    0.001923
 3.2552  3072.0  0.0351       1.461    0.001918
 3.2531  3074.0  0.0351       1.461    0.001914
 3.2510  3076.0  0.0351       1.461    0.001910
 3.2489  3078.0  0.0351       1.461    0.001906
 3.2468  3080.0  0.0351       1.461    0.001901
 3.2446  3082.0  0.0351       1.461    0.001897
 3.2425  3084.0  0.0351       1.461    0.001893
 3.2404  3086.0  0.0351       1.461    0.001889
 3.2383  3088.0  0.0351       1.461    0.001884
 3.2362  3090.0  0.0351       1.461    0.001880
 3.2342  3092.0  0.0351       1.461    0.001876
 3.2321  3094.0  0.0352       1.461    0.001872
 3.2300  3096.0  0.0352       1.462    0.001868
 3.2279  3098.0  0.0352       1.462    0.001864
 3.2258  3100.0  0.0352       1.462    0.001860
 3.2237  3102.0  0.0352       1.462    0.001855
 3.2216  3104.0  0.0352       1.462    0.001851
 3.2196  3106.0  0.0352       1.462    0.001847
 3.2175  3108.0  0.0352       1.462    0.001843
 3.2154  3110.0  0.0352       1.462    0.001839
 3.2134  3112.0  0.0352       1.462    0.001835
 3.2113  3114.0  0.0352       1.462    0.001831
 3.2092  3116.0  0.0352       1.462    0.001827
 3.2072  3118.0  0.0352       1.462    0.001823
 3.2051  3120.0  0.0352       1.462    0.001819
 3.2031  3122.0  0.0353       1.462    0.001815
 3.2010  3124.0  0.0353       1.462    0.001811
 3.1990  3126.0  0.0353       1.462    0.001807
 3.1969  3128.0  0.0353       1.463    0.001803
 3.1949  3130.0  0.0353       1.463    0.001799
 3.1928  3132.0  0.0353       1.463    0.001795
 3.1908  3134.0  0.0353       1.463    0.001791
 3.1888  3136.0  0.0353       1.463    0.001787
 3.1867  3138.0  0.0353       1.463    0.001783
 3.1847  3140.0  0.0353       1.463    0.001780
 3.1827  3142.0  0.0353       1.463    0.001776
 3.1807  3144.0  0.0353       1.463    0.001772
 3.1786  3146.0  0.0353       1.463    0.001768
 3.1766  3148.0  0.0353       1.463    0.001764
 3.1746  3150.0  0.0354       1.463    0.001760
 3.1726  3152.0  0.0354       1.463    0.001757
 3.1706  3154.0  0.0354       1.463    0.001753
 3.1686  3156.0  0.0354       1.463    0.001749
 3.1666  3158.0  0.0354       1.463    0.001745
 3.1646  3160.0  0.0354       1.463    0.001741
 3.1626  3162.0  0.0354       1.463    0.001738
 3.1606  3164.0  0.0354       1.464    0.001734
 3.1586  3166.0  0.0354       1.464    0.001730
 3.1566  3168.0  0.0354       1.464    0.001726
 3.1546  3170.0  0.0354       1.464    0.001723
 3.1526  3172.0  0.0354       1.464    0.001719
 3.1506  3174.0  0.0354       1.464    0.001715
 3.1486  3176.0  0.0354       1.464    0.001712
 3.1466  3178.0  0.0355       1.464    0.001708
 3.1447  3180.0  0.0355       1.464    0.001704
 3.1427  3182.0  0.0355       1.464    0.001701
 3.1407  3184.0  0.0355       1.464    0.001697
 3.1387  3186.0  0.0355       1.464    0.001693
 3.1368  3188.0  0.0355       1.464    0.001690
 3.1348  3190.0  0.0355       1.464    0.001686
 3.1328  3192.0  0.0355       1.464    0.001683
 3.1309  3194.0  0.0355       1.464    0.001679
 3.1289  3196.0  0.0355       1.464    0.001675
 3.1270  3198.0  0.0355       1.464    0.001672
 3.1250  3200.0  0.0355       1.465    0.001668
 3.1230  3202.0  0.0355       1.465    0.001665
 3.1211  3204.0  0.0355       1.465    0.001661
 3.1192  3206.0  0.0355       1.465    0.001658
 3.1172  3208.0  0.0356       1.465    0.001654
 3.1153  3210.0  0.0356       1.465    0.001651
 3.1133  3212.0  0.0356       1.465    0.001647
 3.1114  3214.0  0.0356       1.465    0.001644
 3.1095  3216.0  0.0356       1.465    0.001640
 3.1075  3218.0  0.0356       1.465    0.001637
 3.1056  3220.0  0.0356       1.465    0.001633
 3.1037  3222.0  0.0356       1.465    0.001630
 3.1017  3224.0  0.0356       1.465    0.001626
 3.0998  3226.0  0.0356       1.465    0.001623
 3.0979  3228.0  0.0356       1.465    0.001620
 3.0960  3230.0  0.0356       1.465    0.001616
 3.0941  3232.0  0.0356       1.465    0.001613
 3.0921  3234.0  0.0356       1.465    0.001609
 3.0902  3236.0  0.0356       1.465    0.001606
 3.0883  3238.0  0.0357       1.466    0.001603
 3.0864  3240.0  0.0357       1.466    0.001599
 3.0845  3242.0  0.0357       1.466    0.001596
 3.0826  3244.0  0.0357       1.466    0.001593
 3.0807  3246.0  0.0357       1.466    0.001589
 3.0788  3248.0  0.0357       1.466    0.001586
 3.0769  3250.0  0.0357       1.466    0.001583
 3.0750  3252.0  0.0357       1.466    0.001579
 3.0731  3254.0  0.0357       1.466    0.001576
 3.0713  3256.0  0.0357       1.466    0.001573
 3.0694  3258.0  0.0357       1.466    0.001570
 3.0675  3260.0  0.0357       1.466    0.001566
 3.0656  3262.0  0.0357       1.466    0.001563
 3.0637  3264.0  0.0357       1.466    0.001560
 3.0618  3266.0  0.0357       1.466    0.001557
 3.0600  3268.0  0.0357       1.466    0.001553
 3.0581  3270.0  0.0358       1.466    0.001550
 3.0562  3272.0  0.0358       1.466    0.001547
 3.0544  3274.0  0.0358       1.466    0.001544
 3.0525  3276.0  0.0358       1.466    0.001541
 3.0506  3278.0  0.0358       1.467    0.001537
 3.0488  3280.0  0.0358       1.467    0.001534
 3.0469  3282.0  0.0358       1.467    0.001531
 3.0451  3284.0  0.0358       1.467    0.001528
 3.0432  3286.0  0.0358       1.467    0.001525
 3.0414  3288.0  0.0358       1.467    0.001522
 3.0395  3290.0  0.0358       1.467    0.001519
 3.0377  3292.0  0.0358       1.467    0.001515
 3.0358  3294.0  0.0358       1.467    0.001512
 3.0340  3296.0  0.0358       1.467    0.001509
 3.0321  3298.0  0.0358       1.467    0.001506
 3.0303  3300.0  0.0358       1.467    0.001503
 3.0285  3302.0  0.0359       1.467    0.001500
 3.0266  3304.0  0.0359       1.467    0.001497
 3.0248  3306.0  0.0359       1.467    0.001494
 3.0230  3308.0  0.0359       1.467    0.001491
 3.0211  3310.0  0.0359       1.467    0.001488
 3.0193  3312.0  0.0359       1.467    0.001485
 3.0175  3314.0  0.0359       1.467    0.001482
 3.0157  3316.0  0.0359       1.467    0.001479
 3.0139  3318.0  0.0359       1.468    0.001476
 3.0120  3320.0  0.0359       1.468    0.001473
 3.0102  3322.0  0.0359       1.468    0.001470
 3.0084  3324.0  0.0359       1.468    0.001467
 3.0066  3326.0  0.0359       1.468    0.001464
 3.0048  3328.0  0.0359       1.468    0.001461
 3.0030  3330.0  0.0359       1.468    0.001458
 3.0012  3332.0  0.0359       1.468    0.001455
 2.9994  3334.0  0.0359       1.468    0.001452
 2.9976  3336.0  0.0360       1.468    0.001449
 2.9958  3338.0  0.0360       1.468    0.001446
 2.9940  3340.0  0.0360       1.468    0.001443
 2.9922  3342.0  0.0360       1.468    0.001440
 2.9904  3344.0  0.0360       1.468    0.001437
 2.9886  3346.0  0.0360       1.468    0.001434
 2.9869  3348.0  0.0360       1.468    0.001432
 2.9851  3350.0  0.0360       1.468    0.001429
 2.9833  3352.0  0.0360       1.468    0.001426
 2.9815  3354.0  0.0360       1.468    0.001423
 2.9797  3356.0  0.0360       1.468    0.001420
 2.9780  3358.0  0.0360       1.468    0.001417
 2.9762  3360.0  0.0360       1.468    0.001414
 2.9744  3362.0  0.0360       1.469    0.001412
 2.9727  3364.0  0.0360       1.469    0.001409
 2.9709  3366.0  0.0360       1.469    0.001406
 2.9691  3368.0  0.0360       1.469    0.001403
 2.9674  3370.0  0.0360       1.469    0.001400
 2.9656  3372.0  0.0361       1.469    0.001398
 2.9638  3374.0  0.0361       1.469    0.001395
 2.9621  3376.0  0.0361       1.469    0.001392
 2.9603  3378.0  0.0361       1.469    0.001389
 2.9586  3380.0  0.0361       1.469    0.001387
 2.9568  3382.0  0.0361       1.469    0.001384
 2.9551  3384.0  0.0361       1.469    0.001381
 2.9533  3386.0  0.0361       1.469    0.001378
 2.9516  3388.0  0.0361       1.469    0.001376
 2.9499  3390.0  0.0361       1.469    0.001373
 2.9481  3392.0  0.0361       1.469    0.001370
 2.9464  3394.0  0.0361       1.469    0.001367
 2.9446  3396.0  0.0361       1.469    0.001365
 2.9429  3398.0  0.0361       1.469    0.001362
 2.9412  3400.0  0.0361       1.469    0.001359
 2.9394  3402.0  0.0361       1.469    0.001357
 2.9377  3404.0  0.0361       1.469    0.001354
 2.9360  3406.0  0.0361       1.470    0.001351
 2.9343  3408.0  0.0362       1.470    0.001349
 2.9326  3410.0  0.0362       1.470    0.001346
 2.9308  3412.0  0.0362       1.470    0.001343
 2.9291  3414.0  0.0362       1.470    0.001341
 2.9274  3416.0  0.0362       1.470    0.001338
 2.9257  3418.0  0.0362       1.470    0.001336
 2.9240  3420.0  0.0362       1.470    0.001333
 2.9223  3422.0  0.0362       1.470    0.001330
 2.9206  3424.0  0.0362       1.470    0.001328
 2.9189  3426.0  0.0362       1.470    0.001325
 2.9172  3428.0  0.0362       1.470    0.001323
 2.9155  3430.0  0.0362       1.470    0.001320
 2.9138  3432.0  0.0362       1.470    0.001317
 2.9121  3434.0  0.0362       1.470    0.001315
 2.9104  3436.0  0.0362       1.470    0.001312
 2.9087  3438.0  0.0362       1.470    0.001310
 2.9070  3440.0  0.0362       1.470    0.001307
 2.9053  3442.0  0.0362       1.470    0.001305
 2.9036  3444.0  0.0363       1.470    0.001302
 2.9019  3446.0  0.0363       1.470    0.001300
 2.9002  3448.0  0.0363       1.470    0.001297
 2.8986  3450.0  0.0363       1.470    0.001295
 2.8969  3452.0  0.0363       1.471    0.001292
 2.8952  3454.0  0.0363       1.471    0.001290
 2.8935  3456.0  0.0363       1.471    0.001287
 2.8918  3458.0  0.0363       1.471    0.001285
 2.8902  3460.0  0.0363       1.471    0.001282
 2.8885  3462.0  0.0363       1.471    0.001280
 2.8868  3464.0  0.0363       1.471    0.001277
 2.8852  3466.0  0.0363       1.471    0.001275
 2.8835  3468.0  0.0363       1.471    0.001272
 2.8818  3470.0  0.0363       1.471    0.001270
 2.8802  3472.0  0.0363       1.471    0.001267
 2.8785  3474.0  0.0363       1.471    0.001265
 2.8769  3476.0  0.0363       1.471    0.001263
 2.8752  3478.0  0.0363       1.471    0.001260
 2.8736  3480.0  0.0363       1.471    0.001258
 2.8719  3482.0  0.0363       1.471    0.001255
 2.8703  3484.0  0.0364       1.471    0.001253
 2.8686  3486.0  0.0364       1.471    0.001250
 2.8670  3488.0  0.0364       1.471    0.001248
 2.8653  3490.0  0.0364       1.471    0.001246
 2.8637  3492.0  0.0364       1.471    0.001243
 2.8620  3494.0  0.0364       1.471    0.001241
 2.8604  3496.0  0.0364       1.471    0.001239
 2.8588  3498.0  0.0364       1.471    0.001236
 2.8571  3500.0  0.0364       1.471    0.001234
 2.8555  3502.0  0.0364       1.472    0.001232
 2.8539  3504.0  0.0364       1.472    0.001229
 2.8523  3506.0  0.0364       1.472    0.001227
 2.8506  3508.0  0.0364       1.472    0.001225
 2.8490  3510.0  0.0364       1.472    0.001222
 2.8474  3512.0  0.0364       1.472    0.001220
 2.8458  3514.0  0.0364       1.472    0.001218
 2.8441  3516.0  0.0364       1.472    0.001215
 2.8425  3518.0  0.0364       1.472    0.001213
 2.8409  3520.0  0.0364       1.472    0.001211
 2.8393  3522.0  0.0364       1.472    0.001208
 2.8377  3524.0  0.0365       1.472    0.001206
 2.8361  3526.0  0.0365       1.472    0.001204
 2.8345  3528.0  0.0365       1.472    0.001202
 2.8329  3530.0  0.0365       1.472    0.001199
 2.8313  3532.0  0.0365       1.472    0.001197
 2.8297  3534.0  0.0365       1.472    0.001195
 2.8281  3536.0  0.0365       1.472    0.001193
 2.8265  3538.0  0.0365       1.472    0.001190
 2.8249  3540.0  0.0365       1.472    0.001188
 2.8233  3542.0  0.0365       1.472    0.001186
 2.8217  3544.0  0.0365       1.472    0.001184
 2.8201  3546.0  0.0365       1.472    0.001181
 2.8185  3548.0  0.0365       1.472    0.001179
 2.8169  3550.0  0.0365       1.472    0.001177
 2.8153  3552.0  0.0365       1.472    0.001175
 2.8137  3554.0  0.0365       1.473    0.001173
 2.8121  3556.0  0.0365       1.473    0.001170
 2.8106  3558.0  0.0365       1.473    0.001168
 2.8090  3560.0  0.0365       1.473    0.001166
 2.8074  3562.0  0.0365       1.473    0.001164
 2.8058  3564.0  0.0365       1.473    0.001162
 2.8043  3566.0  0.0366       1.473    0.001160
 2.8027  3568.0  0.0366       1.473    0.001157
 2.8011  3570.0  0.0366       1.473    0.001155
 2.7996  3572.0  0.0366       1.473    0.001153
 2.7980  3574.0  0.0366       1.473    0.001151
 2.7964  3576.0  0.0366       1.473    0.001149
 2.7949  3578.0  0.0366       1.473    0.001147
 2.7933  3580.0  0.0366       1.473    0.001145
 2.7917  3582.0  0.0366       1.473    0.001143
 2.7902  3584.0  0.0366       1.473    0.001140
 2.7886  3586.0  0.0366       1.473    0.001138
 2.7871  3588.0  0.0366       1.473    0.001136
 2.7855  3590.0  0.0366       1.473    0.001134
 2.7840  3592.0  0.0366       1.473    0.001132
 2.7824  3594.0  0.0366       1.473    0.001130
 2.7809  3596.0  0.0366       1.473    0.001128
 2.7793  3598.0  0.0366       1.473    0.001126
 2.7778  3600.0  0.0366       1.473    0.001124
 2.7762  3602.0  0.0366       1.473    0.001122
 2.7747  3604.0  0.0366       1.473    0.001120
 2.7732  3606.0  0.0366       1.474    0.001118
 2.7716  3608.0  0.0367       1.474    0.001115
 2.7701  3610.0  0.0367       1.474    0.001113
 2.7685  3612.0  0.0367       1.474    0.001111
 2.7670  3614.0  0.0367       1.474    0.001109
 2.7655  3616.0  0.0367       1.474    0.001107
 2.7640  3618.0  0.0367       1.474    0.001105
 2.7624  3620.0  0.0367       1.474    0.001103
 2.7609  3622.0  0.0367       1.474    0.001101
 2.7594  3624.0  0.0367       1.474    0.001099
 2.7579  3626.0  0.0367       1.474    0.001097
 2.7563  3628.0  0.0367       1.474    0.001095
 2.7548  3630.0  0.0367       1.474    0.001093
 2.7533  3632.0  0.0367       1.474    0.001091
 2.7518  3634.0  0.0367       1.474    0.001089
 2.7503  3636.0  0.0367       1.474    0.001087
