Data created using the Lorantz line parameters in J.R. Aronson and P.F.
Strong, Optical constants of minerals and rocks, Applied Optics, 14, 
2914-2920, 1975.  These could be recalculated at any spectral resolution.
Range of validity is given as 4000-332 inverse centimeters.

high frq. dielec. const=  2.262
Lorentz line parameters
center  width  strength
 975.0  0.1439  0.7980
 750.0  0.0829  0.0630
 672.0  0.1170  0.0850
 444.6  0.1938  1.4310

 wave.    freq.   refl.       real       imag.
 6.9735  1434.0  0.0078       1.184     0.05658
 6.9638  1436.0  0.0079       1.186     0.05603
 6.9541  1438.0  0.0080       1.187     0.05549
 6.9444  1440.0  0.0081       1.189     0.05496
 6.9348  1442.0  0.0082       1.191     0.05443
 6.9252  1444.0  0.0083       1.192     0.05391
 6.9156  1446.0  0.0084       1.194     0.05341
 6.9061  1448.0  0.0085       1.195     0.05290
 6.8966  1450.0  0.0086       1.197     0.05241
 6.8871  1452.0  0.0087       1.198     0.05192
 6.8776  1454.0  0.0088       1.200     0.05144
 6.8681  1456.0  0.0089       1.201     0.05096
 6.8587  1458.0  0.0090       1.203     0.05049
 6.8493  1460.0  0.0091       1.204     0.05003
 6.8399  1462.0  0.0092       1.206     0.04958
 6.8306  1464.0  0.0093       1.207     0.04913
 6.8213  1466.0  0.0094       1.208     0.04868
 6.8120  1468.0  0.0095       1.210     0.04824
 6.8027  1470.0  0.0096       1.211     0.04781
 6.7935  1472.0  0.0097       1.213     0.04739
 6.7843  1474.0  0.0098       1.214     0.04697
 6.7751  1476.0  0.0099       1.215     0.04655
 6.7659  1478.0  0.0100       1.217     0.04614
 6.7568  1480.0  0.0101       1.218     0.04574
 6.7476  1482.0  0.0102       1.219     0.04534
 6.7385  1484.0  0.0103       1.221     0.04495
 6.7295  1486.0  0.0104       1.222     0.04456
 6.7204  1488.0  0.0105       1.223     0.04417
 6.7114  1490.0  0.0106       1.225     0.04379
 6.7024  1492.0  0.0107       1.226     0.04342
 6.6934  1494.0  0.0108       1.227     0.04305
 6.6845  1496.0  0.0109       1.229     0.04269
 6.6756  1498.0  0.0110       1.230     0.04233
 6.6667  1500.0  0.0111       1.231     0.04197
 6.6578  1502.0  0.0112       1.232     0.04162
 6.6489  1504.0  0.0113       1.233     0.04127
 6.6401  1506.0  0.0114       1.235     0.04093
 6.6313  1508.0  0.0115       1.236     0.04059
 6.6225  1510.0  0.0116       1.237     0.04026
 6.6138  1512.0  0.0116       1.238     0.03993
 6.6050  1514.0  0.0117       1.239     0.03960
 6.5963  1516.0  0.0118       1.241     0.03928
 6.5876  1518.0  0.0119       1.242     0.03896
 6.5789  1520.0  0.0120       1.243     0.03865
 6.5703  1522.0  0.0121       1.244     0.03834
 6.5617  1524.0  0.0122       1.245     0.03803
 6.5531  1526.0  0.0123       1.246     0.03773
 6.5445  1528.0  0.0124       1.247     0.03743
 6.5359  1530.0  0.0125       1.249     0.03713
 6.5274  1532.0  0.0126       1.250     0.03684
 6.5189  1534.0  0.0127       1.251     0.03655
 6.5104  1536.0  0.0128       1.252     0.03627
 6.5020  1538.0  0.0129       1.253     0.03598
 6.4935  1540.0  0.0129       1.254     0.03570
 6.4851  1542.0  0.0130       1.255     0.03543
 6.4767  1544.0  0.0131       1.256     0.03516
 6.4683  1546.0  0.0132       1.257     0.03489
 6.4599  1548.0  0.0133       1.258     0.03462
 6.4516  1550.0  0.0134       1.259     0.03435
 6.4433  1552.0  0.0135       1.260     0.03409
 6.4350  1554.0  0.0136       1.261     0.03384
 6.4267  1556.0  0.0137       1.262     0.03358
 6.4185  1558.0  0.0137       1.263     0.03333
 6.4103  1560.0  0.0138       1.264     0.03308
 6.4020  1562.0  0.0139       1.265     0.03283
 6.3939  1564.0  0.0140       1.266     0.03259
 6.3857  1566.0  0.0141       1.267     0.03235
 6.3776  1568.0  0.0142       1.268     0.03211
 6.3694  1570.0  0.0143       1.269     0.03187
 6.3613  1572.0  0.0143       1.270     0.03164
 6.3532  1574.0  0.0144       1.271     0.03141
 6.3452  1576.0  0.0145       1.272     0.03118
 6.3371  1578.0  0.0146       1.273     0.03095
 6.3291  1580.0  0.0147       1.274     0.03073
 6.3211  1582.0  0.0148       1.275     0.03051
 6.3131  1584.0  0.0148       1.276     0.03029
 6.3052  1586.0  0.0149       1.277     0.03007
 6.2972  1588.0  0.0150       1.277     0.02986
 6.2893  1590.0  0.0151       1.278     0.02965
 6.2814  1592.0  0.0152       1.279     0.02944
 6.2735  1594.0  0.0153       1.280     0.02923
 6.2657  1596.0  0.0153       1.281     0.02902
 6.2578  1598.0  0.0154       1.282     0.02882
 6.2500  1600.0  0.0155       1.283     0.02862
 6.2422  1602.0  0.0156       1.284     0.02842
 6.2344  1604.0  0.0157       1.284     0.02822
 6.2267  1606.0  0.0157       1.285     0.02803
 6.2189  1608.0  0.0158       1.286     0.02784
 6.2112  1610.0  0.0159       1.287     0.02764
 6.2035  1612.0  0.0160       1.288     0.02745
 6.1958  1614.0  0.0160       1.289     0.02727
 6.1881  1616.0  0.0161       1.289     0.02708
 6.1805  1618.0  0.0162       1.290     0.02690
 6.1728  1620.0  0.0163       1.291     0.02672
 6.1652  1622.0  0.0163       1.292     0.02654
 6.1576  1624.0  0.0164       1.293     0.02636
 6.1501  1626.0  0.0165       1.293     0.02618
 6.1425  1628.0  0.0166       1.294     0.02601
 6.1350  1630.0  0.0166       1.295     0.02583
 6.1275  1632.0  0.0167       1.296     0.02566
 6.1200  1634.0  0.0168       1.297     0.02549
 6.1125  1636.0  0.0169       1.297     0.02532
 6.1050  1638.0  0.0169       1.298     0.02516
 6.0976  1640.0  0.0170       1.299     0.02499
 6.0901  1642.0  0.0171       1.300     0.02483
 6.0827  1644.0  0.0172       1.300     0.02467
 6.0753  1646.0  0.0172       1.301     0.02451
 6.0680  1648.0  0.0173       1.302     0.02435
 6.0606  1650.0  0.0174       1.303     0.02419
 6.0533  1652.0  0.0174       1.303     0.02404
 6.0459  1654.0  0.0175       1.304     0.02388
 6.0386  1656.0  0.0176       1.305     0.02373
 6.0314  1658.0  0.0177       1.306     0.02358
 6.0241  1660.0  0.0177       1.306     0.02343
 6.0168  1662.0  0.0178       1.307     0.02328
 6.0096  1664.0  0.0179       1.308     0.02313
 6.0024  1666.0  0.0179       1.308     0.02299
 5.9952  1668.0  0.0180       1.309     0.02284
 5.9880  1670.0  0.0181       1.310     0.02270
 5.9809  1672.0  0.0181       1.310     0.02256
 5.9737  1674.0  0.0182       1.311     0.02242
 5.9666  1676.0  0.0183       1.312     0.02228
 5.9595  1678.0  0.0183       1.312     0.02214
 5.9524  1680.0  0.0184       1.313     0.02200
 5.9453  1682.0  0.0185       1.314     0.02187
 5.9382  1684.0  0.0185       1.314     0.02173
 5.9312  1686.0  0.0186       1.315     0.02160
 5.9242  1688.0  0.0187       1.316     0.02147
 5.9172  1690.0  0.0187       1.316     0.02134
 5.9102  1692.0  0.0188       1.317     0.02121
 5.9032  1694.0  0.0189       1.318     0.02108
 5.8962  1696.0  0.0189       1.318     0.02095
 5.8893  1698.0  0.0190       1.319     0.02083
 5.8824  1700.0  0.0191       1.320     0.02070
 5.8754  1702.0  0.0191       1.320     0.02058
 5.8685  1704.0  0.0192       1.321     0.02046
 5.8617  1706.0  0.0193       1.322     0.02033
 5.8548  1708.0  0.0193       1.322     0.02021
 5.8480  1710.0  0.0194       1.323     0.02009
 5.8411  1712.0  0.0194       1.323     0.01997
 5.8343  1714.0  0.0195       1.324     0.01986
 5.8275  1716.0  0.0196       1.325     0.01974
 5.8207  1718.0  0.0196       1.325     0.01962
 5.8140  1720.0  0.0197       1.326     0.01951
 5.8072  1722.0  0.0198       1.326     0.01940
 5.8005  1724.0  0.0198       1.327     0.01928
 5.7937  1726.0  0.0199       1.328     0.01917
 5.7870  1728.0  0.0199       1.328     0.01906
 5.7803  1730.0  0.0200       1.329     0.01895
 5.7737  1732.0  0.0201       1.329     0.01884
 5.7670  1734.0  0.0201       1.330     0.01873
 5.7604  1736.0  0.0202       1.330     0.01863
 5.7537  1738.0  0.0202       1.331     0.01852
 5.7471  1740.0  0.0203       1.332     0.01842
 5.7405  1742.0  0.0203       1.332     0.01831
 5.7339  1744.0  0.0204       1.333     0.01821
 5.7274  1746.0  0.0205       1.333     0.01810
 5.7208  1748.0  0.0205       1.334     0.01800
 5.7143  1750.0  0.0206       1.334     0.01790
 5.7078  1752.0  0.0206       1.335     0.01780
 5.7013  1754.0  0.0207       1.336     0.01770
 5.6948  1756.0  0.0207       1.336     0.01760
 5.6883  1758.0  0.0208       1.337     0.01751
 5.6818  1760.0  0.0209       1.337     0.01741
 5.6754  1762.0  0.0209       1.338     0.01731
 5.6689  1764.0  0.0210       1.338     0.01722
 5.6625  1766.0  0.0210       1.339     0.01712
 5.6561  1768.0  0.0211       1.339     0.01703
 5.6497  1770.0  0.0211       1.340     0.01693
 5.6433  1772.0  0.0212       1.340     0.01684
 5.6370  1774.0  0.0212       1.341     0.01675
 5.6306  1776.0  0.0213       1.341     0.01666
 5.6243  1778.0  0.0214       1.342     0.01657
 5.6180  1780.0  0.0214       1.342     0.01648
 5.6117  1782.0  0.0215       1.343     0.01639
 5.6054  1784.0  0.0215       1.343     0.01630
 5.5991  1786.0  0.0216       1.344     0.01621
 5.5928  1788.0  0.0216       1.344     0.01613
 5.5866  1790.0  0.0217       1.345     0.01604
 5.5804  1792.0  0.0217       1.345     0.01596
 5.5741  1794.0  0.0218       1.346     0.01587
 5.5679  1796.0  0.0218       1.346     0.01579
 5.5617  1798.0  0.0219       1.347     0.01570
 5.5556  1800.0  0.0219       1.347     0.01562
 5.5494  1802.0  0.0220       1.348     0.01554
 5.5432  1804.0  0.0220       1.348     0.01546
 5.5371  1806.0  0.0221       1.349     0.01538
 5.5310  1808.0  0.0221       1.349     0.01529
 5.5249  1810.0  0.0222       1.350     0.01521
 5.5188  1812.0  0.0222       1.350     0.01514
 5.5127  1814.0  0.0223       1.351     0.01506
 5.5066  1816.0  0.0223       1.351     0.01498
 5.5006  1818.0  0.0224       1.352     0.01490
 5.4945  1820.0  0.0224       1.352     0.01482
 5.4885  1822.0  0.0225       1.352     0.01475
 5.4825  1824.0  0.0225       1.353     0.01467
 5.4765  1826.0  0.0226       1.353     0.01460
 5.4705  1828.0  0.0226       1.354     0.01452
 5.4645  1830.0  0.0227       1.354     0.01445
 5.4585  1832.0  0.0227       1.355     0.01438
 5.4526  1834.0  0.0228       1.355     0.01430
 5.4466  1836.0  0.0228       1.356     0.01423
 5.4407  1838.0  0.0229       1.356     0.01416
 5.4348  1840.0  0.0229       1.356     0.01409
 5.4289  1842.0  0.0230       1.357     0.01402
 5.4230  1844.0  0.0230       1.357     0.01395
 5.4171  1846.0  0.0231       1.358     0.01388
 5.4113  1848.0  0.0231       1.358     0.01381
 5.4054  1850.0  0.0232       1.359     0.01374
 5.3996  1852.0  0.0232       1.359     0.01367
 5.3937  1854.0  0.0232       1.359     0.01360
 5.3879  1856.0  0.0233       1.360     0.01353
 5.3821  1858.0  0.0233       1.360     0.01347
 5.3763  1860.0  0.0234       1.361     0.01340
 5.3706  1862.0  0.0234       1.361     0.01333
 5.3648  1864.0  0.0235       1.362     0.01327
 5.3591  1866.0  0.0235       1.362     0.01320
 5.3533  1868.0  0.0236       1.362     0.01314
 5.3476  1870.0  0.0236       1.363     0.01308
 5.3419  1872.0  0.0237       1.363     0.01301
 5.3362  1874.0  0.0237       1.364     0.01295
 5.3305  1876.0  0.0237       1.364     0.01289
 5.3248  1878.0  0.0238       1.364     0.01282
 5.3191  1880.0  0.0238       1.365     0.01276
 5.3135  1882.0  0.0239       1.365     0.01270
 5.3079  1884.0  0.0239       1.366     0.01264
 5.3022  1886.0  0.0240       1.366     0.01258
 5.2966  1888.0  0.0240       1.366     0.01252
 5.2910  1890.0  0.0240       1.367     0.01246
 5.2854  1892.0  0.0241       1.367     0.01240
 5.2798  1894.0  0.0241       1.368     0.01234
 5.2743  1896.0  0.0242       1.368     0.01228
 5.2687  1898.0  0.0242       1.368     0.01222
 5.2632  1900.0  0.0243       1.369     0.01217
 5.2576  1902.0  0.0243       1.369     0.01211
 5.2521  1904.0  0.0243       1.369     0.01205
 5.2466  1906.0  0.0244       1.370     0.01199
 5.2411  1908.0  0.0244       1.370     0.01194
 5.2356  1910.0  0.0245       1.371     0.01188
 5.2301  1912.0  0.0245       1.371     0.01183
 5.2247  1914.0  0.0245       1.371     0.01177
 5.2192  1916.0  0.0246       1.372     0.01172
 5.2138  1918.0  0.0246       1.372     0.01166
 5.2083  1920.0  0.0247       1.372     0.01161
 5.2029  1922.0  0.0247       1.373     0.01155
 5.1975  1924.0  0.0247       1.373     0.01150
 5.1921  1926.0  0.0248       1.373     0.01145
 5.1867  1928.0  0.0248       1.374     0.01140
 5.1813  1930.0  0.0249       1.374     0.01134
 5.1760  1932.0  0.0249       1.375     0.01129
 5.1706  1934.0  0.0249       1.375     0.01124
 5.1653  1936.0  0.0250       1.375     0.01119
 5.1600  1938.0  0.0250       1.376     0.01114
 5.1546  1940.0  0.0251       1.376     0.01109
 5.1493  1942.0  0.0251       1.376     0.01104
 5.1440  1944.0  0.0251       1.377     0.01099
 5.1387  1946.0  0.0252       1.377     0.01094
 5.1335  1948.0  0.0252       1.377     0.01089
 5.1282  1950.0  0.0252       1.378     0.01084
 5.1230  1952.0  0.0253       1.378     0.01079
 5.1177  1954.0  0.0253       1.378     0.01074
 5.1125  1956.0  0.0254       1.379     0.01069
 5.1073  1958.0  0.0254       1.379     0.01065
 5.1020  1960.0  0.0254       1.379     0.01060
 5.0968  1962.0  0.0255       1.380     0.01055
 5.0916  1964.0  0.0255       1.380     0.01051
 5.0865  1966.0  0.0255       1.380     0.01046
 5.0813  1968.0  0.0256       1.381     0.01041
 5.0761  1970.0  0.0256       1.381     0.01037
 5.0710  1972.0  0.0257       1.381     0.01032
 5.0659  1974.0  0.0257       1.382     0.01028
 5.0607  1976.0  0.0257       1.382     0.01023
 5.0556  1978.0  0.0258       1.382     0.01019
 5.0505  1980.0  0.0258       1.383     0.01014
 5.0454  1982.0  0.0258       1.383     0.01010
 5.0403  1984.0  0.0259       1.383     0.01005
 5.0352  1986.0  0.0259       1.384     0.01001
 5.0302  1988.0  0.0259       1.384    0.009967
 5.0251  1990.0  0.0260       1.384    0.009924
 5.0201  1992.0  0.0260       1.384    0.009881
 5.0150  1994.0  0.0260       1.385    0.009838
 5.0100  1996.0  0.0261       1.385    0.009796
 5.0050  1998.0  0.0261       1.385    0.009754
 5.0000  2000.0  0.0262       1.386    0.009712
 4.9950  2002.0  0.0262       1.386    0.009670
 4.9900  2004.0  0.0262       1.386    0.009629
 4.9850  2006.0  0.0263       1.387    0.009588
 4.9801  2008.0  0.0263       1.387    0.009547
 4.9751  2010.0  0.0263       1.387    0.009507
 4.9702  2012.0  0.0264       1.387    0.009466
 4.9652  2014.0  0.0264       1.388    0.009426
 4.9603  2016.0  0.0264       1.388    0.009387
 4.9554  2018.0  0.0265       1.388    0.009347
 4.9505  2020.0  0.0265       1.389    0.009308
 4.9456  2022.0  0.0265       1.389    0.009269
 4.9407  2024.0  0.0266       1.389    0.009230
 4.9358  2026.0  0.0266       1.390    0.009191
 4.9310  2028.0  0.0266       1.390    0.009153
 4.9261  2030.0  0.0267       1.390    0.009114
 4.9213  2032.0  0.0267       1.390    0.009076
 4.9164  2034.0  0.0267       1.391    0.009039
 4.9116  2036.0  0.0268       1.391    0.009001
 4.9068  2038.0  0.0268       1.391    0.008964
 4.9020  2040.0  0.0268       1.392    0.008927
 4.8972  2042.0  0.0268       1.392    0.008890
 4.8924  2044.0  0.0269       1.392    0.008853
 4.8876  2046.0  0.0269       1.392    0.008817
 4.8828  2048.0  0.0269       1.393    0.008781
 4.8780  2050.0  0.0270       1.393    0.008745
 4.8733  2052.0  0.0270       1.393    0.008709
 4.8685  2054.0  0.0270       1.393    0.008673
 4.8638  2056.0  0.0271       1.394    0.008638
 4.8591  2058.0  0.0271       1.394    0.008603
 4.8544  2060.0  0.0271       1.394    0.008568
 4.8497  2062.0  0.0272       1.395    0.008533
 4.8450  2064.0  0.0272       1.395    0.008499
 4.8403  2066.0  0.0272       1.395    0.008464
 4.8356  2068.0  0.0273       1.395    0.008430
 4.8309  2070.0  0.0273       1.396    0.008396
 4.8263  2072.0  0.0273       1.396    0.008362
 4.8216  2074.0  0.0273       1.396    0.008329
 4.8170  2076.0  0.0274       1.396    0.008295
 4.8123  2078.0  0.0274       1.397    0.008262
 4.8077  2080.0  0.0274       1.397    0.008229
 4.8031  2082.0  0.0275       1.397    0.008196
 4.7985  2084.0  0.0275       1.397    0.008164
 4.7939  2086.0  0.0275       1.398    0.008131
 4.7893  2088.0  0.0276       1.398    0.008099
 4.7847  2090.0  0.0276       1.398    0.008067
 4.7801  2092.0  0.0276       1.398    0.008035
 4.7755  2094.0  0.0276       1.399    0.008003
 4.7710  2096.0  0.0277       1.399    0.007972
 4.7664  2098.0  0.0277       1.399    0.007941
 4.7619  2100.0  0.0277       1.399    0.007909
 4.7574  2102.0  0.0278       1.400    0.007878
 4.7529  2104.0  0.0278       1.400    0.007847
 4.7483  2106.0  0.0278       1.400    0.007817
 4.7438  2108.0  0.0278       1.400    0.007786
 4.7393  2110.0  0.0279       1.401    0.007756
 4.7348  2112.0  0.0279       1.401    0.007726
 4.7304  2114.0  0.0279       1.401    0.007696
 4.7259  2116.0  0.0280       1.401    0.007666
 4.7214  2118.0  0.0280       1.402    0.007636
 4.7170  2120.0  0.0280       1.402    0.007607
 4.7125  2122.0  0.0280       1.402    0.007577
 4.7081  2124.0  0.0281       1.402    0.007548
 4.7037  2126.0  0.0281       1.403    0.007519
 4.6992  2128.0  0.0281       1.403    0.007490
 4.6948  2130.0  0.0281       1.403    0.007462
 4.6904  2132.0  0.0282       1.403    0.007433
 4.6860  2134.0  0.0282       1.404    0.007405
 4.6816  2136.0  0.0282       1.404    0.007376
 4.6773  2138.0  0.0283       1.404    0.007348
 4.6729  2140.0  0.0283       1.404    0.007320
 4.6685  2142.0  0.0283       1.404    0.007293
 4.6642  2144.0  0.0283       1.405    0.007265
 4.6598  2146.0  0.0284       1.405    0.007237
 4.6555  2148.0  0.0284       1.405    0.007210
 4.6512  2150.0  0.0284       1.405    0.007183
 4.6468  2152.0  0.0284       1.406    0.007156
 4.6425  2154.0  0.0285       1.406    0.007129
 4.6382  2156.0  0.0285       1.406    0.007102
 4.6339  2158.0  0.0285       1.406    0.007076
 4.6296  2160.0  0.0285       1.407    0.007049
 4.6253  2162.0  0.0286       1.407    0.007023
 4.6211  2164.0  0.0286       1.407    0.006997
 4.6168  2166.0  0.0286       1.407    0.006970
 4.6125  2168.0  0.0286       1.407    0.006945
 4.6083  2170.0  0.0287       1.408    0.006919
 4.6041  2172.0  0.0287       1.408    0.006893
 4.5998  2174.0  0.0287       1.408    0.006868
 4.5956  2176.0  0.0287       1.408    0.006842
 4.5914  2178.0  0.0288       1.408    0.006817
 4.5872  2180.0  0.0288       1.409    0.006792
 4.5830  2182.0  0.0288       1.409    0.006767
 4.5788  2184.0  0.0288       1.409    0.006742
 4.5746  2186.0  0.0289       1.409    0.006717
 4.5704  2188.0  0.0289       1.410    0.006693
 4.5662  2190.0  0.0289       1.410    0.006668
 4.5620  2192.0  0.0289       1.410    0.006644
 4.5579  2194.0  0.0290       1.410    0.006620
 4.5537  2196.0  0.0290       1.410    0.006595
 4.5496  2198.0  0.0290       1.411    0.006571
 4.5455  2200.0  0.0290       1.411    0.006548
 4.5413  2202.0  0.0291       1.411    0.006524
 4.5372  2204.0  0.0291       1.411    0.006500
 4.5331  2206.0  0.0291       1.411    0.006477
 4.5290  2208.0  0.0291       1.412    0.006453
 4.5249  2210.0  0.0292       1.412    0.006430
 4.5208  2212.0  0.0292       1.412    0.006407
 4.5167  2214.0  0.0292       1.412    0.006384
 4.5126  2216.0  0.0292       1.412    0.006361
 4.5086  2218.0  0.0293       1.413    0.006338
 4.5045  2220.0  0.0293       1.413    0.006316
 4.5005  2222.0  0.0293       1.413    0.006293
 4.4964  2224.0  0.0293       1.413    0.006271
 4.4924  2226.0  0.0294       1.413    0.006248
 4.4883  2228.0  0.0294       1.414    0.006226
 4.4843  2230.0  0.0294       1.414    0.006204
 4.4803  2232.0  0.0294       1.414    0.006182
 4.4763  2234.0  0.0294       1.414    0.006160
 4.4723  2236.0  0.0295       1.414    0.006138
 4.4683  2238.0  0.0295       1.415    0.006117
 4.4643  2240.0  0.0295       1.415    0.006095
 4.4603  2242.0  0.0295       1.415    0.006074
 4.4563  2244.0  0.0296       1.415    0.006052
 4.4524  2246.0  0.0296       1.415    0.006031
 4.4484  2248.0  0.0296       1.416    0.006010
 4.4444  2250.0  0.0296       1.416    0.005989
 4.4405  2252.0  0.0296       1.416    0.005968
 4.4366  2254.0  0.0297       1.416    0.005947
 4.4326  2256.0  0.0297       1.416    0.005926
 4.4287  2258.0  0.0297       1.417    0.005906
 4.4248  2260.0  0.0297       1.417    0.005885
 4.4209  2262.0  0.0298       1.417    0.005865
 4.4170  2264.0  0.0298       1.417    0.005845
 4.4131  2266.0  0.0298       1.417    0.005824
 4.4092  2268.0  0.0298       1.417    0.005804
 4.4053  2270.0  0.0298       1.418    0.005784
 4.4014  2272.0  0.0299       1.418    0.005764
 4.3975  2274.0  0.0299       1.418    0.005744
 4.3937  2276.0  0.0299       1.418    0.005725
 4.3898  2278.0  0.0299       1.418    0.005705
 4.3860  2280.0  0.0300       1.419    0.005686
 4.3821  2282.0  0.0300       1.419    0.005666
 4.3783  2284.0  0.0300       1.419    0.005647
 4.3745  2286.0  0.0300       1.419    0.005627
 4.3706  2288.0  0.0300       1.419    0.005608
 4.3668  2290.0  0.0301       1.419    0.005589
 4.3630  2292.0  0.0301       1.420    0.005570
 4.3592  2294.0  0.0301       1.420    0.005551
 4.3554  2296.0  0.0301       1.420    0.005533
 4.3516  2298.0  0.0301       1.420    0.005514
 4.3478  2300.0  0.0302       1.420    0.005495
 4.3440  2302.0  0.0302       1.420    0.005477
 4.3403  2304.0  0.0302       1.421    0.005458
 4.3365  2306.0  0.0302       1.421    0.005440
 4.3328  2308.0  0.0302       1.421    0.005422
 4.3290  2310.0  0.0303       1.421    0.005403
 4.3253  2312.0  0.0303       1.421    0.005385
 4.3215  2314.0  0.0303       1.422    0.005367
 4.3178  2316.0  0.0303       1.422    0.005349
 4.3141  2318.0  0.0303       1.422    0.005331
 4.3103  2320.0  0.0304       1.422    0.005314
 4.3066  2322.0  0.0304       1.422    0.005296
 4.3029  2324.0  0.0304       1.422    0.005278
 4.2992  2326.0  0.0304       1.423    0.005261
 4.2955  2328.0  0.0304       1.423    0.005243
 4.2918  2330.0  0.0305       1.423    0.005226
 4.2882  2332.0  0.0305       1.423    0.005209
 4.2845  2334.0  0.0305       1.423    0.005192
 4.2808  2336.0  0.0305       1.423    0.005174
 4.2772  2338.0  0.0305       1.424    0.005157
 4.2735  2340.0  0.0306       1.424    0.005140
 4.2699  2342.0  0.0306       1.424    0.005124
 4.2662  2344.0  0.0306       1.424    0.005107
 4.2626  2346.0  0.0306       1.424    0.005090
 4.2589  2348.0  0.0306       1.424    0.005073
 4.2553  2350.0  0.0307       1.425    0.005057
 4.2517  2352.0  0.0307       1.425    0.005040
 4.2481  2354.0  0.0307       1.425    0.005024
 4.2445  2356.0  0.0307       1.425    0.005008
 4.2409  2358.0  0.0307       1.425    0.004991
 4.2373  2360.0  0.0308       1.425    0.004975
 4.2337  2362.0  0.0308       1.425    0.004959
 4.2301  2364.0  0.0308       1.426    0.004943
 4.2265  2366.0  0.0308       1.426    0.004927
 4.2230  2368.0  0.0308       1.426    0.004911
 4.2194  2370.0  0.0308       1.426    0.004895
 4.2159  2372.0  0.0309       1.426    0.004880
 4.2123  2374.0  0.0309       1.426    0.004864
 4.2088  2376.0  0.0309       1.427    0.004848
 4.2052  2378.0  0.0309       1.427    0.004833
 4.2017  2380.0  0.0309       1.427    0.004817
 4.1982  2382.0  0.0310       1.427    0.004802
 4.1946  2384.0  0.0310       1.427    0.004786
 4.1911  2386.0  0.0310       1.427    0.004771
 4.1876  2388.0  0.0310       1.427    0.004756
 4.1841  2390.0  0.0310       1.428    0.004741
 4.1806  2392.0  0.0311       1.428    0.004726
 4.1771  2394.0  0.0311       1.428    0.004711
 4.1736  2396.0  0.0311       1.428    0.004696
 4.1701  2398.0  0.0311       1.428    0.004681
 4.1667  2400.0  0.0311       1.428    0.004666
 4.1632  2402.0  0.0311       1.429    0.004651
 4.1597  2404.0  0.0312       1.429    0.004637
 4.1563  2406.0  0.0312       1.429    0.004622
 4.1528  2408.0  0.0312       1.429    0.004608
 4.1494  2410.0  0.0312       1.429    0.004593
 4.1459  2412.0  0.0312       1.429    0.004579
 4.1425  2414.0  0.0312       1.429    0.004564
 4.1391  2416.0  0.0313       1.430    0.004550
 4.1356  2418.0  0.0313       1.430    0.004536
 4.1322  2420.0  0.0313       1.430    0.004522
 4.1288  2422.0  0.0313       1.430    0.004508
 4.1254  2424.0  0.0313       1.430    0.004494
 4.1220  2426.0  0.0313       1.430    0.004480
 4.1186  2428.0  0.0314       1.430    0.004466
 4.1152  2430.0  0.0314       1.431    0.004452
 4.1118  2432.0  0.0314       1.431    0.004438
 4.1085  2434.0  0.0314       1.431    0.004424
 4.1051  2436.0  0.0314       1.431    0.004411
 4.1017  2438.0  0.0315       1.431    0.004397
 4.0984  2440.0  0.0315       1.431    0.004383
 4.0950  2442.0  0.0315       1.431    0.004370
 4.0917  2444.0  0.0315       1.432    0.004356
 4.0883  2446.0  0.0315       1.432    0.004343
 4.0850  2448.0  0.0315       1.432    0.004330
 4.0816  2450.0  0.0316       1.432    0.004316
 4.0783  2452.0  0.0316       1.432    0.004303
 4.0750  2454.0  0.0316       1.432    0.004290
 4.0717  2456.0  0.0316       1.432    0.004277
 4.0683  2458.0  0.0316       1.432    0.004264
 4.0650  2460.0  0.0316       1.433    0.004251
 4.0617  2462.0  0.0316       1.433    0.004238
 4.0584  2464.0  0.0317       1.433    0.004225
 4.0552  2466.0  0.0317       1.433    0.004212
 4.0519  2468.0  0.0317       1.433    0.004200
 4.0486  2470.0  0.0317       1.433    0.004187
 4.0453  2472.0  0.0317       1.433    0.004174
 4.0420  2474.0  0.0317       1.434    0.004162
 4.0388  2476.0  0.0318       1.434    0.004149
 4.0355  2478.0  0.0318       1.434    0.004137
 4.0323  2480.0  0.0318       1.434    0.004124
 4.0290  2482.0  0.0318       1.434    0.004112
 4.0258  2484.0  0.0318       1.434    0.004099
 4.0225  2486.0  0.0318       1.434    0.004087
 4.0193  2488.0  0.0319       1.434    0.004075
 4.0161  2490.0  0.0319       1.435    0.004063
 4.0128  2492.0  0.0319       1.435    0.004050
 4.0096  2494.0  0.0319       1.435    0.004038
 4.0064  2496.0  0.0319       1.435    0.004026
 4.0032  2498.0  0.0319       1.435    0.004014
 4.0000  2500.0  0.0319       1.435    0.004002
 3.9968  2502.0  0.0320       1.435    0.003991
 3.9936  2504.0  0.0320       1.436    0.003979
 3.9904  2506.0  0.0320       1.436    0.003967
 3.9872  2508.0  0.0320       1.436    0.003955
 3.9841  2510.0  0.0320       1.436    0.003943
 3.9809  2512.0  0.0320       1.436    0.003932
 3.9777  2514.0  0.0321       1.436    0.003920
 3.9746  2516.0  0.0321       1.436    0.003909
 3.9714  2518.0  0.0321       1.436    0.003897
 3.9683  2520.0  0.0321       1.437    0.003886
 3.9651  2522.0  0.0321       1.437    0.003874
 3.9620  2524.0  0.0321       1.437    0.003863
 3.9588  2526.0  0.0321       1.437    0.003852
 3.9557  2528.0  0.0322       1.437    0.003840
 3.9526  2530.0  0.0322       1.437    0.003829
 3.9494  2532.0  0.0322       1.437    0.003818
 3.9463  2534.0  0.0322       1.437    0.003807
