Data created using the Lorentz line parameters in J.R. Aronson and P.F.
Strong, Optical constants of minerals and rocks, Applied Optics, 14, 
2914-2920, 1975.  These could be recalculated at any spectral resolution.
Range of validity is given as 1700-230 inverse centimeters.  Be sure to
check the reference for a description of the sample.

high frq. dielec. const=  3.236
Lorentz line parameters
center  width  strength
1536.4  0.0559  0.0520
1077.2  0.0324  0.1510
1006.8  0.0326  0.0320
 951.3  0.0386  0.1130
 904.5  0.0532  0.5450
 755.9  0.0956  0.0800
 634.8  0.0469  0.0660
 542.1  0.0814  0.2690
 507.3  0.0441  0.3450
 480.0  0.0599  0.4390
 433.6  0.0236  0.0390
 401.5  0.0875  0.7540
 333.1  0.0579  0.5840
 297.9  0.1063  0.5720
 186.3  0.3096  6.1260

 wave.    freq.   calc.        real       imag.
(micron)  (cm-1)  refl.       index       index
 8.0000  1250.0  0.0132       1.252     0.06088
 7.9872  1252.0  0.0137       1.257     0.05995
 7.9745  1254.0  0.0141       1.263     0.05905
 7.9618  1256.0  0.0146       1.268     0.05818
 7.9491  1258.0  0.0151       1.273     0.05734
 7.9365  1260.0  0.0155       1.278     0.05654
 7.9239  1262.0  0.0160       1.283     0.05576
 7.9114  1264.0  0.0164       1.288     0.05502
 7.8989  1266.0  0.0169       1.293     0.05430
 7.8864  1268.0  0.0174       1.298     0.05361
 7.8740  1270.0  0.0178       1.303     0.05294
 7.8616  1272.0  0.0183       1.307     0.05229
 7.8493  1274.0  0.0187       1.312     0.05167
 7.8370  1276.0  0.0191       1.317     0.05108
 7.8247  1278.0  0.0196       1.321     0.05050
 7.8125  1280.0  0.0200       1.325     0.04995
 7.8003  1282.0  0.0205       1.330     0.04942
 7.7882  1284.0  0.0209       1.334     0.04891
 7.7760  1286.0  0.0214       1.338     0.04841
 7.7640  1288.0  0.0218       1.342     0.04794
 7.7519  1290.0  0.0222       1.347     0.04748
 7.7399  1292.0  0.0226       1.351     0.04705
 7.7280  1294.0  0.0231       1.355     0.04663
 7.7160  1296.0  0.0235       1.359     0.04623
 7.7042  1298.0  0.0239       1.363     0.04584
 7.6923  1300.0  0.0243       1.367     0.04547
 7.6805  1302.0  0.0248       1.370     0.04512
 7.6687  1304.0  0.0252       1.374     0.04478
 7.6570  1306.0  0.0256       1.378     0.04446
 7.6453  1308.0  0.0260       1.382     0.04415
 7.6336  1310.0  0.0264       1.385     0.04386
 7.6220  1312.0  0.0268       1.389     0.04359
 7.6104  1314.0  0.0272       1.393     0.04332
 7.5988  1316.0  0.0276       1.396     0.04308
 7.5873  1318.0  0.0280       1.400     0.04284
 7.5758  1320.0  0.0284       1.403     0.04263
 7.5643  1322.0  0.0288       1.407     0.04242
 7.5529  1324.0  0.0292       1.410     0.04223
 7.5415  1326.0  0.0296       1.413     0.04205
 7.5301  1328.0  0.0300       1.417     0.04189
 7.5188  1330.0  0.0304       1.420     0.04174
 7.5075  1332.0  0.0308       1.423     0.04161
 7.4963  1334.0  0.0312       1.427     0.04148
 7.4850  1336.0  0.0316       1.430     0.04138
 7.4738  1338.0  0.0320       1.433     0.04128
 7.4627  1340.0  0.0324       1.436     0.04120
 7.4516  1342.0  0.0328       1.440     0.04114
 7.4405  1344.0  0.0331       1.443     0.04108
 7.4294  1346.0  0.0335       1.446     0.04104
 7.4184  1348.0  0.0339       1.449     0.04102
 7.4074  1350.0  0.0343       1.452     0.04101
 7.3964  1352.0  0.0347       1.455     0.04102
 7.3855  1354.0  0.0350       1.458     0.04103
 7.3746  1356.0  0.0354       1.461     0.04107
 7.3638  1358.0  0.0358       1.465     0.04112
 7.3529  1360.0  0.0362       1.468     0.04118
 7.3421  1362.0  0.0365       1.471     0.04127
 7.3314  1364.0  0.0369       1.474     0.04136
 7.3206  1366.0  0.0373       1.477     0.04148
 7.3099  1368.0  0.0377       1.480     0.04161
 7.2993  1370.0  0.0380       1.482     0.04175
 7.2886  1372.0  0.0384       1.485     0.04192
 7.2780  1374.0  0.0388       1.488     0.04210
 7.2674  1376.0  0.0392       1.491     0.04230
 7.2569  1378.0  0.0395       1.494     0.04252
 7.2464  1380.0  0.0399       1.497     0.04276
 7.2359  1382.0  0.0403       1.500     0.04302
 7.2254  1384.0  0.0407       1.503     0.04331
 7.2150  1386.0  0.0410       1.506     0.04361
 7.2046  1388.0  0.0414       1.509     0.04393
 7.1942  1390.0  0.0418       1.512     0.04428
 7.1839  1392.0  0.0422       1.515     0.04465
 7.1736  1394.0  0.0426       1.517     0.04505
 7.1633  1396.0  0.0429       1.520     0.04548
 7.1531  1398.0  0.0433       1.523     0.04593
 7.1429  1400.0  0.0437       1.526     0.04640
 7.1327  1402.0  0.0441       1.529     0.04691
 7.1225  1404.0  0.0445       1.532     0.04745
 7.1124  1406.0  0.0449       1.535     0.04802
 7.1023  1408.0  0.0453       1.538     0.04862
 7.0922  1410.0  0.0456       1.541     0.04926
 7.0822  1412.0  0.0460       1.544     0.04993
 7.0721  1414.0  0.0464       1.547     0.05064
 7.0621  1416.0  0.0468       1.549     0.05139
 7.0522  1418.0  0.0472       1.552     0.05219
 7.0423  1420.0  0.0476       1.555     0.05302
 7.0323  1422.0  0.0480       1.558     0.05390
 7.0225  1424.0  0.0485       1.561     0.05484
 7.0126  1426.0  0.0489       1.564     0.05582
 7.0028  1428.0  0.0493       1.567     0.05685
 6.9930  1430.0  0.0497       1.570     0.05794
 6.9832  1432.0  0.0501       1.573     0.05909
 6.9735  1434.0  0.0505       1.576     0.06031
 6.9638  1436.0  0.0510       1.579     0.06159
 6.9541  1438.0  0.0514       1.582     0.06294
 6.9444  1440.0  0.0519       1.585     0.06436
 6.9348  1442.0  0.0523       1.588     0.06587
 6.9252  1444.0  0.0527       1.592     0.06745
 6.9156  1446.0  0.0532       1.595     0.06913
 6.9061  1448.0  0.0537       1.598     0.07089
 6.8966  1450.0  0.0541       1.601     0.07276
 6.8871  1452.0  0.0546       1.604     0.07473
 6.8776  1454.0  0.0551       1.607     0.07681
 6.8681  1456.0  0.0555       1.610     0.07901
 6.8587  1458.0  0.0560       1.613     0.08133
 6.8493  1460.0  0.0565       1.617     0.08379
 6.8399  1462.0  0.0570       1.620     0.08639
 6.8306  1464.0  0.0575       1.623     0.08914
 6.8213  1466.0  0.0580       1.626     0.09204
 6.8120  1468.0  0.0585       1.629     0.09512
 6.8027  1470.0  0.0590       1.632     0.09837
 6.7935  1472.0  0.0595       1.635      0.1018
 6.7843  1474.0  0.0600       1.638      0.1055
 6.7751  1476.0  0.0606       1.641      0.1093
 6.7659  1478.0  0.0611       1.644      0.1134
 6.7568  1480.0  0.0616       1.647      0.1177
 6.7476  1482.0  0.0621       1.650      0.1223
 6.7385  1484.0  0.0627       1.652      0.1271
 6.7295  1486.0  0.0632       1.655      0.1322
 6.7204  1488.0  0.0637       1.657      0.1376
 6.7114  1490.0  0.0642       1.660      0.1433
 6.7024  1492.0  0.0647       1.661      0.1493
 6.6934  1494.0  0.0652       1.663      0.1556
 6.6845  1496.0  0.0657       1.665      0.1622
 6.6756  1498.0  0.0661       1.666      0.1691
 6.6667  1500.0  0.0666       1.666      0.1764
 6.6578  1502.0  0.0670       1.667      0.1839
 6.6489  1504.0  0.0673       1.667      0.1918
 6.6401  1506.0  0.0676       1.666      0.1999
 6.6313  1508.0  0.0679       1.665      0.2083
 6.6225  1510.0  0.0681       1.663      0.2169
 6.6138  1512.0  0.0683       1.660      0.2256
 6.6050  1514.0  0.0684       1.657      0.2345
 6.5963  1516.0  0.0683       1.652      0.2433
 6.5876  1518.0  0.0682       1.647      0.2521
 6.5789  1520.0  0.0680       1.641      0.2607
 6.5703  1522.0  0.0677       1.635      0.2690
 6.5617  1524.0  0.0673       1.627      0.2769
 6.5531  1526.0  0.0667       1.618      0.2843
 6.5445  1528.0  0.0660       1.608      0.2910
 6.5359  1530.0  0.0652       1.598      0.2969
 6.5274  1532.0  0.0642       1.587      0.3019
 6.5189  1534.0  0.0631       1.575      0.3058
 6.5104  1536.0  0.0619       1.563      0.3087
 6.5020  1538.0  0.0605       1.551      0.3103
 6.4935  1540.0  0.0590       1.538      0.3107
 6.4851  1542.0  0.0575       1.525      0.3099
 6.4767  1544.0  0.0558       1.513      0.3078
 6.4683  1546.0  0.0541       1.501      0.3046
 6.4599  1548.0  0.0524       1.489      0.3002
 6.4516  1550.0  0.0507       1.478      0.2949
 6.4433  1552.0  0.0489       1.468      0.2886
 6.4350  1554.0  0.0472       1.458      0.2816
 6.4267  1556.0  0.0456       1.450      0.2740
 6.4185  1558.0  0.0441       1.442      0.2658
 6.4103  1560.0  0.0426       1.435      0.2572
 6.4020  1562.0  0.0412       1.429      0.2484
 6.3939  1564.0  0.0399       1.424      0.2394
 6.3857  1566.0  0.0388       1.420      0.2303
 6.3776  1568.0  0.0377       1.416      0.2213
 6.3694  1570.0  0.0368       1.413      0.2124
 6.3613  1572.0  0.0360       1.411      0.2036
 6.3532  1574.0  0.0352       1.410      0.1950
 6.3452  1576.0  0.0346       1.409      0.1867
 6.3371  1578.0  0.0341       1.409      0.1787
 6.3291  1580.0  0.0337       1.409      0.1710
 6.3211  1582.0  0.0333       1.409      0.1636
 6.3131  1584.0  0.0330       1.410      0.1565
 6.3052  1586.0  0.0328       1.411      0.1497
 6.2972  1588.0  0.0327       1.413      0.1433
 6.2893  1590.0  0.0326       1.414      0.1371
 6.2814  1592.0  0.0325       1.416      0.1313
 6.2735  1594.0  0.0325       1.418      0.1258
 6.2657  1596.0  0.0326       1.421      0.1205
 6.2578  1598.0  0.0327       1.423      0.1155
 6.2500  1600.0  0.0328       1.425      0.1108
 6.2422  1602.0  0.0329       1.428      0.1063
 6.2344  1604.0  0.0330       1.430      0.1021
 6.2267  1606.0  0.0332       1.433     0.09811
 6.2189  1608.0  0.0334       1.435     0.09431
 6.2112  1610.0  0.0336       1.438     0.09072
 6.2035  1612.0  0.0338       1.440     0.08732
 6.1958  1614.0  0.0340       1.443     0.08409
 6.1881  1616.0  0.0342       1.446     0.08103
 6.1805  1618.0  0.0345       1.448     0.07813
 6.1728  1620.0  0.0347       1.451     0.07537
 6.1652  1622.0  0.0350       1.453     0.07276
 6.1576  1624.0  0.0352       1.456     0.07028
 6.1501  1626.0  0.0355       1.458     0.06792
 6.1425  1628.0  0.0357       1.461     0.06568
 6.1350  1630.0  0.0360       1.463     0.06355
 6.1275  1632.0  0.0363       1.466     0.06152
 6.1200  1634.0  0.0365       1.468     0.05959
 6.1125  1636.0  0.0368       1.470     0.05775
 6.1050  1638.0  0.0370       1.473     0.05599
 6.0976  1640.0  0.0373       1.475     0.05432
 6.0901  1642.0  0.0376       1.477     0.05272
 6.0827  1644.0  0.0378       1.479     0.05120
 6.0753  1646.0  0.0381       1.482     0.04974
 6.0680  1648.0  0.0383       1.484     0.04835
 6.0606  1650.0  0.0386       1.486     0.04702
 6.0533  1652.0  0.0388       1.488     0.04574
 6.0459  1654.0  0.0391       1.490     0.04452
 6.0386  1656.0  0.0393       1.492     0.04336
 6.0314  1658.0  0.0395       1.494     0.04224
 6.0241  1660.0  0.0398       1.496     0.04116
 6.0168  1662.0  0.0400       1.498     0.04013
 6.0096  1664.0  0.0402       1.500     0.03914
 6.0024  1666.0  0.0405       1.502     0.03819
 5.9952  1668.0  0.0407       1.504     0.03728
 5.9880  1670.0  0.0409       1.506     0.03640
 5.9809  1672.0  0.0411       1.507     0.03555
 5.9737  1674.0  0.0414       1.509     0.03474
 5.9666  1676.0  0.0416       1.511     0.03396
 5.9595  1678.0  0.0418       1.513     0.03320
 5.9524  1680.0  0.0420       1.514     0.03248
 5.9453  1682.0  0.0422       1.516     0.03178
 5.9382  1684.0  0.0424       1.518     0.03110
 5.9312  1686.0  0.0426       1.519     0.03045
 5.9242  1688.0  0.0428       1.521     0.02982
 5.9172  1690.0  0.0430       1.522     0.02921
 5.9102  1692.0  0.0432       1.524     0.02863
 5.9032  1694.0  0.0434       1.526     0.02806
 5.8962  1696.0  0.0436       1.527     0.02751
 5.8893  1698.0  0.0438       1.529     0.02698
 5.8824  1700.0  0.0440       1.530     0.02647
