From Roush et al. (2007) J. Geophys. Res.-Planets
Gypsum optical constants from Fresnel measurements.
Frequency  Real    Imaginary
 (cm-1)    index    index
1235.175 0.9239737 0.1128879
1236.139 0.9289673 0.1106659
1237.104 0.93387 0.1085064
1238.068 0.9386842 0.1064072
1239.032 0.943413 0.1043658
1239.996 0.948058 0.1023805
1240.96 0.9526218 0.100449
1241.925 0.9571074 0.098569192
1242.889 0.9615155 0.096739471
1243.853 0.9658492 0.094958305
1244.817 0.9701099 0.093223684
1245.782 0.9743004 0.091533691
1246.746 0.9784213 0.089887694
1247.71 0.9824752 0.088283762
1248.674 0.9864635 0.08672028
1249.639 0.9903883 0.085196331
1250.603 0.9942504 0.083710514
1251.567 0.9980516 0.082261622
1252.531 1.001794 0.080848157
1253.495 1.005478 0.079469927
1254.46 1.009105 0.078125
1255.424 1.012677 0.076812014
1256.388 1.016196 0.075531051
1257.352 1.019661 0.07428056
1258.317 1.023075 0.073060073
1259.281 1.026439 0.071867801
1260.245 1.029753 0.070703901
1261.209 1.033019 0.069566801
1262.173 1.036238 0.068456523
1263.138 1.039411 0.067371309
1264.102 1.042539 0.066311039
1265.066 1.045622 0.065274641
1266.03 1.048662 0.064262338
1266.995 1.05166 0.063271999
1267.959 1.054617 0.062304191
1268.923 1.057532 0.061357547
1269.887 1.060408 0.060432572
1270.852 1.063245 0.059527773
1271.816 1.066044 0.058642559
1272.78 1.068805 0.05777628
1273.744 1.07153 0.056928758
1274.708 1.074218 0.056099776
1275.673 1.076872 0.055288553
1276.637 1.07949 0.054494791
1277.601 1.082075 0.05371704
1278.565 1.084627 0.052956011
1279.53 1.087145 0.052211285
1280.494 1.089632 0.051481843
1281.458 1.092088 0.05076775
1282.422 1.094512 0.050067879
1283.386 1.096906 0.049382232
1284.351 1.099271 0.048711408
1285.315 1.101606 0.048052929
1286.279 1.103913 0.047409192
1287.243 1.106191 0.046776988
1288.208 1.108443 0.046158075
1289.172 1.110666 0.045551695
1290.136 1.112864 0.044957023
1291.1 1.115035 0.044374533
1292.065 1.11718 0.043802667
1293.029 1.1193 0.043241847
1293.993 1.121396 0.042692509
1294.957 1.123467 0.042152982
1295.922 1.125514 0.041624367
1296.886 1.127537 0.041105624
1297.85 1.129538 0.040596411
1298.814 1.131516 0.040097822
1299.778 1.133471 0.039608009
1300.743 1.135404 0.039126534
1301.707 1.137316 0.038655255
1302.671 1.139206 0.038192209
1303.635 1.141076 0.037737697
1304.599 1.142925 0.037291232
1305.564 1.144754 0.036852296
1306.528 1.146563 0.036422804
1307.492 1.148352 0.035999775
1308.456 1.150122 0.03558512
1309.421 1.151874 0.035177436
1310.385 1.153606 0.034776974
1311.349 1.155321 0.034383982
1312.313 1.157017 0.033997841
1313.278 1.158696 0.033617906
1314.242 1.160357 0.033245284
1315.206 1.162001 0.03287841
1316.17 1.163628 0.032518394
1317.135 1.165238 0.032164544
1318.099 1.166832 0.031816121
1319.063 1.16841 0.031474262
1320.027 1.169973 0.031138221
1320.991 1.171519 0.030807219
1321.956 1.17305 0.030482402
1322.92 1.174566 0.030162979
1323.884 1.176067 0.029848127
1324.848 1.177553 0.029538998
1325.812 1.179025 0.029233737
1326.777 1.180483 0.028935557
1327.741 1.181926 0.028641555
1328.705 1.183356 0.028350813
1329.669 1.184772 0.028066617
1330.634 1.186174 0.027785949
1331.598 1.187564 0.027510002
1332.562 1.18894 0.027238917
1333.526 1.190303 0.026971739
1334.491 1.191654 0.026708582
1335.455 1.192993 0.026449569
1336.419 1.194319 0.026194822
1337.383 1.195633 0.025943317
1338.348 1.196935 0.025696307
1339.312 1.198225 0.025452757
1340.276 1.199504 0.025213948
1341.24 1.200771 0.024977626
1342.204 1.202027 0.024746275
1343.169 1.203272 0.024516387
1344.133 1.204506 0.024291685
1345.097 1.205729 0.024068601
1346.061 1.206941 0.023850927
1347.026 1.208143 0.023635032
1347.99 1.209335 0.023423508
1348.954 1.210517 0.02321391
1349.918 1.211688 0.023007583
1350.882 1.212849 0.022804616
1351.847 1.214001 0.022605103
1352.811 1.215143 0.02240647
1353.775 1.216276 0.022212772
1354.739 1.217399 0.02202143
1355.704 1.218513 0.021832507
1356.668 1.219617 0.021646064
1357.632 1.220713 0.021462169
1358.596 1.2218 0.021280885
1359.561 1.222878 0.021102281
1360.525 1.223947 0.02092785
1361.489 1.225008 0.020753389
1362.453 1.22606 0.020581793
1363.417 1.227105 0.020414595
1364.382 1.22814 0.020247487
1365.346 1.229168 0.020083442
1366.31 1.230188 0.019922534
1367.274 1.2312 0.019761823
1368.239 1.232204 0.019604355
1369.203 1.233201 0.019448677
1370.167 1.23419 0.019296378
1371.131 1.235171 0.019144423
1372.095 1.236145 0.018995961
1373.06 1.237112 0.01884949
1374.024 1.238072 0.018701874
1374.988 1.239024 0.018559506
1375.952 1.239969 0.018417655
1376.917 1.240908 0.018277965
1377.881 1.24184 0.018140486
1378.845 1.242765 0.018003613
1379.809 1.243683 0.017870694
1380.774 1.244595 0.01773678
1381.738 1.245501 0.017606923
1382.702 1.2464 0.017476104
1383.666 1.247293 0.017349452
1384.63 1.248179 0.017223598
1385.595 1.249059 0.017100304
1386.559 1.249934 0.016977869
1387.523 1.250802 0.016856315
1388.487 1.251664 0.016735658
1389.452 1.252521 0.016619503
1390.416 1.253371 0.016502533
1391.38 1.254217 0.016386546
1392.344 1.255056 0.016271565
1393.308 1.25589 0.016159454
1394.273 1.256718 0.016048416
1395.237 1.257541 0.015940346
1396.201 1.258359 0.015831536
1397.165 1.259171 0.015723869
1398.13 1.259979 0.015619277
1399.094 1.260781 0.0155159
1400.058 1.261578 0.015411831
1401.022 1.26237 0.015308999
1401.986 1.263157 0.015209393
1402.951 1.263939 0.015109129
1403.915 1.264717 0.015010182
1404.879 1.265489 0.014914574
1405.843 1.266257 0.014818351
1406.808 1.26702 0.014723522
1407.772 1.267779 0.014630116
1408.736 1.268534 0.014538159
1409.7 1.269283 0.014445618
1410.665 1.270029 0.014356631
1411.629 1.27077 0.01426709
1412.593 1.271507 0.014181187
1413.557 1.272239 0.014092647
1414.521 1.272967 0.014005673
1415.486 1.273692 0.013922439
1416.45 1.274412 0.013836551
1417.414 1.275128 0.013754459
1418.378 1.275841 0.013671875
1419.343 1.276549 0.013590982
1420.307 1.277254 0.01351181
1421.271 1.277954 0.013432172
1422.235 1.278651 0.013354291
1423.199 1.279344 0.013275953
1424.164 1.280034 0.013199409
1425.128 1.28072 0.013124688
1426.092 1.281403 0.013049539
1427.056 1.282082 0.012976252
1428.021 1.282757 0.012902549
1428.985 1.28343 0.012830745
1429.949 1.284099 0.012758538
1430.913 1.284764 0.012690617
1431.877 1.285426 0.012619969
1432.842 1.286085 0.012548923
1433.806 1.286741 0.012482249
1434.77 1.287394 0.012415217
1435.734 1.288044 0.012350234
1436.699 1.288691 0.012282481
1437.663 1.289335 0.012219233
1438.627 1.289976 0.012155654
1439.591 1.290614 0.012091741
1440.556 1.291249 0.012029965
1441.52 1.291881 0.011967872
1442.484 1.292511 0.011905454
1443.448 1.293138 0.01184774
1444.412 1.293762 0.011784686
1445.377 1.294383 0.011728918
1446.341 1.295002 0.011667777
1447.305 1.295619 0.011611448
1448.269 1.296233 0.011554844
1449.234 1.296845 0.01149796
1450.198 1.297454 0.0114434
1451.162 1.298061 0.011388578
1452.126 1.298666 0.011333491
1453.09 1.299268 0.011283418
1454.055 1.299868 0.011227814
1455.019 1.300466 0.011177269
1455.983 1.301062 0.011123815
1456.947 1.301656 0.011072793
1457.912 1.302247 0.01102424
1458.876 1.302837 0.010975472
1459.84 1.303425 0.010926486
1460.804 1.304011 0.01087728
1461.769 1.304595 0.010830602
1462.733 1.305177 0.010783722
1463.697 1.305757 0.010736638
1464.661 1.306336 0.010692133
1465.625 1.306913 0.010644644
1466.59 1.307488 0.010602564
1467.554 1.308062 0.010557494
1468.518 1.308634 0.010515066
1469.482 1.309204 0.010472466
1470.447 1.309773 0.010429692
1471.411 1.310341 0.010389611
1472.375 1.310907 0.010349374
1473.339 1.311473 0.010308981
1474.303 1.312036 0.010268428
1475.268 1.312599 0.010230629
1476.232 1.31316 0.010189764
1477.196 1.31372 0.010154607
1478.16 1.314279 0.010119327
1479.125 1.314837 0.010080968
1480.089 1.315395 0.01004543
1481.053 1.315951 0.010009766
1482.017 1.316506 0.0099769616
1482.982 1.31706 0.0099410517
1483.946 1.317614 0.0099080196
1484.91 1.318167 0.0098748775
1485.874 1.318719 0.0098446505
1486.839 1.31927 0.0098112943
1487.803 1.319821 0.0097808717
1488.767 1.320372 0.0097503541
1489.731 1.320922 0.0097197406
1490.695 1.321471 0.0096921064
1491.66 1.32202 0.0096643921
1492.624 1.322569 0.0096365986
1493.588 1.323118 0.0096087251
1494.552 1.323667 0.0095838802
1495.516 1.324215 0.009555852
1496.481 1.324763 0.0095308693
1497.445 1.325312 0.0095058214
1498.409 1.32586 0.0094838496
1499.373 1.326409 0.0094618276
1500.338 1.326958 0.0094397534
1501.302 1.327507 0.0094176279
1502.266 1.328056 0.0093954504
1503.23 1.328606 0.0093732197
1504.195 1.329156 0.009357309
1505.159 1.329707 0.009334987
1506.123 1.330259 0.0093222084
1507.087 1.330811 0.0093030073
1508.052 1.331365 0.0092837662
1509.016 1.331918 0.0092709167
1509.98 1.332474 0.00925483
1510.944 1.33303 0.0092419405
1511.908 1.333587 0.0092290323
1512.873 1.334146 0.0092161065
1513.837 1.334705 0.0092064003
1514.801 1.335267 0.0091966838
1515.765 1.33583 0.0091837123
1516.729 1.336394 0.0091772201
1517.694 1.33696 0.0091707222
1518.658 1.337529 0.0091609685
1519.622 1.338099 0.0091577144
1520.586 1.338671 0.0091512036
1521.551 1.339245 0.0091479467
1522.515 1.339822 0.009144688
1523.479 1.340401 0.0091414284
1524.443 1.340983 0.009144688
1525.408 1.341568 0.009144688
1526.372 1.342155 0.0091479467
1527.336 1.342746 0.0091512036
1528.3 1.343339 0.0091577144
1529.265 1.343936 0.0091609685
1530.229 1.344537 0.0091707222
1531.193 1.345141 0.0091772201
1532.157 1.345749 0.009186957
1533.121 1.346361 0.0091999238
1534.086 1.346977 0.009212872
1535.05 1.347597 0.0092258025
1536.014 1.348222 0.0092451638
1536.978 1.348852 0.009264485
1537.943 1.349487 0.0092837662
1538.907 1.350128 0.0093062101
1539.871 1.350773 0.0093286
1540.835 1.351425 0.009357309
1541.799 1.352082 0.0093827536
1542.764 1.352746 0.0094144624
1543.728 1.353416 0.0094460659
1544.692 1.354093 0.0094838496
1545.656 1.354778 0.0095183542
1546.621 1.35547 0.009558971
1547.585 1.356169 0.0096025197
1548.549 1.356877 0.009648961
1549.513 1.357594 0.0096982541
1550.478 1.358319 0.0097503541
1551.442 1.359054 0.0098052174
1552.406 1.359798 0.0098627973
1553.37 1.360553 0.0099260509
1554.334 1.361318 0.0099918861
1555.299 1.362095 0.010063215
1556.263 1.362883 0.010136982
1557.227 1.363684 0.010216053
1558.191 1.364497 0.010300304
1559.156 1.365324 0.010389611
1560.12 1.366166 0.010486686
1561.084 1.367022 0.010585685
1562.048 1.367893 0.010692133
1563.012 1.368781 0.010805809
1563.977 1.369687 0.010923758
1564.941 1.37061 0.01105124
1565.905 1.371552 0.011185265
1566.869 1.372515 0.011328231
1567.834 1.373498 0.011477206
1568.798 1.374503 0.011639646
1569.762 1.375532 0.011809948
1570.726 1.376585 0.011990263
1571.691 1.377664 0.012182592
1572.655 1.378771 0.012388784
1573.619 1.379907 0.012608156
1574.583 1.381073 0.012837712
1575.547 1.382272 0.013088305
1576.512 1.383504 0.01335206
1577.476 1.384774 0.013634767
1578.44 1.386082 0.013937415
1579.404 1.38743 0.014260822
1580.369 1.388822 0.014605651
1581.333 1.390261 0.014978381
1582.297 1.391749 0.015376983
1583.261 1.393289 0.015807046
1584.225 1.394885 0.016267901
1585.19 1.396541 0.016765904
1586.154 1.398261 0.017303009
1587.118 1.400049 0.017884029
1588.082 1.40191 0.01851288
1589.047 1.40385 0.019195726
1590.011 1.405874 0.019938981
1590.975 1.407989 0.020749081
1591.939 1.410201 0.021630915
1592.903 1.412518 0.02259719
1593.868 1.414947 0.023657719
1594.832 1.417499 0.024820831
1595.796 1.420182 0.026105929
1596.76 1.423007 0.02752408
1597.725 1.425984 0.029098859
1598.689 1.429128 0.030846857
1599.653 1.432449 0.032798547
1600.617 1.435962 0.03498289
1601.582 1.439681 0.037438788
1602.546 1.443621 0.04020841
1603.51 1.447795 0.043343041
1604.474 1.452217 0.046909321
1605.438 1.456897 0.050981566
1606.403 1.461842 0.055656567
1607.367 1.467049 0.061043944
1608.331 1.472503 0.067283668
1609.295 1.478171 0.07454329
1610.26 1.483986 0.083025046
1611.224 1.489835 0.092970468
1612.188 1.495534 0.104666
1613.152 1.500795 0.1184351
1614.116 1.505176 0.1346196
1615.081 1.508027 0.1535429
1616.045 1.508426 0.1754208
1617.009 1.505132 0.200212
1617.973 1.496625 0.2273745
1618.938 1.48129 0.2555981
1619.902 1.45787 0.2825812
1620.866 1.426149 0.3051187
1621.83 1.387583 0.3197571
1622.795 1.345418 0.3238949
1623.759 1.303928 0.3168119
1624.723 1.267136 0.2999442
1625.687 1.237675 0.276234
1626.651 1.216429 0.2490443
1627.616 1.202857 0.2212551
1628.58 1.19563 0.1948547
1629.544 1.193191 0.1709267
1630.508 1.194121 0.1498791
1631.473 1.197279 0.1317036
1632.437 1.201816 0.1161668
1633.401 1.207139 0.1029483
1634.365 1.212845 0.091714375
1635.329 1.218668 0.082157947
1636.294 1.224442 0.074006833
1637.258 1.230063 0.067029834
1638.222 1.235474 0.061033692
1639.186 1.240643 0.055860206
1640.151 1.245558 0.051378116
1641.115 1.250219 0.047478918
1642.079 1.254633 0.044075329
1643.043 1.258809 0.041092575
1644.007 1.262762 0.038471326
1644.972 1.266506 0.036161669
1645.936 1.270055 0.034122091
1646.9 1.273423 0.032317065
1647.864 1.276624 0.030719062
1648.829 1.279671 0.029302977
1649.793 1.282575 0.02804856
1650.757 1.285349 0.026939677
1651.721 1.288002 0.025962837
1652.686 1.290544 0.025102595
1653.65 1.292983 0.024354175
1654.614 1.295328 0.023705538
1655.578 1.297586 0.023152204
1656.542 1.299763 0.022688009
1657.507 1.301865 0.022311835
1658.471 1.303898 0.022018723
1659.435 1.305866 0.021806555
1660.399 1.307772 0.021676334
1661.364 1.309619 0.021630915
1662.328 1.311408 0.021666707
1663.292 1.313141 0.021791518
1664.256 1.314816 0.022005184
1665.22 1.316431 0.02231317
1666.185 1.317981 0.022722136
1667.149 1.31946 0.023235723
1668.113 1.320858 0.023859672
1669.077 1.322163 0.02460012
1670.042 1.323357 0.025462123
1671.006 1.324419 0.026446188
1671.97 1.325323 0.027550055
1672.934 1.326039 0.028767183
1673.899 1.326532 0.03007987
1674.863 1.326765 0.031461004
1675.827 1.326706 0.032869343
1676.791 1.326327 0.034248501
1677.755 1.325614 0.035527285
1678.72 1.324576 0.036623534
1679.684 1.323248 0.037453908
1680.648 1.321694 0.037943255
1681.612 1.320004 0.038036607
1682.577 1.318284 0.037713207
1683.541 1.316641 0.036987104
1684.505 1.315168 0.035904445
1685.469 1.313937 0.034537919
1686.433 1.312987 0.03296712
1687.398 1.312331 0.031276692
1688.362 1.311959 0.029537989
1689.326 1.311845 0.027809536
1690.29 1.311956 0.026135594
1691.255 1.312253 0.02454433
1692.219 1.312702 0.023051582
1693.183 1.31327 0.021669457
1694.147 1.313929 0.020397069
1695.112 1.314653 0.019231401
1696.076 1.315425 0.018166753
1697.04 1.316229 0.017199356
1698.004 1.317051 0.016315464
1698.969 1.317883 0.015513979
1699.933 1.318718 0.014782105
1700.897 1.319549 0.01411589
1701.861 1.320373 0.013507399
1702.825 1.321186 0.012953265
1703.79 1.321987 0.01244399
1704.754 1.322773 0.011975341
1705.718 1.323545 0.011547104
1706.682 1.324301 0.011150573
1707.646 1.32504 0.010783722
1708.611 1.325764 0.010446822
1709.575 1.326472 0.010134042
1710.539 1.327163 0.0098446505
1711.503 1.32784 0.0095714331
1712.468 1.328501 0.0093190111
1713.432 1.329148 0.0090825567
1714.396 1.32978 0.0088599836
1715.36 1.330399 0.0086558098
1716.325 1.331004 0.008460802
1717.289 1.331596 0.0082792118
1718.253 1.332176 0.008104586
1719.217 1.332744 0.0079411408
1720.182 1.3333 0.0077895783
1721.146 1.333845 0.0076389099
1722.11 1.33438 0.0075050909
1723.074 1.334904 0.007372885
1724.038 1.335419 0.0072464952
1725.003 1.335923 0.007130411
1725.967 1.336419 0.0070166541
1726.931 1.336906 0.006909654
1727.895 1.337384 0.0068053515
1728.859 1.337854 0.006708316
1729.824 1.338315 0.0066098566
1730.788 1.33877 0.0065236273
1731.752 1.339216 0.0064362432
1732.716 1.339656 0.0063523497
1733.681 1.340088 0.0062720864
1734.645 1.340514 0.0061955946
1735.609 1.340933 0.0061181467
1736.573 1.341347 0.0060495664
1737.538 1.341754 0.0059851808
1738.502 1.342155 0.0059150592
1739.466 1.34255 0.0058491938
1740.43 1.34294 0.0057877293
1741.395 1.343324 0.0057308078
1742.359 1.343704 0.0056733154
1743.323 1.344078 0.0056152344
1744.287 1.344447 0.0055619073
1745.251 1.344812 0.0055080634
1746.216 1.345171 0.0054591503
1747.18 1.345527 0.0054097949
1748.144 1.345878 0.0053599849
1749.108 1.346225 0.0053153178
1750.073 1.346567 0.0052702716
1751.037 1.346906 0.0052248375
1752.001 1.34724 0.0051847561
1752.965 1.347571 0.0051385658
1753.929 1.347898 0.0051036486
1754.894 1.348222 0.0050626076
1755.858 1.348541 0.0050212312
1756.822 1.348858 0.0049854927
1757.786 1.349171 0.0049494957
1758.751 1.349481 0.0049071657
1759.715 1.349787 0.0048767054
1760.679 1.350091 0.0048460532
1761.643 1.350391 0.0048090126
1762.608 1.350688 0.0047716848
1763.572 1.350983 0.0047466364
1764.536 1.351274 0.004708814
1765.5 1.351563 0.0046770615
1766.464 1.351849 0.0046515036
1767.429 1.352132 0.0046258047
1768.393 1.352413 0.0045934785
1769.357 1.352691 0.0045609232
1770.321 1.352966 0.0045347107
1771.286 1.35324 0.0045083459
1772.25 1.35351 0.004488471
1773.214 1.353778 0.0044618328
1774.178 1.354044 0.0044350345
1775.142 1.354308 0.0044080736
1776.107 1.35457 0.004380947
1777.071 1.354829 0.0043604909
1778.035 1.355086 0.0043330663
1778.999 1.355341 0.004305467
1779.964 1.355594 0.0042846506
1780.928 1.355845 0.0042637326
1781.892 1.356094 0.0042427117
1782.856 1.356341 0.004221586
1783.821 1.356586 0.0041932529
1784.785 1.35683 0.0041790144
1785.749 1.357071 0.0041575651
1786.713 1.35731 0.0041360045
1787.677 1.357548 0.0041143307
1788.642 1.357784 0.0040998184
1789.606 1.358019 0.0040779524
1790.57 1.358251 0.0040559685
1791.534 1.358482 0.0040412466
1792.499 1.358711 0.004019062
1793.463 1.358939 0.0039967541
1794.427 1.359165 0.0039818133
1795.391 1.359389 0.0039668158
1796.355 1.359612 0.0039517614
1797.32 1.359834 0.0039290716
1798.284 1.360054 0.0039138719
1799.248 1.360272 0.0038986132
1800.212 1.360489 0.0038756123
1801.177 1.360705 0.0038602022
1802.141 1.360919 0.0038447303
1803.105 1.361132 0.0038291961
1804.069 1.361343 0.0038135985
1805.033 1.361553 0.0037979367
1805.998 1.361762 0.0037822104
1806.962 1.36197 0.0037584971
1807.926 1.362176 0.0037505594
1808.89 1.362381 0.003742605
1809.855 1.362584 0.0037186393
1810.819 1.362787 0.0037025758
1811.783 1.362988 0.003694518
1812.747 1.363188 0.0036783493
1813.712 1.363387 0.0036702384
1814.676 1.363585 0.0036539624
1815.64 1.363781 0.0036376135
1816.604 1.363977 0.0036294113
1817.568 1.364171 0.0036129514
1818.533 1.364364 0.003596416
1819.497 1.364556 0.0035798042
1820.461 1.364747 0.0035714693
1821.425 1.364937 0.0035547412
1822.39 1.365126 0.0035463474
1823.354 1.365314 0.0035295
1824.318 1.365501 0.003512572
1825.282 1.365687 0.003512572
1826.246 1.365872 0.0034955619
1827.211 1.366055 0.0034870256
1828.175 1.366238 0.0034698902
1829.139 1.36642 0.0034612908
1830.103 1.366601 0.0034440274
1831.068 1.366781 0.0034353631
1832.032 1.36696 0.0034179688
1832.996 1.367138 0.0034092383
1833.96 1.367316 0.0034004855
1834.925 1.367492 0.0033917099
1835.889 1.367668 0.0033740907
1836.853 1.367842 0.0033652463
1837.817 1.368016 0.0033563788
1838.781 1.368189 0.0033474877
1839.746 1.368361 0.0033385728
1840.71 1.368532 0.0033206716
1841.674 1.368702 0.0033116846
1842.638 1.368872 0.0033026731
1843.603 1.36904 0.0032936372
1844.567 1.369208 0.0032845761
1845.531 1.369376 0.0032754901
1846.495 1.369542 0.0032572423
1847.459 1.369707 0.0032480797
1848.424 1.369872 0.0032480797
1849.388 1.370036 0.003229677
1850.352 1.3702 0.0032204359
1851.316 1.370362 0.0032111686
1852.281 1.370524 0.0032018742
1853.245 1.370685 0.0031925528
1854.209 1.370845 0.0031832042
1855.173 1.371005 0.0031738281
1856.137 1.371164 0.0031644241
1857.102 1.371322 0.0031549921
1858.066 1.37148 0.003145532
1859.03 1.371636 0.0031360432
1859.995 1.371793 0.0031265256
1860.959 1.371948 0.0031169788
1861.923 1.372103 0.0031074029
1862.887 1.372257 0.0031074029
1863.851 1.372411 0.0030881618
1864.816 1.372563 0.0030881618
1865.78 1.372715 0.0030784961
1866.744 1.372867 0.0030688001
1867.708 1.373018 0.0030590734
1868.672 1.373168 0.0030493154
1869.637 1.373318 0.0030395263
1870.601 1.373467 0.0030297055
1871.565 1.373616 0.0030297055
1872.529 1.373763 0.0030198528
1873.494 1.373911 0.0030099677
1874.458 1.374057 0.0030000503
1875.422 1.374203 0.0029900998
1876.386 1.374349 0.0029801161
1877.35 1.374494 0.0029801161
1878.315 1.374638 0.002970099
1879.279 1.374782 0.0029600477
1880.243 1.374925 0.0029499624
1881.208 1.375068 0.0029398424
1882.172 1.37521 0.0029398424
1883.136 1.375351 0.0029296875
1884.1 1.375492 0.0029194972
1885.064 1.375633 0.0029092713
1886.029 1.375773 0.0029092713
1886.993 1.375912 0.0028990093
1887.957 1.376051 0.0028990093
1888.921 1.376189 0.0028887109
1889.885 1.376327 0.0028783756
1890.85 1.376464 0.002868003
1891.814 1.376601 0.002868003
1892.778 1.376738 0.0028575927
1893.742 1.376873 0.0028471444
1894.707 1.377009 0.0028366577
1895.671 1.377144 0.0028366577
1896.635 1.377278 0.0028366577
1897.599 1.377412 0.0028261321
1898.563 1.377545 0.002815567
1899.528 1.377678 0.0028049622
1900.492 1.37781 0.0028049622
1901.456 1.377942 0.0027943172
1902.421 1.378074 0.0027943172
1903.385 1.378205 0.0027836314
1904.349 1.378335 0.0027836314
1905.313 1.378465 0.0027729045
1906.277 1.378595 0.0027729045
1907.242 1.378724 0.002751325
1908.206 1.378853 0.002751325
1909.17 1.378981 0.0027404716
1910.134 1.379109 0.0027404716
1911.099 1.379237 0.0027295751
1912.063 1.379364 0.0027295751
1913.027 1.37949 0.0027186349
1913.991 1.379616 0.0027076504
1914.955 1.379742 0.0027076504
1915.92 1.379867 0.0026966212
1916.884 1.379992 0.0026966212
1917.848 1.380117 0.0026855469
1918.812 1.380241 0.0026855469
1919.776 1.380364 0.0026744267
1920.741 1.380488 0.0026632599
1921.705 1.38061 0.0026632599
1922.669 1.380733 0.0026632599
1923.634 1.380855 0.002652046
1924.598 1.380976 0.0026407847
1925.562 1.381098 0.0026407847
1926.526 1.381219 0.002629475
1927.49 1.381339 0.002629475
1928.455 1.381459 0.0026181166
1929.419 1.381579 0.0026181166
1930.383 1.381698 0.0026181166
1931.347 1.381817 0.0026067086
1932.312 1.381936 0.0026067086
1933.276 1.382054 0.0025952505
1934.24 1.382172 0.0025952505
1935.204 1.382289 0.0025837414
1936.168 1.382406 0.0025721812
1937.133 1.382523 0.0025837414
1938.097 1.382639 0.0025721812
1939.061 1.382755 0.0025605685
1940.025 1.382871 0.0025605685
1940.99 1.382986 0.002548903
1941.954 1.383101 0.002548903
1942.918 1.383216 0.0025371837
1943.882 1.38333 0.0025371837
1944.847 1.383444 0.0025371837
1945.811 1.383558 0.0025254101
1946.775 1.383671 0.0025135817
1947.739 1.383784 0.0025135817
1948.703 1.383896 0.0025135817
1949.668 1.384009 0.0025135817
1950.632 1.384121 0.002501697
1951.596 1.384232 0.0024897556
1952.56 1.384344 0.0024897556
1953.525 1.384454 0.0024897556
1954.489 1.384565 0.0024777567
1955.453 1.384675 0.0024777567
1956.417 1.384785 0.0024777567
1957.381 1.384895 0.0024656993
1958.346 1.385004 0.0024656993
1959.31 1.385113 0.0024535828
1960.274 1.385222 0.0024535828
1961.238 1.38533 0.0024535828
1962.203 1.385439 0.0024414062
1963.167 1.385546 0.0024291684
1964.131 1.385654 0.0024414062
1965.095 1.385761 0.0024291684
1966.059 1.385868 0.0024168689
1967.024 1.385975 0.0024168689
1967.988 1.386081 0.0024168689
1968.952 1.386187 0.0024045063
1969.916 1.386293 0.0024045063
1970.881 1.386398 0.0024045063
1971.845 1.386503 0.0023920799
1972.809 1.386608 0.0023920799
1973.773 1.386713 0.0023920799
1974.738 1.386817 0.0023795885
1975.702 1.386921 0.0023795885
1976.666 1.387025 0.0023795885
1977.63 1.387128 0.0023670313
1978.594 1.387231 0.0023670313
1979.559 1.387334 0.002354407
1980.523 1.387437 0.002354407
1981.487 1.387539 0.002354407
1982.451 1.387641 0.0023417147
1983.416 1.387743 0.0023417147
1984.38 1.387844 0.0023417147
1985.344 1.387946 0.0023289532
1986.308 1.388047 0.0023289532
1987.272 1.388147 0.0023289532
1988.237 1.388248 0.0023161212
1989.201 1.388348 0.0023161212
1990.165 1.388448 0.0023161212
1991.129 1.388548 0.0023161212
1992.094 1.388647 0.002303218
1993.058 1.388746 0.002303218
1994.022 1.388845 0.002303218
1994.986 1.388944 0.0022902421
1995.95 1.389042 0.0022902421
1996.915 1.38914 0.0022902421
1997.879 1.389238 0.0022771922
1998.843 1.389336 0.0022771922
1999.807 1.389433 0.0022640671
2000.772 1.38953 0.0022640671
2001.736 1.389627 0.0022640671
2002.7 1.389724 0.0022640671
2003.664 1.38982 0.0022508653
2004.629 1.389917 0.0022640671
2005.593 1.390013 0.0022508653
2006.557 1.390108 0.0022508653
2007.521 1.390204 0.0022375858
2008.485 1.390299 0.0022375858
2009.45 1.390394 0.0022375858
2010.414 1.390489 0.0022375858
2011.378 1.390583 0.0022242269
2012.342 1.390678 0.0022242269
2013.307 1.390772 0.0022242269
2014.271 1.390866 0.0022107875
2015.235 1.390959 0.0022107875
2016.199 1.391053 0.0022107875
2017.163 1.391146 0.0022107875
2018.128 1.391239 0.0021972656
2019.092 1.391332 0.0021972656
2020.056 1.391424 0.0021972656
2021.02 1.391516 0.0021836602
2021.985 1.391608 0.0021836602
2022.949 1.3917 0.0021836602
2023.913 1.391792 0.0021836602
2024.877 1.391883 0.0021836602
2025.842 1.391975 0.0021699693
2026.806 1.392066 0.0021699693
2027.77 1.392157 0.0021699693
2028.734 1.392247 0.0021699693
2029.698 1.392337 0.0021561915
2030.663 1.392428 0.0021561915
2031.627 1.392518 0.0021561915
2032.591 1.392607 0.0021423253
2033.555 1.392697 0.0021423253
2034.52 1.392786 0.0021423253
2035.484 1.392875 0.0021423253
2036.448 1.392964 0.0021423253
2037.412 1.393053 0.0021283687
2038.376 1.393142 0.0021283687
2039.341 1.39323 0.0021283687
2040.305 1.393318 0.0021283687
2041.269 1.393406 0.0021143199
2042.233 1.393494 0.0021143199
2043.198 1.393581 0.0021143199
2044.162 1.393669 0.0021143199
2045.126 1.393756 0.0021143199
2046.09 1.393843 0.0021001771
2047.054 1.39393 0.0021001771
2048.019 1.394016 0.0020859384
2048.983 1.394103 0.0021001771
2049.947 1.394189 0.0020859384
