From Roush et al. (2007) J. Geophys. Res.-Planets
Gypsum optical constants from Fresnel measurements.
Frequency  Real    Imaginary
 (cm-1)    index    index
2050.912 1.394275 0.0020859384
2051.876 1.394361 0.0020859384
2052.84 1.394446 0.0020859384
2053.804 1.394532 0.0020859384
2054.768 1.394617 0.0020859384
2055.733 1.394702 0.0020716018
2056.697 1.394787 0.0020716018
2057.661 1.394872 0.0020716018
2058.625 1.394956 0.0020716018
2059.59 1.395041 0.0020571654
2060.554 1.395125 0.0020571654
2061.518 1.395209 0.0020571654
2062.482 1.395293 0.002042627
2063.446 1.395376 0.002042627
2064.411 1.39546 0.002042627
2065.375 1.395543 0.002042627
2066.339 1.395626 0.002042627
2067.303 1.395709 0.002042627
2068.268 1.395792 0.0020279842
2069.232 1.395874 0.0020279842
2070.196 1.395957 0.0020279842
2071.16 1.396039 0.0020279842
2072.125 1.396121 0.0020279842
2073.089 1.396203 0.0020132351
2074.053 1.396285 0.0020132351
2075.017 1.396366 0.0020132351
2075.981 1.396448 0.0020132351
2076.946 1.396529 0.0020132351
2077.91 1.39661 0.0020132351
2078.874 1.396691 0.001998377
2079.838 1.396772 0.001998377
2080.802 1.396852 0.001998377
2081.767 1.396933 0.001998377
2082.731 1.397013 0.001998377
2083.695 1.397093 0.0019834079
2084.659 1.397173 0.0019834079
2085.624 1.397253 0.0019834079
2086.588 1.397333 0.0019834079
2087.552 1.397412 0.0019834079
2088.516 1.397491 0.0019834079
2089.48 1.39757 0.0019834079
2090.445 1.397649 0.0019683247
2091.409 1.397728 0.0019683247
2092.373 1.397807 0.0019683247
2093.337 1.397885 0.001953125
2094.302 1.397964 0.001953125
2095.266 1.398042 0.001953125
2096.23 1.39812 0.001953125
2097.194 1.398198 0.001953125
2098.159 1.398276 0.001953125
2099.123 1.398353 0.0019378061
2100.087 1.398431 0.001953125
2101.051 1.398508 0.0019378061
2102.015 1.398585 0.0019378061
2102.98 1.398662 0.0019378061
2103.944 1.398739 0.0019378061
2104.908 1.398816 0.0019223652
2105.872 1.398893 0.0019378061
2106.837 1.398969 0.0019223652
2107.801 1.399045 0.0019223652
2108.765 1.399122 0.0019223652
2109.729 1.399198 0.0019223652
2110.694 1.399274 0.0019223652
2111.658 1.399349 0.0019067993
2112.622 1.399425 0.0019067993
2113.586 1.3995 0.0019067993
2114.551 1.399575 0.0019067993
2115.515 1.399651 0.0019067993
2116.479 1.399726 0.0019067993
2117.443 1.399801 0.0019067993
2118.407 1.399875 0.0018911052
2119.372 1.39995 0.0018911052
2120.336 1.400024 0.0018911052
2121.3 1.400099 0.0018911052
2122.264 1.400173 0.0018752797
2123.229 1.400247 0.0018911052
2124.193 1.400321 0.0018911052
2125.157 1.400395 0.0018911052
2126.121 1.400468 0.0018752797
2127.085 1.400542 0.0018752797
2128.05 1.400615 0.0018752797
2129.014 1.400689 0.0018593196
2129.978 1.400762 0.0018752797
2130.942 1.400835 0.0018593196
2131.906 1.400908 0.0018752797
2132.871 1.400981 0.0018593196
2133.835 1.401053 0.0018593196
2134.799 1.401126 0.0018593196
2135.763 1.401198 0.0018593196
2136.728 1.40127 0.0018593196
2137.692 1.401343 0.0018432213
2138.656 1.401415 0.0018432213
2139.62 1.401486 0.0018432213
2140.585 1.401558 0.0018432213
2141.549 1.40163 0.0018432213
2142.513 1.401701 0.0018432213
2143.477 1.401773 0.0018432213
2144.441 1.401844 0.0018269812
2145.406 1.401915 0.0018269812
2146.37 1.401986 0.0018269812
2147.334 1.402057 0.0018269812
2148.298 1.402128 0.0018269812
2149.263 1.402198 0.0018269812
2150.227 1.402269 0.0018269812
2151.191 1.402339 0.0018269812
2152.155 1.40241 0.0018269812
2153.119 1.40248 0.0018105953
2154.084 1.40255 0.0018105953
2155.048 1.40262 0.0018105953
2156.012 1.40269 0.0018269812
2156.977 1.402759 0.0018105953
2157.941 1.402829 0.0018105953
2158.905 1.402899 0.0018105953
2159.869 1.402968 0.0018105953
2160.833 1.403037 0.0018105953
2161.798 1.403106 0.0017940599
2162.762 1.403175 0.0017940599
2163.726 1.403244 0.0017940599
2164.69 1.403313 0.0017940599
2165.655 1.403382 0.0018105953
2166.619 1.40345 0.0017940599
2167.583 1.403519 0.0017940599
2168.547 1.403587 0.0017940599
2169.511 1.403656 0.0017940599
2170.476 1.403724 0.0017773706
2171.44 1.403792 0.0017773706
2172.404 1.40386 0.0017773706
2173.368 1.403927 0.0017773706
2174.333 1.403995 0.0017773706
2175.297 1.404063 0.0017773706
2176.261 1.40413 0.0017773706
2177.225 1.404198 0.0017773706
2178.189 1.404265 0.0017773706
2179.154 1.404332 0.0017773706
2180.118 1.404399 0.0017605231
2181.082 1.404466 0.0017605231
2182.046 1.404533 0.0017605231
2183.01 1.4046 0.0017605231
2183.975 1.404667 0.0017605231
2184.939 1.404733 0.0017605231
2185.903 1.4048 0.0017605231
2186.867 1.404866 0.0017605231
2187.832 1.404932 0.0017605231
2188.796 1.404998 0.0017605231
2189.76 1.405064 0.0017605231
2190.724 1.40513 0.0017435128
2191.689 1.405196 0.0017435128
2192.653 1.405262 0.0017435128
2193.617 1.405328 0.0017435128
2194.581 1.405393 0.0017435128
2195.546 1.405459 0.0017435128
2196.51 1.405524 0.0017435128
2197.474 1.405589 0.0017435128
2198.438 1.405655 0.0017435128
2199.403 1.40572 0.0017435128
2200.367 1.405785 0.0017263349
2201.331 1.40585 0.0017263349
2202.295 1.405914 0.0017263349
2203.26 1.405979 0.0017263349
2204.224 1.406044 0.0017263349
2205.188 1.406108 0.0017263349
2206.152 1.406173 0.0017263349
2207.116 1.406237 0.0017263349
2208.081 1.406301 0.0017263349
2209.045 1.406365 0.0017263349
2210.009 1.406429 0.0017263349
2210.973 1.406493 0.0017263349
2211.938 1.406557 0.0017263349
2212.902 1.406621 0.0017089844
2213.866 1.406685 0.0017089844
2214.83 1.406748 0.0017089844
2215.794 1.406812 0.0017089844
2216.759 1.406875 0.0017089844
2217.723 1.406938 0.0017089844
2218.687 1.407002 0.0017089844
2219.651 1.407065 0.0017089844
2220.615 1.407128 0.0017089844
2221.58 1.407191 0.0016914558
2222.544 1.407254 0.0017089844
2223.508 1.407317 0.0017089844
2224.472 1.407379 0.0016914558
2225.437 1.407442 0.0016914558
2226.401 1.407504 0.0016914558
2227.365 1.407567 0.0016914558
2228.329 1.407629 0.0016914558
2229.293 1.407692 0.0016914558
2230.258 1.407754 0.0016914558
2231.222 1.407816 0.0016914558
2232.186 1.407878 0.0016737438
2233.15 1.40794 0.0016737438
2234.115 1.408002 0.0016737438
2235.079 1.408064 0.0016737438
2236.043 1.408125 0.0016914558
2237.007 1.408187 0.0016737438
2237.972 1.408249 0.0016737438
2238.936 1.40831 0.0016737438
2239.9 1.408371 0.0016737438
2240.864 1.408433 0.0016737438
2241.829 1.408494 0.0016737438
2242.793 1.408555 0.0016737438
2243.757 1.408616 0.0016737438
2244.721 1.408677 0.0016737438
2245.685 1.408738 0.0016558423
2246.65 1.408799 0.0016558423
2247.614 1.40886 0.0016737438
2248.578 1.40892 0.0016558423
2249.542 1.408981 0.0016558423
2250.507 1.409041 0.0016737438
2251.471 1.409102 0.0016558423
2252.435 1.409162 0.0016558423
2253.399 1.409222 0.0016558423
2254.363 1.409283 0.0016558423
2255.328 1.409343 0.0016558423
2256.292 1.409403 0.0016558423
2257.256 1.409463 0.0016558423
2258.22 1.409523 0.0016558423
2259.185 1.409583 0.0016558423
2260.149 1.409643 0.0016558423
2261.113 1.409702 0.0016377451
2262.077 1.409762 0.0016377451
2263.042 1.409821 0.0016377451
2264.006 1.409881 0.0016377451
2264.97 1.40994 0.0016377451
2265.934 1.41 0.0016377451
2266.898 1.410059 0.0016377451
2267.863 1.410118 0.0016377451
2268.827 1.410177 0.0016377451
2269.791 1.410236 0.0016377451
2270.755 1.410295 0.0016377451
2271.719 1.410354 0.0016377451
2272.684 1.410413 0.0016377451
2273.648 1.410472 0.0016377451
2274.612 1.410531 0.0016377451
2275.576 1.410589 0.0016377451
2276.541 1.410648 0.0016377451
2277.505 1.410706 0.0016377451
2278.469 1.410765 0.0016194457
2279.433 1.410823 0.0016194457
2280.398 1.410881 0.0016194457
2281.362 1.41094 0.0016194457
2282.326 1.410998 0.0016194457
2283.29 1.411056 0.0016194457
2284.254 1.411114 0.0016194457
2285.219 1.411172 0.0016194457
2286.183 1.41123 0.0016194457
2287.147 1.411288 0.0016194457
2288.111 1.411346 0.0016194457
2289.076 1.411403 0.0016194457
2290.04 1.411461 0.0016194457
2291.004 1.411518 0.0016009371
2291.968 1.411576 0.0016194457
2292.933 1.411633 0.0016194457
2293.897 1.411691 0.0016194457
2294.861 1.411748 0.0016194457
2295.825 1.411806 0.0016009371
2296.789 1.411863 0.0016194457
2297.754 1.41192 0.0016009371
2298.718 1.411977 0.0016009371
2299.682 1.412034 0.0016009371
2300.646 1.412091 0.0016009371
2301.611 1.412148 0.0016009371
2302.575 1.412205 0.0016009371
2303.539 1.412262 0.0016009371
2304.503 1.412318 0.0016009371
2305.468 1.412375 0.0016009371
2306.432 1.412432 0.0016009371
2307.396 1.412488 0.0016009371
2308.36 1.412545 0.0016009371
2309.324 1.412601 0.001582212
2310.289 1.412657 0.001582212
2311.253 1.412714 0.001582212
2312.217 1.41277 0.0016009371
2313.181 1.412826 0.0016009371
2314.146 1.412882 0.001582212
2315.11 1.412938 0.0016009371
2316.074 1.412995 0.0016009371
2317.038 1.413051 0.001582212
2318.002 1.413106 0.001582212
2318.967 1.413162 0.0016009371
2319.931 1.413218 0.001582212
2320.895 1.413274 0.0016009371
2321.859 1.41333 0.001582212
2322.823 1.413385 0.001582212
2323.788 1.413441 0.001582212
2324.752 1.413496 0.001582212
2325.716 1.413552 0.001582212
2326.68 1.413607 0.001582212
2327.645 1.413663 0.001582212
2328.609 1.413718 0.001582212
2329.573 1.413773 0.001582212
2330.537 1.413829 0.001582212
2331.502 1.413884 0.001582212
2332.466 1.413939 0.001582212
2333.43 1.413994 0.001582212
2334.394 1.414049 0.001582212
2335.358 1.414104 0.0015632628
2336.323 1.414159 0.0015632628
2337.287 1.414214 0.001582212
2338.251 1.414268 0.001582212
2339.215 1.414323 0.001582212
2340.18 1.414378 0.001582212
2341.144 1.414433 0.001582212
2342.108 1.414487 0.001582212
2343.072 1.414542 0.001582212
2344.037 1.414596 0.0015440809
2345.001 1.414651 0.0015440809
2345.965 1.414705 0.0015440809
2346.929 1.41476 0.0015440809
2347.894 1.414814 0.0015440809
2348.858 1.414868 0.0015440809
2349.822 1.414923 0.0015440809
2350.786 1.414977 0.001582212
2351.75 1.415031 0.0015440809
2352.715 1.415085 0.001582212
2353.679 1.415139 0.0015440809
2354.643 1.415193 0.0015440809
2355.607 1.415247 0.001582212
2356.572 1.415301 0.001582212
2357.536 1.415355 0.001582212
2358.5 1.415409 0.0015440809
2359.464 1.415462 0.0015440809
2360.428 1.415516 0.0015440809
2361.393 1.41557 0.001582212
2362.357 1.415624 0.0015440809
2363.321 1.415677 0.0015440809
2364.285 1.415731 0.001582212
2365.25 1.415784 0.0015440809
2366.214 1.415838 0.0015440809
2367.178 1.415891 0.0015440809
2368.142 1.415945 0.0015440809
2369.106 1.415998 0.0015440809
2370.071 1.416051 0.001582212
2371.035 1.416105 0.0015440809
2371.999 1.416158 0.0015440809
2372.963 1.416211 0.0015440809
2373.927 1.416264 0.001582212
2374.892 1.416317 0.0015440809
2375.856 1.41637 0.0015440809
2376.82 1.416423 0.0015440809
2377.784 1.416476 0.0015440809
2378.749 1.416529 0.0015440809
2379.713 1.416582 0.0015440809
2380.677 1.416635 0.0015440809
2381.641 1.416688 0.001582212
2382.606 1.416741 0.0015440809
2383.57 1.416794 0.001582212
2384.534 1.416846 0.0015440809
2385.498 1.416899 0.0015440809
2386.463 1.416952 0.0015440809
2387.427 1.417004 0.0015440809
2388.391 1.417057 0.0015440809
2389.355 1.417109 0.0015440809
2390.32 1.417162 0.0015440809
2391.284 1.417214 0.0015440809
2392.248 1.417267 0.0015440809
2393.212 1.417319 0.0015440809
2394.177 1.417371 0.0015440809
2395.141 1.417424 0.0015440809
2396.105 1.417476 0.0015440809
2397.069 1.417528 0.0015440809
2398.033 1.41758 0.0015440809
2398.998 1.417633 0.0015440809
2399.962 1.417685 0.0015440809
2400.926 1.417737 0.0015440809
2401.89 1.417789 0.0015440809
2402.854 1.417841 0.0015440809
2403.819 1.417893 0.0015440809
2404.783 1.417945 0.0015440809
2405.747 1.417997 0.0015440809
2406.711 1.418049 0.0015440809
2407.676 1.418101 0.0015440809
2408.64 1.418153 0.0015440809
2409.604 1.418204 0.0015440809
2410.568 1.418256 0.0015440809
2411.532 1.418308 0.0015440809
2412.497 1.41836 0.0015440809
2413.461 1.418411 0.0015440809
2414.425 1.418463 0.0015440809
2415.389 1.418515 0.0015440809
2416.354 1.418566 0.0015440809
2417.318 1.418618 0.0015440809
2418.282 1.418669 0.0015440809
2419.246 1.418721 0.0015440809
2420.21 1.418772 0.0015440809
2421.175 1.418824 0.0015440809
2422.139 1.418875 0.0015440809
2423.103 1.418927 0.0015440809
2424.067 1.418978 0.0015440809
2425.031 1.419029 0.0015440809
2425.996 1.419081 0.0015440809
2426.96 1.419132 0.0015440809
2427.924 1.419183 0.0015440809
2428.889 1.419234 0.0015440809
2429.853 1.419286 0.0015440809
2430.817 1.419337 0.0015440809
2431.781 1.419388 0.0015440809
2432.746 1.419439 0.0015440809
2433.71 1.41949 0.0015440809
2434.674 1.419541 0.0015440809
2435.638 1.419592 0.0015440809
2436.602 1.419643 0.0015440809
2437.567 1.419694 0.0015440809
2438.531 1.419745 0.0015440809
2439.495 1.419796 0.0015440809
2440.459 1.419847 0.0015440809
2441.424 1.419898 0.0015440809
2442.388 1.419949 0.0015440809
2443.352 1.42 0.0015440809
2444.316 1.42005 0.0015440809
2445.281 1.420101 0.0015440809
2446.245 1.420152 0.0015440809
2447.209 1.420203 0.0015440809
2448.173 1.420254 0.0015440809
2449.137 1.420304 0.0015440809
2450.102 1.420355 0.0015440809
2451.066 1.420406 0.0015440809
2452.03 1.420456 0.0015440809
2452.994 1.420507 0.0015440809
2453.958 1.420557 0.0015440809
2454.923 1.420608 0.0015440809
2455.887 1.420659 0.0015440809
2456.851 1.420709 0.0015440809
2457.815 1.42076 0.0015440809
2458.78 1.42081 0.0015440809
2459.744 1.420861 0.0015440809
2460.708 1.420911 0.0015440809
2461.672 1.420961 0.0015440809
2462.636 1.421012 0.0015440809
2463.601 1.421062 0.0015440809
2464.565 1.421113 0.0015440809
2465.529 1.421163 0.0015440809
2466.493 1.421213 0.0015440809
2467.458 1.421264 0.0015440809
2468.422 1.421314 0.0015440809
2469.386 1.421364 0.0015440809
2470.35 1.421414 0.0015440809
2471.315 1.421465 0.0015440809
2472.279 1.421515 0.0015440809
2473.243 1.421565 0.0015440809
2474.207 1.421615 0.0015440809
2475.171 1.421666 0.0015440809
2476.136 1.421716 0.0015440809
2477.1 1.421766 0.0015440809
2478.064 1.421816 0.0015440809
2479.028 1.421866 0.0015440809
2479.993 1.421916 0.0015440809
2480.957 1.421966 0.0015440809
2481.921 1.422017 0.0015440809
2482.885 1.422067 0.0015440809
2483.85 1.422117 0.001582212
2484.814 1.422167 0.0015440809
2485.778 1.422217 0.0015440809
2486.742 1.422267 0.0015440809
2487.706 1.422317 0.0015440809
2488.671 1.422367 0.0015440809
2489.635 1.422417 0.0015440809
2490.599 1.422467 0.0015440809
2491.563 1.422516 0.0015440809
2492.528 1.422566 0.0015440809
2493.492 1.422616 0.0015440809
2494.456 1.422666 0.0015440809
2495.42 1.422716 0.0015440809
2496.385 1.422766 0.0015440809
2497.349 1.422816 0.0015440809
2498.313 1.422866 0.0015440809
2499.277 1.422916 0.0015440809
2500.241 1.422966 0.0015440809
2501.206 1.423015 0.0015440809
2502.17 1.423065 0.0015440809
2503.134 1.423115 0.0015440809
2504.098 1.423165 0.0015440809
2505.062 1.423215 0.0015440809
2506.027 1.423264 0.0015440809
2506.991 1.423314 0.0015440809
2507.955 1.423364 0.0015440809
2508.919 1.423414 0.0015440809
2509.884 1.423463 0.0015440809
2510.848 1.423513 0.0015440809
2511.812 1.423563 0.0015440809
2512.776 1.423613 0.0015440809
2513.74 1.423662 0.0015440809
2514.705 1.423712 0.0015440809
2515.669 1.423762 0.0015440809
2516.633 1.423811 0.0015440809
2517.597 1.423861 0.0015440809
2518.562 1.423911 0.0015440809
2519.526 1.42396 0.0015440809
2520.49 1.42401 0.001582212
2521.454 1.42406 0.001582212
2522.419 1.42411 0.001582212
2523.383 1.424159 0.001582212
2524.347 1.424209 0.001582212
2525.311 1.424259 0.001582212
2526.275 1.424308 0.001582212
2527.24 1.424358 0.001582212
2528.204 1.424407 0.001582212
2529.168 1.424457 0.001582212
2530.132 1.424507 0.001582212
2531.097 1.424556 0.001582212
2532.061 1.424606 0.001582212
2533.025 1.424656 0.001582212
2533.989 1.424705 0.001582212
2534.954 1.424755 0.001582212
2535.918 1.424805 0.001582212
2536.882 1.424854 0.001582212
2537.846 1.424904 0.0015440809
2538.811 1.424953 0.001582212
2539.775 1.425003 0.001582212
2540.739 1.425053 0.001582212
2541.703 1.425102 0.001582212
2542.667 1.425152 0.001582212
2543.632 1.425201 0.001582212
2544.596 1.425251 0.001582212
2545.56 1.425301 0.001582212
2546.524 1.42535 0.001582212
2547.489 1.4254 0.001582212
2548.453 1.425449 0.001582212
2549.417 1.425499 0.001582212
2550.381 1.425549 0.001582212
2551.345 1.425598 0.001582212
2552.31 1.425648 0.001582212
2553.274 1.425697 0.001582212
2554.238 1.425747 0.001582212
2555.202 1.425797 0.001582212
2556.167 1.425846 0.001582212
2557.131 1.425896 0.001582212
2558.095 1.425946 0.001582212
2559.059 1.425995 0.001582212
2560.023 1.426045 0.001582212
2560.988 1.426095 0.001582212
2561.952 1.426144 0.001582212
2562.916 1.426194 0.001582212
2563.88 1.426244 0.001582212
2564.844 1.426293 0.001582212
2565.809 1.426343 0.001582212
2566.773 1.426393 0.001582212
2567.737 1.426443 0.001582212
2568.701 1.426492 0.0016194457
2569.666 1.426542 0.0016194457
2570.63 1.426592 0.0016194457
2571.594 1.426641 0.0016194457
2572.558 1.426691 0.0016194457
2573.523 1.426741 0.0016194457
2574.487 1.42679 0.0016194457
2575.451 1.42684 0.001582212
2576.415 1.42689 0.0016194457
2577.38 1.42694 0.001582212
2578.344 1.42699 0.0016194457
2579.308 1.427039 0.0016194457
2580.272 1.427089 0.001582212
2581.237 1.427139 0.0016194457
2582.201 1.427189 0.0016194457
2583.165 1.427239 0.0016194457
2584.129 1.427288 0.001582212
2585.094 1.427338 0.0016194457
2586.058 1.427388 0.0016194457
2587.022 1.427438 0.0016194457
2587.986 1.427488 0.0016194457
2588.95 1.427538 0.0016194457
2589.915 1.427588 0.0016194457
2590.879 1.427638 0.0016194457
2591.843 1.427687 0.0016194457
2592.807 1.427737 0.0016194457
2593.771 1.427787 0.0016194457
2594.736 1.427837 0.0016194457
2595.7 1.427887 0.0016194457
2596.664 1.427937 0.0016194457
2597.628 1.427987 0.0016194457
2598.593 1.428037 0.0016194457
2599.557 1.428087 0.0016194457
2600.521 1.428137 0.0016194457
2601.485 1.428187 0.0016194457
2602.449 1.428238 0.0016558423
2603.414 1.428288 0.0016558423
2604.378 1.428338 0.0016558423
2605.342 1.428388 0.0016194457
2606.306 1.428438 0.0016194457
2607.271 1.428488 0.0016558423
2608.235 1.428538 0.0016194457
2609.199 1.428589 0.0016558423
2610.163 1.428639 0.0016194457
2611.127 1.428689 0.0016194457
2612.092 1.428739 0.0016558423
2613.056 1.42879 0.0016558423
2614.02 1.42884 0.0016558423
2614.984 1.42889 0.0016558423
2615.949 1.428941 0.0016558423
2616.913 1.428991 0.0016558423
2617.877 1.429041 0.0016558423
2618.841 1.429092 0.0016558423
2619.806 1.429142 0.0016558423
2620.77 1.429192 0.0016558423
2621.734 1.429243 0.0016558423
2622.698 1.429293 0.0016558423
2623.663 1.429344 0.0016558423
2624.627 1.429394 0.0016558423
2625.591 1.429445 0.0016914558
2626.555 1.429496 0.0016558423
2627.519 1.429546 0.0016558423
2628.484 1.429597 0.0016914558
2629.448 1.429647 0.0016914558
2630.412 1.429698 0.0016558423
2631.376 1.429749 0.0016558423
2632.341 1.429799 0.0016558423
2633.305 1.42985 0.0016558423
2634.269 1.429901 0.0016558423
2635.233 1.429952 0.0016558423
2636.198 1.430002 0.0016914558
2637.162 1.430053 0.0016914558
2638.126 1.430104 0.0016914558
2639.09 1.430155 0.0016914558
2640.054 1.430206 0.0016914558
2641.019 1.430257 0.0016914558
2641.983 1.430308 0.0016914558
2642.947 1.430359 0.0016914558
2643.911 1.43041 0.0016914558
2644.875 1.430461 0.0016914558
2645.84 1.430512 0.0016914558
2646.804 1.430563 0.0016914558
2647.768 1.430614 0.0017263349
2648.732 1.430665 0.0016914558
2649.697 1.430716 0.0016914558
2650.661 1.430768 0.0016914558
2651.625 1.430819 0.0016914558
2652.589 1.43087 0.0016914558
2653.553 1.430921 0.0016914558
2654.518 1.430973 0.0017263349
2655.482 1.431024 0.0016914558
2656.446 1.431075 0.0017263349
2657.41 1.431127 0.0017263349
2658.375 1.431178 0.0017263349
2659.339 1.43123 0.0017263349
2660.303 1.431281 0.0017263349
2661.267 1.431333 0.0017263349
2662.232 1.431384 0.0017263349
2663.196 1.431436 0.0017263349
2664.16 1.431488 0.0017263349
2665.124 1.431539 0.0017605231
2666.088 1.431591 0.0017263349
2667.053 1.431643 0.0017263349
2668.017 1.431695 0.0017263349
2668.981 1.431746 0.0017263349
2669.945 1.431798 0.0017263349
2670.91 1.43185 0.0017263349
2671.874 1.431902 0.0017605231
2672.838 1.431954 0.0017263349
2673.802 1.432006 0.0017605231
2674.767 1.432058 0.0017605231
2675.731 1.43211 0.0017605231
2676.695 1.432163 0.0017605231
2677.659 1.432215 0.0017605231
2678.623 1.432267 0.0017605231
2679.588 1.432319 0.0017605231
2680.552 1.432371 0.0017605231
2681.516 1.432424 0.0017605231
2682.48 1.432476 0.0017605231
2683.445 1.432528 0.0017605231
2684.409 1.432581 0.0017605231
2685.373 1.432633 0.0017605231
2686.337 1.432686 0.0017605231
2687.302 1.432739 0.0017605231
2688.266 1.432791 0.0017940599
2689.23 1.432844 0.0017940599
2690.194 1.432897 0.0017940599
2691.158 1.432949 0.0017940599
2692.123 1.433002 0.0017940599
2693.087 1.433055 0.0017940599
2694.051 1.433108 0.0017940599
2695.015 1.433161 0.0017940599
2695.979 1.433213 0.0017940599
2696.944 1.433267 0.0017940599
2697.908 1.43332 0.0017940599
2698.872 1.433373 0.0017940599
2699.836 1.433426 0.0017940599
2700.801 1.433479 0.0017940599
2701.765 1.433532 0.0017940599
2702.729 1.433586 0.0018269812
2703.693 1.433639 0.0018269812
2704.658 1.433692 0.0018269812
2705.622 1.433746 0.0018269812
2706.586 1.433799 0.0018269812
2707.55 1.433853 0.0018269812
2708.514 1.433906 0.0018269812
2709.479 1.43396 0.0018269812
2710.443 1.434014 0.0018269812
2711.407 1.434067 0.0018269812
2712.371 1.434121 0.0018269812
2713.336 1.434175 0.0018269812
2714.3 1.434229 0.0018269812
2715.264 1.434283 0.0018593196
2716.228 1.434337 0.0018593196
2717.192 1.434391 0.0018269812
2718.157 1.434445 0.0018593196
2719.121 1.434499 0.0018593196
2720.085 1.434554 0.0018593196
2721.049 1.434608 0.0018593196
2722.014 1.434662 0.0018593196
2722.978 1.434716 0.0018593196
2723.942 1.434771 0.0018593196
2724.906 1.434825 0.0018593196
2725.871 1.43488 0.0018593196
2726.835 1.434935 0.0018911052
2727.799 1.434989 0.0018593196
2728.763 1.435044 0.0018593196
2729.728 1.435099 0.0018911052
2730.692 1.435153 0.0018911052
2731.656 1.435208 0.0018911052
2732.62 1.435263 0.0018911052
2733.584 1.435318 0.0018911052
2734.549 1.435373 0.0018911052
2735.513 1.435429 0.0018911052
2736.477 1.435484 0.0018911052
2737.441 1.435539 0.0018911052
2738.406 1.435594 0.0019223652
2739.37 1.43565 0.0019223652
2740.334 1.435705 0.0019223652
2741.298 1.435761 0.0019223652
2742.262 1.435816 0.0019223652
2743.227 1.435872 0.0019223652
2744.191 1.435928 0.0019223652
2745.155 1.435983 0.0019223652
2746.119 1.436039 0.0019223652
2747.083 1.436095 0.001953125
2748.048 1.436151 0.001953125
2749.012 1.436207 0.0019223652
2749.976 1.436263 0.001953125
2750.94 1.43632 0.0019223652
2751.905 1.436376 0.001953125
2752.869 1.436432 0.001953125
2753.833 1.436489 0.001953125
2754.797 1.436545 0.001953125
2755.762 1.436602 0.0019834079
2756.726 1.436658 0.001953125
2757.69 1.436715 0.001953125
2758.654 1.436772 0.001953125
2759.618 1.436828 0.001953125
2760.583 1.436885 0.0019834079
2761.547 1.436942 0.0019834079
2762.511 1.436999 0.0019834079
2763.475 1.437056 0.0019834079
2764.44 1.437114 0.0019834079
2765.404 1.437171 0.0019834079
2766.368 1.437228 0.0020132351
2767.332 1.437286 0.0019834079
2768.297 1.437343 0.0020132351
2769.261 1.437401 0.0020132351
2770.225 1.437458 0.0020132351
2771.189 1.437516 0.0020132351
2772.154 1.437574 0.0020132351
2773.118 1.437632 0.002042627
2774.082 1.43769 0.0020132351
2775.046 1.437748 0.0020132351
2776.01 1.437806 0.0020132351
2776.975 1.437864 0.002042627
2777.939 1.437922 0.002042627
2778.903 1.437981 0.002042627
2779.867 1.438039 0.002042627
2780.832 1.438098 0.002042627
2781.796 1.438156 0.002042627
2782.76 1.438215 0.002042627
2783.724 1.438274 0.0020716018
2784.688 1.438333 0.0020716018
2785.653 1.438392 0.0020716018
2786.617 1.438451 0.0020716018
2787.581 1.43851 0.0020716018
2788.545 1.438569 0.0020716018
2789.51 1.438628 0.0020716018
2790.474 1.438688 0.0020716018
2791.438 1.438747 0.0021001771
2792.402 1.438807 0.0021001771
2793.366 1.438866 0.0021001771
2794.331 1.438926 0.0021001771
2795.295 1.438986 0.0021001771
2796.259 1.439046 0.0021001771
2797.223 1.439106 0.0021001771
2798.188 1.439166 0.0021283687
2799.152 1.439227 0.0021283687
2800.116 1.439287 0.0021283687
2801.08 1.439347 0.0021283687
2802.044 1.439408 0.0021283687
2803.009 1.439468 0.0021283687
2803.973 1.439529 0.0021561915
2804.937 1.43959 0.0021561915
2805.901 1.439651 0.0021283687
2806.866 1.439712 0.0021561915
2807.83 1.439773 0.0021561915
2808.794 1.439834 0.0021561915
2809.758 1.439896 0.0021561915
2810.723 1.439957 0.0021561915
2811.687 1.440018 0.0021836602
2812.651 1.44008 0.0021836602
2813.615 1.440142 0.0021836602
2814.58 1.440204 0.0021836602
2815.544 1.440265 0.0021836602
2816.508 1.440327 0.0022107875
2817.472 1.44039 0.0022107875
2818.436 1.440452 0.0021836602
2819.401 1.440514 0.0022107875
2820.365 1.440577 0.0022107875
2821.329 1.440639 0.0022107875
2822.293 1.440702 0.0022107875
2823.258 1.440765 0.0022375858
2824.222 1.440827 0.0022375858
2825.186 1.440891 0.0022375858
2826.15 1.440954 0.0022375858
2827.115 1.441017 0.0022375858
2828.079 1.44108 0.0022640671
2829.043 1.441144 0.0022640671
2830.007 1.441207 0.0022640671
2830.971 1.441271 0.0022640671
2831.936 1.441335 0.0022640671
2832.9 1.441399 0.0022640671
2833.864 1.441463 0.0022640671
2834.828 1.441527 0.0022902421
2835.792 1.441591 0.0022902421
2836.757 1.441656 0.0022902421
2837.721 1.44172 0.0022902421
2838.685 1.441785 0.0022902421
2839.649 1.441849 0.0023161212
2840.614 1.441914 0.0023161212
2841.578 1.441979 0.0023161212
2842.542 1.442044 0.0023161212
2843.506 1.44211 0.0023161212
2844.47 1.442175 0.0023417147
2845.435 1.442241 0.0023161212
2846.399 1.442306 0.0023417147
2847.363 1.442372 0.0023417147
