Calcite Ordinary ray calculated from values derived from Table 1 of 
Long et al., IR Physics, 34, 191, 1993.

high frequency dielectric constant=2.6250
 oscillator  frequency    gamma       stength
      1     1.0410E+02 5.8000E-02  2.7751E+00
      2     2.2330E+02 5.4000E-02  9.4000E-01
      3     2.9560E+02 4.5700E-02  1.6657E+00
      4     7.1320E+02 1.0500E-02  1.7500E-02
      5     1.4068E+03 6.0000E-03  5.5070E-01
  frequency  Reflectance real index   imag. index
 2.4480E+03  4.2748E-02  1.5213E+00   5.2356E-04
 2.4440E+03  4.2685E-02  1.5208E+00   5.2781E-04
 2.4400E+03  4.2622E-02  1.5203E+00   5.3210E-04
 2.4360E+03  4.2559E-02  1.5198E+00   5.3645E-04
 2.4320E+03  4.2495E-02  1.5193E+00   5.4084E-04
 2.4280E+03  4.2431E-02  1.5189E+00   5.4529E-04
 2.4240E+03  4.2366E-02  1.5183E+00   5.4980E-04
 2.4200E+03  4.2300E-02  1.5178E+00   5.5436E-04
 2.4160E+03  4.2234E-02  1.5173E+00   5.5897E-04
 2.4120E+03  4.2168E-02  1.5168E+00   5.6364E-04
 2.4080E+03  4.2101E-02  1.5163E+00   5.6837E-04
 2.4040E+03  4.2033E-02  1.5158E+00   5.7316E-04
 2.4000E+03  4.1965E-02  1.5153E+00   5.7801E-04
 2.3960E+03  4.1896E-02  1.5147E+00   5.8291E-04
 2.3920E+03  4.1827E-02  1.5142E+00   5.8788E-04
 2.3880E+03  4.1757E-02  1.5137E+00   5.9291E-04
 2.3840E+03  4.1686E-02  1.5131E+00   5.9801E-04
 2.3800E+03  4.1615E-02  1.5126E+00   6.0317E-04
 2.3760E+03  4.1544E-02  1.5120E+00   6.0839E-04
 2.3720E+03  4.1471E-02  1.5114E+00   6.1369E-04
 2.3680E+03  4.1399E-02  1.5109E+00   6.1905E-04
 2.3640E+03  4.1325E-02  1.5103E+00   6.2448E-04
 2.3600E+03  4.1251E-02  1.5097E+00   6.2998E-04
 2.3560E+03  4.1176E-02  1.5092E+00   6.3555E-04
 2.3520E+03  4.1101E-02  1.5086E+00   6.4119E-04
 2.3480E+03  4.1025E-02  1.5080E+00   6.4691E-04
 2.3440E+03  4.0948E-02  1.5074E+00   6.5271E-04
 2.3400E+03  4.0871E-02  1.5068E+00   6.5858E-04
 2.3360E+03  4.0793E-02  1.5062E+00   6.6453E-04
 2.3320E+03  4.0715E-02  1.5056E+00   6.7056E-04
 2.3280E+03  4.0635E-02  1.5050E+00   6.7667E-04
 2.3240E+03  4.0555E-02  1.5043E+00   6.8286E-04
 2.3200E+03  4.0474E-02  1.5037E+00   6.8914E-04
 2.3160E+03  4.0393E-02  1.5031E+00   6.9550E-04
 2.3120E+03  4.0311E-02  1.5024E+00   7.0195E-04
 2.3080E+03  4.0228E-02  1.5018E+00   7.0849E-04
 2.3040E+03  4.0144E-02  1.5011E+00   7.1512E-04
 2.3000E+03  4.0060E-02  1.5005E+00   7.2184E-04
 2.2960E+03  3.9975E-02  1.4998E+00   7.2866E-04
 2.2920E+03  3.9889E-02  1.4991E+00   7.3557E-04
 2.2880E+03  3.9802E-02  1.4985E+00   7.4258E-04
 2.2840E+03  3.9715E-02  1.4978E+00   7.4968E-04
 2.2800E+03  3.9626E-02  1.4971E+00   7.5689E-04
 2.2760E+03  3.9537E-02  1.4964E+00   7.6421E-04
 2.2720E+03  3.9447E-02  1.4957E+00   7.7162E-04
 2.2680E+03  3.9357E-02  1.4950E+00   7.7915E-04
 2.2640E+03  3.9265E-02  1.4942E+00   7.8678E-04
 2.2600E+03  3.9173E-02  1.4935E+00   7.9453E-04
 2.2560E+03  3.9079E-02  1.4928E+00   8.0239E-04
 2.2520E+03  3.8985E-02  1.4920E+00   8.1036E-04
 2.2480E+03  3.8890E-02  1.4913E+00   8.1845E-04
 2.2440E+03  3.8794E-02  1.4905E+00   8.2667E-04
 2.2400E+03  3.8697E-02  1.4898E+00   8.3500E-04
 2.2360E+03  3.8599E-02  1.4890E+00   8.4347E-04
 2.2320E+03  3.8500E-02  1.4882E+00   8.5206E-04
 2.2280E+03  3.8401E-02  1.4874E+00   8.6078E-04
 2.2240E+03  3.8300E-02  1.4866E+00   8.6963E-04
 2.2200E+03  3.8198E-02  1.4858E+00   8.7862E-04
 2.2160E+03  3.8096E-02  1.4850E+00   8.8775E-04
 2.2120E+03  3.7992E-02  1.4842E+00   8.9702E-04
 2.2080E+03  3.7887E-02  1.4834E+00   9.0644E-04
 2.2040E+03  3.7781E-02  1.4825E+00   9.1600E-04
 2.2000E+03  3.7675E-02  1.4817E+00   9.2572E-04
 2.1960E+03  3.7567E-02  1.4808E+00   9.3559E-04
 2.1920E+03  3.7458E-02  1.4800E+00   9.4561E-04
 2.1880E+03  3.7348E-02  1.4791E+00   9.5580E-04
 2.1840E+03  3.7236E-02  1.4782E+00   9.6615E-04
 2.1800E+03  3.7124E-02  1.4773E+00   9.7667E-04
 2.1760E+03  3.7011E-02  1.4764E+00   9.8736E-04
 2.1720E+03  3.6896E-02  1.4755E+00   9.9823E-04
 2.1680E+03  3.6780E-02  1.4746E+00   1.0093E-03
 2.1640E+03  3.6663E-02  1.4736E+00   1.0205E-03
 2.1600E+03  3.6545E-02  1.4727E+00   1.0319E-03
 2.1560E+03  3.6425E-02  1.4717E+00   1.0435E-03
 2.1520E+03  3.6304E-02  1.4708E+00   1.0553E-03
 2.1480E+03  3.6182E-02  1.4698E+00   1.0673E-03
 2.1440E+03  3.6059E-02  1.4688E+00   1.0796E-03
 2.1400E+03  3.5934E-02  1.4678E+00   1.0920E-03
 2.1360E+03  3.5808E-02  1.4668E+00   1.1046E-03
 2.1320E+03  3.5681E-02  1.4658E+00   1.1175E-03
 2.1280E+03  3.5552E-02  1.4647E+00   1.1306E-03
 2.1240E+03  3.5422E-02  1.4637E+00   1.1439E-03
 2.1200E+03  3.5291E-02  1.4626E+00   1.1574E-03
 2.1160E+03  3.5158E-02  1.4615E+00   1.1712E-03
 2.1120E+03  3.5023E-02  1.4605E+00   1.1853E-03
 2.1080E+03  3.4887E-02  1.4594E+00   1.1995E-03
 2.1040E+03  3.4750E-02  1.4582E+00   1.2141E-03
 2.1000E+03  3.4611E-02  1.4571E+00   1.2289E-03
 2.0960E+03  3.4470E-02  1.4560E+00   1.2440E-03
 2.0920E+03  3.4328E-02  1.4548E+00   1.2594E-03
 2.0880E+03  3.4184E-02  1.4537E+00   1.2750E-03
 2.0840E+03  3.4038E-02  1.4525E+00   1.2910E-03
 2.0800E+03  3.3891E-02  1.4513E+00   1.3072E-03
 2.0760E+03  3.3742E-02  1.4501E+00   1.3238E-03
 2.0720E+03  3.3592E-02  1.4488E+00   1.3407E-03
 2.0680E+03  3.3439E-02  1.4476E+00   1.3579E-03
 2.0640E+03  3.3285E-02  1.4463E+00   1.3754E-03
 2.0600E+03  3.3129E-02  1.4450E+00   1.3933E-03
 2.0560E+03  3.2972E-02  1.4437E+00   1.4115E-03
 2.0520E+03  3.2812E-02  1.4424E+00   1.4301E-03
 2.0480E+03  3.2650E-02  1.4411E+00   1.4491E-03
 2.0440E+03  3.2487E-02  1.4397E+00   1.4684E-03
 2.0400E+03  3.2321E-02  1.4384E+00   1.4882E-03
 2.0360E+03  3.2154E-02  1.4370E+00   1.5083E-03
 2.0320E+03  3.1984E-02  1.4356E+00   1.5289E-03
 2.0280E+03  3.1812E-02  1.4342E+00   1.5499E-03
 2.0240E+03  3.1639E-02  1.4327E+00   1.5713E-03
 2.0200E+03  3.1463E-02  1.4312E+00   1.5931E-03
 2.0160E+03  3.1284E-02  1.4298E+00   1.6155E-03
 2.0120E+03  3.1104E-02  1.4283E+00   1.6383E-03
 2.0080E+03  3.0921E-02  1.4267E+00   1.6616E-03
 2.0040E+03  3.0736E-02  1.4252E+00   1.6854E-03
 2.0000E+03  3.0549E-02  1.4236E+00   1.7097E-03
 1.9980E+03  3.0454E-02  1.4228E+00   1.7220E-03
 1.9960E+03  3.0359E-02  1.4220E+00   1.7345E-03
 1.9940E+03  3.0263E-02  1.4212E+00   1.7471E-03
 1.9920E+03  3.0167E-02  1.4204E+00   1.7599E-03
 1.9900E+03  3.0070E-02  1.4196E+00   1.7728E-03
 1.9880E+03  2.9972E-02  1.4187E+00   1.7859E-03
 1.9860E+03  2.9874E-02  1.4179E+00   1.7991E-03
 1.9840E+03  2.9775E-02  1.4171E+00   1.8124E-03
 1.9820E+03  2.9675E-02  1.4162E+00   1.8259E-03
 1.9800E+03  2.9575E-02  1.4154E+00   1.8396E-03
 1.9780E+03  2.9474E-02  1.4145E+00   1.8534E-03
 1.9760E+03  2.9373E-02  1.4137E+00   1.8673E-03
 1.9740E+03  2.9270E-02  1.4128E+00   1.8815E-03
 1.9720E+03  2.9167E-02  1.4119E+00   1.8957E-03
 1.9700E+03  2.9064E-02  1.4110E+00   1.9102E-03
 1.9680E+03  2.8960E-02  1.4101E+00   1.9248E-03
 1.9660E+03  2.8855E-02  1.4092E+00   1.9396E-03
 1.9640E+03  2.8749E-02  1.4083E+00   1.9546E-03
 1.9620E+03  2.8643E-02  1.4074E+00   1.9697E-03
 1.9600E+03  2.8535E-02  1.4065E+00   1.9850E-03
 1.9580E+03  2.8428E-02  1.4056E+00   2.0005E-03
 1.9560E+03  2.8319E-02  1.4047E+00   2.0162E-03
 1.9540E+03  2.8210E-02  1.4037E+00   2.0320E-03
 1.9520E+03  2.8100E-02  1.4028E+00   2.0481E-03
 1.9500E+03  2.7989E-02  1.4018E+00   2.0643E-03
 1.9480E+03  2.7877E-02  1.4009E+00   2.0808E-03
 1.9460E+03  2.7765E-02  1.3999E+00   2.0974E-03
 1.9440E+03  2.7652E-02  1.3989E+00   2.1143E-03
 1.9420E+03  2.7538E-02  1.3979E+00   2.1313E-03
 1.9400E+03  2.7423E-02  1.3969E+00   2.1486E-03
 1.9380E+03  2.7308E-02  1.3959E+00   2.1661E-03
 1.9360E+03  2.7192E-02  1.3949E+00   2.1837E-03
 1.9340E+03  2.7075E-02  1.3939E+00   2.2017E-03
 1.9320E+03  2.6957E-02  1.3929E+00   2.2198E-03
 1.9300E+03  2.6838E-02  1.3918E+00   2.2382E-03
 1.9280E+03  2.6719E-02  1.3908E+00   2.2567E-03
 1.9260E+03  2.6598E-02  1.3897E+00   2.2756E-03
 1.9240E+03  2.6477E-02  1.3887E+00   2.2946E-03
 1.9220E+03  2.6355E-02  1.3876E+00   2.3140E-03
 1.9200E+03  2.6232E-02  1.3865E+00   2.3335E-03
 1.9180E+03  2.6108E-02  1.3854E+00   2.3533E-03
 1.9160E+03  2.5983E-02  1.3843E+00   2.3734E-03
 1.9140E+03  2.5858E-02  1.3832E+00   2.3937E-03
 1.9120E+03  2.5731E-02  1.3821E+00   2.4143E-03
 1.9100E+03  2.5604E-02  1.3810E+00   2.4352E-03
 1.9080E+03  2.5476E-02  1.3798E+00   2.4563E-03
 1.9060E+03  2.5346E-02  1.3787E+00   2.4778E-03
 1.9040E+03  2.5216E-02  1.3775E+00   2.4995E-03
 1.9020E+03  2.5085E-02  1.3764E+00   2.5215E-03
 1.9000E+03  2.4953E-02  1.3752E+00   2.5438E-03
 1.8980E+03  2.4820E-02  1.3740E+00   2.5663E-03
 1.8960E+03  2.4686E-02  1.3728E+00   2.5892E-03
 1.8940E+03  2.4551E-02  1.3716E+00   2.6125E-03
 1.8920E+03  2.4415E-02  1.3704E+00   2.6360E-03
 1.8900E+03  2.4278E-02  1.3691E+00   2.6599E-03
 1.8880E+03  2.4140E-02  1.3679E+00   2.6840E-03
 1.8860E+03  2.4001E-02  1.3666E+00   2.7086E-03
 1.8840E+03  2.3861E-02  1.3654E+00   2.7334E-03
 1.8820E+03  2.3720E-02  1.3641E+00   2.7586E-03
 1.8800E+03  2.3578E-02  1.3628E+00   2.7842E-03
 1.8780E+03  2.3435E-02  1.3615E+00   2.8102E-03
 1.8760E+03  2.3291E-02  1.3602E+00   2.8365E-03
 1.8740E+03  2.3146E-02  1.3589E+00   2.8631E-03
 1.8720E+03  2.2999E-02  1.3575E+00   2.8902E-03
 1.8700E+03  2.2852E-02  1.3562E+00   2.9177E-03
 1.8680E+03  2.2703E-02  1.3548E+00   2.9455E-03
 1.8660E+03  2.2554E-02  1.3534E+00   2.9738E-03
 1.8640E+03  2.2403E-02  1.3520E+00   3.0025E-03
 1.8620E+03  2.2251E-02  1.3506E+00   3.0316E-03
 1.8600E+03  2.2098E-02  1.3492E+00   3.0611E-03
 1.8580E+03  2.1943E-02  1.3478E+00   3.0911E-03
 1.8560E+03  2.1788E-02  1.3463E+00   3.1215E-03
 1.8540E+03  2.1631E-02  1.3449E+00   3.1524E-03
 1.8520E+03  2.1474E-02  1.3434E+00   3.1838E-03
 1.8500E+03  2.1315E-02  1.3419E+00   3.2156E-03
 1.8480E+03  2.1154E-02  1.3404E+00   3.2480E-03
 1.8460E+03  2.0993E-02  1.3389E+00   3.2808E-03
 1.8440E+03  2.0830E-02  1.3373E+00   3.3141E-03
 1.8420E+03  2.0666E-02  1.3358E+00   3.3480E-03
 1.8400E+03  2.0501E-02  1.3342E+00   3.3824E-03
 1.8380E+03  2.0335E-02  1.3326E+00   3.4173E-03
 1.8360E+03  2.0167E-02  1.3310E+00   3.4528E-03
 1.8340E+03  1.9998E-02  1.3294E+00   3.4889E-03
 1.8320E+03  1.9828E-02  1.3278E+00   3.5255E-03
 1.8300E+03  1.9656E-02  1.3261E+00   3.5627E-03
 1.8280E+03  1.9483E-02  1.3244E+00   3.6006E-03
 1.8260E+03  1.9309E-02  1.3227E+00   3.6390E-03
 1.8240E+03  1.9133E-02  1.3210E+00   3.6781E-03
 1.8220E+03  1.8956E-02  1.3193E+00   3.7178E-03
 1.8200E+03  1.8778E-02  1.3176E+00   3.7582E-03
 1.8180E+03  1.8599E-02  1.3158E+00   3.7993E-03
 1.8160E+03  1.8417E-02  1.3140E+00   3.8411E-03
 1.8140E+03  1.8235E-02  1.3122E+00   3.8835E-03
 1.8120E+03  1.8051E-02  1.3104E+00   3.9267E-03
 1.8100E+03  1.7866E-02  1.3085E+00   3.9707E-03
 1.8080E+03  1.7679E-02  1.3067E+00   4.0154E-03
 1.8060E+03  1.7491E-02  1.3048E+00   4.0608E-03
 1.8040E+03  1.7302E-02  1.3029E+00   4.1071E-03
 1.8020E+03  1.7111E-02  1.3010E+00   4.1542E-03
 1.8000E+03  1.6918E-02  1.2990E+00   4.2021E-03
 1.7980E+03  1.6724E-02  1.2970E+00   4.2509E-03
 1.7960E+03  1.6529E-02  1.2950E+00   4.3005E-03
 1.7940E+03  1.6332E-02  1.2930E+00   4.3511E-03
 1.7920E+03  1.6134E-02  1.2910E+00   4.4025E-03
 1.7900E+03  1.5934E-02  1.2889E+00   4.4549E-03
 1.7880E+03  1.5732E-02  1.2868E+00   4.5083E-03
 1.7860E+03  1.5530E-02  1.2847E+00   4.5627E-03
 1.7840E+03  1.5325E-02  1.2825E+00   4.6180E-03
 1.7820E+03  1.5119E-02  1.2804E+00   4.6744E-03
 1.7800E+03  1.4912E-02  1.2782E+00   4.7319E-03
 1.7780E+03  1.4703E-02  1.2759E+00   4.7905E-03
 1.7760E+03  1.4493E-02  1.2737E+00   4.8502E-03
 1.7740E+03  1.4281E-02  1.2714E+00   4.9111E-03
 1.7720E+03  1.4067E-02  1.2691E+00   4.9731E-03
 1.7700E+03  1.3852E-02  1.2667E+00   5.0364E-03
 1.7680E+03  1.3636E-02  1.2644E+00   5.1009E-03
 1.7660E+03  1.3418E-02  1.2620E+00   5.1667E-03
 1.7640E+03  1.3198E-02  1.2595E+00   5.2338E-03
 1.7620E+03  1.2977E-02  1.2571E+00   5.3023E-03
 1.7600E+03  1.2755E-02  1.2546E+00   5.3722E-03
 1.7580E+03  1.2531E-02  1.2520E+00   5.4435E-03
 1.7560E+03  1.2305E-02  1.2495E+00   5.5162E-03
 1.7540E+03  1.2078E-02  1.2469E+00   5.5905E-03
 1.7520E+03  1.1850E-02  1.2442E+00   5.6664E-03
 1.7500E+03  1.1620E-02  1.2416E+00   5.7438E-03
 1.7480E+03  1.1389E-02  1.2389E+00   5.8229E-03
 1.7460E+03  1.1156E-02  1.2361E+00   5.9037E-03
 1.7440E+03  1.0922E-02  1.2333E+00   5.9863E-03
 1.7420E+03  1.0687E-02  1.2305E+00   6.0707E-03
 1.7400E+03  1.0450E-02  1.2276E+00   6.1569E-03
 1.7380E+03  1.0212E-02  1.2247E+00   6.2450E-03
 1.7360E+03  9.9727E-03  1.2218E+00   6.3351E-03
 1.7340E+03  9.7322E-03  1.2188E+00   6.4273E-03
 1.7320E+03  9.4906E-03  1.2158E+00   6.5215E-03
 1.7300E+03  9.2479E-03  1.2127E+00   6.6179E-03
 1.7280E+03  9.0041E-03  1.2096E+00   6.7166E-03
 1.7260E+03  8.7592E-03  1.2064E+00   6.8175E-03
 1.7240E+03  8.5135E-03  1.2032E+00   6.9209E-03
 1.7220E+03  8.2668E-03  1.1999E+00   7.0267E-03
 1.7200E+03  8.0194E-03  1.1966E+00   7.1350E-03
 1.7180E+03  7.7712E-03  1.1932E+00   7.2460E-03
 1.7160E+03  7.5223E-03  1.1898E+00   7.3597E-03
 1.7140E+03  7.2730E-03  1.1863E+00   7.4762E-03
 1.7120E+03  7.0231E-03  1.1828E+00   7.5956E-03
 1.7100E+03  6.7730E-03  1.1792E+00   7.7180E-03
 1.7080E+03  6.5226E-03  1.1755E+00   7.8435E-03
 1.7060E+03  6.2722E-03  1.1718E+00   7.9723E-03
 1.7040E+03  6.0218E-03  1.1680E+00   8.1044E-03
 1.7020E+03  5.7717E-03  1.1642E+00   8.2400E-03
 1.7000E+03  5.5219E-03  1.1603E+00   8.3791E-03
 1.6980E+03  5.2727E-03  1.1563E+00   8.5220E-03
 1.6960E+03  5.0243E-03  1.1523E+00   8.6688E-03
 1.6940E+03  4.7768E-03  1.1482E+00   8.8195E-03
 1.6920E+03  4.5306E-03  1.1440E+00   8.9745E-03
 1.6900E+03  4.2858E-03  1.1398E+00   9.1337E-03
 1.6880E+03  4.0427E-03  1.1355E+00   9.2975E-03
 1.6860E+03  3.8017E-03  1.1311E+00   9.4660E-03
 1.6840E+03  3.5630E-03  1.1266E+00   9.6393E-03
 1.6820E+03  3.3269E-03  1.1220E+00   9.8177E-03
 1.6800E+03  3.0940E-03  1.1174E+00   1.0001E-02
 1.6780E+03  2.8645E-03  1.1126E+00   1.0191E-02
 1.6760E+03  2.6388E-03  1.1078E+00   1.0386E-02
 1.6740E+03  2.4176E-03  1.1029E+00   1.0587E-02
 1.6720E+03  2.2012E-03  1.0978E+00   1.0794E-02
 1.6700E+03  1.9903E-03  1.0927E+00   1.1007E-02
 1.6680E+03  1.7855E-03  1.0875E+00   1.1228E-02
 1.6660E+03  1.5873E-03  1.0822E+00   1.1456E-02
 1.6640E+03  1.3966E-03  1.0767E+00   1.1691E-02
 1.6620E+03  1.2141E-03  1.0712E+00   1.1934E-02
 1.6600E+03  1.0407E-03  1.0655E+00   1.2185E-02
 1.6580E+03  8.7721E-04  1.0597E+00   1.2445E-02
 1.6560E+03  7.2478E-04  1.0538E+00   1.2714E-02
 1.6540E+03  5.8445E-04  1.0478E+00   1.2992E-02
 1.6520E+03  4.5745E-04  1.0416E+00   1.3280E-02
 1.6500E+03  3.4508E-04  1.0353E+00   1.3579E-02
 1.6480E+03  2.4880E-04  1.0288E+00   1.3889E-02
 1.6460E+03  1.7019E-04  1.0222E+00   1.4211E-02
 1.6440E+03  1.1098E-04  1.0155E+00   1.4544E-02
 1.6420E+03  7.3088E-05  1.0086E+00   1.4891E-02
 1.6400E+03  5.8601E-05  1.0015E+00   1.5252E-02
 1.6380E+03  6.9832E-05  9.9421E-01   1.5627E-02
 1.6360E+03  1.0932E-04  9.8677E-01   1.6017E-02
 1.6340E+03  1.7989E-04  9.7915E-01   1.6424E-02
 1.6320E+03  2.8462E-04  9.7132E-01   1.6848E-02
 1.6300E+03  4.2698E-04  9.6330E-01   1.7290E-02
 1.6280E+03  6.1076E-04  9.5506E-01   1.7753E-02
 1.6260E+03  8.4020E-04  9.4660E-01   1.8236E-02
 1.6240E+03  1.1200E-03  9.3791E-01   1.8742E-02
 1.6220E+03  1.4555E-03  9.2897E-01   1.9271E-02
 1.6200E+03  1.8525E-03  9.1978E-01   1.9826E-02
 1.6180E+03  2.3176E-03  9.1032E-01   2.0409E-02
 1.6160E+03  2.8582E-03  9.0058E-01   2.1022E-02
 1.6140E+03  3.4827E-03  8.9055E-01   2.1667E-02
 1.6120E+03  4.2003E-03  8.8020E-01   2.2346E-02
 1.6100E+03  5.0218E-03  8.6953E-01   2.3063E-02
 1.6080E+03  5.9592E-03  8.5851E-01   2.3821E-02
 1.6060E+03  7.0263E-03  8.4712E-01   2.4623E-02
 1.6040E+03  8.2388E-03  8.3535E-01   2.5474E-02
 1.6020E+03  9.6146E-03  8.2317E-01   2.6378E-02
 1.6000E+03  1.1174E-02  8.1055E-01   2.7341E-02
 1.5980E+03  1.2942E-02  7.9746E-01   2.8368E-02
 1.5960E+03  1.4946E-02  7.8388E-01   2.9467E-02
 1.5940E+03  1.7219E-02  7.6977E-01   3.0645E-02
 1.5920E+03  1.9798E-02  7.5508E-01   3.1913E-02
 1.5900E+03  2.2728E-02  7.3978E-01   3.3281E-02
 1.5880E+03  2.6064E-02  7.2382E-01   3.4763E-02
 1.5860E+03  2.9869E-02  7.0715E-01   3.6374E-02
 1.5840E+03  3.4220E-02  6.8969E-01   3.8134E-02
 1.5820E+03  3.9212E-02  6.7137E-01   4.0065E-02
 1.5800E+03  4.4959E-02  6.5213E-01   4.2197E-02
 1.5780E+03  5.1605E-02  6.3185E-01   4.4566E-02
 1.5760E+03  5.9330E-02  6.1042E-01   4.7217E-02
 1.5740E+03  6.8363E-02  5.8771E-01   5.0212E-02
 1.5720E+03  7.8999E-02  5.6356E-01   5.3628E-02
 1.5700E+03  9.1628E-02  5.3776E-01   5.7575E-02
 1.5680E+03  1.0677E-01  5.1008E-01   6.2202E-02
 1.5660E+03  1.2514E-01  4.8022E-01   6.7727E-02
 1.5640E+03  1.4774E-01  4.4778E-01   7.4478E-02
 1.5620E+03  1.7601E-01  4.1230E-01   8.2970E-02
 1.5600E+03  2.1206E-01  3.7319E-01   9.4055E-02
 1.5580E+03  2.5893E-01  3.2986E-01   1.0922E-01
 1.5560E+03  3.2052E-01  2.8219E-01   1.3109E-01
 1.5540E+03  3.9902E-01  2.3211E-01   1.6370E-01
 1.5520E+03  4.8660E-01  1.8625E-01   2.0962E-01
 1.5500E+03  5.6469E-01  1.5201E-01   2.6401E-01
 1.5480E+03  6.2420E-01  1.2939E-01   3.1895E-01
 1.5460E+03  6.6813E-01  1.1446E-01   3.7091E-01
 1.5440E+03  7.0135E-01  1.0416E-01   4.1947E-01
 1.5420E+03  7.2735E-01  9.6731E-02   4.6506E-01
 1.5400E+03  7.4831E-01  9.1172E-02   5.0825E-01
 1.5380E+03  7.6565E-01  8.6903E-02   5.4948E-01
 1.5360E+03  7.8027E-01  8.3563E-02   5.8915E-01
 1.5340E+03  7.9281E-01  8.0918E-02   6.2757E-01
 1.5320E+03  8.0371E-01  7.8811E-02   6.6496E-01
 1.5300E+03  8.1328E-01  7.7132E-02   7.0153E-01
 1.5280E+03  8.2177E-01  7.5801E-02   7.3745E-01
 1.5260E+03  8.2935E-01  7.4762E-02   7.7284E-01
 1.5240E+03  8.3617E-01  7.3970E-02   8.0784E-01
 1.5220E+03  8.4234E-01  7.3393E-02   8.4253E-01
 1.5200E+03  8.4794E-01  7.3005E-02   8.7701E-01
 1.5180E+03  8.5306E-01  7.2788E-02   9.1137E-01
 1.5160E+03  8.5775E-01  7.2725E-02   9.4567E-01
 1.5140E+03  8.6206E-01  7.2806E-02   9.7999E-01
 1.5120E+03  8.6604E-01  7.3022E-02   1.0144E+00
 1.5100E+03  8.6971E-01  7.3366E-02   1.0489E+00
 1.5080E+03  8.7311E-01  7.3833E-02   1.0836E+00
 1.5060E+03  8.7626E-01  7.4421E-02   1.1186E+00
 1.5040E+03  8.7919E-01  7.5127E-02   1.1539E+00
 1.5020E+03  8.8191E-01  7.5952E-02   1.1896E+00
 1.5000E+03  8.8445E-01  7.6897E-02   1.2257E+00
 1.4980E+03  8.8681E-01  7.7963E-02   1.2622E+00
 1.4960E+03  8.8901E-01  7.9153E-02   1.2993E+00
 1.4940E+03  8.9107E-01  8.0472E-02   1.3370E+00
 1.4920E+03  8.9298E-01  8.1925E-02   1.3753E+00
 1.4900E+03  8.9476E-01  8.3518E-02   1.4143E+00
 1.4880E+03  8.9642E-01  8.5259E-02   1.4542E+00
 1.4860E+03  8.9796E-01  8.7156E-02   1.4949E+00
 1.4840E+03  8.9939E-01  8.9221E-02   1.5365E+00
 1.4820E+03  9.0071E-01  9.1465E-02   1.5791E+00
 1.4800E+03  9.0194E-01  9.3902E-02   1.6229E+00
 1.4780E+03  9.0306E-01  9.6548E-02   1.6678E+00
 1.4760E+03  9.0409E-01  9.9421E-02   1.7140E+00
 1.4740E+03  9.0503E-01  1.0254E-01   1.7616E+00
 1.4720E+03  9.0588E-01  1.0593E-01   1.8108E+00
 1.4700E+03  9.0664E-01  1.0963E-01   1.8616E+00
 1.4680E+03  9.0731E-01  1.1365E-01   1.9142E+00
 1.4660E+03  9.0789E-01  1.1804E-01   1.9688E+00
 1.4640E+03  9.0838E-01  1.2284E-01   2.0255E+00
 1.4620E+03  9.0879E-01  1.2810E-01   2.0845E+00
 1.4600E+03  9.0911E-01  1.3388E-01   2.1462E+00
 1.4580E+03  9.0933E-01  1.4024E-01   2.2106E+00
 1.4560E+03  9.0946E-01  1.4728E-01   2.2782E+00
 1.4540E+03  9.0948E-01  1.5507E-01   2.3492E+00
 1.4520E+03  9.0941E-01  1.6375E-01   2.4240E+00
 1.4500E+03  9.0922E-01  1.7344E-01   2.5030E+00
 1.4480E+03  9.0891E-01  1.8432E-01   2.5868E+00
 1.4460E+03  9.0848E-01  1.9660E-01   2.6759E+00
 1.4440E+03  9.0790E-01  2.1053E-01   2.7710E+00
 1.4420E+03  9.0717E-01  2.2644E-01   2.8729E+00
 1.4400E+03  9.0627E-01  2.4474E-01   2.9825E+00
 1.4380E+03  9.0518E-01  2.6594E-01   3.1011E+00
 1.4360E+03  9.0387E-01  2.9075E-01   3.2299E+00
 1.4340E+03  9.0231E-01  3.2005E-01   3.3708E+00
 1.4320E+03  9.0046E-01  3.5506E-01   3.5258E+00
 1.4300E+03  8.9825E-01  3.9746E-01   3.6976E+00
 1.4280E+03  8.9563E-01  4.4961E-01   3.8897E+00
 1.4260E+03  8.9249E-01  5.1488E-01   4.1063E+00
 1.4240E+03  8.8871E-01  5.9834E-01   4.3533E+00
 1.4220E+03  8.8410E-01  7.0778E-01   4.6380E+00
 1.4200E+03  8.7840E-01  8.5567E-01   4.9703E+00
 1.4180E+03  8.7122E-01  1.0630E+00   5.3629E+00
 1.4160E+03  8.6192E-01  1.3669E+00   5.8306E+00
 1.4140E+03  8.4950E-01  1.8360E+00   6.3840E+00
 1.4120E+03  8.3222E-01  2.5994E+00   7.0011E+00
 1.4100E+03  8.0714E-01  3.8696E+00   7.5196E+00
 1.4080E+03  7.7041E-01  5.7423E+00   7.3883E+00
 1.4060E+03  7.2157E-01  7.4175E+00   5.9757E+00
 1.4040E+03  6.6889E-01  7.8393E+00   4.0706E+00
 1.4020E+03  6.2092E-01  7.4437E+00   2.6921E+00
 1.4000E+03  5.7990E-01  6.8730E+00   1.8594E+00
 1.3980E+03  5.4508E-01  6.3463E+00   1.3539E+00
 1.3960E+03  5.1524E-01  5.9018E+00   1.0313E+00
 1.3940E+03  4.8934E-01  5.5324E+00   8.1418E-01
 1.3920E+03  4.6660E-01  5.2239E+00   6.6126E-01
