Calcite Extraordinary ray calculated from values derived from Table 2 
of Long et al., IR Physics, 34, 191, 1993.

high frequency dielectric constant=2.1700
 oscillator  frequency    gamma       strength
      1     9.4600E+01 7.1800E-02  4.6412E+00
      2     3.0490E+02 3.4300E-02  1.3350E+00
      3     8.7080E+02 1.8000E-03  8.1700E-02
  frequency  Reflectance real index   imag. index
 2.4160E+03  3.4860E-02  1.4591E+00   4.2559E-05
 2.4120E+03  3.4854E-02  1.4591E+00   4.2779E-05
 2.4080E+03  3.4848E-02  1.4590E+00   4.3001E-05
 2.4040E+03  3.4842E-02  1.4590E+00   4.3224E-05
 2.4000E+03  3.4835E-02  1.4589E+00   4.3449E-05
 2.3960E+03  3.4829E-02  1.4589E+00   4.3676E-05
 2.3920E+03  3.4823E-02  1.4588E+00   4.3904E-05
 2.3880E+03  3.4817E-02  1.4588E+00   4.4133E-05
 2.3840E+03  3.4810E-02  1.4587E+00   4.4365E-05
 2.3800E+03  3.4804E-02  1.4587E+00   4.4597E-05
 2.3760E+03  3.4798E-02  1.4586E+00   4.4832E-05
 2.3720E+03  3.4791E-02  1.4586E+00   4.5068E-05
 2.3680E+03  3.4785E-02  1.4585E+00   4.5306E-05
 2.3640E+03  3.4779E-02  1.4585E+00   4.5546E-05
 2.3600E+03  3.4772E-02  1.4584E+00   4.5787E-05
 2.3560E+03  3.4765E-02  1.4584E+00   4.6030E-05
 2.3520E+03  3.4759E-02  1.4583E+00   4.6275E-05
 2.3480E+03  3.4752E-02  1.4583E+00   4.6522E-05
 2.3440E+03  3.4746E-02  1.4582E+00   4.6770E-05
 2.3400E+03  3.4739E-02  1.4582E+00   4.7020E-05
 2.3360E+03  3.4732E-02  1.4581E+00   4.7272E-05
 2.3320E+03  3.4726E-02  1.4581E+00   4.7526E-05
 2.3280E+03  3.4719E-02  1.4580E+00   4.7782E-05
 2.3240E+03  3.4712E-02  1.4579E+00   4.8039E-05
 2.3200E+03  3.4705E-02  1.4579E+00   4.8298E-05
 2.3160E+03  3.4698E-02  1.4578E+00   4.8560E-05
 2.3120E+03  3.4691E-02  1.4578E+00   4.8823E-05
 2.3080E+03  3.4684E-02  1.4577E+00   4.9088E-05
 2.3040E+03  3.4677E-02  1.4577E+00   4.9355E-05
 2.3000E+03  3.4670E-02  1.4576E+00   4.9624E-05
 2.2960E+03  3.4663E-02  1.4575E+00   4.9895E-05
 2.2920E+03  3.4656E-02  1.4575E+00   5.0168E-05
 2.2880E+03  3.4649E-02  1.4574E+00   5.0443E-05
 2.2840E+03  3.4641E-02  1.4574E+00   5.0720E-05
 2.2800E+03  3.4634E-02  1.4573E+00   5.0999E-05
 2.2760E+03  3.4627E-02  1.4573E+00   5.1281E-05
 2.2720E+03  3.4620E-02  1.4572E+00   5.1564E-05
 2.2680E+03  3.4612E-02  1.4571E+00   5.1849E-05
 2.2640E+03  3.4605E-02  1.4571E+00   5.2137E-05
 2.2600E+03  3.4597E-02  1.4570E+00   5.2427E-05
 2.2560E+03  3.4590E-02  1.4570E+00   5.2719E-05
 2.2520E+03  3.4582E-02  1.4569E+00   5.3013E-05
 2.2480E+03  3.4575E-02  1.4568E+00   5.3309E-05
 2.2440E+03  3.4567E-02  1.4568E+00   5.3608E-05
 2.2400E+03  3.4559E-02  1.4567E+00   5.3909E-05
 2.2360E+03  3.4551E-02  1.4566E+00   5.4212E-05
 2.2320E+03  3.4544E-02  1.4566E+00   5.4517E-05
 2.2280E+03  3.4536E-02  1.4565E+00   5.4825E-05
 2.2240E+03  3.4528E-02  1.4564E+00   5.5135E-05
 2.2200E+03  3.4520E-02  1.4564E+00   5.5448E-05
 2.2160E+03  3.4512E-02  1.4563E+00   5.5763E-05
 2.2120E+03  3.4504E-02  1.4563E+00   5.6080E-05
 2.2080E+03  3.4496E-02  1.4562E+00   5.6400E-05
 2.2040E+03  3.4488E-02  1.4561E+00   5.6722E-05
 2.2000E+03  3.4480E-02  1.4561E+00   5.7047E-05
 2.1960E+03  3.4471E-02  1.4560E+00   5.7374E-05
 2.1920E+03  3.4463E-02  1.4559E+00   5.7704E-05
 2.1880E+03  3.4455E-02  1.4559E+00   5.8036E-05
 2.1840E+03  3.4446E-02  1.4558E+00   5.8371E-05
 2.1800E+03  3.4438E-02  1.4557E+00   5.8709E-05
 2.1760E+03  3.4430E-02  1.4557E+00   5.9049E-05
 2.1720E+03  3.4421E-02  1.4556E+00   5.9392E-05
 2.1680E+03  3.4413E-02  1.4555E+00   5.9738E-05
 2.1640E+03  3.4404E-02  1.4554E+00   6.0086E-05
 2.1600E+03  3.4395E-02  1.4554E+00   6.0438E-05
 2.1560E+03  3.4387E-02  1.4553E+00   6.0792E-05
 2.1520E+03  3.4378E-02  1.4552E+00   6.1148E-05
 2.1480E+03  3.4369E-02  1.4552E+00   6.1508E-05
 2.1440E+03  3.4360E-02  1.4551E+00   6.1870E-05
 2.1400E+03  3.4351E-02  1.4550E+00   6.2236E-05
 2.1360E+03  3.4342E-02  1.4549E+00   6.2604E-05
 2.1320E+03  3.4333E-02  1.4549E+00   6.2975E-05
 2.1280E+03  3.4324E-02  1.4548E+00   6.3350E-05
 2.1240E+03  3.4315E-02  1.4547E+00   6.3727E-05
 2.1200E+03  3.4306E-02  1.4546E+00   6.4107E-05
 2.1160E+03  3.4296E-02  1.4546E+00   6.4491E-05
 2.1120E+03  3.4287E-02  1.4545E+00   6.4877E-05
 2.1080E+03  3.4277E-02  1.4544E+00   6.5267E-05
 2.1040E+03  3.4268E-02  1.4543E+00   6.5660E-05
 2.1000E+03  3.4259E-02  1.4543E+00   6.6056E-05
 2.0960E+03  3.4249E-02  1.4542E+00   6.6455E-05
 2.0920E+03  3.4239E-02  1.4541E+00   6.6858E-05
 2.0880E+03  3.4230E-02  1.4540E+00   6.7264E-05
 2.0840E+03  3.4220E-02  1.4539E+00   6.7673E-05
 2.0800E+03  3.4210E-02  1.4539E+00   6.8086E-05
 2.0760E+03  3.4200E-02  1.4538E+00   6.8502E-05
 2.0720E+03  3.4190E-02  1.4537E+00   6.8922E-05
 2.0680E+03  3.4180E-02  1.4536E+00   6.9345E-05
 2.0640E+03  3.4170E-02  1.4535E+00   6.9771E-05
 2.0600E+03  3.4160E-02  1.4535E+00   7.0201E-05
 2.0560E+03  3.4150E-02  1.4534E+00   7.0635E-05
 2.0520E+03  3.4139E-02  1.4533E+00   7.1073E-05
 2.0480E+03  3.4129E-02  1.4532E+00   7.1514E-05
 2.0440E+03  3.4119E-02  1.4531E+00   7.1959E-05
 2.0400E+03  3.4108E-02  1.4530E+00   7.2407E-05
 2.0360E+03  3.4098E-02  1.4530E+00   7.2860E-05
 2.0320E+03  3.4087E-02  1.4529E+00   7.3316E-05
 2.0280E+03  3.4076E-02  1.4528E+00   7.3776E-05
 2.0240E+03  3.4066E-02  1.4527E+00   7.4240E-05
 2.0200E+03  3.4055E-02  1.4526E+00   7.4708E-05
 2.0160E+03  3.4044E-02  1.4525E+00   7.5181E-05
 2.0120E+03  3.4033E-02  1.4524E+00   7.5657E-05
 2.0080E+03  3.4022E-02  1.4523E+00   7.6137E-05
 2.0040E+03  3.4011E-02  1.4522E+00   7.6622E-05
 2.0000E+03  3.3999E-02  1.4522E+00   7.7110E-05
 1.9980E+03  3.3994E-02  1.4521E+00   7.7356E-05
 1.9960E+03  3.3988E-02  1.4521E+00   7.7603E-05
 1.9940E+03  3.3983E-02  1.4520E+00   7.7851E-05
 1.9920E+03  3.3977E-02  1.4520E+00   7.8100E-05
 1.9900E+03  3.3971E-02  1.4519E+00   7.8351E-05
 1.9880E+03  3.3965E-02  1.4519E+00   7.8602E-05
 1.9860E+03  3.3960E-02  1.4518E+00   7.8854E-05
 1.9840E+03  3.3954E-02  1.4518E+00   7.9108E-05
 1.9820E+03  3.3948E-02  1.4517E+00   7.9363E-05
 1.9800E+03  3.3942E-02  1.4517E+00   7.9618E-05
 1.9780E+03  3.3936E-02  1.4516E+00   7.9875E-05
 1.9760E+03  3.3931E-02  1.4516E+00   8.0133E-05
 1.9740E+03  3.3925E-02  1.4515E+00   8.0392E-05
 1.9720E+03  3.3919E-02  1.4515E+00   8.0653E-05
 1.9700E+03  3.3913E-02  1.4514E+00   8.0914E-05
 1.9680E+03  3.3907E-02  1.4514E+00   8.1177E-05
 1.9660E+03  3.3901E-02  1.4513E+00   8.1441E-05
 1.9640E+03  3.3895E-02  1.4513E+00   8.1705E-05
 1.9620E+03  3.3889E-02  1.4513E+00   8.1972E-05
 1.9600E+03  3.3883E-02  1.4512E+00   8.2239E-05
 1.9580E+03  3.3877E-02  1.4512E+00   8.2507E-05
 1.9560E+03  3.3871E-02  1.4511E+00   8.2777E-05
 1.9540E+03  3.3865E-02  1.4511E+00   8.3048E-05
 1.9520E+03  3.3859E-02  1.4510E+00   8.3320E-05
 1.9500E+03  3.3853E-02  1.4510E+00   8.3593E-05
 1.9480E+03  3.3847E-02  1.4509E+00   8.3868E-05
 1.9460E+03  3.3841E-02  1.4509E+00   8.4144E-05
 1.9440E+03  3.3834E-02  1.4508E+00   8.4421E-05
 1.9420E+03  3.3828E-02  1.4508E+00   8.4699E-05
 1.9400E+03  3.3822E-02  1.4507E+00   8.4978E-05
 1.9380E+03  3.3816E-02  1.4507E+00   8.5259E-05
 1.9360E+03  3.3809E-02  1.4506E+00   8.5541E-05
 1.9340E+03  3.3803E-02  1.4505E+00   8.5824E-05
 1.9320E+03  3.3797E-02  1.4505E+00   8.6109E-05
 1.9300E+03  3.3791E-02  1.4504E+00   8.6395E-05
 1.9280E+03  3.3784E-02  1.4504E+00   8.6682E-05
 1.9260E+03  3.3778E-02  1.4503E+00   8.6971E-05
 1.9240E+03  3.3771E-02  1.4503E+00   8.7260E-05
 1.9220E+03  3.3765E-02  1.4502E+00   8.7551E-05
 1.9200E+03  3.3759E-02  1.4502E+00   8.7844E-05
 1.9180E+03  3.3752E-02  1.4501E+00   8.8138E-05
 1.9160E+03  3.3746E-02  1.4501E+00   8.8433E-05
 1.9140E+03  3.3739E-02  1.4500E+00   8.8729E-05
 1.9120E+03  3.3733E-02  1.4500E+00   8.9027E-05
 1.9100E+03  3.3726E-02  1.4499E+00   8.9326E-05
 1.9080E+03  3.3719E-02  1.4499E+00   8.9627E-05
 1.9060E+03  3.3713E-02  1.4498E+00   8.9929E-05
 1.9040E+03  3.3706E-02  1.4498E+00   9.0232E-05
 1.9020E+03  3.3700E-02  1.4497E+00   9.0537E-05
 1.9000E+03  3.3693E-02  1.4496E+00   9.0843E-05
 1.8980E+03  3.3686E-02  1.4496E+00   9.1151E-05
 1.8960E+03  3.3679E-02  1.4495E+00   9.1460E-05
 1.8940E+03  3.3673E-02  1.4495E+00   9.1770E-05
 1.8920E+03  3.3666E-02  1.4494E+00   9.2082E-05
 1.8900E+03  3.3659E-02  1.4494E+00   9.2395E-05
 1.8880E+03  3.3652E-02  1.4493E+00   9.2710E-05
 1.8860E+03  3.3645E-02  1.4493E+00   9.3026E-05
 1.8840E+03  3.3639E-02  1.4492E+00   9.3344E-05
 1.8820E+03  3.3632E-02  1.4491E+00   9.3663E-05
 1.8800E+03  3.3625E-02  1.4491E+00   9.3984E-05
 1.8780E+03  3.3618E-02  1.4490E+00   9.4306E-05
 1.8760E+03  3.3611E-02  1.4490E+00   9.4630E-05
 1.8740E+03  3.3604E-02  1.4489E+00   9.4955E-05
 1.8720E+03  3.3597E-02  1.4489E+00   9.5282E-05
 1.8700E+03  3.3590E-02  1.4488E+00   9.5610E-05
 1.8680E+03  3.3583E-02  1.4487E+00   9.5940E-05
 1.8660E+03  3.3576E-02  1.4487E+00   9.6271E-05
 1.8640E+03  3.3568E-02  1.4486E+00   9.6604E-05
 1.8620E+03  3.3561E-02  1.4486E+00   9.6939E-05
 1.8600E+03  3.3554E-02  1.4485E+00   9.7275E-05
 1.8580E+03  3.3547E-02  1.4485E+00   9.7613E-05
 1.8560E+03  3.3540E-02  1.4484E+00   9.7952E-05
 1.8540E+03  3.3532E-02  1.4483E+00   9.8293E-05
 1.8520E+03  3.3525E-02  1.4483E+00   9.8636E-05
 1.8500E+03  3.3518E-02  1.4482E+00   9.8980E-05
 1.8480E+03  3.3510E-02  1.4482E+00   9.9326E-05
 1.8460E+03  3.3503E-02  1.4481E+00   9.9674E-05
 1.8440E+03  3.3496E-02  1.4480E+00   1.0002E-04
 1.8420E+03  3.3488E-02  1.4480E+00   1.0037E-04
 1.8400E+03  3.3481E-02  1.4479E+00   1.0073E-04
 1.8380E+03  3.3473E-02  1.4479E+00   1.0108E-04
 1.8360E+03  3.3466E-02  1.4478E+00   1.0144E-04
 1.8340E+03  3.3458E-02  1.4477E+00   1.0179E-04
 1.8320E+03  3.3451E-02  1.4477E+00   1.0215E-04
 1.8300E+03  3.3443E-02  1.4476E+00   1.0251E-04
 1.8280E+03  3.3435E-02  1.4475E+00   1.0288E-04
 1.8260E+03  3.3428E-02  1.4475E+00   1.0324E-04
 1.8240E+03  3.3420E-02  1.4474E+00   1.0361E-04
 1.8220E+03  3.3412E-02  1.4474E+00   1.0398E-04
 1.8200E+03  3.3405E-02  1.4473E+00   1.0435E-04
 1.8180E+03  3.3397E-02  1.4472E+00   1.0472E-04
 1.8160E+03  3.3389E-02  1.4472E+00   1.0509E-04
 1.8140E+03  3.3381E-02  1.4471E+00   1.0547E-04
 1.8120E+03  3.3373E-02  1.4470E+00   1.0585E-04
 1.8100E+03  3.3365E-02  1.4470E+00   1.0623E-04
 1.8080E+03  3.3358E-02  1.4469E+00   1.0661E-04
 1.8060E+03  3.3350E-02  1.4468E+00   1.0699E-04
 1.8040E+03  3.3342E-02  1.4468E+00   1.0737E-04
 1.8020E+03  3.3334E-02  1.4467E+00   1.0776E-04
 1.8000E+03  3.3326E-02  1.4466E+00   1.0815E-04
 1.7980E+03  3.3317E-02  1.4466E+00   1.0854E-04
 1.7960E+03  3.3309E-02  1.4465E+00   1.0893E-04
 1.7940E+03  3.3301E-02  1.4464E+00   1.0933E-04
 1.7920E+03  3.3293E-02  1.4464E+00   1.0972E-04
 1.7900E+03  3.3285E-02  1.4463E+00   1.1012E-04
 1.7880E+03  3.3277E-02  1.4462E+00   1.1052E-04
 1.7860E+03  3.3268E-02  1.4462E+00   1.1093E-04
 1.7840E+03  3.3260E-02  1.4461E+00   1.1133E-04
 1.7820E+03  3.3252E-02  1.4460E+00   1.1174E-04
 1.7800E+03  3.3243E-02  1.4460E+00   1.1214E-04
 1.7780E+03  3.3235E-02  1.4459E+00   1.1256E-04
 1.7760E+03  3.3226E-02  1.4458E+00   1.1297E-04
 1.7740E+03  3.3218E-02  1.4458E+00   1.1338E-04
 1.7720E+03  3.3209E-02  1.4457E+00   1.1380E-04
 1.7700E+03  3.3201E-02  1.4456E+00   1.1422E-04
 1.7680E+03  3.3192E-02  1.4455E+00   1.1464E-04
 1.7660E+03  3.3184E-02  1.4455E+00   1.1506E-04
 1.7640E+03  3.3175E-02  1.4454E+00   1.1549E-04
 1.7620E+03  3.3166E-02  1.4453E+00   1.1592E-04
 1.7600E+03  3.3158E-02  1.4453E+00   1.1635E-04
 1.7580E+03  3.3149E-02  1.4452E+00   1.1678E-04
 1.7560E+03  3.3140E-02  1.4451E+00   1.1721E-04
 1.7540E+03  3.3131E-02  1.4450E+00   1.1765E-04
 1.7520E+03  3.3123E-02  1.4450E+00   1.1809E-04
 1.7500E+03  3.3114E-02  1.4449E+00   1.1853E-04
 1.7480E+03  3.3105E-02  1.4448E+00   1.1897E-04
 1.7460E+03  3.3096E-02  1.4448E+00   1.1942E-04
 1.7440E+03  3.3087E-02  1.4447E+00   1.1986E-04
 1.7420E+03  3.3078E-02  1.4446E+00   1.2031E-04
 1.7400E+03  3.3069E-02  1.4445E+00   1.2077E-04
 1.7380E+03  3.3060E-02  1.4445E+00   1.2122E-04
 1.7360E+03  3.3050E-02  1.4444E+00   1.2168E-04
 1.7340E+03  3.3041E-02  1.4443E+00   1.2214E-04
 1.7320E+03  3.3032E-02  1.4442E+00   1.2260E-04
 1.7300E+03  3.3023E-02  1.4442E+00   1.2306E-04
 1.7280E+03  3.3013E-02  1.4441E+00   1.2353E-04
 1.7260E+03  3.3004E-02  1.4440E+00   1.2400E-04
 1.7240E+03  3.2995E-02  1.4439E+00   1.2447E-04
 1.7220E+03  3.2985E-02  1.4438E+00   1.2495E-04
 1.7200E+03  3.2976E-02  1.4438E+00   1.2542E-04
 1.7180E+03  3.2966E-02  1.4437E+00   1.2590E-04
 1.7160E+03  3.2957E-02  1.4436E+00   1.2638E-04
 1.7140E+03  3.2947E-02  1.4435E+00   1.2687E-04
 1.7120E+03  3.2938E-02  1.4435E+00   1.2736E-04
 1.7100E+03  3.2928E-02  1.4434E+00   1.2784E-04
 1.7080E+03  3.2918E-02  1.4433E+00   1.2834E-04
 1.7060E+03  3.2909E-02  1.4432E+00   1.2883E-04
 1.7040E+03  3.2899E-02  1.4431E+00   1.2933E-04
 1.7020E+03  3.2889E-02  1.4431E+00   1.2983E-04
 1.7000E+03  3.2879E-02  1.4430E+00   1.3033E-04
 1.6980E+03  3.2869E-02  1.4429E+00   1.3084E-04
 1.6960E+03  3.2859E-02  1.4428E+00   1.3134E-04
 1.6940E+03  3.2849E-02  1.4427E+00   1.3186E-04
 1.6920E+03  3.2839E-02  1.4426E+00   1.3237E-04
 1.6900E+03  3.2829E-02  1.4426E+00   1.3289E-04
 1.6880E+03  3.2819E-02  1.4425E+00   1.3340E-04
 1.6860E+03  3.2809E-02  1.4424E+00   1.3393E-04
 1.6840E+03  3.2799E-02  1.4423E+00   1.3445E-04
 1.6820E+03  3.2788E-02  1.4422E+00   1.3498E-04
 1.6800E+03  3.2778E-02  1.4421E+00   1.3551E-04
 1.6780E+03  3.2768E-02  1.4421E+00   1.3604E-04
 1.6760E+03  3.2757E-02  1.4420E+00   1.3658E-04
 1.6740E+03  3.2747E-02  1.4419E+00   1.3712E-04
 1.6720E+03  3.2737E-02  1.4418E+00   1.3766E-04
 1.6700E+03  3.2726E-02  1.4417E+00   1.3821E-04
 1.6680E+03  3.2715E-02  1.4416E+00   1.3875E-04
 1.6660E+03  3.2705E-02  1.4415E+00   1.3930E-04
 1.6640E+03  3.2694E-02  1.4415E+00   1.3986E-04
 1.6620E+03  3.2684E-02  1.4414E+00   1.4042E-04
 1.6600E+03  3.2673E-02  1.4413E+00   1.4098E-04
 1.6580E+03  3.2662E-02  1.4412E+00   1.4154E-04
 1.6560E+03  3.2651E-02  1.4411E+00   1.4211E-04
 1.6540E+03  3.2640E-02  1.4410E+00   1.4268E-04
 1.6520E+03  3.2629E-02  1.4409E+00   1.4325E-04
 1.6500E+03  3.2618E-02  1.4408E+00   1.4383E-04
 1.6480E+03  3.2607E-02  1.4407E+00   1.4441E-04
 1.6460E+03  3.2596E-02  1.4406E+00   1.4499E-04
 1.6440E+03  3.2585E-02  1.4406E+00   1.4557E-04
 1.6420E+03  3.2574E-02  1.4405E+00   1.4616E-04
 1.6400E+03  3.2563E-02  1.4404E+00   1.4676E-04
 1.6380E+03  3.2551E-02  1.4403E+00   1.4735E-04
 1.6360E+03  3.2540E-02  1.4402E+00   1.4795E-04
 1.6340E+03  3.2529E-02  1.4401E+00   1.4855E-04
 1.6320E+03  3.2517E-02  1.4400E+00   1.4916E-04
 1.6300E+03  3.2506E-02  1.4399E+00   1.4977E-04
 1.6280E+03  3.2494E-02  1.4398E+00   1.5038E-04
 1.6260E+03  3.2483E-02  1.4397E+00   1.5100E-04
 1.6240E+03  3.2471E-02  1.4396E+00   1.5162E-04
 1.6220E+03  3.2459E-02  1.4395E+00   1.5224E-04
 1.6200E+03  3.2447E-02  1.4394E+00   1.5287E-04
 1.6180E+03  3.2436E-02  1.4393E+00   1.5350E-04
 1.6160E+03  3.2424E-02  1.4392E+00   1.5414E-04
 1.6140E+03  3.2412E-02  1.4391E+00   1.5477E-04
 1.6120E+03  3.2400E-02  1.4390E+00   1.5542E-04
 1.6100E+03  3.2388E-02  1.4389E+00   1.5606E-04
 1.6080E+03  3.2376E-02  1.4388E+00   1.5671E-04
 1.6060E+03  3.2364E-02  1.4387E+00   1.5736E-04
 1.6040E+03  3.2351E-02  1.4386E+00   1.5802E-04
 1.6020E+03  3.2339E-02  1.4385E+00   1.5868E-04
 1.6000E+03  3.2327E-02  1.4384E+00   1.5935E-04
 1.5980E+03  3.2315E-02  1.4383E+00   1.6001E-04
 1.5960E+03  3.2302E-02  1.4382E+00   1.6069E-04
 1.5940E+03  3.2290E-02  1.4381E+00   1.6136E-04
 1.5920E+03  3.2277E-02  1.4380E+00   1.6204E-04
 1.5900E+03  3.2265E-02  1.4379E+00   1.6273E-04
 1.5880E+03  3.2252E-02  1.4378E+00   1.6342E-04
 1.5860E+03  3.2239E-02  1.4377E+00   1.6411E-04
 1.5840E+03  3.2226E-02  1.4376E+00   1.6481E-04
 1.5820E+03  3.2213E-02  1.4375E+00   1.6551E-04
 1.5800E+03  3.2201E-02  1.4374E+00   1.6621E-04
 1.5780E+03  3.2188E-02  1.4373E+00   1.6692E-04
 1.5760E+03  3.2175E-02  1.4372E+00   1.6764E-04
 1.5740E+03  3.2161E-02  1.4371E+00   1.6835E-04
 1.5720E+03  3.2148E-02  1.4369E+00   1.6908E-04
 1.5700E+03  3.2135E-02  1.4368E+00   1.6980E-04
 1.5680E+03  3.2122E-02  1.4367E+00   1.7053E-04
 1.5660E+03  3.2108E-02  1.4366E+00   1.7127E-04
 1.5640E+03  3.2095E-02  1.4365E+00   1.7201E-04
 1.5620E+03  3.2082E-02  1.4364E+00   1.7275E-04
 1.5600E+03  3.2068E-02  1.4363E+00   1.7350E-04
 1.5580E+03  3.2054E-02  1.4362E+00   1.7425E-04
 1.5560E+03  3.2041E-02  1.4361E+00   1.7501E-04
 1.5540E+03  3.2027E-02  1.4359E+00   1.7578E-04
 1.5520E+03  3.2013E-02  1.4358E+00   1.7654E-04
 1.5500E+03  3.1999E-02  1.4357E+00   1.7732E-04
 1.5480E+03  3.1985E-02  1.4356E+00   1.7809E-04
 1.5460E+03  3.1971E-02  1.4355E+00   1.7887E-04
 1.5440E+03  3.1957E-02  1.4354E+00   1.7966E-04
 1.5420E+03  3.1943E-02  1.4352E+00   1.8045E-04
 1.5400E+03  3.1929E-02  1.4351E+00   1.8125E-04
 1.5380E+03  3.1915E-02  1.4350E+00   1.8205E-04
 1.5360E+03  3.1900E-02  1.4349E+00   1.8286E-04
 1.5340E+03  3.1886E-02  1.4348E+00   1.8367E-04
 1.5320E+03  3.1871E-02  1.4346E+00   1.8448E-04
 1.5300E+03  3.1857E-02  1.4345E+00   1.8531E-04
 1.5280E+03  3.1842E-02  1.4344E+00   1.8613E-04
 1.5260E+03  3.1827E-02  1.4343E+00   1.8697E-04
 1.5240E+03  3.1812E-02  1.4342E+00   1.8780E-04
 1.5220E+03  3.1798E-02  1.4340E+00   1.8865E-04
 1.5200E+03  3.1783E-02  1.4339E+00   1.8949E-04
 1.5180E+03  3.1768E-02  1.4338E+00   1.9035E-04
 1.5160E+03  3.1752E-02  1.4337E+00   1.9121E-04
 1.5140E+03  3.1737E-02  1.4335E+00   1.9207E-04
 1.5120E+03  3.1722E-02  1.4334E+00   1.9294E-04
 1.5100E+03  3.1707E-02  1.4333E+00   1.9382E-04
 1.5080E+03  3.1691E-02  1.4331E+00   1.9470E-04
 1.5060E+03  3.1676E-02  1.4330E+00   1.9558E-04
 1.5040E+03  3.1660E-02  1.4329E+00   1.9648E-04
 1.5020E+03  3.1644E-02  1.4328E+00   1.9738E-04
 1.5000E+03  3.1629E-02  1.4326E+00   1.9828E-04
 1.4980E+03  3.1613E-02  1.4325E+00   1.9919E-04
 1.4960E+03  3.1597E-02  1.4324E+00   2.0011E-04
 1.4940E+03  3.1581E-02  1.4322E+00   2.0103E-04
 1.4920E+03  3.1565E-02  1.4321E+00   2.0196E-04
 1.4900E+03  3.1549E-02  1.4320E+00   2.0289E-04
 1.4880E+03  3.1532E-02  1.4318E+00   2.0383E-04
 1.4860E+03  3.1516E-02  1.4317E+00   2.0478E-04
 1.4840E+03  3.1499E-02  1.4316E+00   2.0573E-04
 1.4820E+03  3.1483E-02  1.4314E+00   2.0669E-04
 1.4800E+03  3.1466E-02  1.4313E+00   2.0766E-04
 1.4780E+03  3.1450E-02  1.4311E+00   2.0863E-04
 1.4760E+03  3.1433E-02  1.4310E+00   2.0961E-04
 1.4740E+03  3.1416E-02  1.4309E+00   2.1060E-04
 1.4720E+03  3.1399E-02  1.4307E+00   2.1159E-04
 1.4700E+03  3.1382E-02  1.4306E+00   2.1259E-04
 1.4680E+03  3.1365E-02  1.4304E+00   2.1359E-04
 1.4660E+03  3.1347E-02  1.4303E+00   2.1461E-04
 1.4640E+03  3.1330E-02  1.4301E+00   2.1563E-04
 1.4620E+03  3.1313E-02  1.4300E+00   2.1665E-04
 1.4600E+03  3.1295E-02  1.4298E+00   2.1769E-04
 1.4580E+03  3.1277E-02  1.4297E+00   2.1873E-04
 1.4560E+03  3.1260E-02  1.4296E+00   2.1977E-04
 1.4540E+03  3.1242E-02  1.4294E+00   2.2083E-04
 1.4520E+03  3.1224E-02  1.4293E+00   2.2189E-04
 1.4500E+03  3.1206E-02  1.4291E+00   2.2296E-04
 1.4480E+03  3.1188E-02  1.4290E+00   2.2404E-04
 1.4460E+03  3.1169E-02  1.4288E+00   2.2512E-04
 1.4440E+03  3.1151E-02  1.4286E+00   2.2622E-04
 1.4420E+03  3.1133E-02  1.4285E+00   2.2732E-04
 1.4400E+03  3.1114E-02  1.4283E+00   2.2842E-04
 1.4380E+03  3.1095E-02  1.4282E+00   2.2954E-04
 1.4360E+03  3.1076E-02  1.4280E+00   2.3066E-04
 1.4340E+03  3.1058E-02  1.4279E+00   2.3179E-04
 1.4320E+03  3.1039E-02  1.4277E+00   2.3293E-04
 1.4300E+03  3.1019E-02  1.4275E+00   2.3408E-04
 1.4280E+03  3.1000E-02  1.4274E+00   2.3524E-04
 1.4260E+03  3.0981E-02  1.4272E+00   2.3640E-04
 1.4240E+03  3.0961E-02  1.4271E+00   2.3757E-04
 1.4220E+03  3.0942E-02  1.4269E+00   2.3875E-04
 1.4200E+03  3.0922E-02  1.4267E+00   2.3994E-04
 1.4180E+03  3.0902E-02  1.4266E+00   2.4114E-04
 1.4160E+03  3.0883E-02  1.4264E+00   2.4235E-04
 1.4140E+03  3.0863E-02  1.4262E+00   2.4356E-04
 1.4120E+03  3.0842E-02  1.4261E+00   2.4479E-04
 1.4100E+03  3.0822E-02  1.4259E+00   2.4602E-04
 1.4080E+03  3.0802E-02  1.4257E+00   2.4726E-04
 1.4060E+03  3.0781E-02  1.4256E+00   2.4851E-04
 1.4040E+03  3.0761E-02  1.4254E+00   2.4978E-04
 1.4020E+03  3.0740E-02  1.4252E+00   2.5105E-04
 1.4000E+03  3.0719E-02  1.4250E+00   2.5233E-04
 1.3980E+03  3.0698E-02  1.4249E+00   2.5361E-04
 1.3960E+03  3.0677E-02  1.4247E+00   2.5491E-04
 1.3940E+03  3.0656E-02  1.4245E+00   2.5622E-04
 1.3920E+03  3.0634E-02  1.4243E+00   2.5754E-04
 1.3900E+03  3.0613E-02  1.4241E+00   2.5887E-04
 1.3880E+03  3.0591E-02  1.4240E+00   2.6021E-04
 1.3860E+03  3.0569E-02  1.4238E+00   2.6156E-04
 1.3840E+03  3.0547E-02  1.4236E+00   2.6292E-04
 1.3820E+03  3.0525E-02  1.4234E+00   2.6429E-04
 1.3800E+03  3.0503E-02  1.4232E+00   2.6567E-04
 1.3780E+03  3.0481E-02  1.4230E+00   2.6706E-04
 1.3760E+03  3.0458E-02  1.4228E+00   2.6846E-04
 1.3740E+03  3.0436E-02  1.4227E+00   2.6987E-04
