data provided by Paul Lucey in 2006
derived using techniques of Lucey 1998
Forsterite, Fo= 87.6000
minimum grain size (microns)= 0.000000
maximum grain size=(microns) 45.0000
column 1= wavelength, micrometers
column 2= real index
column 3= imaginary index
 
     0.300000      1.65881  0.000182406
     0.305000      1.65881  0.000171202
     0.310000      1.65881  0.000155312
     0.315000      1.65881  0.000145036
     0.320000      1.65881  0.000130192
     0.325000      1.65881  0.000119133
     0.330000      1.65881  0.000107010
     0.335000      1.65881 9.71644e-005
     0.340000      1.65881 8.87022e-005
     0.345000      1.65881 8.20479e-005
     0.350000      1.65881 7.63723e-005
     0.355000      1.65881 7.27165e-005
     0.360000      1.65881 6.89003e-005
     0.365000      1.65881 6.62222e-005
     0.370000      1.65881 6.32697e-005
     0.375000      1.65881 6.13408e-005
     0.380000      1.65881 5.86322e-005
     0.385000      1.65881 5.62723e-005
     0.390000      1.65881 5.39818e-005
     0.395000      1.65881 5.15908e-005
     0.400000      1.65881 5.00115e-005
     0.405000      1.65881 4.74215e-005
     0.410000      1.65881 4.55331e-005
     0.415000      1.65881 4.36647e-005
     0.420000      1.65881 4.21049e-005
     0.425000      1.65881 4.05106e-005
     0.430000      1.65881 3.89983e-005
     0.435000      1.65881 3.75710e-005
     0.440000      1.65881 3.63493e-005
     0.445000      1.65881 3.55731e-005
     0.450000      1.65881 3.50140e-005
     0.455000      1.65881 3.46169e-005
     0.460000      1.65881 3.38408e-005
     0.465000      1.65881 3.31666e-005
     0.470000      1.65881 3.24730e-005
     0.475000      1.65881 3.18849e-005
     0.480000      1.65881 3.10297e-005
     0.485000      1.65881 3.04696e-005
     0.490000      1.65881 2.99565e-005
     0.495000      1.65881 2.90453e-005
     0.500000      1.65881 2.75360e-005
     0.505000      1.65881 2.63223e-005
     0.510000      1.65881 2.55411e-005
     0.515000      1.65881 2.46769e-005
     0.520000      1.65881 2.39278e-005
     0.525000      1.65881 2.31616e-005
     0.530000      1.65881 2.24460e-005
     0.535000      1.65881 2.16478e-005
     0.540000      1.65881 2.09697e-005
     0.545000      1.65881 2.02776e-005
     0.550000      1.65881 1.97084e-005
     0.555000      1.65881 1.95414e-005
     0.560000      1.65881 1.88113e-005
     0.565000      1.65881 1.88393e-005
     0.570000      1.65881 1.87222e-005
     0.575000      1.65881 1.86012e-005
     0.580000      1.65881 1.86912e-005
     0.585000      1.65881 1.87072e-005
     0.590000      1.65881 1.87202e-005
     0.595000      1.65881 1.87322e-005
     0.600000      1.65881 1.88153e-005
     0.605000      1.65881 1.88963e-005
     0.610000      1.65881 1.89773e-005
     0.615000      1.65881 1.91333e-005
     0.620000      1.65881 1.92884e-005
     0.625000      1.65881 1.95214e-005
     0.630000      1.65881 1.96774e-005
     0.635000      1.65881 1.96764e-005
     0.640000      1.65881 1.96734e-005
     0.645000      1.65881 1.96674e-005
     0.650000      1.65881 1.96584e-005
     0.655000      1.65881 1.96484e-005
     0.660000      1.65881 1.95534e-005
     0.665000      1.65881 1.97835e-005
     0.670000      1.65881 1.99325e-005
     0.675000      1.65881 2.01645e-005
     0.680000      1.65881 2.00615e-005
     0.685000      1.65881 2.02946e-005
     0.690000      1.65881 2.06976e-005
     0.695000      1.65881 2.10197e-005
     0.700000      1.65881 2.12578e-005
     0.705000      1.65881 2.16708e-005
     0.710000      1.65881 2.21759e-005
     0.715000      1.65881 2.28646e-005
     0.720000      1.65881 2.32026e-005
     0.725000      1.65881 2.39038e-005
     0.730000      1.65881 2.44309e-005
     0.735000      1.65881 2.50550e-005
     0.740000      1.65881 2.56861e-005
     0.745000      1.65881 2.63243e-005
     0.750000      1.65881 2.73425e-005
     0.755000      1.65881 2.81851e-005
     0.760000      1.65881 2.90373e-005
     0.765000      1.65881 2.98035e-005
     0.770000      1.65881 3.09637e-005
     0.775000      1.65881 3.19439e-005
     0.780000      1.65881 3.28376e-005
     0.785000      1.65881 3.38398e-005
     0.790000      1.65881 3.52511e-005
     0.795000      1.65881 3.62793e-005
     0.800000      1.65881 3.75210e-005
     0.805000      1.65881 3.87783e-005
     0.810000      1.65881 3.96364e-005
     0.815000      1.65881 4.10237e-005
     0.820000      1.65881 4.21119e-005
     0.825000      1.65881 4.31076e-005
     0.830000      1.65881 4.45379e-005
     0.835000      1.65881 4.54481e-005
     0.840000      1.65881 4.65833e-005
     0.845000      1.65881 4.76210e-005
     0.850000      1.65881 4.81221e-005
     0.855000      1.65881 4.95074e-005
     0.860000      1.65881 4.99075e-005
     0.865000      1.65881 5.16508e-005
     0.870000      1.65881 5.21739e-005
     0.875000      1.65881 5.36077e-005
     0.880000      1.65881 5.41418e-005
     0.885000      1.65881 5.54841e-005
     0.890000      1.65881 5.64913e-005
     0.895000      1.65881 5.72745e-005
     0.900000      1.65881 5.88853e-005
     0.905000      1.65881 6.03946e-005
     0.910000      1.65881 6.16808e-005
     0.915000      1.65881 6.30986e-005
     0.920000      1.65881 6.46509e-005
     0.925000      1.65881 6.74395e-005
     0.930000      1.65881 6.86632e-005
     0.935000      1.65881 7.11367e-005
     0.940000      1.65881 7.35147e-005
     0.945000      1.65881 7.57942e-005
     0.950000      1.65881 7.82261e-005
     0.955000      1.65881 8.09427e-005
     0.960000      1.65881 8.39518e-005
     0.965000      1.65881 8.66053e-005
     0.970000      1.65881 9.02125e-005
     0.975000      1.65881 9.30686e-005
     0.980000      1.65881 9.60922e-005
     0.985000      1.65881 9.90163e-005
     0.990000      1.65881  0.000102384
     0.995000      1.65881  0.000105931
      1.00000      1.65881  0.000108965
      1.00500      1.65881  0.000111613
      1.01000      1.65881  0.000114854
      1.01500      1.65881  0.000117703
      1.02000      1.65881  0.000120008
      1.02500      1.65881  0.000121898
      1.03000      1.65881  0.000124387
      1.03500      1.65881  0.000126165
      1.04000      1.65881  0.000127808
      1.04500      1.65881  0.000128868
      1.05000      1.65881  0.000129783
      1.05500      1.65881  0.000130102
      1.06000      1.65881  0.000130869
      1.06500      1.65881  0.000130730
      1.07000      1.65881  0.000130736
      1.07500      1.65881  0.000129821
      1.08000      1.65881  0.000128897
      1.08500      1.65881  0.000127961
      1.09000      1.65881  0.000125787
      1.09500      1.65881  0.000124827
      1.10000      1.65881  0.000123086
      1.10500      1.65881  0.000121023
      1.11000      1.65881  0.000119407
      1.11500      1.65881  0.000117470
      1.12000      1.65881  0.000115828
      1.12500      1.65881  0.000114019
      1.13000      1.65881  0.000112505
      1.13500      1.65881  0.000111135
      1.14000      1.65881  0.000109908
      1.14500      1.65881  0.000108514
      1.15000      1.65881  0.000107578
      1.15500      1.65881  0.000106789
      1.16000      1.65881  0.000105834
      1.16500      1.65881  0.000105028
      1.17000      1.65881  0.000104212
      1.17500      1.65881  0.000103863
      1.18000      1.65881  0.000103191
      1.18500      1.65881  0.000102190
      1.19000      1.65881  0.000102141
      1.19500      1.65881  0.000101767
      1.20000      1.65881  0.000100581
      1.20500      1.65881  0.000100193
      1.21000      1.65881 9.97975e-005
      1.21500      1.65881 9.92353e-005
      1.22000      1.65881 9.91533e-005
      1.22500      1.65881 9.85782e-005
      1.23000      1.65881 9.81611e-005
      1.23500      1.65881 9.79011e-005
      1.24000      1.65881 9.78021e-005
      1.24500      1.65881 9.68714e-005
      1.25000      1.65881 9.62633e-005
      1.25500      1.65881 9.58162e-005
      1.26000      1.65881 9.53631e-005
      1.26500      1.65881 9.44009e-005
      1.27000      1.65881 9.34307e-005
      1.27500      1.65881 9.27886e-005
      1.28000      1.65881 9.24770e-005
      1.28500      1.65881 9.18229e-005
      1.29000      1.65881 9.08227e-005
      1.29500      1.65881 8.98135e-005
      1.30000      1.65881 8.89663e-005
      1.30500      1.65881 8.79411e-005
      1.31000      1.65881 8.67363e-005
      1.31500      1.65881 8.56941e-005
      1.32000      1.65881 8.44719e-005
      1.32500      1.65881 8.34137e-005
      1.33000      1.65881 8.21729e-005
      1.33500      1.65881 8.14438e-005
      1.34000      1.65881 7.98405e-005
      1.34500      1.65881 7.87473e-005
      1.35000      1.65881 7.78211e-005
      1.35500      1.65881 7.65383e-005
      1.36000      1.65881 7.52460e-005
      1.36500      1.65881 7.39458e-005
      1.37000      1.65881 7.26365e-005
      1.37500      1.65881 7.14938e-005
      1.38000      1.65881 6.99915e-005
      1.38500      1.65881 6.86562e-005
      1.39000      1.65881 6.73115e-005
      1.39500      1.65881 6.61362e-005
      1.40000      1.65881 6.53071e-005
      1.40500      1.65881 6.42939e-005
      1.41000      1.65881 6.32737e-005
      1.41500      1.65881 6.18889e-005
      1.42000      1.65881 6.06746e-005
      1.42500      1.65881 5.96324e-005
      1.43000      1.65881 5.84022e-005
      1.43500      1.65881 5.73455e-005
      1.44000      1.65881 5.64603e-005
      1.44500      1.65881 5.52090e-005
      1.45000      1.65881 5.41298e-005
      1.45500      1.65881 5.32256e-005
      1.46000      1.65881 5.19519e-005
      1.46500      1.65881 5.12167e-005
      1.47000      1.65881 5.02936e-005
      1.47500      1.65881 4.95474e-005
      1.48000      1.65881 4.87963e-005
      1.48500      1.65881 4.76710e-005
      1.49000      1.65881 4.69084e-005
      1.49500      1.65881 4.63253e-005
      1.50000      1.65881 4.55521e-005
      1.50500      1.65881 4.45879e-005
      1.51000      1.65881 4.38038e-005
      1.51500      1.65881 4.32006e-005
      1.52000      1.65881 4.25935e-005
      1.52500      1.65881 4.19829e-005
      1.53000      1.65881 4.17438e-005
      1.53500      1.65881 4.09357e-005
      1.54000      1.65881 4.03116e-005
      1.54500      1.65881 4.00625e-005
      1.55000      1.65881 3.92413e-005
      1.55500      1.65881 3.89863e-005
      1.56000      1.65881 3.85372e-005
      1.56500      1.65881 3.80851e-005
      1.57000      1.65881 3.80151e-005
      1.57500      1.65881 3.77491e-005
      1.58000      1.65881 3.70954e-005
      1.58500      1.65881 3.66323e-005
      1.59000      1.65881 3.67473e-005
      1.59500      1.65881 3.60822e-005
      1.60000      1.65881 3.60002e-005
      1.60500      1.65881 3.57201e-005
      1.61000      1.65881 3.54391e-005
      1.61500      1.65881 3.49570e-005
      1.62000      1.65881 3.50650e-005
      1.62500      1.65881 3.47770e-005
      1.63000      1.65881 3.48840e-005
      1.63500      1.65881 3.45919e-005
      1.64000      1.65881 3.42979e-005
      1.64500      1.65881 3.42018e-005
      1.65000      1.65881 3.43059e-005
      1.65500      1.65881 3.40068e-005
      1.66000      1.65881 3.45139e-005
      1.66500      1.65881 3.42118e-005
      1.67000      1.65881 3.39078e-005
      1.67500      1.65881 3.40098e-005
      1.68000      1.65881 3.39068e-005
      1.68500      1.65881 3.38018e-005
      1.69000      1.65881 3.36967e-005
      1.69500      1.65881 3.37968e-005
      1.70000      1.65881 3.34827e-005
      1.70500      1.65881 3.35807e-005
      1.71000      1.65881 3.34707e-005
      1.71500      1.65881 3.35697e-005
      1.72000      1.65881 3.34577e-005
      1.72500      1.65881 3.35547e-005
      1.73000      1.65881 3.34417e-005
      1.73500      1.65881 3.37497e-005
      1.74000      1.65881 3.38458e-005
      1.74500      1.65881 3.37317e-005
      1.75000      1.65881 3.38288e-005
      1.75500      1.65881 3.37117e-005
      1.76000      1.65881 3.40218e-005
      1.76500      1.65881 3.39038e-005
      1.77000      1.65881 3.42148e-005
      1.77500      1.65881 3.40958e-005
      1.78000      1.65881 3.44079e-005
      1.78500      1.65881 3.42879e-005
      1.79000      1.65881 3.43839e-005
      1.79500      1.65881 3.44799e-005
      1.80000      1.65881 3.45759e-005
      1.80500      1.65881 3.48910e-005
      1.81000      1.65881 3.52080e-005
      1.81500      1.65881 3.53051e-005
      1.82000      1.65881 3.56241e-005
      1.82500      1.65881 3.55001e-005
      1.83000      1.65881 3.58202e-005
      1.83500      1.65881 3.63643e-005
      1.84000      1.65881 3.60162e-005
      1.84500      1.65881 3.61142e-005
      1.85000      1.65881 3.59862e-005
      1.85500      1.65881 3.60832e-005
      1.86000      1.65881 3.59542e-005
      1.86500      1.65881 3.67313e-005
      1.87000      1.65881 3.77410e-005
      1.87500      1.65881 3.62452e-005
      1.88000      1.65881 3.58842e-005
      1.88500      1.65881 3.62092e-005
      1.89000      1.65881 3.63053e-005
      1.89500      1.65881 3.66313e-005
      1.90000      1.65881 3.76520e-005
      1.90500      1.65881 3.75200e-005
      1.91000      1.65881 3.73865e-005
      1.91500      1.65881 3.77170e-005
      1.92000      1.65881 3.78151e-005
      1.92500      1.65881 3.74455e-005
      1.93000      1.65881 3.75420e-005
      1.93500      1.65881 3.78751e-005
      1.94000      1.65881 3.77370e-005
      1.94500      1.65881 3.75980e-005
      1.95000      1.65881 3.72204e-005
      1.95500      1.65881 3.75530e-005
      1.96000      1.65881 3.74115e-005
      1.96500      1.65881 3.75070e-005
      1.97000      1.65881 3.76010e-005
      1.97500      1.65881 3.74575e-005
      1.98000      1.65881 3.75530e-005
      1.98500      1.65881 3.78881e-005
      1.99000      1.65881 3.75005e-005
      1.99500      1.65881 3.78371e-005
      2.00000      1.65881 3.76890e-005
      2.00500      1.65881 3.77831e-005
      2.01000      1.65881 3.76330e-005
      2.01500      1.65881 3.77260e-005
      2.02000      1.65881 3.78201e-005
      2.02500      1.65881 3.76680e-005
      2.03000      1.65881 3.77601e-005
      2.03500      1.65881 3.78531e-005
      2.04000      1.65881 3.79461e-005
      2.04500      1.65881 3.82882e-005
      2.05000      1.65881 3.81321e-005
      2.05500      1.65881 3.82251e-005
      2.06000      1.65881 3.83182e-005
      2.06500      1.65881 3.86622e-005
      2.07000      1.65881 3.87563e-005
      2.07500      1.65881 3.85972e-005
      2.08000      1.65881 3.86902e-005
      2.08500      1.65881 3.85302e-005
      2.09000      1.65881 3.88763e-005
      2.09500      1.65881 3.87152e-005
      2.10000      1.65881 3.88073e-005
      2.10500      1.65881 3.86442e-005
      2.11000      1.65881 3.84802e-005
      2.11500      1.65881 3.85712e-005
      2.12000      1.65881 3.86622e-005
      2.12500      1.65881 3.90113e-005
      2.13000      1.65881 3.88453e-005
      2.13500      1.65881 3.91943e-005
      2.14000      1.65881 3.92874e-005
      2.14500      1.65881 3.96394e-005
      2.15000      1.65881 3.97314e-005
      2.15500      1.65881 3.98235e-005
      2.16000      1.65881 3.99165e-005
      2.16500      1.65881 4.02716e-005
      2.17000      1.65881 4.03646e-005
      2.17500      1.65881 4.01935e-005
      2.18000      1.65881 4.05506e-005
      2.18500      1.65881 4.03786e-005
      2.19000      1.65881 4.02045e-005
      2.19500      1.65881 4.05626e-005
      2.20000      1.65881 4.06556e-005
      2.20500      1.65881 4.07477e-005
      2.21000      1.65881 4.08397e-005
      2.21500      1.65881 4.06636e-005
      2.22000      1.65881 4.07557e-005
      2.22500      1.65881 4.08467e-005
      2.23000      1.65881 4.09387e-005
      2.23500      1.65881 4.07597e-005
      2.24000      1.65881 4.08507e-005
      2.24500      1.65881 4.06686e-005
      2.25000      1.65881 4.10337e-005
      2.25500      1.65881 4.11237e-005
      2.26000      1.65881 4.14898e-005
      2.26500      1.65881 4.13068e-005
      2.27000      1.65881 4.13978e-005
      2.27500      1.65881 4.14888e-005
      2.28000      1.65881 4.15798e-005
      2.28500      1.65881 4.16708e-005
      2.29000      1.65881 4.14848e-005
      2.29500      1.65881 4.15748e-005
      2.30000      1.65881 4.19439e-005
      2.30500      1.65881 4.17559e-005
      2.31000      1.65881 4.18469e-005
      2.31500      1.65881 4.19369e-005
      2.32000      1.65881 4.20279e-005
      2.32500      1.65881 4.26825e-005
      2.33000      1.65881 4.24920e-005
      2.33500      1.65881 4.25825e-005
      2.34000      1.65881 4.23900e-005
      2.34500      1.65881 4.24810e-005
      2.35000      1.65881 4.25715e-005
      2.35500      1.65881 4.26615e-005
      2.36000      1.65881 4.30386e-005
      2.36500      1.65881 4.31306e-005
      2.37000      1.65881 4.29336e-005
      2.37500      1.65881 4.33117e-005
      2.38000      1.65881 4.34037e-005
      2.38500      1.65881 4.34947e-005
      2.39000      1.65881 4.32957e-005
      2.39500      1.65881 4.33867e-005
      2.40000      1.65881 4.34767e-005
      2.40500      1.65881 4.32757e-005
      2.41000      1.65881 4.33657e-005
      2.41500      1.65881 4.34557e-005
      2.42000      1.65881 4.35457e-005
      2.42500      1.65881 4.36347e-005
      2.43000      1.65881 4.40208e-005
      2.43500      1.65881 4.41118e-005
      2.44000      1.65881 4.44979e-005
      2.44500      1.65881 4.45889e-005
      2.45000      1.65881 4.49780e-005
      2.45500      1.65881 4.50700e-005
      2.46000      1.65881 4.51610e-005
      2.46500      1.65881 4.52531e-005
      2.47000      1.65881 4.53451e-005
      2.47500      1.65881 4.42348e-005
      2.48000      1.65881 4.46249e-005
      2.48500      1.65881 4.50170e-005
      2.49000      1.65881 4.51080e-005
      2.49500      1.65881 4.51980e-005
      2.50000      1.65881 4.52891e-005
      2.50500      1.65881 4.53791e-005
      2.51000      1.65881 4.57752e-005
      2.51500      1.65881 4.55601e-005
      2.52000      1.65881 4.53451e-005
      2.52500      1.65881 4.54361e-005
      2.53000      1.65881 4.58322e-005
      2.53500      1.65881 4.53071e-005
      2.54000      1.65881 4.57051e-005
      2.54500      1.65881 4.61042e-005
      2.55000      1.65881 4.58852e-005
      2.55500      1.65881 4.56641e-005
      2.56000      1.65881 4.91743e-005
      2.56500      1.65881 4.64663e-005
      2.57000      1.65881 4.74935e-005
      2.57500      1.65881 4.78981e-005
      2.58000      1.65881 4.89313e-005
      2.58500      1.65881 4.93404e-005
      2.59000      1.65881 4.97514e-005
      2.59500      1.65881 4.85862e-005
      2.60000      1.65881 4.93114e-005
