data provided by Paul Lucey in 2006
derived using techniques of Lucey 1998
Forsterite, Fo= 86.0000
minimum grain size (microns)= 0.000000
maximum grain size=(microns) 45.0000
column 1= wavelength, micrometers
column 2= real index
column 3= imaginary index
 
     0.450000      1.66188 2.95104e-005
     0.455000      1.66188 2.91893e-005
     0.460000      1.66188 2.87953e-005
     0.465000      1.66188 2.82682e-005
     0.470000      1.66188 2.77250e-005
     0.475000      1.66188 2.70444e-005
     0.480000      1.66188 2.58562e-005
     0.485000      1.66188 2.53221e-005
     0.490000      1.66188 2.49600e-005
     0.495000      1.66188 2.47129e-005
     0.500000      1.66188 2.42028e-005
     0.505000      1.66188 2.33607e-005
     0.510000      1.66188 2.26925e-005
     0.515000      1.66188 2.22680e-005
     0.520000      1.66188 2.19629e-005
     0.525000      1.66188 2.17799e-005
     0.530000      1.66188 2.16558e-005
     0.535000      1.66188 2.14588e-005
     0.540000      1.66188 2.11877e-005
     0.545000      1.66188 2.10437e-005
     0.550000      1.66188 2.07577e-005
     0.555000      1.66188 2.07396e-005
     0.560000      1.66188 2.06476e-005
     0.565000      1.66188 2.06216e-005
     0.570000      1.66188 2.08037e-005
     0.575000      1.66188 2.09147e-005
     0.580000      1.66188 2.09527e-005
     0.585000      1.66188 2.12788e-005
     0.590000      1.66188 2.14608e-005
     0.595000      1.66188 2.16428e-005
     0.600000      1.66188 2.19739e-005
     0.605000      1.66188 2.21569e-005
     0.610000      1.66188 2.24160e-005
     0.615000      1.66188 2.28286e-005
     0.620000      1.66188 2.30146e-005
     0.625000      1.66188 2.35107e-005
     0.630000      1.66188 2.37768e-005
     0.635000      1.66188 2.41238e-005
     0.640000      1.66188 2.43139e-005
     0.645000      1.66188 2.42629e-005
     0.650000      1.66188 2.45319e-005
     0.655000      1.66188 2.47209e-005
     0.660000      1.66188 2.49910e-005
     0.665000      1.66188 2.53461e-005
     0.670000      1.66188 2.54531e-005
     0.675000      1.66188 2.58952e-005
     0.680000      1.66188 2.60872e-005
     0.685000      1.66188 2.64503e-005
     0.690000      1.66188 2.69014e-005
     0.695000      1.66188 2.74425e-005
     0.700000      1.66188 2.78151e-005
     0.705000      1.66188 2.81011e-005
     0.710000      1.66188 2.87442e-005
     0.715000      1.66188 2.92143e-005
     0.720000      1.66188 2.95094e-005
     0.725000      1.66188 3.00765e-005
     0.730000      1.66188 3.08327e-005
     0.735000      1.66188 3.14118e-005
     0.740000      1.66188 3.19969e-005
     0.745000      1.66188 3.26815e-005
     0.750000      1.66188 3.34657e-005
     0.755000      1.66188 3.41638e-005
     0.760000      1.66188 3.45819e-005
     0.765000      1.66188 3.53871e-005
     0.770000      1.66188 3.64933e-005
     0.775000      1.66188 3.71214e-005
     0.780000      1.66188 3.78541e-005
     0.785000      1.66188 3.87923e-005
     0.790000      1.66188 3.95404e-005
     0.795000      1.66188 4.07997e-005
     0.800000      1.66188 4.16668e-005
     0.805000      1.66188 4.25415e-005
     0.810000      1.66188 4.32186e-005
     0.815000      1.66188 4.42128e-005
     0.820000      1.66188 4.50080e-005
     0.825000      1.66188 4.60202e-005
     0.830000      1.66188 4.72565e-005
     0.835000      1.66188 4.85042e-005
     0.840000      1.66188 4.90113e-005
     0.845000      1.66188 5.01715e-005
     0.850000      1.66188 5.09057e-005
     0.855000      1.66188 5.18659e-005
     0.860000      1.66188 5.27235e-005
     0.865000      1.66188 5.39238e-005
     0.870000      1.66188 5.47980e-005
     0.875000      1.66188 5.55661e-005
     0.880000      1.66188 5.69094e-005
     0.885000      1.66188 5.80371e-005
     0.890000      1.66188 5.90583e-005
     0.895000      1.66188 6.06716e-005
     0.900000      1.66188 6.15968e-005
     0.905000      1.66188 6.28846e-005
     0.910000      1.66188 6.43029e-005
     0.915000      1.66188 6.50150e-005
     0.920000      1.66188 6.69384e-005
     0.925000      1.66188 6.88833e-005
     0.930000      1.66188 7.04806e-005
     0.935000      1.66188 7.25885e-005
     0.940000      1.66188 7.45959e-005
     0.945000      1.66188 7.72514e-005
     0.950000      1.66188 7.95604e-005
     0.955000      1.66188 8.15098e-005
     0.960000      1.66188 8.43829e-005
     0.965000      1.66188 8.72895e-005
     0.970000      1.66188 8.99695e-005
     0.975000      1.66188 9.24150e-005
     0.980000      1.66188 9.55541e-005
     0.985000      1.66188 9.84622e-005
     0.990000      1.66188  0.000101540
     0.995000      1.66188  0.000104516
      1.00000      1.66188  0.000107803
      1.00500      1.66188  0.000110990
      1.01000      1.66188  0.000113791
      1.01500      1.66188  0.000116195
      1.02000      1.66188  0.000118194
      1.02500      1.66188  0.000121074
      1.03000      1.66188  0.000123694
      1.03500      1.66188  0.000124878
      1.04000      1.66188  0.000126802
      1.04500      1.66188  0.000128003
      1.05000      1.66188  0.000129952
      1.05500      1.66188  0.000130721
      1.06000      1.66188  0.000131792
      1.06500      1.66188  0.000130905
      1.07000      1.66188  0.000131519
      1.07500      1.66188  0.000131222
      1.08000      1.66188  0.000129850
      1.08500      1.66188  0.000129229
      1.09000      1.66188  0.000128446
      1.09500      1.66188  0.000126885
      1.10000      1.66188  0.000124851
      1.10500      1.66188  0.000123416
      1.11000      1.66188  0.000122277
      1.11500      1.66188  0.000120509
      1.12000      1.66188  0.000118727
      1.12500      1.66188  0.000117396
      1.13000      1.66188  0.000116054
      1.13500      1.66188  0.000114078
      1.14000      1.66188  0.000112399
      1.14500      1.66188  0.000111642
      1.15000      1.66188  0.000110096
      1.15500      1.66188  0.000109005
      1.16000      1.66188  0.000107749
      1.16500      1.66188  0.000106952
      1.17000      1.66188  0.000106148
      1.17500      1.66188  0.000105651
      1.18000      1.66188  0.000104513
      1.18500      1.66188  0.000104160
      1.19000      1.66188  0.000103162
      1.19500      1.66188  0.000102474
      1.20000      1.66188  0.000101940
      1.20500      1.66188  0.000101398
      1.21000      1.66188  0.000100850
      1.21500      1.66188  0.000100619
      1.22000      1.66188  0.000100058
      1.22500      1.66188 9.93264e-005
      1.23000      1.66188 9.92413e-005
      1.23500      1.66188 9.86612e-005
      1.24000      1.66188 9.85672e-005
      1.24500      1.66188 9.79741e-005
      1.25000      1.66188 9.70444e-005
      1.25500      1.66188 9.62713e-005
      1.26000      1.66188 9.54901e-005
      1.26500      1.66188 9.50360e-005
      1.27000      1.66188 9.44079e-005
      1.27500      1.66188 9.37738e-005
      1.28000      1.66188 9.31326e-005
      1.28500      1.66188 9.21469e-005
      1.29000      1.66188 9.06476e-005
      1.29500      1.66188 8.98145e-005
      1.30000      1.66188 8.89743e-005
      1.30500      1.66188 8.86352e-005
      1.31000      1.66188 8.70994e-005
      1.31500      1.66188 8.62352e-005
      1.32000      1.66188 8.45089e-005
      1.32500      1.66188 8.34567e-005
      1.33000      1.66188 8.23960e-005
      1.33500      1.66188 8.13278e-005
      1.34000      1.66188 7.99065e-005
      1.34500      1.66188 7.91673e-005
      1.35000      1.66188 7.82482e-005
      1.35500      1.66188 7.74945e-005
      1.36000      1.66188 7.67353e-005
      1.36500      1.66188 7.61432e-005
      1.37000      1.66188 7.43219e-005
      1.37500      1.66188 7.28396e-005
      1.38000      1.66188 7.22260e-005
      1.38500      1.66188 7.31926e-005
      1.39000      1.66188 7.04526e-005
      1.39500      1.66188 7.03526e-005
      1.40000      1.66188 6.82982e-005
      1.40500      1.66188 6.62332e-005
      1.41000      1.66188 6.46909e-005
      1.41500      1.66188 6.34947e-005
      1.42000      1.66188 6.21129e-005
      1.42500      1.66188 6.05436e-005
      1.43000      1.66188 5.93234e-005
      1.43500      1.66188 5.84542e-005
      1.44000      1.66188 5.70394e-005
      1.44500      1.66188 5.56161e-005
      1.45000      1.66188 5.50860e-005
      1.45500      1.66188 5.41898e-005
      1.46000      1.66188 5.31066e-005
      1.46500      1.66188 5.25605e-005
      1.47000      1.66188 5.14648e-005
      1.47500      1.66188 5.03616e-005
      1.48000      1.66188 4.94344e-005
      1.48500      1.66188 4.83172e-005
      1.49000      1.66188 4.75610e-005
      1.49500      1.66188 4.69824e-005
      1.50000      1.66188 4.62162e-005
      1.50500      1.66188 4.54451e-005
      1.51000      1.66188 4.44819e-005
      1.51500      1.66188 4.35137e-005
      1.52000      1.66188 4.29116e-005
      1.52500      1.66188 4.24910e-005
      1.53000      1.66188 4.18809e-005
      1.53500      1.66188 4.10787e-005
      1.54000      1.66188 4.06476e-005
      1.54500      1.66188 4.02135e-005
      1.55000      1.66188 3.93964e-005
      1.55500      1.66188 3.93344e-005
      1.56000      1.66188 3.90793e-005
      1.56500      1.66188 3.84412e-005
      1.57000      1.66188 3.79901e-005
      1.57500      1.66188 3.77270e-005
      1.58000      1.66188 3.72705e-005
      1.58500      1.66188 3.68094e-005
      1.59000      1.66188 3.65383e-005
      1.59500      1.66188 3.64593e-005
      1.60000      1.66188 3.61852e-005
      1.60500      1.66188 3.61032e-005
      1.61000      1.66188 3.58242e-005
      1.61500      1.66188 3.55431e-005
      1.62000      1.66188 3.52601e-005
      1.62500      1.66188 3.51710e-005
      1.63000      1.66188 3.50820e-005
      1.63500      1.66188 3.49910e-005
      1.64000      1.66188 3.46999e-005
      1.64500      1.66188 3.46069e-005
      1.65000      1.66188 3.45119e-005
      1.65500      1.66188 3.46159e-005
      1.66000      1.66188 3.41168e-005
      1.66500      1.66188 3.38168e-005
      1.67000      1.66188 3.39178e-005
      1.67500      1.66188 3.36137e-005
      1.68000      1.66188 3.37137e-005
      1.68500      1.66188 3.36107e-005
      1.69000      1.66188 3.35057e-005
      1.69500      1.66188 3.36047e-005
      1.70000      1.66188 3.34987e-005
      1.70500      1.66188 3.31846e-005
      1.71000      1.66188 3.32817e-005
      1.71500      1.66188 3.33787e-005
      1.72000      1.66188 3.32687e-005
      1.72500      1.66188 3.33647e-005
      1.73000      1.66188 3.32527e-005
      1.73500      1.66188 3.33487e-005
      1.74000      1.66188 3.34447e-005
      1.74500      1.66188 3.33297e-005
      1.75000      1.66188 3.34247e-005
      1.75500      1.66188 3.35207e-005
      1.76000      1.66188 3.36157e-005
      1.76500      1.66188 3.34987e-005
      1.77000      1.66188 3.35927e-005
      1.77500      1.66188 3.36877e-005
      1.78000      1.66188 3.35677e-005
      1.78500      1.66188 3.36617e-005
      1.79000      1.66188 3.37568e-005
      1.79500      1.66188 3.40668e-005
      1.80000      1.66188 3.37277e-005
      1.80500      1.66188 3.38208e-005
      1.81000      1.66188 3.36957e-005
      1.81500      1.66188 3.37888e-005
      1.82000      1.66188 3.36627e-005
      1.82500      1.66188 3.37547e-005
      1.83000      1.66188 3.40688e-005
      1.83500      1.66188 3.39398e-005
      1.84000      1.66188 3.40318e-005
      1.84500      1.66188 3.36797e-005
      1.85000      1.66188 3.37708e-005
      1.85500      1.66188 3.40858e-005
      1.86000      1.66188 3.41778e-005
      1.86500      1.66188 3.40448e-005
      1.87000      1.66188 3.45869e-005
      1.87500      1.66188 3.44529e-005
      1.88000      1.66188 3.43179e-005
      1.88500      1.66188 3.46369e-005
      1.89000      1.66188 3.51850e-005
      1.89500      1.66188 3.52781e-005
      1.90000      1.66188 3.53721e-005
      1.90500      1.66188 3.59252e-005
      1.91000      1.66188 3.55581e-005
      1.91500      1.66188 3.63453e-005
      1.92000      1.66188 3.62082e-005
      1.92500      1.66188 3.65353e-005
      1.93000      1.66188 3.68634e-005
      1.93500      1.66188 3.71924e-005
      1.94000      1.66188 3.75230e-005
      1.94500      1.66188 3.76200e-005
      1.95000      1.66188 3.77170e-005
      1.95500      1.66188 3.78131e-005
      1.96000      1.66188 3.79101e-005
      1.96500      1.66188 3.80071e-005
      1.97000      1.66188 3.78651e-005
      1.97500      1.66188 3.79621e-005
      1.98000      1.66188 3.80571e-005
      1.98500      1.66188 3.81531e-005
      1.99000      1.66188 3.82501e-005
      1.99500      1.66188 3.83452e-005
      2.00000      1.66188 3.82001e-005
      2.00500      1.66188 3.82952e-005
      2.01000      1.66188 3.81481e-005
      2.01500      1.66188 3.82431e-005
      2.02000      1.66188 3.80941e-005
      2.02500      1.66188 3.81881e-005
      2.03000      1.66188 3.82822e-005
      2.03500      1.66188 3.81301e-005
      2.04000      1.66188 3.84712e-005
      2.04500      1.66188 3.80711e-005
      2.05000      1.66188 3.84112e-005
      2.05500      1.66188 3.82572e-005
      2.06000      1.66188 3.81011e-005
      2.06500      1.66188 3.84432e-005
      2.07000      1.66188 3.82862e-005
      2.07500      1.66188 3.81281e-005
      2.08000      1.66188 3.82201e-005
      2.08500      1.66188 3.85642e-005
      2.09000      1.66188 3.86562e-005
      2.09500      1.66188 3.84962e-005
      2.10000      1.66188 3.83342e-005
      2.10500      1.66188 3.84252e-005
      2.11000      1.66188 3.90263e-005
      2.11500      1.66188 3.88633e-005
      2.12000      1.66188 3.86992e-005
      2.12500      1.66188 3.87903e-005
      2.13000      1.66188 3.88823e-005
      2.13500      1.66188 3.92303e-005
      2.14000      1.66188 3.90643e-005
      2.14500      1.66188 3.94144e-005
      2.15000      1.66188 3.92473e-005
      2.15500      1.66188 3.90773e-005
      2.16000      1.66188 3.91683e-005
      2.16500      1.66188 3.89983e-005
      2.17000      1.66188 3.90883e-005
      2.17500      1.66188 3.94404e-005
      2.18000      1.66188 3.97945e-005
      2.18500      1.66188 3.96214e-005
      2.19000      1.66188 3.97124e-005
      2.19500      1.66188 4.00685e-005
      2.20000      1.66188 4.01595e-005
      2.20500      1.66188 4.02506e-005
      2.21000      1.66188 4.06086e-005
      2.21500      1.66188 4.07006e-005
      2.22000      1.66188 4.07927e-005
      2.22500      1.66188 4.08847e-005
      2.23000      1.66188 4.12457e-005
      2.23500      1.66188 4.13388e-005
      2.24000      1.66188 4.22429e-005
      2.24500      1.66188 4.26085e-005
      2.25000      1.66188 4.29746e-005
      2.25500      1.66188 4.30706e-005
      2.26000      1.66188 4.31656e-005
      2.26500      1.66188 4.35357e-005
      2.27000      1.66188 4.44549e-005
      2.27500      1.66188 4.51040e-005
      2.28000      1.66188 4.54791e-005
      2.28500      1.66188 4.55791e-005
      2.29000      1.66188 4.65103e-005
      2.29500      1.66188 4.66113e-005
      2.30000      1.66188 4.67133e-005
      2.30500      1.66188 4.70944e-005
      2.31000      1.66188 4.80361e-005
      2.31500      1.66188 4.92634e-005
      2.32000      1.66188 5.02145e-005
      2.32500      1.66188 5.08867e-005
      2.33000      1.66188 5.15618e-005
      2.33500      1.66188 5.16728e-005
      2.34000      1.66188 5.12147e-005
      2.34500      1.66188 5.01855e-005
      2.35000      1.66188 4.91523e-005
      2.35500      1.66188 4.75450e-005
      2.36000      1.66188 4.67884e-005
      2.36500      1.66188 4.68884e-005
      2.37000      1.66188 4.69874e-005
      2.37500      1.66188 4.76610e-005
      2.38000      1.66188 4.80501e-005
      2.38500      1.66188 4.84392e-005
      2.39000      1.66188 4.85412e-005
      2.39500      1.66188 4.86422e-005
      2.40000      1.66188 4.87442e-005
      2.40500      1.66188 4.85552e-005
      2.41000      1.66188 4.86552e-005
      2.41500      1.66188 4.90493e-005
      2.42000      1.66188 4.91513e-005
      2.42500      1.66188 4.89583e-005
      2.43000      1.66188 4.93534e-005
      2.43500      1.66188 5.00445e-005
      2.44000      1.66188 5.01475e-005
      2.44500      1.66188 5.05476e-005
      2.45000      1.66188 5.03536e-005
      2.45500      1.66188 5.01585e-005
      2.46000      1.66188 4.99625e-005
      2.46500      1.66188 5.03636e-005
      2.47000      1.66188 5.07647e-005
      2.47500      1.66188 5.08667e-005
      2.48000      1.66188 5.18719e-005
      2.48500      1.66188 5.22780e-005
      2.49000      1.66188 5.23830e-005
      2.49500      1.66188 5.30926e-005
      2.50000      1.66188 5.35027e-005
      2.50500      1.66188 5.45219e-005
      2.51000      1.66188 5.52400e-005
      2.51500      1.66188 5.50450e-005
      2.52000      1.66188 5.48490e-005
      2.52500      1.66188 5.40378e-005
      2.53000      1.66188 5.38378e-005
      2.53500      1.66188 5.36367e-005
      2.54000      1.66188 5.31266e-005
      2.54500      1.66188 5.38488e-005
      2.55000      1.66188 5.39548e-005
      2.55500      1.66188 5.28206e-005
      2.56000      1.66188 5.38548e-005
      2.56500      1.66188 5.55171e-005
      2.57000      1.66188 5.21969e-005
      2.57500      1.66188 5.35467e-005
      2.58000      1.66188 5.27125e-005
      2.58500      1.66188 5.37548e-005
      2.59000      1.66188 5.26035e-005
      2.59500      1.66188 5.30196e-005
      2.60000      1.66188 5.06036e-005
