data provided by Paul Lucey in 2006
derived using techniques of Lucey 1998
Forsterite, Fo= 85.6000
minimum grain size (microns)= 45.0000
maximum grain size=(microns) 90.0000
column 1= wavelength, micrometers
column 2= real index
column 3= imaginary index
 
     0.300000      1.66265  0.000142035
     0.305000      1.66265  0.000138118
     0.310000      1.66265  0.000132336
     0.315000      1.66265  0.000125474
     0.320000      1.66265  0.000112554
     0.325000      1.66265  0.000100158
     0.330000      1.66265 8.58352e-005
     0.335000      1.66265 7.15948e-005
     0.340000      1.66265 6.05026e-005
     0.345000      1.66265 5.05536e-005
     0.350000      1.66265 4.30806e-005
     0.355000      1.66265 3.65453e-005
     0.360000      1.66265 3.14868e-005
     0.365000      1.66265 2.78541e-005
     0.370000      1.66265 2.51490e-005
     0.375000      1.66265 2.32166e-005
     0.380000      1.66265 2.17599e-005
     0.385000      1.66265 2.05796e-005
     0.390000      1.66265 1.94414e-005
     0.395000      1.66265 1.85562e-005
     0.400000      1.66265 1.81161e-005
     0.405000      1.66265 1.62853e-005
     0.410000      1.66265 1.53951e-005
     0.415000      1.66265 1.47009e-005
     0.420000      1.66265 1.42819e-005
     0.425000      1.66265 1.40058e-005
     0.430000      1.66265 1.36837e-005
     0.435000      1.66265 1.33717e-005
     0.440000      1.66265 1.28736e-005
     0.445000      1.66265 1.29806e-005
     0.450000      1.66265 1.31666e-005
     0.455000      1.66265 1.28456e-005
     0.460000      1.66265 1.21509e-005
     0.465000      1.66265 1.16688e-005
     0.470000      1.66265 1.13008e-005
     0.475000      1.66265 1.04916e-005
     0.480000      1.66265 9.91948e-006
     0.485000      1.66265 9.93949e-006
     0.490000      1.66265 9.89448e-006
     0.495000      1.66265 9.82546e-006
     0.500000      1.66265 8.79526e-006
     0.505000      1.66265 8.13713e-006
     0.510000      1.66265 7.72404e-006
     0.515000      1.66265 7.60602e-006
     0.520000      1.66265 7.37547e-006
     0.525000      1.66265 7.16243e-006
     0.530000      1.66265 6.90038e-006
     0.535000      1.66265 6.56631e-006
     0.540000      1.66265 6.22625e-006
     0.545000      1.66265 5.92519e-006
     0.550000      1.66265 5.68614e-006
     0.555000      1.66265 5.55511e-006
     0.560000      1.66265 5.42208e-006
     0.565000      1.66265 5.42508e-006
     0.570000      1.66265 5.40308e-006
     0.575000      1.66265 5.47409e-006
     0.580000      1.66265 5.54511e-006
     0.585000      1.66265 5.59312e-006
     0.590000      1.66265 5.68914e-006
     0.595000      1.66265 5.78616e-006
     0.600000      1.66265 5.85917e-006
     0.605000      1.66265 6.03121e-006
     0.610000      1.66265 6.20624e-006
     0.615000      1.66265 6.38328e-006
     0.620000      1.66265 6.58732e-006
     0.625000      1.66265 6.79436e-006
     0.630000      1.66265 6.90038e-006
     0.635000      1.66265 6.98140e-006
     0.640000      1.66265 6.90538e-006
     0.645000      1.66265 6.85337e-006
     0.650000      1.66265 6.79936e-006
     0.655000      1.66265 6.71734e-006
     0.660000      1.66265 6.74135e-006
     0.665000      1.66265 6.76535e-006
     0.670000      1.66265 6.84437e-006
     0.675000      1.66265 6.97840e-006
     0.680000      1.66265 7.22545e-006
     0.685000      1.66265 7.47549e-006
     0.690000      1.66265 7.81306e-006
     0.695000      1.66265 8.27115e-006
     0.700000      1.66265 8.67824e-006
     0.705000      1.66265 9.14933e-006
     0.710000      1.66265 9.65643e-006
     0.715000      1.66265 1.02606e-005
     0.720000      1.66265 1.09047e-005
     0.725000      1.66265 1.16208e-005
     0.730000      1.66265 1.24090e-005
     0.735000      1.66265 1.32096e-005
     0.740000      1.66265 1.41188e-005
     0.745000      1.66265 1.49790e-005
     0.750000      1.66265 1.60802e-005
     0.755000      1.66265 1.72334e-005
     0.760000      1.66265 1.84062e-005
     0.765000      1.66265 1.97354e-005
     0.770000      1.66265 2.09867e-005
     0.775000      1.66265 2.22950e-005
     0.780000      1.66265 2.37658e-005
     0.785000      1.66265 2.52651e-005
     0.790000      1.66265 2.67183e-005
     0.795000      1.66265 2.79801e-005
     0.800000      1.66265 2.95574e-005
     0.805000      1.66265 3.09377e-005
     0.810000      1.66265 3.24180e-005
     0.815000      1.66265 3.38068e-005
     0.820000      1.66265 3.52190e-005
     0.825000      1.66265 3.65743e-005
     0.830000      1.66265 3.79501e-005
     0.835000      1.66265 3.92263e-005
     0.840000      1.66265 4.06426e-005
     0.845000      1.66265 4.18739e-005
     0.850000      1.66265 4.30386e-005
     0.855000      1.66265 4.40078e-005
     0.860000      1.66265 4.51580e-005
     0.865000      1.66265 4.65803e-005
     0.870000      1.66265 4.72404e-005
     0.875000      1.66265 4.85632e-005
     0.880000      1.66265 4.93714e-005
     0.885000      1.66265 5.09027e-005
     0.890000      1.66265 5.21839e-005
     0.895000      1.66265 5.34347e-005
     0.900000      1.66265 5.48400e-005
     0.905000      1.66265 5.64033e-005
     0.910000      1.66265 5.82251e-005
     0.915000      1.66265 6.02175e-005
     0.920000      1.66265 6.20469e-005
     0.925000      1.66265 6.42468e-005
     0.930000      1.66265 6.67333e-005
     0.935000      1.66265 6.95684e-005
     0.940000      1.66265 7.23020e-005
     0.945000      1.66265 7.51910e-005
     0.950000      1.66265 7.85062e-005
     0.955000      1.66265 8.19449e-005
     0.960000      1.66265 8.54541e-005
     0.965000      1.66265 8.89233e-005
     0.970000      1.66265 9.31516e-005
     0.975000      1.66265 9.70074e-005
     0.980000      1.66265  0.000101186
     0.985000      1.66265  0.000104907
     0.990000      1.66265  0.000109198
     0.995000      1.66265  0.000112763
      1.00000      1.66265  0.000117098
      1.00500      1.66265  0.000120612
      1.01000      1.66265  0.000124518
      1.01500      1.66265  0.000128093
      1.02000      1.66265  0.000131250
      1.02500      1.66265  0.000134177
      1.03000      1.66265  0.000137427
      1.03500      1.66265  0.000139301
      1.04000      1.66265  0.000141049
      1.04500      1.66265  0.000142738
      1.05000      1.66265  0.000144076
      1.05500      1.66265  0.000144908
      1.06000      1.66265  0.000145816
      1.06500      1.66265  0.000145764
      1.07000      1.66265  0.000145191
      1.07500      1.66265  0.000144389
      1.08000      1.66265  0.000143361
      1.08500      1.66265  0.000141958
      1.09000      1.66265  0.000139744
      1.09500      1.66265  0.000137606
      1.10000      1.66265  0.000135614
      1.10500      1.66265  0.000133117
      1.11000      1.66265  0.000130982
      1.11500      1.66265  0.000128563
      1.12000      1.66265  0.000126360
      1.12500      1.66265  0.000124301
      1.13000      1.66265  0.000122171
      1.13500      1.66265  0.000120322
      1.14000      1.66265  0.000118262
      1.14500      1.66265  0.000116688
      1.15000      1.66265  0.000114696
      1.15500      1.66265  0.000113325
      1.16000      1.66265  0.000111879
      1.16500      1.66265  0.000110706
      1.17000      1.66265  0.000109595
      1.17500      1.66265  0.000108480
      1.18000      1.66265  0.000107360
      1.18500      1.66265  0.000106577
      1.19000      1.66265  0.000105447
      1.19500      1.66265  0.000104792
      1.20000      1.66265  0.000104200
      1.20500      1.66265  0.000103534
      1.21000      1.66265  0.000103206
      1.21500      1.66265  0.000102118
      1.22000      1.66265  0.000101506
      1.22500      1.66265  0.000100820
      1.23000      1.66265 9.99225e-005
      1.23500      1.66265 9.93634e-005
      1.24000      1.66265 9.83192e-005
      1.24500      1.66265 9.76820e-005
      1.25000      1.66265 9.67644e-005
      1.25500      1.66265 9.56361e-005
      1.26000      1.66265 9.42979e-005
      1.26500      1.66265 9.34347e-005
      1.27000      1.66265 9.23620e-005
      1.27500      1.66265 9.14208e-005
      1.28000      1.66265 9.02706e-005
      1.28500      1.66265 8.90463e-005
      1.29000      1.66265 8.77500e-005
      1.29500      1.66265 8.63133e-005
      1.30000      1.66265 8.48060e-005
      1.30500      1.66265 8.35657e-005
      1.31000      1.66265 8.19829e-005
      1.31500      1.66265 8.05326e-005
      1.32000      1.66265 7.86742e-005
      1.32500      1.66265 7.71504e-005
      1.33000      1.66265 7.54891e-005
      1.33500      1.66265 7.36917e-005
      1.34000      1.66265 7.21599e-005
      1.34500      1.66265 7.04246e-005
      1.35000      1.66265 6.84882e-005
      1.35500      1.66265 6.71474e-005
      1.36000      1.66265 6.57361e-005
      1.36500      1.66265 6.38598e-005
      1.37000      1.66265 6.22450e-005
      1.37500      1.66265 6.02996e-005
      1.38000      1.66265 5.86812e-005
      1.38500      1.66265 5.67323e-005
      1.39000      1.66265 5.49790e-005
      1.39500      1.66265 5.35487e-005
      1.40000      1.66265 5.16608e-005
      1.40500      1.66265 5.00295e-005
      1.41000      1.66265 4.82672e-005
      1.41500      1.66265 4.68254e-005
      1.42000      1.66265 4.50590e-005
      1.42500      1.66265 4.36107e-005
      1.43000      1.66265 4.20319e-005
      1.43500      1.66265 4.05776e-005
      1.44000      1.66265 3.91843e-005
      1.44500      1.66265 3.78511e-005
      1.45000      1.66265 3.64513e-005
      1.45500      1.66265 3.50480e-005
      1.46000      1.66265 3.37057e-005
      1.46500      1.66265 3.25495e-005
      1.47000      1.66265 3.12638e-005
      1.47500      1.66265 3.01005e-005
      1.48000      1.66265 2.88073e-005
      1.48500      1.66265 2.76370e-005
      1.49000      1.66265 2.65893e-005
      1.49500      1.66265 2.56651e-005
      1.50000      1.66265 2.45479e-005
      1.50500      1.66265 2.36787e-005
      1.51000      1.66265 2.26805e-005
      1.51500      1.66265 2.17418e-005
      1.52000      1.66265 2.09257e-005
      1.52500      1.66265 2.01705e-005
      1.53000      1.66265 1.93474e-005
      1.53500      1.66265 1.84582e-005
      1.54000      1.66265 1.78191e-005
      1.54500      1.66265 1.71774e-005
      1.55000      1.66265 1.63413e-005
      1.55500      1.66265 1.58842e-005
      1.56000      1.66265 1.51690e-005
      1.56500      1.66265 1.46429e-005
      1.57000      1.66265 1.41138e-005
      1.57500      1.66265 1.35817e-005
      1.58000      1.66265 1.31106e-005
      1.58500      1.66265 1.26375e-005
      1.59000      1.66265 1.22269e-005
      1.59500      1.66265 1.17488e-005
      1.60000      1.66265 1.14628e-005
      1.60500      1.66265 1.10447e-005
      1.61000      1.66265 1.06246e-005
      1.61500      1.66265 1.03326e-005
      1.62000      1.66265 9.90848e-006
      1.62500      1.66265 9.74345e-006
      1.63000      1.66265 9.44539e-006
      1.63500      1.66265 9.08132e-006
      1.64000      1.66265 8.78026e-006
      1.64500      1.66265 8.67523e-006
      1.65000      1.66265 8.37117e-006
      1.65500      1.66265 8.19814e-006
      1.66000      1.66265 8.02410e-006
      1.66500      1.66265 7.78206e-006
      1.67000      1.66265 7.53901e-006
      1.67500      1.66265 7.42749e-006
      1.68000      1.66265 7.18244e-006
      1.68500      1.66265 7.13643e-006
      1.69000      1.66265 6.88838e-006
      1.69500      1.66265 6.77335e-006
      1.70000      1.66265 6.59032e-006
      1.70500      1.66265 6.47429e-006
      1.71000      1.66265 6.35727e-006
      1.71500      1.66265 6.23925e-006
      1.72000      1.66265 6.18924e-006
      1.72500      1.66265 6.07021e-006
      1.73000      1.66265 6.01920e-006
      1.73500      1.66265 5.96719e-006
      1.74000      1.66265 5.84617e-006
      1.74500      1.66265 5.79416e-006
      1.75000      1.66265 5.74115e-006
      1.75500      1.66265 5.61812e-006
      1.76000      1.66265 5.56411e-006
      1.76500      1.66265 5.65013e-006
      1.77000      1.66265 5.52611e-006
      1.77500      1.66265 5.47109e-006
      1.78000      1.66265 5.41608e-006
      1.78500      1.66265 5.43109e-006
      1.79000      1.66265 5.30406e-006
      1.79500      1.66265 5.24805e-006
      1.80000      1.66265 5.33407e-006
      1.80500      1.66265 5.20604e-006
      1.81000      1.66265 5.22004e-006
      1.81500      1.66265 5.09102e-006
      1.82000      1.66265 5.10502e-006
      1.82500      1.66265 5.04701e-006
      1.83000      1.66265 5.06001e-006
      1.83500      1.66265 5.00200e-006
      1.84000      1.66265 5.01500e-006
      1.84500      1.66265 5.02901e-006
      1.85000      1.66265 4.96899e-006
      1.85500      1.66265 4.98200e-006
      1.86000      1.66265 4.92198e-006
      1.86500      1.66265 4.86197e-006
      1.87000      1.66265 5.02301e-006
      1.87500      1.66265 4.96199e-006
      1.88000      1.66265 4.82697e-006
      1.88500      1.66265 4.83897e-006
      1.89000      1.66265 4.85197e-006
      1.89500      1.66265 4.78996e-006
