Olivine, composition not given
calculated from the oscillator parameters given
by Mukai and Koike, Icarus, 87, 180-187, 1990
 wavelength    real       imaginary
 micrometers   index        index
 2.6212E+01  2.5745E+00   2.7798E+00
 2.6247E+01  2.5979E+00   2.7592E+00
 2.6281E+01  2.6200E+00   2.7377E+00
 2.6316E+01  2.6409E+00   2.7155E+00
 2.6351E+01  2.6605E+00   2.6925E+00
 2.6385E+01  2.6787E+00   2.6690E+00
 2.6420E+01  2.6956E+00   2.6448E+00
 2.6455E+01  2.7109E+00   2.6203E+00
 2.6490E+01  2.7249E+00   2.5953E+00
 2.6525E+01  2.7373E+00   2.5702E+00
 2.6560E+01  2.7481E+00   2.5448E+00
 2.6596E+01  2.7575E+00   2.5194E+00
 2.6631E+01  2.7653E+00   2.4939E+00
 2.6667E+01  2.7716E+00   2.4686E+00
 2.6702E+01  2.7763E+00   2.4436E+00
 2.6738E+01  2.7794E+00   2.4188E+00
 2.6774E+01  2.7811E+00   2.3944E+00
 2.6810E+01  2.7812E+00   2.3705E+00
 2.6846E+01  2.7799E+00   2.3473E+00
 2.6882E+01  2.7771E+00   2.3246E+00
 2.6918E+01  2.7728E+00   2.3028E+00
 2.6954E+01  2.7672E+00   2.2818E+00
 2.6991E+01  2.7602E+00   2.2617E+00
 2.7027E+01  2.7519E+00   2.2428E+00
 2.7064E+01  2.7423E+00   2.2249E+00
 2.7100E+01  2.7314E+00   2.2082E+00
 2.7137E+01  2.7194E+00   2.1929E+00
 2.7174E+01  2.7063E+00   2.1789E+00
 2.7211E+01  2.6921E+00   2.1664E+00
 2.7248E+01  2.6768E+00   2.1555E+00
 2.7285E+01  2.6607E+00   2.1463E+00
 2.7322E+01  2.6436E+00   2.1389E+00
 2.7360E+01  2.6257E+00   2.1333E+00
 2.7397E+01  2.6071E+00   2.1297E+00
 2.7435E+01  2.5879E+00   2.1282E+00
 2.7473E+01  2.5681E+00   2.1289E+00
 2.7510E+01  2.5479E+00   2.1319E+00
 2.7548E+01  2.5274E+00   2.1373E+00
 2.7586E+01  2.5068E+00   2.1454E+00
 2.7624E+01  2.4861E+00   2.1561E+00
 2.7663E+01  2.4657E+00   2.1696E+00
 2.7701E+01  2.4456E+00   2.1861E+00
 2.7739E+01  2.4260E+00   2.2057E+00
 2.7778E+01  2.4074E+00   2.2285E+00
 2.7816E+01  2.3899E+00   2.2546E+00
 2.7855E+01  2.3738E+00   2.2842E+00
 2.7894E+01  2.3596E+00   2.3172E+00
 2.7933E+01  2.3475E+00   2.3539E+00
 2.7972E+01  2.3380E+00   2.3941E+00
 2.8011E+01  2.3316E+00   2.4381E+00
 2.8050E+01  2.3289E+00   2.4858E+00
 2.8090E+01  2.3303E+00   2.5369E+00
 2.8129E+01  2.3364E+00   2.5915E+00
 2.8169E+01  2.3480E+00   2.6492E+00
 2.8209E+01  2.3657E+00   2.7098E+00
 2.8249E+01  2.3903E+00   2.7731E+00
 2.8288E+01  2.4224E+00   2.8381E+00
 2.8329E+01  2.4630E+00   2.9046E+00
 2.8369E+01  2.5129E+00   2.9716E+00
 2.8409E+01  2.5728E+00   3.0379E+00
 2.8450E+01  2.6434E+00   3.1022E+00
 2.8490E+01  2.7254E+00   3.1630E+00
 2.8531E+01  2.8193E+00   3.2185E+00
 2.8571E+01  2.9248E+00   3.2661E+00
 2.8612E+01  3.0420E+00   3.3037E+00
 2.8653E+01  3.1697E+00   3.3285E+00
 2.8694E+01  3.3062E+00   3.3376E+00
 2.8736E+01  3.4490E+00   3.3288E+00
 2.8777E+01  3.5951E+00   3.2999E+00
 2.8818E+01  3.7397E+00   3.2498E+00
 2.8860E+01  3.8789E+00   3.1785E+00
 2.8902E+01  4.0080E+00   3.0873E+00
 2.8944E+01  4.1232E+00   2.9784E+00
 2.8985E+01  4.2208E+00   2.8562E+00
 2.9028E+01  4.2995E+00   2.7241E+00
 2.9070E+01  4.3585E+00   2.5869E+00
 2.9112E+01  4.3982E+00   2.4486E+00
 2.9154E+01  4.4202E+00   2.3127E+00
 2.9197E+01  4.4266E+00   2.1814E+00
 2.9240E+01  4.4196E+00   2.0570E+00
 2.9283E+01  4.4015E+00   1.9406E+00
 2.9326E+01  4.3747E+00   1.8328E+00
 2.9369E+01  4.3409E+00   1.7335E+00
 2.9412E+01  4.3019E+00   1.6428E+00
 2.9455E+01  4.2592E+00   1.5601E+00
 2.9498E+01  4.2139E+00   1.4851E+00
 2.9542E+01  4.1667E+00   1.4169E+00
 2.9586E+01  4.1186E+00   1.3552E+00
 2.9630E+01  4.0701E+00   1.2993E+00
 2.9674E+01  4.0215E+00   1.2486E+00
 2.9718E+01  3.9731E+00   1.2027E+00
 2.9762E+01  3.9254E+00   1.1611E+00
 2.9806E+01  3.8782E+00   1.1233E+00
 2.9851E+01  3.8320E+00   1.0891E+00
 2.9895E+01  3.7865E+00   1.0579E+00
 2.9940E+01  3.7421E+00   1.0296E+00
 2.9985E+01  3.6986E+00   1.0039E+00
 3.0030E+01  3.6560E+00   9.8049E-01
 3.0075E+01  3.6143E+00   9.5917E-01
 3.0120E+01  3.5736E+00   9.3981E-01
 3.0166E+01  3.5339E+00   9.2221E-01
 3.0212E+01  3.4949E+00   9.0620E-01
 3.0257E+01  3.4568E+00   8.9168E-01
 3.0303E+01  3.4196E+00   8.7854E-01
 3.0349E+01  3.3831E+00   8.6663E-01
 3.0395E+01  3.3473E+00   8.5591E-01
 3.0441E+01  3.3123E+00   8.4626E-01
 3.0488E+01  3.2779E+00   8.3763E-01
 3.0534E+01  3.2440E+00   8.2994E-01
 3.0581E+01  3.2109E+00   8.2317E-01
 3.0628E+01  3.1783E+00   8.1723E-01
 3.0675E+01  3.1462E+00   8.1210E-01
 3.0722E+01  3.1146E+00   8.0771E-01
 3.0769E+01  3.0835E+00   8.0407E-01
 3.0817E+01  3.0529E+00   8.0111E-01
 3.0864E+01  3.0226E+00   7.9883E-01
 3.0912E+01  2.9927E+00   7.9719E-01
 3.0960E+01  2.9632E+00   7.9618E-01
 3.1008E+01  2.9341E+00   7.9578E-01
 3.1056E+01  2.9053E+00   7.9598E-01
 3.1104E+01  2.8767E+00   7.9677E-01
 3.1153E+01  2.8485E+00   7.9812E-01
 3.1201E+01  2.8205E+00   8.0005E-01
 3.1250E+01  2.7927E+00   8.0254E-01
 3.1299E+01  2.7652E+00   8.0559E-01
 3.1348E+01  2.7379E+00   8.0921E-01
 3.1397E+01  2.7108E+00   8.1338E-01
 3.1447E+01  2.6840E+00   8.1810E-01
 3.1496E+01  2.6572E+00   8.2340E-01
 3.1546E+01  2.6307E+00   8.2925E-01
 3.1596E+01  2.6043E+00   8.3570E-01
 3.1646E+01  2.5780E+00   8.4273E-01
 3.1696E+01  2.5519E+00   8.5033E-01
 3.1746E+01  2.5260E+00   8.5855E-01
 3.1797E+01  2.5001E+00   8.6739E-01
 3.1847E+01  2.4744E+00   8.7684E-01
 3.1898E+01  2.4488E+00   8.8695E-01
 3.1949E+01  2.4234E+00   8.9772E-01
 3.2000E+01  2.3980E+00   9.0915E-01
 3.2051E+01  2.3729E+00   9.2128E-01
 3.2103E+01  2.3478E+00   9.3410E-01
 3.2154E+01  2.3229E+00   9.4766E-01
 3.2206E+01  2.2982E+00   9.6197E-01
 3.2258E+01  2.2736E+00   9.7706E-01
 3.2310E+01  2.2492E+00   9.9292E-01
 3.2362E+01  2.2251E+00   1.0096E+00
 3.2415E+01  2.2011E+00   1.0271E+00
 3.2468E+01  2.1774E+00   1.0454E+00
 3.2520E+01  2.1540E+00   1.0646E+00
 3.2573E+01  2.1308E+00   1.0848E+00
 3.2626E+01  2.1080E+00   1.1057E+00
 3.2680E+01  2.0855E+00   1.1277E+00
 3.2733E+01  2.0634E+00   1.1506E+00
 3.2787E+01  2.0418E+00   1.1744E+00
 3.2841E+01  2.0206E+00   1.1992E+00
 3.2895E+01  2.0000E+00   1.2249E+00
 3.2949E+01  1.9798E+00   1.2516E+00
 3.3003E+01  1.9603E+00   1.2794E+00
 3.3058E+01  1.9415E+00   1.3080E+00
 3.3113E+01  1.9233E+00   1.3378E+00
 3.3167E+01  1.9059E+00   1.3684E+00
 3.3223E+01  1.8893E+00   1.4000E+00
 3.3278E+01  1.8735E+00   1.4326E+00
 3.3333E+01  1.8586E+00   1.4660E+00
 3.3389E+01  1.8446E+00   1.5004E+00
 3.3445E+01  1.8317E+00   1.5357E+00
 3.3501E+01  1.8197E+00   1.5718E+00
 3.3557E+01  1.8088E+00   1.6087E+00
 3.3613E+01  1.7990E+00   1.6465E+00
 3.3670E+01  1.7904E+00   1.6850E+00
 3.3727E+01  1.7829E+00   1.7243E+00
 3.3784E+01  1.7767E+00   1.7643E+00
 3.3841E+01  1.7717E+00   1.8049E+00
 3.3898E+01  1.7679E+00   1.8463E+00
 3.3956E+01  1.7655E+00   1.8882E+00
 3.4014E+01  1.7643E+00   1.9307E+00
 3.4072E+01  1.7646E+00   1.9737E+00
 3.4130E+01  1.7662E+00   2.0174E+00
 3.4188E+01  1.7692E+00   2.0614E+00
 3.4247E+01  1.7737E+00   2.1060E+00
 3.4305E+01  1.7796E+00   2.1509E+00
 3.4364E+01  1.7870E+00   2.1963E+00
 3.4423E+01  1.7959E+00   2.2421E+00
 3.4483E+01  1.8064E+00   2.2882E+00
 3.4542E+01  1.8184E+00   2.3346E+00
 3.4602E+01  1.8321E+00   2.3814E+00
 3.4662E+01  1.8475E+00   2.4283E+00
 3.4722E+01  1.8645E+00   2.4756E+00
 3.4783E+01  1.8834E+00   2.5230E+00
 3.4843E+01  1.9040E+00   2.5706E+00
 3.4904E+01  1.9265E+00   2.6184E+00
 3.4965E+01  1.9508E+00   2.6662E+00
 3.5026E+01  1.9772E+00   2.7141E+00
 3.5088E+01  2.0056E+00   2.7619E+00
 3.5149E+01  2.0361E+00   2.8097E+00
 3.5211E+01  2.0688E+00   2.8573E+00
 3.5273E+01  2.1037E+00   2.9048E+00
 3.5336E+01  2.1408E+00   2.9519E+00
 3.5398E+01  2.1804E+00   2.9986E+00
 3.5461E+01  2.2225E+00   3.0448E+00
 3.5524E+01  2.2671E+00   3.0905E+00
 3.5587E+01  2.3143E+00   3.1354E+00
 3.5651E+01  2.3642E+00   3.1794E+00
 3.5714E+01  2.4169E+00   3.2224E+00
 3.5778E+01  2.4724E+00   3.2642E+00
 3.5842E+01  2.5307E+00   3.3046E+00
 3.5907E+01  2.5919E+00   3.3433E+00
 3.5971E+01  2.6562E+00   3.3802E+00
 3.6036E+01  2.7234E+00   3.4151E+00
 3.6101E+01  2.7936E+00   3.4476E+00
 3.6166E+01  2.8668E+00   3.4775E+00
 3.6232E+01  2.9428E+00   3.5044E+00
 3.6298E+01  3.0215E+00   3.5280E+00
 3.6364E+01  3.1029E+00   3.5481E+00
 3.6430E+01  3.1870E+00   3.5644E+00
 3.6496E+01  3.2731E+00   3.5763E+00
 3.6563E+01  3.3614E+00   3.5838E+00
 3.6630E+01  3.4513E+00   3.5864E+00
 3.6697E+01  3.5426E+00   3.5839E+00
 3.6765E+01  3.6348E+00   3.5760E+00
 3.6832E+01  3.7275E+00   3.5625E+00
 3.6900E+01  3.8202E+00   3.5433E+00
 3.6969E+01  3.9123E+00   3.5183E+00
 3.7037E+01  4.0031E+00   3.4874E+00
 3.7106E+01  4.0925E+00   3.4506E+00
 3.7175E+01  4.1793E+00   3.4083E+00
 3.7244E+01  4.2634E+00   3.3605E+00
 3.7313E+01  4.3441E+00   3.3074E+00
 3.7383E+01  4.4209E+00   3.2495E+00
 3.7453E+01  4.4934E+00   3.1873E+00
 3.7523E+01  4.5612E+00   3.1212E+00
 3.7594E+01  4.6239E+00   3.0517E+00
 3.7665E+01  4.6815E+00   2.9794E+00
 3.7736E+01  4.7336E+00   2.9049E+00
 3.7807E+01  4.7804E+00   2.8285E+00
 3.7879E+01  4.8216E+00   2.7511E+00
 3.7951E+01  4.8576E+00   2.6730E+00
 3.8023E+01  4.8882E+00   2.5948E+00
 3.8095E+01  4.9139E+00   2.5170E+00
 3.8168E+01  4.9347E+00   2.4399E+00
 3.8241E+01  4.9510E+00   2.3638E+00
 3.8314E+01  4.9631E+00   2.2891E+00
 3.8388E+01  4.9712E+00   2.2161E+00
 3.8462E+01  4.9756E+00   2.1450E+00
 3.8536E+01  4.9766E+00   2.0759E+00
 3.8610E+01  4.9747E+00   2.0090E+00
 3.8685E+01  4.9699E+00   1.9442E+00
 3.8760E+01  4.9627E+00   1.8819E+00
 3.8835E+01  4.9533E+00   1.8218E+00
 3.8910E+01  4.9420E+00   1.7642E+00
 3.8986E+01  4.9289E+00   1.7088E+00
 3.9062E+01  4.9143E+00   1.6559E+00
 3.9139E+01  4.8985E+00   1.6052E+00
 3.9216E+01  4.8815E+00   1.5567E+00
 3.9293E+01  4.8635E+00   1.5104E+00
 3.9370E+01  4.8448E+00   1.4661E+00
 3.9448E+01  4.8254E+00   1.4240E+00
 3.9526E+01  4.8054E+00   1.3837E+00
 3.9604E+01  4.7850E+00   1.3454E+00
 3.9682E+01  4.7643E+00   1.3089E+00
 3.9761E+01  4.7433E+00   1.2740E+00
 3.9841E+01  4.7222E+00   1.2409E+00
 3.9920E+01  4.7009E+00   1.2093E+00
 4.0000E+01  4.6796E+00   1.1792E+00
 4.0080E+01  4.6583E+00   1.1505E+00
 4.0161E+01  4.6371E+00   1.1233E+00
 4.0241E+01  4.6160E+00   1.0973E+00
 4.0323E+01  4.5950E+00   1.0725E+00
 4.0404E+01  4.5742E+00   1.0490E+00
 4.0486E+01  4.5536E+00   1.0266E+00
 4.0568E+01  4.5332E+00   1.0052E+00
 4.0650E+01  4.5130E+00   9.8483E-01
 4.0733E+01  4.4931E+00   9.6543E-01
 4.0816E+01  4.4735E+00   9.4696E-01
 4.0900E+01  4.4541E+00   9.2934E-01
 4.0984E+01  4.4350E+00   9.1256E-01
 4.1068E+01  4.4162E+00   8.9656E-01
 4.1152E+01  4.3977E+00   8.8132E-01
 4.1237E+01  4.3796E+00   8.6679E-01
 4.1322E+01  4.3617E+00   8.5293E-01
 4.1408E+01  4.3442E+00   8.3971E-01
 4.1494E+01  4.3270E+00   8.2711E-01
 4.1580E+01  4.3101E+00   8.1509E-01
 4.1667E+01  4.2935E+00   8.0361E-01
 4.1754E+01  4.2773E+00   7.9267E-01
 4.1841E+01  4.2614E+00   7.8223E-01
 4.1929E+01  4.2458E+00   7.7227E-01
 4.2017E+01  4.2305E+00   7.6275E-01
 4.2105E+01  4.2155E+00   7.5366E-01
 4.2194E+01  4.2008E+00   7.4499E-01
 4.2283E+01  4.1865E+00   7.3670E-01
 4.2373E+01  4.1724E+00   7.2879E-01
 4.2463E+01  4.1587E+00   7.2123E-01
 4.2553E+01  4.1453E+00   7.1399E-01
 4.2644E+01  4.1321E+00   7.0708E-01
 4.2735E+01  4.1193E+00   7.0048E-01
 4.2827E+01  4.1067E+00   6.9415E-01
 4.2919E+01  4.0945E+00   6.8810E-01
 4.3011E+01  4.0825E+00   6.8230E-01
 4.3103E+01  4.0708E+00   6.7676E-01
 4.3197E+01  4.0594E+00   6.7144E-01
 4.3290E+01  4.0482E+00   6.6635E-01
 4.3384E+01  4.0373E+00   6.6146E-01
 4.3478E+01  4.0267E+00   6.5676E-01
 4.3573E+01  4.0163E+00   6.5225E-01
 4.3668E+01  4.0062E+00   6.4792E-01
 4.3764E+01  3.9963E+00   6.4375E-01
 4.3860E+01  3.9867E+00   6.3974E-01
 4.3956E+01  3.9773E+00   6.3587E-01
 4.4053E+01  3.9682E+00   6.3213E-01
 4.4150E+01  3.9592E+00   6.2853E-01
 4.4248E+01  3.9506E+00   6.2505E-01
 4.4346E+01  3.9421E+00   6.2167E-01
 4.4444E+01  3.9339E+00   6.1841E-01
 4.4543E+01  3.9258E+00   6.1523E-01
 4.4643E+01  3.9180E+00   6.1215E-01
 4.4743E+01  3.9104E+00   6.0914E-01
 4.4843E+01  3.9030E+00   6.0622E-01
 4.4944E+01  3.8958E+00   6.0336E-01
 4.5045E+01  3.8888E+00   6.0057E-01
 4.5147E+01  3.8819E+00   5.9783E-01
 4.5249E+01  3.8753E+00   5.9514E-01
 4.5352E+01  3.8688E+00   5.9250E-01
 4.5455E+01  3.8625E+00   5.8990E-01
 4.5558E+01  3.8564E+00   5.8733E-01
 4.5662E+01  3.8504E+00   5.8480E-01
 4.5767E+01  3.8446E+00   5.8229E-01
 4.5872E+01  3.8390E+00   5.7980E-01
 4.5977E+01  3.8335E+00   5.7734E-01
 4.6083E+01  3.8281E+00   5.7488E-01
 4.6189E+01  3.8229E+00   5.7244E-01
 4.6296E+01  3.8179E+00   5.7001E-01
 4.6404E+01  3.8129E+00   5.6758E-01
 4.6512E+01  3.8081E+00   5.6514E-01
 4.6620E+01  3.8034E+00   5.6271E-01
 4.6729E+01  3.7989E+00   5.6027E-01
 4.6838E+01  3.7944E+00   5.5783E-01
 4.6948E+01  3.7900E+00   5.5537E-01
 4.7059E+01  3.7858E+00   5.5291E-01
 4.7170E+01  3.7817E+00   5.5042E-01
 4.7281E+01  3.7776E+00   5.4793E-01
 4.7393E+01  3.7737E+00   5.4542E-01
 4.7506E+01  3.7698E+00   5.4289E-01
 4.7619E+01  3.7660E+00   5.4033E-01
 4.7733E+01  3.7624E+00   5.3776E-01
 4.7847E+01  3.7587E+00   5.3517E-01
 4.7962E+01  3.7552E+00   5.3255E-01
 4.8077E+01  3.7517E+00   5.2991E-01
 4.8193E+01  3.7483E+00   5.2725E-01
 4.8309E+01  3.7449E+00   5.2456E-01
 4.8426E+01  3.7417E+00   5.2185E-01
 4.8544E+01  3.7384E+00   5.1912E-01
 4.8662E+01  3.7352E+00   5.1636E-01
 4.8781E+01  3.7321E+00   5.1358E-01
 4.8900E+01  3.7290E+00   5.1077E-01
 4.9020E+01  3.7259E+00   5.0794E-01
 4.9140E+01  3.7229E+00   5.0509E-01
 4.9261E+01  3.7200E+00   5.0221E-01
 4.9383E+01  3.7170E+00   4.9931E-01
 4.9505E+01  3.7141E+00   4.9639E-01
 4.9628E+01  3.7112E+00   4.9345E-01
 4.9751E+01  3.7083E+00   4.9049E-01
 4.9875E+01  3.7055E+00   4.8751E-01
 5.0000E+01  3.7027E+00   4.8451E-01
 5.0125E+01  3.6999E+00   4.8150E-01
 5.0251E+01  3.6971E+00   4.7846E-01
 5.0378E+01  3.6943E+00   4.7542E-01
 5.0505E+01  3.6916E+00   4.7236E-01
 5.0633E+01  3.6888E+00   4.6928E-01
 5.0761E+01  3.6861E+00   4.6620E-01
 5.0891E+01  3.6834E+00   4.6310E-01
 5.1020E+01  3.6807E+00   4.6000E-01
 5.1151E+01  3.6780E+00   4.5689E-01
 5.1282E+01  3.6753E+00   4.5377E-01
 5.1414E+01  3.6726E+00   4.5064E-01
 5.1546E+01  3.6699E+00   4.4751E-01
 5.1680E+01  3.6672E+00   4.4438E-01
 5.1813E+01  3.6645E+00   4.4124E-01
 5.1948E+01  3.6618E+00   4.3810E-01
 5.2083E+01  3.6591E+00   4.3497E-01
 5.2219E+01  3.6564E+00   4.3183E-01
 5.2356E+01  3.6537E+00   4.2870E-01
 5.2493E+01  3.6509E+00   4.2557E-01
 5.2632E+01  3.6482E+00   4.2244E-01
 5.2770E+01  3.6455E+00   4.1933E-01
 5.2910E+01  3.6428E+00   4.1621E-01
 5.3050E+01  3.6401E+00   4.1311E-01
 5.3191E+01  3.6374E+00   4.1001E-01
 5.3333E+01  3.6346E+00   4.0693E-01
 5.3476E+01  3.6319E+00   4.0385E-01
 5.3619E+01  3.6292E+00   4.0079E-01
 5.3763E+01  3.6264E+00   3.9774E-01
 5.3908E+01  3.6237E+00   3.9470E-01
 5.4054E+01  3.6209E+00   3.9168E-01
 5.4200E+01  3.6181E+00   3.8867E-01
 5.4348E+01  3.6154E+00   3.8568E-01
 5.4496E+01  3.6126E+00   3.8270E-01
 5.4645E+01  3.6098E+00   3.7974E-01
 5.4794E+01  3.6071E+00   3.7680E-01
 5.4945E+01  3.6043E+00   3.7387E-01
 5.5096E+01  3.6015E+00   3.7097E-01
 5.5249E+01  3.5987E+00   3.6809E-01
 5.5402E+01  3.5959E+00   3.6522E-01
 5.5556E+01  3.5931E+00   3.6238E-01
 5.5710E+01  3.5904E+00   3.5955E-01
 5.5866E+01  3.5876E+00   3.5675E-01
 5.6022E+01  3.5848E+00   3.5397E-01
 5.6180E+01  3.5820E+00   3.5121E-01
 5.6338E+01  3.5792E+00   3.4848E-01
 5.6497E+01  3.5764E+00   3.4577E-01
 5.6657E+01  3.5736E+00   3.4308E-01
 5.6818E+01  3.5708E+00   3.4041E-01
 5.6980E+01  3.5680E+00   3.3777E-01
 5.7143E+01  3.5652E+00   3.3515E-01
 5.7307E+01  3.5624E+00   3.3256E-01
 5.7471E+01  3.5596E+00   3.2999E-01
 5.7637E+01  3.5568E+00   3.2745E-01
 5.7803E+01  3.5540E+00   3.2493E-01
 5.7971E+01  3.5512E+00   3.2243E-01
 5.8139E+01  3.5484E+00   3.1996E-01
 5.8309E+01  3.5457E+00   3.1752E-01
 5.8480E+01  3.5429E+00   3.1510E-01
 5.8651E+01  3.5401E+00   3.1270E-01
 5.8824E+01  3.5373E+00   3.1033E-01
 5.8997E+01  3.5346E+00   3.0798E-01
 5.9172E+01  3.5318E+00   3.0566E-01
 5.9347E+01  3.5291E+00   3.0337E-01
 5.9524E+01  3.5263E+00   3.0109E-01
 5.9702E+01  3.5236E+00   2.9885E-01
 5.9880E+01  3.5209E+00   2.9663E-01
 6.0060E+01  3.5182E+00   2.9443E-01
 6.0241E+01  3.5154E+00   2.9226E-01
 6.0423E+01  3.5127E+00   2.9011E-01
 6.0606E+01  3.5100E+00   2.8798E-01
 6.0790E+01  3.5074E+00   2.8588E-01
 6.0976E+01  3.5047E+00   2.8381E-01
 6.1162E+01  3.5020E+00   2.8176E-01
 6.1350E+01  3.4994E+00   2.7973E-01
 6.1538E+01  3.4967E+00   2.7772E-01
 6.1728E+01  3.4941E+00   2.7574E-01
 6.1919E+01  3.4914E+00   2.7379E-01
 6.2112E+01  3.4888E+00   2.7185E-01
 6.2305E+01  3.4862E+00   2.6994E-01
 6.2500E+01  3.4836E+00   2.6805E-01
 6.2696E+01  3.4810E+00   2.6618E-01
 6.2893E+01  3.4785E+00   2.6434E-01
 6.3092E+01  3.4759E+00   2.6251E-01
 6.3291E+01  3.4734E+00   2.6071E-01
 6.3492E+01  3.4708E+00   2.5893E-01
 6.3694E+01  3.4683E+00   2.5717E-01
 6.3898E+01  3.4658E+00   2.5544E-01
 6.4103E+01  3.4633E+00   2.5372E-01
 6.4309E+01  3.4608E+00   2.5203E-01
 6.4516E+01  3.4583E+00   2.5035E-01
 6.4725E+01  3.4559E+00   2.4869E-01
 6.4935E+01  3.4534E+00   2.4706E-01
 6.5147E+01  3.4510E+00   2.4544E-01
 6.5359E+01  3.4486E+00   2.4385E-01
 6.5574E+01  3.4462E+00   2.4227E-01
 6.5790E+01  3.4438E+00   2.4071E-01
 6.6007E+01  3.4414E+00   2.3917E-01
 6.6225E+01  3.4390E+00   2.3765E-01
 6.6445E+01  3.4367E+00   2.3614E-01
 6.6667E+01  3.4344E+00   2.3466E-01
 6.6890E+01  3.4320E+00   2.3319E-01
 6.7114E+01  3.4297E+00   2.3174E-01
 6.7340E+01  3.4275E+00   2.3030E-01
 6.7568E+01  3.4252E+00   2.2889E-01
 6.7797E+01  3.4229E+00   2.2748E-01
 6.8027E+01  3.4207E+00   2.2610E-01
 6.8259E+01  3.4185E+00   2.2473E-01
 6.8493E+01  3.4162E+00   2.2338E-01
 6.8728E+01  3.4140E+00   2.2204E-01
 6.8966E+01  3.4119E+00   2.2072E-01
 6.9204E+01  3.4097E+00   2.1941E-01
 6.9444E+01  3.4075E+00   2.1812E-01
 6.9686E+01  3.4054E+00   2.1684E-01
 6.9930E+01  3.4033E+00   2.1558E-01
 7.0175E+01  3.4012E+00   2.1433E-01
 7.0422E+01  3.3991E+00   2.1309E-01
 7.0671E+01  3.3970E+00   2.1187E-01
 7.0922E+01  3.3950E+00   2.1066E-01
 7.1174E+01  3.3929E+00   2.0946E-01
 7.1429E+01  3.3909E+00   2.0828E-01
 7.1685E+01  3.3889E+00   2.0711E-01
 7.1942E+01  3.3869E+00   2.0595E-01
 7.2202E+01  3.3849E+00   2.0480E-01
 7.2464E+01  3.3829E+00   2.0366E-01
 7.2727E+01  3.3810E+00   2.0254E-01
 7.2993E+01  3.3791E+00   2.0143E-01
 7.3260E+01  3.3771E+00   2.0033E-01
 7.3529E+01  3.3752E+00   1.9923E-01
 7.3801E+01  3.3733E+00   1.9815E-01
 7.4074E+01  3.3715E+00   1.9708E-01
 7.4349E+01  3.3696E+00   1.9602E-01
 7.4627E+01  3.3678E+00   1.9497E-01
 7.4906E+01  3.3659E+00   1.9393E-01
 7.5188E+01  3.3641E+00   1.9290E-01
 7.5472E+01  3.3623E+00   1.9188E-01
 7.5758E+01  3.3606E+00   1.9087E-01
 7.6046E+01  3.3588E+00   1.8987E-01
 7.6336E+01  3.3570E+00   1.8887E-01
 7.6628E+01  3.3553E+00   1.8789E-01
 7.6923E+01  3.3536E+00   1.8691E-01
 7.7220E+01  3.3519E+00   1.8594E-01
 7.7519E+01  3.3502E+00   1.8497E-01
 7.7821E+01  3.3485E+00   1.8402E-01
 7.8125E+01  3.3469E+00   1.8307E-01
 7.8431E+01  3.3452E+00   1.8213E-01
 7.8740E+01  3.3436E+00   1.8120E-01
 7.9051E+01  3.3420E+00   1.8027E-01
 7.9365E+01  3.3404E+00   1.7935E-01
 7.9681E+01  3.3388E+00   1.7844E-01
 8.0000E+01  3.3372E+00   1.7753E-01
 8.0321E+01  3.3356E+00   1.7663E-01
 8.0645E+01  3.3341E+00   1.7574E-01
 8.0972E+01  3.3326E+00   1.7485E-01
 8.1301E+01  3.3310E+00   1.7396E-01
 8.1633E+01  3.3295E+00   1.7309E-01
 8.1967E+01  3.3280E+00   1.7221E-01
 8.2305E+01  3.3266E+00   1.7135E-01
 8.2645E+01  3.3251E+00   1.7048E-01
 8.2987E+01  3.3236E+00   1.6962E-01
 8.3333E+01  3.3222E+00   1.6877E-01
 8.3682E+01  3.3208E+00   1.6792E-01
 8.4034E+01  3.3194E+00   1.6708E-01
 8.4388E+01  3.3180E+00   1.6624E-01
 8.4746E+01  3.3166E+00   1.6540E-01
 8.5106E+01  3.3152E+00   1.6457E-01
 8.5470E+01  3.3139E+00   1.6374E-01
 8.5837E+01  3.3125E+00   1.6292E-01
 8.6207E+01  3.3112E+00   1.6210E-01
 8.6580E+01  3.3099E+00   1.6128E-01
 8.6957E+01  3.3085E+00   1.6046E-01
 8.7336E+01  3.3072E+00   1.5965E-01
 8.7719E+01  3.3060E+00   1.5884E-01
 8.8106E+01  3.3047E+00   1.5804E-01
 8.8496E+01  3.3034E+00   1.5724E-01
 8.8889E+01  3.3022E+00   1.5644E-01
 8.9286E+01  3.3009E+00   1.5564E-01
 8.9686E+01  3.2997E+00   1.5485E-01
 9.0090E+01  3.2985E+00   1.5405E-01
 9.0498E+01  3.2973E+00   1.5326E-01
 9.0909E+01  3.2961E+00   1.5248E-01
 9.1324E+01  3.2949E+00   1.5169E-01
 9.1743E+01  3.2937E+00   1.5091E-01
 9.2166E+01  3.2926E+00   1.5013E-01
 9.2593E+01  3.2914E+00   1.4935E-01
 9.3023E+01  3.2903E+00   1.4857E-01
 9.3458E+01  3.2892E+00   1.4779E-01
 9.3897E+01  3.2880E+00   1.4702E-01
 9.4340E+01  3.2869E+00   1.4624E-01
 9.4787E+01  3.2858E+00   1.4547E-01
 9.5238E+01  3.2847E+00   1.4470E-01
 9.5694E+01  3.2837E+00   1.4393E-01
 9.6154E+01  3.2826E+00   1.4316E-01
 9.6618E+01  3.2815E+00   1.4240E-01
