From Marzo et al. (2004) Adv. Space Res., 33, 2246-2251
selenite
  Wavelength
  (microns)       n           k       Q/a theor   Q/a experim
  0.1703D+02  0.1560D+01  0.2894D+00  0.2908D+04  0.2661D+04
  0.1706D+02  0.1562D+01  0.2785D+00  0.2798D+04  0.2589D+04
  0.1709D+02  0.1562D+01  0.2681D+00  0.2692D+04  0.2522D+04
  0.1712D+02  0.1563D+01  0.2582D+00  0.2592D+04  0.2461D+04
  0.1715D+02  0.1562D+01  0.2488D+00  0.2497D+04  0.2406D+04
  0.1718D+02  0.1561D+01  0.2399D+00  0.2407D+04  0.2355D+04
  0.1721D+02  0.1559D+01  0.2316D+00  0.2328D+04  0.2307D+04
  0.1725D+02  0.1557D+01  0.2237D+00  0.2248D+04  0.2259D+04
  0.1728D+02  0.1555D+01  0.2164D+00  0.2174D+04  0.2212D+04
  0.1729D+02  0.1554D+01  0.2129D+00  0.2105D+04  0.2168D+04
  0.1732D+02  0.1551D+01  0.2063D+00  0.2040D+04  0.2126D+04
  0.1736D+02  0.1548D+01  0.2002D+00  0.1979D+04  0.2082D+04
  0.1739D+02  0.1545D+01  0.1945D+00  0.1923D+04  0.2036D+04
  0.1742D+02  0.1542D+01  0.1892D+00  0.1873D+04  0.1991D+04
  0.1745D+02  0.1538D+01  0.1843D+00  0.1824D+04  0.1948D+04
  0.1749D+02  0.1535D+01  0.1798D+00  0.1778D+04  0.1906D+04
  0.1752D+02  0.1532D+01  0.1756D+00  0.1735D+04  0.1865D+04
  0.1755D+02  0.1528D+01  0.1717D+00  0.1696D+04  0.1824D+04
  0.1757D+02  0.1526D+01  0.1698D+00  0.1659D+04  0.1785D+04
  0.1760D+02  0.1523D+01  0.1664D+00  0.1627D+04  0.1748D+04
  0.1763D+02  0.1519D+01  0.1632D+00  0.1595D+04  0.1714D+04
  0.1767D+02  0.1516D+01  0.1603D+00  0.1565D+04  0.1683D+04
  0.1770D+02  0.1513D+01  0.1576D+00  0.1538D+04  0.1652D+04
  0.1773D+02  0.1509D+01  0.1551D+00  0.1512D+04  0.1621D+04
  0.1777D+02  0.1506D+01  0.1528D+00  0.1489D+04  0.1593D+04
  0.1780D+02  0.1503D+01  0.1507D+00  0.1467D+04  0.1570D+04
  0.1782D+02  0.1501D+01  0.1498D+00  0.1448D+04  0.1547D+04
  0.1785D+02  0.1498D+01  0.1480D+00  0.1429D+04  0.1520D+04
  0.1788D+02  0.1495D+01  0.1463D+00  0.1412D+04  0.1492D+04
  0.1792D+02  0.1491D+01  0.1448D+00  0.1396D+04  0.1466D+04
  0.1795D+02  0.1488D+01  0.1434D+00  0.1381D+04  0.1443D+04
  0.1799D+02  0.1485D+01  0.1422D+00  0.1368D+04  0.1423D+04
  0.1802D+02  0.1482D+01  0.1411D+00  0.1356D+04  0.1407D+04
  0.1806D+02  0.1479D+01  0.1401D+00  0.1345D+04  0.1393D+04
  0.1809D+02  0.1476D+01  0.1392D+00  0.1335D+04  0.1380D+04
  0.1811D+02  0.1475D+01  0.1389D+00  0.1325D+04  0.1366D+04
  0.1814D+02  0.1472D+01  0.1381D+00  0.1317D+04  0.1352D+04
  0.1818D+02  0.1469D+01  0.1375D+00  0.1309D+04  0.1339D+04
  0.1821D+02  0.1467D+01  0.1370D+00  0.1302D+04  0.1325D+04
  0.1825D+02  0.1464D+01  0.1366D+00  0.1297D+04  0.1311D+04
  0.1828D+02  0.1461D+01  0.1362D+00  0.1291D+04  0.1299D+04
  0.1832D+02  0.1459D+01  0.1360D+00  0.1287D+04  0.1291D+04
  0.1835D+02  0.1456D+01  0.1358D+00  0.1283D+04  0.1286D+04
  0.1839D+02  0.1454D+01  0.1357D+00  0.1279D+04  0.1283D+04
  0.1841D+02  0.1452D+01  0.1357D+00  0.1277D+04  0.1280D+04
  0.1844D+02  0.1450D+01  0.1357D+00  0.1274D+04  0.1276D+04
  0.1848D+02  0.1447D+01  0.1357D+00  0.1273D+04  0.1269D+04
  0.1852D+02  0.1445D+01  0.1358D+00  0.1272D+04  0.1261D+04
  0.1855D+02  0.1443D+01  0.1360D+00  0.1271D+04  0.1251D+04
  0.1859D+02  0.1440D+01  0.1363D+00  0.1271D+04  0.1245D+04
  0.1863D+02  0.1438D+01  0.1366D+00  0.1272D+04  0.1243D+04
  0.1866D+02  0.1436D+01  0.1370D+00  0.1273D+04  0.1244D+04
  0.1868D+02  0.1435D+01  0.1372D+00  0.1274D+04  0.1244D+04
  0.1872D+02  0.1433D+01  0.1376D+00  0.1275D+04  0.1241D+04
  0.1876D+02  0.1430D+01  0.1381D+00  0.1278D+04  0.1237D+04
  0.1879D+02  0.1428D+01  0.1386D+00  0.1280D+04  0.1235D+04
  0.1883D+02  0.1426D+01  0.1392D+00  0.1283D+04  0.1239D+04
  0.1887D+02  0.1424D+01  0.1399D+00  0.1286D+04  0.1245D+04
  0.1890D+02  0.1422D+01  0.1405D+00  0.1290D+04  0.1250D+04
  0.1894D+02  0.1421D+01  0.1412D+00  0.1294D+04  0.1252D+04
  0.1897D+02  0.1419D+01  0.1419D+00  0.1298D+04  0.1252D+04
  0.1901D+02  0.1417D+01  0.1427D+00  0.1303D+04  0.1252D+04
  0.1905D+02  0.1415D+01  0.1435D+00  0.1308D+04  0.1253D+04
  0.1908D+02  0.1413D+01  0.1444D+00  0.1313D+04  0.1257D+04
  0.1912D+02  0.1412D+01  0.1453D+00  0.1319D+04  0.1262D+04
  0.1916D+02  0.1410D+01  0.1462D+00  0.1325D+04  0.1268D+04
  0.1919D+02  0.1408D+01  0.1471D+00  0.1331D+04  0.1275D+04
  0.1923D+02  0.1407D+01  0.1481D+00  0.1338D+04  0.1283D+04
  0.1927D+02  0.1405D+01  0.1492D+00  0.1344D+04  0.1294D+04
  0.1931D+02  0.1404D+01  0.1502D+00  0.1351D+04  0.1307D+04
  0.1934D+02  0.1402D+01  0.1514D+00  0.1359D+04  0.1321D+04
  0.1938D+02  0.1401D+01  0.1525D+00  0.1366D+04  0.1334D+04
  0.1942D+02  0.1399D+01  0.1536D+00  0.1374D+04  0.1345D+04
  0.1945D+02  0.1398D+01  0.1548D+00  0.1382D+04  0.1354D+04
  0.1949D+02  0.1396D+01  0.1560D+00  0.1391D+04  0.1362D+04
  0.1953D+02  0.1395D+01  0.1573D+00  0.1399D+04  0.1371D+04
  0.1957D+02  0.1394D+01  0.1586D+00  0.1408D+04  0.1382D+04
  0.1961D+02  0.1392D+01  0.1599D+00  0.1417D+04  0.1394D+04
  0.1965D+02  0.1391D+01  0.1613D+00  0.1426D+04  0.1407D+04
  0.1968D+02  0.1390D+01  0.1626D+00  0.1436D+04  0.1419D+04
  0.1972D+02  0.1389D+01  0.1640D+00  0.1445D+04  0.1428D+04
  0.1976D+02  0.1388D+01  0.1655D+00  0.1455D+04  0.1435D+04
  0.1980D+02  0.1387D+01  0.1670D+00  0.1465D+04  0.1443D+04
  0.1984D+02  0.1385D+01  0.1685D+00  0.1475D+04  0.1454D+04
  0.1988D+02  0.1384D+01  0.1700D+00  0.1486D+04  0.1466D+04
  0.1992D+02  0.1383D+01  0.1715D+00  0.1496D+04  0.1479D+04
  0.1996D+02  0.1382D+01  0.1730D+00  0.1507D+04  0.1492D+04
  0.2000D+02  0.1382D+01  0.1746D+00  0.1518D+04  0.1504D+04
  0.2004D+02  0.1381D+01  0.1763D+00  0.1529D+04  0.1513D+04
  0.2008D+02  0.1380D+01  0.1779D+00  0.1540D+04  0.1525D+04
  0.2012D+02  0.1379D+01  0.1796D+00  0.1552D+04  0.1540D+04
  0.2016D+02  0.1378D+01  0.1813D+00  0.1563D+04  0.1558D+04
  0.2020D+02  0.1378D+01  0.1829D+00  0.1575D+04  0.1577D+04
  0.2024D+02  0.1377D+01  0.1846D+00  0.1586D+04  0.1593D+04
  0.2028D+02  0.1376D+01  0.1864D+00  0.1598D+04  0.1607D+04
  0.2033D+02  0.1376D+01  0.1881D+00  0.1610D+04  0.1621D+04
  0.2037D+02  0.1375D+01  0.1899D+00  0.1622D+04  0.1639D+04
  0.2041D+02  0.1375D+01  0.1917D+00  0.1634D+04  0.1659D+04
  0.2045D+02  0.1374D+01  0.1935D+00  0.1646D+04  0.1679D+04
  0.2049D+02  0.1374D+01  0.1953D+00  0.1658D+04  0.1697D+04
  0.2053D+02  0.1373D+01  0.1971D+00  0.1670D+04  0.1713D+04
  0.2058D+02  0.1373D+01  0.1989D+00  0.1683D+04  0.1729D+04
  0.2062D+02  0.1373D+01  0.2008D+00  0.1695D+04  0.1745D+04
  0.2066D+02  0.1373D+01  0.2026D+00  0.1707D+04  0.1763D+04
  0.2070D+02  0.1372D+01  0.2045D+00  0.1719D+04  0.1782D+04
  0.2075D+02  0.1372D+01  0.2062D+00  0.1731D+04  0.1799D+04
  0.2079D+02  0.1372D+01  0.2081D+00  0.1743D+04  0.1815D+04
  0.2083D+02  0.1372D+01  0.2100D+00  0.1755D+04  0.1830D+04
  0.2088D+02  0.1372D+01  0.2118D+00  0.1767D+04  0.1845D+04
  0.2092D+02  0.1372D+01  0.2137D+00  0.1779D+04  0.1860D+04
  0.2096D+02  0.1373D+01  0.2155D+00  0.1791D+04  0.1876D+04
  0.2101D+02  0.1373D+01  0.2174D+00  0.1802D+04  0.1889D+04
  0.2105D+02  0.1373D+01  0.2191D+00  0.1813D+04  0.1903D+04
  0.2110D+02  0.1373D+01  0.2209D+00  0.1825D+04  0.1916D+04
  0.2114D+02  0.1374D+01  0.2227D+00  0.1836D+04  0.1930D+04
  0.2119D+02  0.1374D+01  0.2245D+00  0.1847D+04  0.1944D+04
  0.2123D+02  0.1375D+01  0.2263D+00  0.1857D+04  0.1955D+04
  0.2128D+02  0.1375D+01  0.2280D+00  0.1868D+04  0.1965D+04
  0.2132D+02  0.1376D+01  0.2297D+00  0.1878D+04  0.1973D+04
  0.2137D+02  0.1376D+01  0.2313D+00  0.1888D+04  0.1979D+04
  0.2141D+02  0.1377D+01  0.2330D+00  0.1897D+04  0.1985D+04
  0.2146D+02  0.1378D+01  0.2346D+00  0.1907D+04  0.1992D+04
  0.2151D+02  0.1378D+01  0.2362D+00  0.1916D+04  0.1998D+04
  0.2155D+02  0.1379D+01  0.2378D+00  0.1924D+04  0.2003D+04
  0.2160D+02  0.1380D+01  0.2393D+00  0.1933D+04  0.2005D+04
  0.2164D+02  0.1381D+01  0.2407D+00  0.1941D+04  0.2005D+04
  0.2169D+02  0.1382D+01  0.2422D+00  0.1948D+04  0.2002D+04
  0.2174D+02  0.1383D+01  0.2436D+00  0.1955D+04  0.1999D+04
  0.2179D+02  0.1384D+01  0.2450D+00  0.1962D+04  0.1998D+04
  0.2183D+02  0.1385D+01  0.2463D+00  0.1968D+04  0.2001D+04
  0.2188D+02  0.1386D+01  0.2476D+00  0.1974D+04  0.2006D+04
  0.2193D+02  0.1387D+01  0.2488D+00  0.1980D+04  0.2010D+04
  0.2198D+02  0.1388D+01  0.2499D+00  0.1985D+04  0.2009D+04
  0.2203D+02  0.1389D+01  0.2510D+00  0.1989D+04  0.2003D+04
  0.2207D+02  0.1390D+01  0.2521D+00  0.1993D+04  0.1993D+04
  0.2212D+02  0.1392D+01  0.2531D+00  0.1997D+04  0.1985D+04
  0.2217D+02  0.1393D+01  0.2540D+00  0.2000D+04  0.1982D+04
  0.2222D+02  0.1394D+01  0.2549D+00  0.2003D+04  0.1981D+04
  0.2227D+02  0.1395D+01  0.2557D+00  0.2005D+04  0.1980D+04
  0.2232D+02  0.1396D+01  0.2564D+00  0.2006D+04  0.1973D+04
  0.2237D+02  0.1398D+01  0.2572D+00  0.2007D+04  0.1963D+04
  0.2242D+02  0.1399D+01  0.2578D+00  0.2008D+04  0.1950D+04
  0.2247D+02  0.1400D+01  0.2584D+00  0.2008D+04  0.1937D+04
  0.2252D+02  0.1401D+01  0.2589D+00  0.2007D+04  0.1926D+04
  0.2257D+02  0.1403D+01  0.2594D+00  0.2006D+04  0.1918D+04
  0.2262D+02  0.1404D+01  0.2597D+00  0.2005D+04  0.1911D+04
  0.2267D+02  0.1405D+01  0.2601D+00  0.2003D+04  0.1904D+04
  0.2273D+02  0.1406D+01  0.2604D+00  0.2001D+04  0.1896D+04
  0.2278D+02  0.1408D+01  0.2606D+00  0.1998D+04  0.1891D+04
  0.2283D+02  0.1409D+01  0.2607D+00  0.1994D+04  0.1886D+04
  0.2288D+02  0.1410D+01  0.2608D+00  0.1990D+04  0.1881D+04
  0.2294D+02  0.1411D+01  0.2609D+00  0.1986D+04  0.1875D+04
  0.2299D+02  0.1412D+01  0.2609D+00  0.1981D+04  0.1871D+04
  0.2304D+02  0.1413D+01  0.2608D+00  0.1976D+04  0.1869D+04
  0.2309D+02  0.1414D+01  0.2607D+00  0.1971D+04  0.1869D+04
  0.2315D+02  0.1415D+01  0.2605D+00  0.1965D+04  0.1870D+04
  0.2320D+02  0.1416D+01  0.2603D+00  0.1959D+04  0.1873D+04
  0.2326D+02  0.1417D+01  0.2600D+00  0.1952D+04  0.1877D+04
  0.2331D+02  0.1418D+01  0.2597D+00  0.1945D+04  0.1882D+04
  0.2336D+02  0.1419D+01  0.2594D+00  0.1938D+04  0.1889D+04
  0.2342D+02  0.1419D+01  0.2590D+00  0.1930D+04  0.1896D+04
  0.2347D+02  0.1420D+01  0.2585D+00  0.1922D+04  0.1900D+04
  0.2353D+02  0.1421D+01  0.2580D+00  0.1914D+04  0.1902D+04
  0.2359D+02  0.1421D+01  0.2575D+00  0.1906D+04  0.1902D+04
  0.2364D+02  0.1422D+01  0.2570D+00  0.1897D+04  0.1900D+04
  0.2370D+02  0.1422D+01  0.2565D+00  0.1888D+04  0.1893D+04
  0.2375D+02  0.1423D+01  0.2559D+00  0.1880D+04  0.1880D+04
  0.2381D+02  0.1423D+01  0.2552D+00  0.1870D+04  0.1865D+04
  0.2387D+02  0.1424D+01  0.2546D+00  0.1861D+04  0.1851D+04
  0.2392D+02  0.1424D+01  0.2539D+00  0.1852D+04  0.1840D+04
  0.2398D+02  0.1424D+01  0.2533D+00  0.1843D+04  0.1831D+04
  0.2404D+02  0.1424D+01  0.2526D+00  0.1833D+04  0.1822D+04
  0.2410D+02  0.1424D+01  0.2519D+00  0.1824D+04  0.1811D+04
  0.2415D+02  0.1424D+01  0.2512D+00  0.1814D+04  0.1796D+04
  0.2421D+02  0.1424D+01  0.2505D+00  0.1805D+04  0.1780D+04
  0.2427D+02  0.1424D+01  0.2498D+00  0.1795D+04  0.1766D+04
  0.2433D+02  0.1424D+01  0.2491D+00  0.1786D+04  0.1756D+04
  0.2439D+02  0.1423D+01  0.2484D+00  0.1776D+04  0.1749D+04
  0.2445D+02  0.1423D+01  0.2477D+00  0.1767D+04  0.1744D+04
  0.2451D+02  0.1423D+01  0.2471D+00  0.1758D+04  0.1740D+04
  0.2457D+02  0.1422D+01  0.2464D+00  0.1749D+04  0.1734D+04
  0.2463D+02  0.1422D+01  0.2457D+00  0.1740D+04  0.1723D+04
  0.2469D+02  0.1421D+01  0.2451D+00  0.1731D+04  0.1712D+04
  0.2475D+02  0.1420D+01  0.2445D+00  0.1723D+04  0.1702D+04
  0.2482D+02  0.1419D+01  0.2439D+00  0.1714D+04  0.1696D+04
  0.2487D+02  0.1419D+01  0.2434D+00  0.1706D+04  0.1694D+04
  0.2494D+02  0.1418D+01  0.2428D+00  0.1698D+04  0.1694D+04
  0.2500D+02  0.1417D+01  0.2423D+00  0.1690D+04  0.1695D+04
  0.2506D+02  0.1416D+01  0.2418D+00  0.1683D+04  0.1694D+04
  0.2513D+02  0.1415D+01  0.2414D+00  0.1675D+04  0.1689D+04
  0.2519D+02  0.1413D+01  0.2410D+00  0.1669D+04  0.1682D+04
  0.2525D+02  0.1412D+01  0.2406D+00  0.1662D+04  0.1678D+04
  0.2532D+02  0.1411D+01  0.2404D+00  0.1656D+04  0.1675D+04
  0.2538D+02  0.1410D+01  0.2401D+00  0.1650D+04  0.1674D+04
  0.2544D+02  0.1408D+01  0.2399D+00  0.1644D+04  0.1671D+04
  0.2551D+02  0.1407D+01  0.2397D+00  0.1639D+04  0.1670D+04
  0.2558D+02  0.1405D+01  0.2396D+00  0.1634D+04  0.1671D+04
  0.2564D+02  0.1404D+01  0.2395D+00  0.1629D+04  0.1672D+04
  0.2571D+02  0.1402D+01  0.2395D+00  0.1625D+04  0.1670D+04
  0.2577D+02  0.1401D+01  0.2395D+00  0.1621D+04  0.1668D+04
  0.2584D+02  0.1399D+01  0.2397D+00  0.1618D+04  0.1669D+04
  0.2591D+02  0.1397D+01  0.2398D+00  0.1615D+04  0.1671D+04
  0.2597D+02  0.1395D+01  0.2401D+00  0.1612D+04  0.1671D+04
  0.2604D+02  0.1393D+01  0.2404D+00  0.1610D+04  0.1667D+04
  0.2611D+02  0.1391D+01  0.2408D+00  0.1609D+04  0.1666D+04
  0.2618D+02  0.1390D+01  0.2412D+00  0.1607D+04  0.1668D+04
  0.2625D+02  0.1388D+01  0.2417D+00  0.1607D+04  0.1673D+04
  0.2632D+02  0.1385D+01  0.2423D+00  0.1607D+04  0.1679D+04
  0.2639D+02  0.1383D+01  0.2430D+00  0.1607D+04  0.1685D+04
  0.2646D+02  0.1381D+01  0.2438D+00  0.1608D+04  0.1690D+04
  0.2653D+02  0.1379D+01  0.2446D+00  0.1609D+04  0.1692D+04
  0.2660D+02  0.1377D+01  0.2456D+00  0.1611D+04  0.1692D+04
  0.2667D+02  0.1375D+01  0.2465D+00  0.1614D+04  0.1691D+04
  0.2674D+02  0.1373D+01  0.2476D+00  0.1617D+04  0.1692D+04
  0.2681D+02  0.1370D+01  0.2488D+00  0.1620D+04  0.1694D+04
  0.2688D+02  0.1368D+01  0.2502D+00  0.1624D+04  0.1701D+04
  0.2695D+02  0.1366D+01  0.2516D+00  0.1629D+04  0.1710D+04
  0.2703D+02  0.1363D+01  0.2531D+00  0.1634D+04  0.1720D+04
  0.2710D+02  0.1361D+01  0.2546D+00  0.1640D+04  0.1727D+04
  0.2717D+02  0.1359D+01  0.2563D+00  0.1647D+04  0.1732D+04
  0.2725D+02  0.1356D+01  0.2581D+00  0.1654D+04  0.1737D+04
  0.2732D+02  0.1354D+01  0.2601D+00  0.1662D+04  0.1741D+04
  0.2740D+02  0.1351D+01  0.2621D+00  0.1671D+04  0.1747D+04
  0.2747D+02  0.1349D+01  0.2643D+00  0.1680D+04  0.1756D+04
  0.2755D+02  0.1347D+01  0.2666D+00  0.1690D+04  0.1767D+04
  0.2762D+02  0.1344D+01  0.2688D+00  0.1701D+04  0.1778D+04
  0.2770D+02  0.1342D+01  0.2714D+00  0.1712D+04  0.1787D+04
  0.2778D+02  0.1340D+01  0.2740D+00  0.1724D+04  0.1796D+04
  0.2786D+02  0.1337D+01  0.2768D+00  0.1737D+04  0.1803D+04
  0.2793D+02  0.1335D+01  0.2797D+00  0.1750D+04  0.1808D+04
  0.2801D+02  0.1333D+01  0.2828D+00  0.1765D+04  0.1812D+04
  0.2809D+02  0.1331D+01  0.2860D+00  0.1780D+04  0.1817D+04
  0.2817D+02  0.1329D+01  0.2891D+00  0.1795D+04  0.1826D+04
  0.2825D+02  0.1326D+01  0.2925D+00  0.1812D+04  0.1840D+04
  0.2833D+02  0.1324D+01  0.2961D+00  0.1829D+04  0.1860D+04
  0.2841D+02  0.1322D+01  0.2998D+00  0.1847D+04  0.1880D+04
  0.2849D+02  0.1321D+01  0.3037D+00  0.1866D+04  0.1896D+04
  0.2857D+02  0.1319D+01  0.3077D+00  0.1885D+04  0.1905D+04
  0.2865D+02  0.1317D+01  0.3116D+00  0.1905D+04  0.1910D+04
  0.2873D+02  0.1315D+01  0.3159D+00  0.1926D+04  0.1916D+04
  0.2882D+02  0.1314D+01  0.3203D+00  0.1948D+04  0.1926D+04
  0.2890D+02  0.1313D+01  0.3248D+00  0.1970D+04  0.1940D+04
  0.2899D+02  0.1311D+01  0.3294D+00  0.1993D+04  0.1956D+04
  0.2907D+02  0.1310D+01  0.3342D+00  0.2017D+04  0.1971D+04
  0.2916D+02  0.1309D+01  0.3391D+00  0.2041D+04  0.1983D+04
  0.2924D+02  0.1309D+01  0.3439D+00  0.2066D+04  0.1995D+04
  0.2932D+02  0.1308D+01  0.3490D+00  0.2091D+04  0.2010D+04
  0.2941D+02  0.1308D+01  0.3542D+00  0.2117D+04  0.2029D+04
  0.2950D+02  0.1307D+01  0.3595D+00  0.2143D+04  0.2051D+04
  0.2959D+02  0.1307D+01  0.3648D+00  0.2170D+04  0.2072D+04
  0.2967D+02  0.1307D+01  0.3702D+00  0.2196D+04  0.2089D+04
  0.2976D+02  0.1308D+01  0.3754D+00  0.2223D+04  0.2107D+04
  0.2985D+02  0.1309D+01  0.3810D+00  0.2250D+04  0.2128D+04
  0.2994D+02  0.1309D+01  0.3865D+00  0.2277D+04  0.2152D+04
  0.3003D+02  0.1311D+01  0.3920D+00  0.2304D+04  0.2173D+04
  0.3012D+02  0.1312D+01  0.3976D+00  0.2331D+04  0.2192D+04
  0.3021D+02  0.1314D+01  0.4031D+00  0.2358D+04  0.2210D+04
  0.3030D+02  0.1315D+01  0.4085D+00  0.2384D+04  0.2229D+04
  0.3039D+02  0.1317D+01  0.4136D+00  0.2409D+04  0.2251D+04
  0.3049D+02  0.1320D+01  0.4189D+00  0.2434D+04  0.2284D+04
  0.3058D+02  0.1322D+01  0.4240D+00  0.2458D+04  0.2322D+04
  0.3067D+02  0.1325D+01  0.4291D+00  0.2481D+04  0.2353D+04
  0.3077D+02  0.1328D+01  0.4340D+00  0.2503D+04  0.2382D+04
  0.3087D+02  0.1332D+01  0.4387D+00  0.2523D+04  0.2422D+04
  0.3096D+02  0.1335D+01  0.4431D+00  0.2542D+04  0.2472D+04
  0.3105D+02  0.1339D+01  0.4472D+00  0.2560D+04  0.2513D+04
  0.3115D+02  0.1343D+01  0.4512D+00  0.2577D+04  0.2544D+04
  0.3125D+02  0.1347D+01  0.4550D+00  0.2591D+04  0.2571D+04
  0.3135D+02  0.1351D+01  0.4586D+00  0.2604D+04  0.2601D+04
  0.3145D+02  0.1355D+01  0.4618D+00  0.2615D+04  0.2635D+04
  0.3155D+02  0.1360D+01  0.4647D+00  0.2624D+04  0.2673D+04
  0.3164D+02  0.1364D+01  0.4672D+00  0.2631D+04  0.2716D+04
  0.3174D+02  0.1368D+01  0.4695D+00  0.2636D+04  0.2762D+04
  0.3185D+02  0.1373D+01  0.4716D+00  0.2639D+04  0.2800D+04
  0.3195D+02  0.1377D+01  0.4733D+00  0.2640D+04  0.2822D+04
  0.3205D+02  0.1382D+01  0.4746D+00  0.2640D+04  0.2837D+04
  0.3216D+02  0.1386D+01  0.4757D+00  0.2637D+04  0.2848D+04
  0.3226D+02  0.1390D+01  0.4765D+00  0.2633D+04  0.2855D+04
  0.3236D+02  0.1394D+01  0.4770D+00  0.2627D+04  0.2855D+04
  0.3247D+02  0.1398D+01  0.4772D+00  0.2619D+04  0.2852D+04
  0.3257D+02  0.1402D+01  0.4772D+00  0.2610D+04  0.2845D+04
  0.3268D+02  0.1405D+01  0.4770D+00  0.2600D+04  0.2831D+04
  0.3279D+02  0.1408D+01  0.4765D+00  0.2588D+04  0.2814D+04
  0.3290D+02  0.1411D+01  0.4759D+00  0.2576D+04  0.2794D+04
  0.3301D+02  0.1414D+01  0.4751D+00  0.2562D+04  0.2755D+04
  0.3311D+02  0.1416D+01  0.4742D+00  0.2548D+04  0.2697D+04
  0.3322D+02  0.1418D+01  0.4732D+00  0.2534D+04  0.2649D+04
  0.3333D+02  0.1420D+01  0.4720D+00  0.2519D+04  0.2613D+04
  0.3344D+02  0.1421D+01  0.4709D+00  0.2504D+04  0.2576D+04
  0.3356D+02  0.1422D+01  0.4696D+00  0.2489D+04  0.2538D+04
  0.3367D+02  0.1423D+01  0.4684D+00  0.2473D+04  0.2501D+04
  0.3378D+02  0.1424D+01  0.4673D+00  0.2458D+04  0.2466D+04
  0.3390D+02  0.1424D+01  0.4662D+00  0.2444D+04  0.2434D+04
  0.3401D+02  0.1424D+01  0.4651D+00  0.2430D+04  0.2406D+04
  0.3413D+02  0.1423D+01  0.4642D+00  0.2417D+04  0.2384D+04
  0.3425D+02  0.1423D+01  0.4634D+00  0.2404D+04  0.2364D+04
  0.3437D+02  0.1422D+01  0.4627D+00  0.2392D+04  0.2343D+04
  0.3449D+02  0.1420D+01  0.4622D+00  0.2381D+04  0.2319D+04
  0.3460D+02  0.1419D+01  0.4619D+00  0.2372D+04  0.2295D+04
  0.3472D+02  0.1417D+01  0.4617D+00  0.2363D+04  0.2277D+04
  0.3484D+02  0.1415D+01  0.4618D+00  0.2356D+04  0.2262D+04
  0.3496D+02  0.1413D+01  0.4621D+00  0.2349D+04  0.2247D+04
  0.3509D+02  0.1410D+01  0.4627D+00  0.2345D+04  0.2236D+04
  0.3521D+02  0.1408D+01  0.4636D+00  0.2341D+04  0.2229D+04
  0.3534D+02  0.1405D+01  0.4647D+00  0.2339D+04  0.2228D+04
  0.3546D+02  0.1402D+01  0.4661D+00  0.2339D+04  0.2233D+04
  0.3559D+02  0.1399D+01  0.4678D+00  0.2340D+04  0.2244D+04
  0.3571D+02  0.1396D+01  0.4698D+00  0.2342D+04  0.2256D+04
  0.3584D+02  0.1392D+01  0.4722D+00  0.2347D+04  0.2261D+04
  0.3597D+02  0.1389D+01  0.4749D+00  0.2353D+04  0.2265D+04
  0.3610D+02  0.1385D+01  0.4780D+00  0.2360D+04  0.2275D+04
  0.3623D+02  0.1382D+01  0.4812D+00  0.2370D+04  0.2292D+04
  0.3636D+02  0.1378D+01  0.4849D+00  0.2381D+04  0.2309D+04
  0.3649D+02  0.1374D+01  0.4890D+00  0.2393D+04  0.2324D+04
  0.3663D+02  0.1371D+01  0.4935D+00  0.2408D+04  0.2337D+04
  0.3677D+02  0.1367D+01  0.4984D+00  0.2425D+04  0.2352D+04
  0.3690D+02  0.1363D+01  0.5037D+00  0.2443D+04  0.2372D+04
  0.3704D+02  0.1360D+01  0.5094D+00  0.2463D+04  0.2397D+04
  0.3717D+02  0.1356D+01  0.5151D+00  0.2485D+04  0.2424D+04
  0.3731D+02  0.1353D+01  0.5215D+00  0.2509D+04  0.2448D+04
  0.3745D+02  0.1349D+01  0.5284D+00  0.2535D+04  0.2470D+04
  0.3759D+02  0.1346D+01  0.5357D+00  0.2563D+04  0.2497D+04
  0.3774D+02  0.1343D+01  0.5434D+00  0.2592D+04  0.2529D+04
  0.3788D+02  0.1340D+01  0.5515D+00  0.2624D+04  0.2561D+04
  0.3803D+02  0.1337D+01  0.5600D+00  0.2658D+04  0.2594D+04
  0.3816D+02  0.1335D+01  0.5685D+00  0.2693D+04  0.2630D+04
  0.3831D+02  0.1332D+01  0.5778D+00  0.2731D+04  0.2669D+04
  0.3846D+02  0.1330D+01  0.5876D+00  0.2770D+04  0.2712D+04
  0.3861D+02  0.1329D+01  0.5978D+00  0.2812D+04  0.2759D+04
  0.3876D+02  0.1327D+01  0.6084D+00  0.2855D+04  0.2810D+04
  0.3891D+02  0.1326D+01  0.6194D+00  0.2900D+04  0.2858D+04
  0.3906D+02  0.1325D+01  0.6301D+00  0.2947D+04  0.2900D+04
  0.3921D+02  0.1325D+01  0.6419D+00  0.2996D+04  0.2951D+04
  0.3937D+02  0.1325D+01  0.6540D+00  0.3046D+04  0.3034D+04
  0.3953D+02  0.1326D+01  0.6665D+00  0.3099D+04  0.3134D+04
  0.3968D+02  0.1327D+01  0.6793D+00  0.3152D+04  0.3210D+04
  0.3984D+02  0.1328D+01  0.6925D+00  0.3208D+04  0.3263D+04
  0.4000D+02  0.1330D+01  0.7060D+00  0.3264D+04  0.3311D+04
  0.4016D+02  0.1333D+01  0.7190D+00  0.3322D+04  0.3370D+04
