Calculated for E||b from oscillators in table 1 of Aronson et al., Appl. Opt. 22,
4093-4098, 1983.
  frequency  calc. ref.  real index  imag. index
 2.0191E+03  3.5509E-02  1.4644E+00   1.0592E-03
 2.0210E+03  3.5533E-02  1.4646E+00   1.0566E-03
 2.0230E+03  3.5557E-02  1.4648E+00   1.0541E-03
 2.0249E+03  3.5581E-02  1.4650E+00   1.0516E-03
 2.0268E+03  3.5605E-02  1.4652E+00   1.0492E-03
 2.0287E+03  3.5629E-02  1.4653E+00   1.0469E-03
 2.0307E+03  3.5652E-02  1.4655E+00   1.0445E-03
 2.0326E+03  3.5676E-02  1.4657E+00   1.0422E-03
 2.0345E+03  3.5699E-02  1.4659E+00   1.0400E-03
 2.0365E+03  3.5723E-02  1.4661E+00   1.0378E-03
 2.0384E+03  3.5746E-02  1.4663E+00   1.0356E-03
 2.0403E+03  3.5769E-02  1.4665E+00   1.0335E-03
 2.0422E+03  3.5792E-02  1.4667E+00   1.0314E-03
 2.0442E+03  3.5815E-02  1.4668E+00   1.0294E-03
 2.0461E+03  3.5838E-02  1.4670E+00   1.0274E-03
 2.0480E+03  3.5861E-02  1.4672E+00   1.0254E-03
 2.0500E+03  3.5884E-02  1.4674E+00   1.0235E-03
 2.0519E+03  3.5906E-02  1.4676E+00   1.0216E-03
 2.0538E+03  3.5929E-02  1.4678E+00   1.0197E-03
 2.0557E+03  3.5951E-02  1.4679E+00   1.0179E-03
 2.0577E+03  3.5973E-02  1.4681E+00   1.0161E-03
 2.0596E+03  3.5996E-02  1.4683E+00   1.0144E-03
 2.0615E+03  3.6018E-02  1.4685E+00   1.0127E-03
 2.0634E+03  3.6040E-02  1.4687E+00   1.0110E-03
 2.0654E+03  3.6062E-02  1.4688E+00   1.0093E-03
 2.0673E+03  3.6084E-02  1.4690E+00   1.0077E-03
 2.0692E+03  3.6105E-02  1.4692E+00   1.0061E-03
 2.0712E+03  3.6127E-02  1.4694E+00   1.0046E-03
 2.0731E+03  3.6149E-02  1.4695E+00   1.0031E-03
 2.0750E+03  3.6170E-02  1.4697E+00   1.0016E-03
 2.0769E+03  3.6192E-02  1.4699E+00   1.0001E-03
 2.0789E+03  3.6213E-02  1.4700E+00   9.9872E-04
 2.0808E+03  3.6234E-02  1.4702E+00   9.9733E-04
 2.0827E+03  3.6255E-02  1.4704E+00   9.9597E-04
 2.0847E+03  3.6277E-02  1.4706E+00   9.9464E-04
 2.0866E+03  3.6298E-02  1.4707E+00   9.9334E-04
 2.0885E+03  3.6319E-02  1.4709E+00   9.9207E-04
 2.0904E+03  3.6340E-02  1.4711E+00   9.9083E-04
 2.0924E+03  3.6360E-02  1.4712E+00   9.8961E-04
 2.0943E+03  3.6381E-02  1.4714E+00   9.8843E-04
 2.0962E+03  3.6402E-02  1.4716E+00   9.8727E-04
 2.0982E+03  3.6423E-02  1.4717E+00   9.8614E-04
 2.1001E+03  3.6443E-02  1.4719E+00   9.8504E-04
 2.1020E+03  3.6463E-02  1.4720E+00   9.8397E-04
 2.1039E+03  3.6484E-02  1.4722E+00   9.8292E-04
 2.1059E+03  3.6504E-02  1.4724E+00   9.8190E-04
 2.1078E+03  3.6524E-02  1.4725E+00   9.8090E-04
 2.1097E+03  3.6545E-02  1.4727E+00   9.7993E-04
 2.1117E+03  3.6565E-02  1.4729E+00   9.7899E-04
 2.1136E+03  3.6585E-02  1.4730E+00   9.7808E-04
 2.1155E+03  3.6605E-02  1.4732E+00   9.7719E-04
 2.1174E+03  3.6625E-02  1.4733E+00   9.7632E-04
 2.1194E+03  3.6645E-02  1.4735E+00   9.7548E-04
 2.1213E+03  3.6664E-02  1.4737E+00   9.7466E-04
 2.1232E+03  3.6684E-02  1.4738E+00   9.7387E-04
 2.1252E+03  3.6704E-02  1.4740E+00   9.7310E-04
 2.1271E+03  3.6723E-02  1.4741E+00   9.7236E-04
 2.1290E+03  3.6743E-02  1.4743E+00   9.7164E-04
 2.1309E+03  3.6763E-02  1.4744E+00   9.7095E-04
 2.1329E+03  3.6782E-02  1.4746E+00   9.7027E-04
 2.1348E+03  3.6801E-02  1.4747E+00   9.6962E-04
 2.1367E+03  3.6821E-02  1.4749E+00   9.6900E-04
 2.1387E+03  3.6840E-02  1.4751E+00   9.6840E-04
 2.1406E+03  3.6859E-02  1.4752E+00   9.6782E-04
 2.1425E+03  3.6878E-02  1.4754E+00   9.6726E-04
 2.1444E+03  3.6897E-02  1.4755E+00   9.6673E-04
 2.1464E+03  3.6916E-02  1.4757E+00   9.6621E-04
 2.1483E+03  3.6935E-02  1.4758E+00   9.6572E-04
 2.1502E+03  3.6954E-02  1.4760E+00   9.6525E-04
 2.1522E+03  3.6973E-02  1.4761E+00   9.6481E-04
 2.1541E+03  3.6992E-02  1.4763E+00   9.6438E-04
 2.1560E+03  3.7011E-02  1.4764E+00   9.6398E-04
 2.1579E+03  3.7029E-02  1.4766E+00   9.6360E-04
 2.1599E+03  3.7048E-02  1.4767E+00   9.6324E-04
 2.1618E+03  3.7067E-02  1.4769E+00   9.6290E-04
 2.1637E+03  3.7085E-02  1.4770E+00   9.6258E-04
 2.1657E+03  3.7104E-02  1.4772E+00   9.6228E-04
 2.1676E+03  3.7122E-02  1.4773E+00   9.6201E-04
 2.1695E+03  3.7140E-02  1.4774E+00   9.6175E-04
 2.1714E+03  3.7159E-02  1.4776E+00   9.6152E-04
 2.1734E+03  3.7177E-02  1.4777E+00   9.6130E-04
 2.1753E+03  3.7195E-02  1.4779E+00   9.6111E-04
 2.1772E+03  3.7213E-02  1.4780E+00   9.6093E-04
 2.1792E+03  3.7232E-02  1.4782E+00   9.6078E-04
 2.1811E+03  3.7250E-02  1.4783E+00   9.6064E-04
 2.1830E+03  3.7268E-02  1.4785E+00   9.6053E-04
 2.1849E+03  3.7286E-02  1.4786E+00   9.6043E-04
 2.1869E+03  3.7304E-02  1.4787E+00   9.6035E-04
 2.1888E+03  3.7322E-02  1.4789E+00   9.6030E-04
 2.1907E+03  3.7340E-02  1.4790E+00   9.6026E-04
 2.1927E+03  3.7357E-02  1.4792E+00   9.6024E-04
 2.1946E+03  3.7375E-02  1.4793E+00   9.6025E-04
 2.1965E+03  3.7393E-02  1.4795E+00   9.6027E-04
 2.1984E+03  3.7411E-02  1.4796E+00   9.6031E-04
 2.2004E+03  3.7428E-02  1.4797E+00   9.6037E-04
 2.2023E+03  3.7446E-02  1.4799E+00   9.6044E-04
 2.2042E+03  3.7463E-02  1.4800E+00   9.6054E-04
 2.2062E+03  3.7481E-02  1.4802E+00   9.6066E-04
 2.2081E+03  3.7499E-02  1.4803E+00   9.6079E-04
 2.2100E+03  3.7516E-02  1.4804E+00   9.6094E-04
 2.2119E+03  3.7533E-02  1.4806E+00   9.6111E-04
 2.2139E+03  3.7551E-02  1.4807E+00   9.6130E-04
 2.2158E+03  3.7568E-02  1.4808E+00   9.6151E-04
 2.2177E+03  3.7585E-02  1.4810E+00   9.6174E-04
 2.2197E+03  3.7603E-02  1.4811E+00   9.6198E-04
 2.2216E+03  3.7620E-02  1.4813E+00   9.6224E-04
 2.2235E+03  3.7637E-02  1.4814E+00   9.6253E-04
 2.2254E+03  3.7654E-02  1.4815E+00   9.6283E-04
 2.2274E+03  3.7671E-02  1.4817E+00   9.6314E-04
 2.2293E+03  3.7688E-02  1.4818E+00   9.6348E-04
 2.2312E+03  3.7705E-02  1.4819E+00   9.6383E-04
 2.2332E+03  3.7722E-02  1.4821E+00   9.6420E-04
 2.2351E+03  3.7739E-02  1.4822E+00   9.6459E-04
 2.2370E+03  3.7756E-02  1.4823E+00   9.6500E-04
 2.2389E+03  3.7773E-02  1.4825E+00   9.6542E-04
 2.2409E+03  3.7790E-02  1.4826E+00   9.6586E-04
 2.2428E+03  3.7807E-02  1.4827E+00   9.6632E-04
 2.2447E+03  3.7824E-02  1.4829E+00   9.6680E-04
 2.2467E+03  3.7841E-02  1.4830E+00   9.6729E-04
 2.2486E+03  3.7857E-02  1.4831E+00   9.6781E-04
 2.2505E+03  3.7874E-02  1.4833E+00   9.6834E-04
 2.2524E+03  3.7891E-02  1.4834E+00   9.6888E-04
 2.2544E+03  3.7907E-02  1.4835E+00   9.6945E-04
 2.2563E+03  3.7924E-02  1.4837E+00   9.7003E-04
 2.2582E+03  3.7940E-02  1.4838E+00   9.7063E-04
 2.2602E+03  3.7957E-02  1.4839E+00   9.7125E-04
 2.2621E+03  3.7974E-02  1.4841E+00   9.7188E-04
 2.2640E+03  3.7990E-02  1.4842E+00   9.7253E-04
 2.2659E+03  3.8006E-02  1.4843E+00   9.7320E-04
 2.2679E+03  3.8023E-02  1.4845E+00   9.7389E-04
 2.2698E+03  3.8039E-02  1.4846E+00   9.7459E-04
 2.2717E+03  3.8056E-02  1.4847E+00   9.7531E-04
 2.2737E+03  3.8072E-02  1.4848E+00   9.7605E-04
 2.2756E+03  3.8088E-02  1.4850E+00   9.7680E-04
 2.2775E+03  3.8105E-02  1.4851E+00   9.7757E-04
 2.2794E+03  3.8121E-02  1.4852E+00   9.7836E-04
 2.2814E+03  3.8137E-02  1.4854E+00   9.7917E-04
 2.2833E+03  3.8153E-02  1.4855E+00   9.7999E-04
 2.2852E+03  3.8170E-02  1.4856E+00   9.8084E-04
 2.2872E+03  3.8186E-02  1.4857E+00   9.8169E-04
 2.2891E+03  3.8202E-02  1.4859E+00   9.8257E-04
 2.2910E+03  3.8218E-02  1.4860E+00   9.8346E-04
 2.2929E+03  3.8234E-02  1.4861E+00   9.8437E-04
 2.2949E+03  3.8250E-02  1.4863E+00   9.8529E-04
 2.2968E+03  3.8266E-02  1.4864E+00   9.8624E-04
 2.2987E+03  3.8282E-02  1.4865E+00   9.8720E-04
 2.3007E+03  3.8298E-02  1.4866E+00   9.8818E-04
 2.3026E+03  3.8314E-02  1.4868E+00   9.8917E-04
 2.3045E+03  3.8330E-02  1.4869E+00   9.9018E-04
 2.3064E+03  3.8346E-02  1.4870E+00   9.9121E-04
 2.3084E+03  3.8362E-02  1.4871E+00   9.9226E-04
 2.3103E+03  3.8378E-02  1.4873E+00   9.9332E-04
 2.3122E+03  3.8394E-02  1.4874E+00   9.9440E-04
 2.3142E+03  3.8410E-02  1.4875E+00   9.9550E-04
 2.3161E+03  3.8425E-02  1.4876E+00   9.9661E-04
 2.3180E+03  3.8441E-02  1.4878E+00   9.9774E-04
 2.3199E+03  3.8457E-02  1.4879E+00   9.9889E-04
 2.3219E+03  3.8473E-02  1.4880E+00   1.0001E-03
 2.3238E+03  3.8489E-02  1.4881E+00   1.0012E-03
 2.3257E+03  3.8504E-02  1.4883E+00   1.0024E-03
 2.3277E+03  3.8520E-02  1.4884E+00   1.0037E-03
 2.3296E+03  3.8536E-02  1.4885E+00   1.0049E-03
 2.3315E+03  3.8551E-02  1.4886E+00   1.0061E-03
 2.3334E+03  3.8567E-02  1.4888E+00   1.0074E-03
 2.3354E+03  3.8583E-02  1.4889E+00   1.0087E-03
 2.3373E+03  3.8598E-02  1.4890E+00   1.0100E-03
 2.3392E+03  3.8614E-02  1.4891E+00   1.0113E-03
 2.3412E+03  3.8629E-02  1.4892E+00   1.0127E-03
 2.3431E+03  3.8645E-02  1.4894E+00   1.0140E-03
 2.3450E+03  3.8661E-02  1.4895E+00   1.0154E-03
 2.3469E+03  3.8676E-02  1.4896E+00   1.0168E-03
 2.3489E+03  3.8692E-02  1.4897E+00   1.0182E-03
 2.3508E+03  3.8707E-02  1.4899E+00   1.0196E-03
 2.3527E+03  3.8723E-02  1.4900E+00   1.0211E-03
 2.3547E+03  3.8738E-02  1.4901E+00   1.0225E-03
 2.3566E+03  3.8753E-02  1.4902E+00   1.0240E-03
 2.3585E+03  3.8769E-02  1.4903E+00   1.0255E-03
 2.3604E+03  3.8784E-02  1.4905E+00   1.0270E-03
 2.3624E+03  3.8800E-02  1.4906E+00   1.0286E-03
 2.3643E+03  3.8815E-02  1.4907E+00   1.0301E-03
 2.3662E+03  3.8831E-02  1.4908E+00   1.0317E-03
 2.3682E+03  3.8846E-02  1.4909E+00   1.0333E-03
 2.3701E+03  3.8861E-02  1.4911E+00   1.0349E-03
 2.3720E+03  3.8877E-02  1.4912E+00   1.0365E-03
 2.3739E+03  3.8892E-02  1.4913E+00   1.0381E-03
 2.3759E+03  3.8907E-02  1.4914E+00   1.0398E-03
 2.3778E+03  3.8923E-02  1.4916E+00   1.0414E-03
 2.3797E+03  3.8938E-02  1.4917E+00   1.0431E-03
 2.3817E+03  3.8953E-02  1.4918E+00   1.0449E-03
 2.3836E+03  3.8969E-02  1.4919E+00   1.0466E-03
 2.3855E+03  3.8984E-02  1.4920E+00   1.0483E-03
 2.3874E+03  3.8999E-02  1.4922E+00   1.0501E-03
 2.3894E+03  3.9014E-02  1.4923E+00   1.0519E-03
 2.3913E+03  3.9030E-02  1.4924E+00   1.0537E-03
 2.3932E+03  3.9045E-02  1.4925E+00   1.0555E-03
 2.3952E+03  3.9060E-02  1.4926E+00   1.0574E-03
 2.3971E+03  3.9075E-02  1.4928E+00   1.0592E-03
 2.3990E+03  3.9090E-02  1.4929E+00   1.0611E-03
 2.4009E+03  3.9106E-02  1.4930E+00   1.0630E-03
 2.4029E+03  3.9121E-02  1.4931E+00   1.0649E-03
 2.4048E+03  3.9136E-02  1.4932E+00   1.0668E-03
 2.4067E+03  3.9151E-02  1.4933E+00   1.0688E-03
 2.4087E+03  3.9166E-02  1.4935E+00   1.0708E-03
 2.4106E+03  3.9182E-02  1.4936E+00   1.0728E-03
 2.4125E+03  3.9197E-02  1.4937E+00   1.0748E-03
 2.4144E+03  3.9212E-02  1.4938E+00   1.0768E-03
 2.4164E+03  3.9227E-02  1.4939E+00   1.0788E-03
 2.4183E+03  3.9242E-02  1.4941E+00   1.0809E-03
 2.4202E+03  3.9257E-02  1.4942E+00   1.0830E-03
 2.4222E+03  3.9272E-02  1.4943E+00   1.0851E-03
 2.4241E+03  3.9288E-02  1.4944E+00   1.0872E-03
 2.4260E+03  3.9303E-02  1.4945E+00   1.0894E-03
 2.4279E+03  3.9318E-02  1.4947E+00   1.0915E-03
 2.4299E+03  3.9333E-02  1.4948E+00   1.0937E-03
 2.4318E+03  3.9348E-02  1.4949E+00   1.0959E-03
 2.4337E+03  3.9363E-02  1.4950E+00   1.0982E-03
 2.4357E+03  3.9378E-02  1.4951E+00   1.1004E-03
 2.4376E+03  3.9393E-02  1.4953E+00   1.1027E-03
 2.4395E+03  3.9408E-02  1.4954E+00   1.1050E-03
 2.4414E+03  3.9423E-02  1.4955E+00   1.1073E-03
 2.4434E+03  3.9439E-02  1.4956E+00   1.1096E-03
 2.4453E+03  3.9454E-02  1.4957E+00   1.1119E-03
 2.4472E+03  3.9469E-02  1.4958E+00   1.1143E-03
 2.4492E+03  3.9484E-02  1.4960E+00   1.1167E-03
 2.4511E+03  3.9499E-02  1.4961E+00   1.1191E-03
 2.4530E+03  3.9514E-02  1.4962E+00   1.1215E-03
 2.4549E+03  3.9529E-02  1.4963E+00   1.1240E-03
 2.4569E+03  3.9544E-02  1.4964E+00   1.1265E-03
 2.4588E+03  3.9559E-02  1.4966E+00   1.1290E-03
 2.4607E+03  3.9574E-02  1.4967E+00   1.1315E-03
 2.4627E+03  3.9589E-02  1.4968E+00   1.1340E-03
 2.4646E+03  3.9605E-02  1.4969E+00   1.1366E-03
 2.4665E+03  3.9620E-02  1.4970E+00   1.1391E-03
 2.4684E+03  3.9635E-02  1.4971E+00   1.1417E-03
 2.4704E+03  3.9650E-02  1.4973E+00   1.1444E-03
 2.4723E+03  3.9665E-02  1.4974E+00   1.1470E-03
 2.4742E+03  3.9680E-02  1.4975E+00   1.1497E-03
 2.4762E+03  3.9695E-02  1.4976E+00   1.1524E-03
 2.4781E+03  3.9710E-02  1.4977E+00   1.1551E-03
 2.4800E+03  3.9725E-02  1.4979E+00   1.1578E-03
 2.4819E+03  3.9740E-02  1.4980E+00   1.1606E-03
 2.4839E+03  3.9756E-02  1.4981E+00   1.1633E-03
 2.4858E+03  3.9771E-02  1.4982E+00   1.1661E-03
 2.4877E+03  3.9786E-02  1.4983E+00   1.1690E-03
 2.4897E+03  3.9801E-02  1.4984E+00   1.1718E-03
 2.4916E+03  3.9816E-02  1.4986E+00   1.1747E-03
 2.4935E+03  3.9831E-02  1.4987E+00   1.1776E-03
 2.4954E+03  3.9846E-02  1.4988E+00   1.1805E-03
 2.4974E+03  3.9861E-02  1.4989E+00   1.1834E-03
 2.4993E+03  3.9877E-02  1.4990E+00   1.1864E-03
 2.5012E+03  3.9892E-02  1.4992E+00   1.1894E-03
 2.5032E+03  3.9907E-02  1.4993E+00   1.1924E-03
 2.5051E+03  3.9922E-02  1.4994E+00   1.1954E-03
 2.5070E+03  3.9937E-02  1.4995E+00   1.1985E-03
 2.5089E+03  3.9952E-02  1.4996E+00   1.2015E-03
 2.5109E+03  3.9968E-02  1.4997E+00   1.2047E-03
 2.5128E+03  3.9983E-02  1.4999E+00   1.2078E-03
 2.5147E+03  3.9998E-02  1.5000E+00   1.2109E-03
 2.5166E+03  4.0013E-02  1.5001E+00   1.2141E-03
 2.5186E+03  4.0028E-02  1.5002E+00   1.2173E-03
 2.5205E+03  4.0044E-02  1.5003E+00   1.2205E-03
 2.5224E+03  4.0059E-02  1.5005E+00   1.2238E-03
 2.5244E+03  4.0074E-02  1.5006E+00   1.2271E-03
 2.5263E+03  4.0089E-02  1.5007E+00   1.2304E-03
 2.5282E+03  4.0105E-02  1.5008E+00   1.2337E-03
 2.5301E+03  4.0120E-02  1.5009E+00   1.2371E-03
 2.5321E+03  4.0135E-02  1.5011E+00   1.2404E-03
 2.5340E+03  4.0150E-02  1.5012E+00   1.2439E-03
 2.5359E+03  4.0166E-02  1.5013E+00   1.2473E-03
 2.5379E+03  4.0181E-02  1.5014E+00   1.2508E-03
 2.5398E+03  4.0196E-02  1.5015E+00   1.2543E-03
 2.5417E+03  4.0212E-02  1.5017E+00   1.2577E-03
 2.5436E+03  4.0227E-02  1.5018E+00   1.2613E-03
 2.5456E+03  4.0242E-02  1.5019E+00   1.2649E-03
 2.5475E+03  4.0258E-02  1.5020E+00   1.2685E-03
 2.5494E+03  4.0273E-02  1.5021E+00   1.2721E-03
 2.5514E+03  4.0289E-02  1.5023E+00   1.2757E-03
 2.5533E+03  4.0304E-02  1.5024E+00   1.2794E-03
 2.5552E+03  4.0319E-02  1.5025E+00   1.2831E-03
 2.5571E+03  4.0335E-02  1.5026E+00   1.2868E-03
 2.5591E+03  4.0350E-02  1.5027E+00   1.2906E-03
 2.5610E+03  4.0366E-02  1.5029E+00   1.2944E-03
 2.5629E+03  4.0381E-02  1.5030E+00   1.2982E-03
 2.5649E+03  4.0397E-02  1.5031E+00   1.3021E-03
 2.5668E+03  4.0412E-02  1.5032E+00   1.3059E-03
 2.5687E+03  4.0428E-02  1.5033E+00   1.3099E-03
 2.5706E+03  4.0443E-02  1.5035E+00   1.3138E-03
 2.5726E+03  4.0459E-02  1.5036E+00   1.3178E-03
 2.5745E+03  4.0475E-02  1.5037E+00   1.3218E-03
 2.5764E+03  4.0490E-02  1.5038E+00   1.3258E-03
 2.5784E+03  4.0506E-02  1.5039E+00   1.3298E-03
 2.5803E+03  4.0521E-02  1.5041E+00   1.3339E-03
 2.5822E+03  4.0537E-02  1.5042E+00   1.3380E-03
 2.5841E+03  4.0553E-02  1.5043E+00   1.3422E-03
 2.5861E+03  4.0568E-02  1.5044E+00   1.3464E-03
 2.5880E+03  4.0584E-02  1.5046E+00   1.3506E-03
 2.5899E+03  4.0600E-02  1.5047E+00   1.3548E-03
 2.5918E+03  4.0616E-02  1.5048E+00   1.3591E-03
 2.5938E+03  4.0631E-02  1.5049E+00   1.3634E-03
 2.5957E+03  4.0647E-02  1.5050E+00   1.3677E-03
 2.5976E+03  4.0663E-02  1.5052E+00   1.3721E-03
 2.5996E+03  4.0679E-02  1.5053E+00   1.3765E-03
 2.6015E+03  4.0695E-02  1.5054E+00   1.3810E-03
 2.6034E+03  4.0711E-02  1.5055E+00   1.3854E-03
 2.6053E+03  4.0727E-02  1.5057E+00   1.3899E-03
 2.6073E+03  4.0742E-02  1.5058E+00   1.3944E-03
 2.6092E+03  4.0758E-02  1.5059E+00   1.3990E-03
 2.6111E+03  4.0774E-02  1.5060E+00   1.4036E-03
 2.6131E+03  4.0790E-02  1.5062E+00   1.4083E-03
 2.6150E+03  4.0806E-02  1.5063E+00   1.4130E-03
 2.6169E+03  4.0822E-02  1.5064E+00   1.4176E-03
 2.6188E+03  4.0838E-02  1.5065E+00   1.4224E-03
 2.6208E+03  4.0855E-02  1.5067E+00   1.4272E-03
 2.6227E+03  4.0871E-02  1.5068E+00   1.4320E-03
 2.6246E+03  4.0887E-02  1.5069E+00   1.4368E-03
 2.6266E+03  4.0903E-02  1.5070E+00   1.4417E-03
 2.6285E+03  4.0919E-02  1.5072E+00   1.4467E-03
 2.6304E+03  4.0935E-02  1.5073E+00   1.4516E-03
 2.6323E+03  4.0952E-02  1.5074E+00   1.4566E-03
 2.6343E+03  4.0968E-02  1.5075E+00   1.4616E-03
 2.6362E+03  4.0984E-02  1.5077E+00   1.4667E-03
 2.6381E+03  4.1001E-02  1.5078E+00   1.4718E-03
 2.6401E+03  4.1017E-02  1.5079E+00   1.4770E-03
 2.6420E+03  4.1033E-02  1.5080E+00   1.4821E-03
 2.6439E+03  4.1050E-02  1.5082E+00   1.4874E-03
 2.6458E+03  4.1066E-02  1.5083E+00   1.4926E-03
 2.6478E+03  4.1083E-02  1.5084E+00   1.4980E-03
 2.6497E+03  4.1099E-02  1.5086E+00   1.5033E-03
 2.6516E+03  4.1116E-02  1.5087E+00   1.5087E-03
 2.6536E+03  4.1132E-02  1.5088E+00   1.5141E-03
 2.6555E+03  4.1149E-02  1.5089E+00   1.5196E-03
 2.6574E+03  4.1165E-02  1.5091E+00   1.5251E-03
 2.6593E+03  4.1182E-02  1.5092E+00   1.5306E-03
 2.6613E+03  4.1199E-02  1.5093E+00   1.5362E-03
 2.6632E+03  4.1216E-02  1.5095E+00   1.5419E-03
 2.6651E+03  4.1232E-02  1.5096E+00   1.5475E-03
 2.6671E+03  4.1249E-02  1.5097E+00   1.5532E-03
 2.6690E+03  4.1266E-02  1.5098E+00   1.5590E-03
 2.6709E+03  4.1283E-02  1.5100E+00   1.5648E-03
 2.6728E+03  4.1300E-02  1.5101E+00   1.5707E-03
 2.6748E+03  4.1317E-02  1.5102E+00   1.5766E-03
 2.6767E+03  4.1334E-02  1.5104E+00   1.5825E-03
 2.6786E+03  4.1351E-02  1.5105E+00   1.5885E-03
 2.6806E+03  4.1368E-02  1.5106E+00   1.5945E-03
 2.6825E+03  4.1385E-02  1.5108E+00   1.6006E-03
 2.6844E+03  4.1402E-02  1.5109E+00   1.6067E-03
 2.6863E+03  4.1419E-02  1.5110E+00   1.6129E-03
 2.6883E+03  4.1436E-02  1.5112E+00   1.6191E-03
 2.6902E+03  4.1454E-02  1.5113E+00   1.6253E-03
 2.6921E+03  4.1471E-02  1.5114E+00   1.6316E-03
 2.6941E+03  4.1488E-02  1.5116E+00   1.6380E-03
 2.6960E+03  4.1505E-02  1.5117E+00   1.6444E-03
 2.6979E+03  4.1523E-02  1.5118E+00   1.6508E-03
 2.6998E+03  4.1540E-02  1.5120E+00   1.6574E-03
 2.7018E+03  4.1558E-02  1.5121E+00   1.6639E-03
 2.7037E+03  4.1575E-02  1.5122E+00   1.6705E-03
 2.7056E+03  4.1593E-02  1.5124E+00   1.6771E-03
 2.7076E+03  4.1610E-02  1.5125E+00   1.6839E-03
 2.7095E+03  4.1628E-02  1.5127E+00   1.6906E-03
 2.7114E+03  4.1646E-02  1.5128E+00   1.6974E-03
 2.7133E+03  4.1664E-02  1.5129E+00   1.7043E-03
 2.7153E+03  4.1681E-02  1.5131E+00   1.7112E-03
 2.7172E+03  4.1699E-02  1.5132E+00   1.7181E-03
 2.7191E+03  4.1717E-02  1.5133E+00   1.7252E-03
 2.7211E+03  4.1735E-02  1.5135E+00   1.7323E-03
 2.7230E+03  4.1753E-02  1.5136E+00   1.7394E-03
 2.7249E+03  4.1771E-02  1.5138E+00   1.7466E-03
 2.7268E+03  4.1789E-02  1.5139E+00   1.7538E-03
 2.7288E+03  4.1807E-02  1.5140E+00   1.7611E-03
 2.7307E+03  4.1825E-02  1.5142E+00   1.7685E-03
 2.7326E+03  4.1843E-02  1.5143E+00   1.7759E-03
 2.7346E+03  4.1862E-02  1.5145E+00   1.7833E-03
 2.7365E+03  4.1880E-02  1.5146E+00   1.7909E-03
 2.7384E+03  4.1898E-02  1.5147E+00   1.7985E-03
 2.7403E+03  4.1917E-02  1.5149E+00   1.8061E-03
 2.7423E+03  4.1935E-02  1.5150E+00   1.8138E-03
 2.7442E+03  4.1954E-02  1.5152E+00   1.8216E-03
 2.7461E+03  4.1972E-02  1.5153E+00   1.8294E-03
 2.7481E+03  4.1991E-02  1.5155E+00   1.8373E-03
 2.7500E+03  4.2010E-02  1.5156E+00   1.8453E-03
 2.7519E+03  4.2028E-02  1.5157E+00   1.8533E-03
 2.7538E+03  4.2047E-02  1.5159E+00   1.8614E-03
 2.7558E+03  4.2066E-02  1.5160E+00   1.8695E-03
 2.7577E+03  4.2085E-02  1.5162E+00   1.8777E-03
 2.7596E+03  4.2104E-02  1.5163E+00   1.8860E-03
 2.7616E+03  4.2123E-02  1.5165E+00   1.8943E-03
 2.7635E+03  4.2142E-02  1.5166E+00   1.9027E-03
 2.7654E+03  4.2161E-02  1.5168E+00   1.9112E-03
 2.7673E+03  4.2180E-02  1.5169E+00   1.9198E-03
 2.7693E+03  4.2199E-02  1.5171E+00   1.9283E-03
 2.7712E+03  4.2219E-02  1.5172E+00   1.9370E-03
 2.7731E+03  4.2238E-02  1.5174E+00   1.9458E-03
 2.7751E+03  4.2257E-02  1.5175E+00   1.9546E-03
 2.7770E+03  4.2277E-02  1.5177E+00   1.9635E-03
 2.7789E+03  4.2297E-02  1.5178E+00   1.9725E-03
 2.7808E+03  4.2316E-02  1.5180E+00   1.9815E-03
 2.7828E+03  4.2336E-02  1.5181E+00   1.9906E-03
 2.7847E+03  4.2355E-02  1.5183E+00   1.9998E-03
 2.7866E+03  4.2375E-02  1.5184E+00   2.0091E-03
 2.7886E+03  4.2395E-02  1.5186E+00   2.0184E-03
 2.7905E+03  4.2415E-02  1.5187E+00   2.0278E-03
 2.7924E+03  4.2435E-02  1.5189E+00   2.0373E-03
 2.7943E+03  4.2455E-02  1.5190E+00   2.0469E-03
 2.7963E+03  4.2475E-02  1.5192E+00   2.0565E-03
 2.7982E+03  4.2496E-02  1.5193E+00   2.0662E-03
 2.8001E+03  4.2516E-02  1.5195E+00   2.0761E-03
 2.8021E+03  4.2536E-02  1.5197E+00   2.0860E-03
 2.8040E+03  4.2557E-02  1.5198E+00   2.0959E-03
 2.8059E+03  4.2577E-02  1.5200E+00   2.1059E-03
 2.8078E+03  4.2598E-02  1.5201E+00   2.1161E-03
 2.8098E+03  4.2618E-02  1.5203E+00   2.1263E-03
 2.8117E+03  4.2639E-02  1.5204E+00   2.1366E-03
 2.8136E+03  4.2660E-02  1.5206E+00   2.1470E-03
 2.8156E+03  4.2681E-02  1.5208E+00   2.1575E-03
 2.8175E+03  4.2702E-02  1.5209E+00   2.1681E-03
 2.8194E+03  4.2723E-02  1.5211E+00   2.1787E-03
 2.8213E+03  4.2744E-02  1.5213E+00   2.1895E-03
 2.8233E+03  4.2765E-02  1.5214E+00   2.2003E-03
 2.8252E+03  4.2786E-02  1.5216E+00   2.2113E-03
 2.8271E+03  4.2808E-02  1.5217E+00   2.2223E-03
 2.8291E+03  4.2829E-02  1.5219E+00   2.2334E-03
 2.8310E+03  4.2851E-02  1.5221E+00   2.2446E-03
