Calculated for E||b from oscillators in table 1 of Aronson et al., Appl. Opt. 22,
4093-4098, 1983.
  frequency  calc. ref.  real index  imag. index
 1.2053E+03  4.0100E-02  6.7626E-01   9.0541E-02
 1.2072E+03  3.2156E-02  7.0532E-01   8.3048E-02
 1.2091E+03  2.5840E-02  7.3205E-01   7.6642E-02
 1.2111E+03  2.0729E-02  7.5700E-01   7.1046E-02
 1.2130E+03  1.6595E-02  7.8025E-01   6.6137E-02
 1.2149E+03  1.3238E-02  8.0197E-01   6.1794E-02
 1.2169E+03  1.0505E-02  8.2233E-01   5.7924E-02
 1.2188E+03  8.2786E-03  8.4147E-01   5.4455E-02
 1.2207E+03  6.4745E-03  8.5941E-01   5.1343E-02
 1.2226E+03  5.0011E-03  8.7644E-01   4.8507E-02
 1.2246E+03  3.8102E-03  8.9255E-01   4.5927E-02
 1.2265E+03  2.8546E-03  9.0782E-01   4.3569E-02
 1.2284E+03  2.0959E-03  9.2232E-01   4.1407E-02
 1.2304E+03  1.5027E-03  9.3611E-01   3.9419E-02
 1.2323E+03  1.0492E-03  9.4925E-01   3.7584E-02
 1.2342E+03  7.1531E-04  9.6172E-01   3.5894E-02
 1.2361E+03  4.7985E-04  9.7369E-01   3.4318E-02
 1.2381E+03  3.2982E-04  9.8514E-01   3.2853E-02
 1.2400E+03  2.5259E-04  9.9610E-01   3.1488E-02
 1.2419E+03  2.3751E-04  1.0066E+00   3.0213E-02
 1.2439E+03  2.7551E-04  1.0167E+00   2.9021E-02
 1.2458E+03  3.5837E-04  1.0263E+00   2.7909E-02
 1.2477E+03  4.8038E-04  1.0356E+00   2.6859E-02
 1.2496E+03  6.3558E-04  1.0446E+00   2.5872E-02
 1.2516E+03  8.1911E-04  1.0532E+00   2.4943E-02
 1.2535E+03  1.0268E-03  1.0615E+00   2.4066E-02
 1.2554E+03  1.2550E-03  1.0695E+00   2.3239E-02
 1.2574E+03  1.5006E-03  1.0773E+00   2.2457E-02
 1.2593E+03  1.7596E-03  1.0847E+00   2.1720E-02
 1.2612E+03  2.0322E-03  1.0919E+00   2.1018E-02
 1.2631E+03  2.3152E-03  1.0989E+00   2.0352E-02
 1.2651E+03  2.6066E-03  1.1057E+00   1.9719E-02
 1.2670E+03  2.9051E-03  1.1122E+00   1.9118E-02
 1.2689E+03  3.2091E-03  1.1186E+00   1.8545E-02
 1.2708E+03  3.5160E-03  1.1247E+00   1.8003E-02
 1.2728E+03  3.8278E-03  1.1307E+00   1.7483E-02
 1.2747E+03  4.1422E-03  1.1365E+00   1.6987E-02
 1.2766E+03  4.4582E-03  1.1421E+00   1.6514E-02
 1.2786E+03  4.7753E-03  1.1475E+00   1.6061E-02
 1.2805E+03  5.0927E-03  1.1528E+00   1.5628E-02
 1.2824E+03  5.4100E-03  1.1580E+00   1.5214E-02
 1.2843E+03  5.7251E-03  1.1630E+00   1.4819E-02
 1.2863E+03  6.0409E-03  1.1679E+00   1.4439E-02
 1.2882E+03  6.3553E-03  1.1726E+00   1.4074E-02
 1.2901E+03  6.6680E-03  1.1773E+00   1.3724E-02
 1.2921E+03  6.9788E-03  1.1818E+00   1.3388E-02
 1.2940E+03  7.2875E-03  1.1862E+00   1.3065E-02
 1.2959E+03  7.5923E-03  1.1904E+00   1.2757E-02
 1.2978E+03  7.8962E-03  1.1946E+00   1.2458E-02
 1.2998E+03  8.1974E-03  1.1987E+00   1.2171E-02
 1.3017E+03  8.4959E-03  1.2027E+00   1.1894E-02
 1.3036E+03  8.7915E-03  1.2066E+00   1.1627E-02
 1.3056E+03  9.0842E-03  1.2104E+00   1.1371E-02
 1.3075E+03  9.3738E-03  1.2141E+00   1.1123E-02
 1.3094E+03  9.6589E-03  1.2177E+00   1.0885E-02
 1.3113E+03  9.9424E-03  1.2212E+00   1.0654E-02
 1.3133E+03  1.0223E-02  1.2247E+00   1.0432E-02
 1.3152E+03  1.0500E-02  1.2281E+00   1.0216E-02
 1.3171E+03  1.0774E-02  1.2314E+00   1.0008E-02
 1.3191E+03  1.1045E-02  1.2346E+00   9.8073E-03
 1.3210E+03  1.1311E-02  1.2378E+00   9.6139E-03
 1.3229E+03  1.1575E-02  1.2409E+00   9.4257E-03
 1.3248E+03  1.1837E-02  1.2440E+00   9.2436E-03
 1.3268E+03  1.2095E-02  1.2469E+00   9.0672E-03
 1.3287E+03  1.2350E-02  1.2499E+00   8.8964E-03
 1.3306E+03  1.2601E-02  1.2527E+00   8.7309E-03
 1.3326E+03  1.2850E-02  1.2555E+00   8.5706E-03
 1.3345E+03  1.3095E-02  1.2583E+00   8.4158E-03
 1.3364E+03  1.3337E-02  1.2610E+00   8.2650E-03
 1.3383E+03  1.3577E-02  1.2636E+00   8.1187E-03
 1.3403E+03  1.3814E-02  1.2662E+00   7.9767E-03
 1.3422E+03  1.4047E-02  1.2688E+00   7.8389E-03
 1.3441E+03  1.4278E-02  1.2713E+00   7.7050E-03
 1.3461E+03  1.4505E-02  1.2737E+00   7.5757E-03
 1.3480E+03  1.4730E-02  1.2762E+00   7.4494E-03
 1.3499E+03  1.4953E-02  1.2785E+00   7.3267E-03
 1.3518E+03  1.5172E-02  1.2809E+00   7.2074E-03
 1.3538E+03  1.5389E-02  1.2831E+00   7.0914E-03
 1.3557E+03  1.5604E-02  1.2854E+00   6.9786E-03
 1.3576E+03  1.5815E-02  1.2876E+00   6.8689E-03
 1.3596E+03  1.6023E-02  1.2898E+00   6.7627E-03
 1.3615E+03  1.6230E-02  1.2919E+00   6.6588E-03
 1.3634E+03  1.6434E-02  1.2940E+00   6.5576E-03
 1.3653E+03  1.6635E-02  1.2961E+00   6.4592E-03
 1.3673E+03  1.6834E-02  1.2981E+00   6.3633E-03
 1.3692E+03  1.7031E-02  1.3001E+00   6.2700E-03
 1.3711E+03  1.7226E-02  1.3021E+00   6.1790E-03
 1.3731E+03  1.7417E-02  1.3040E+00   6.0909E-03
 1.3750E+03  1.7607E-02  1.3059E+00   6.0045E-03
 1.3769E+03  1.7794E-02  1.3078E+00   5.9203E-03
 1.3788E+03  1.7980E-02  1.3096E+00   5.8383E-03
 1.3808E+03  1.8163E-02  1.3115E+00   5.7583E-03
 1.3827E+03  1.8344E-02  1.3133E+00   5.6803E-03
 1.3846E+03  1.8522E-02  1.3150E+00   5.6046E-03
 1.3866E+03  1.8699E-02  1.3168E+00   5.5304E-03
 1.3885E+03  1.8874E-02  1.3185E+00   5.4580E-03
 1.3904E+03  1.9047E-02  1.3202E+00   5.3873E-03
 1.3923E+03  1.9218E-02  1.3218E+00   5.3184E-03
 1.3943E+03  1.9387E-02  1.3235E+00   5.2512E-03
 1.3962E+03  1.9555E-02  1.3251E+00   5.1855E-03
 1.3981E+03  1.9719E-02  1.3267E+00   5.1218E-03
 1.4001E+03  1.9883E-02  1.3283E+00   5.0592E-03
 1.4020E+03  2.0045E-02  1.3298E+00   4.9981E-03
 1.4039E+03  2.0205E-02  1.3314E+00   4.9385E-03
 1.4058E+03  2.0363E-02  1.3329E+00   4.8802E-03
 1.4078E+03  2.0520E-02  1.3344E+00   4.8234E-03
 1.4097E+03  2.0674E-02  1.3358E+00   4.7681E-03
 1.4116E+03  2.0828E-02  1.3373E+00   4.7139E-03
 1.4136E+03  2.0980E-02  1.3387E+00   4.6609E-03
 1.4155E+03  2.1130E-02  1.3401E+00   4.6092E-03
 1.4174E+03  2.1279E-02  1.3415E+00   4.5586E-03
 1.4193E+03  2.1426E-02  1.3429E+00   4.5093E-03
 1.4213E+03  2.1572E-02  1.3443E+00   4.4610E-03
 1.4232E+03  2.1716E-02  1.3456E+00   4.4142E-03
 1.4251E+03  2.1858E-02  1.3470E+00   4.3682E-03
 1.4271E+03  2.2000E-02  1.3483E+00   4.3232E-03
 1.4290E+03  2.2140E-02  1.3496E+00   4.2793E-03
 1.4309E+03  2.2279E-02  1.3509E+00   4.2364E-03
 1.4328E+03  2.2416E-02  1.3521E+00   4.1945E-03
 1.4348E+03  2.2552E-02  1.3534E+00   4.1539E-03
 1.4367E+03  2.2687E-02  1.3546E+00   4.1139E-03
 1.4386E+03  2.2821E-02  1.3559E+00   4.0749E-03
 1.4406E+03  2.2953E-02  1.3571E+00   4.0368E-03
 1.4425E+03  2.3084E-02  1.3583E+00   3.9996E-03
 1.4444E+03  2.3214E-02  1.3595E+00   3.9633E-03
 1.4463E+03  2.3343E-02  1.3607E+00   3.9279E-03
 1.4483E+03  2.3470E-02  1.3618E+00   3.8935E-03
 1.4502E+03  2.3597E-02  1.3630E+00   3.8598E-03
 1.4521E+03  2.3723E-02  1.3641E+00   3.8269E-03
 1.4541E+03  2.3847E-02  1.3652E+00   3.7948E-03
 1.4560E+03  2.3971E-02  1.3664E+00   3.7635E-03
 1.4579E+03  2.4093E-02  1.3675E+00   3.7330E-03
 1.4598E+03  2.4214E-02  1.3685E+00   3.7035E-03
 1.4618E+03  2.4335E-02  1.3696E+00   3.6745E-03
 1.4637E+03  2.4454E-02  1.3707E+00   3.6463E-03
 1.4656E+03  2.4573E-02  1.3718E+00   3.6189E-03
 1.4676E+03  2.4691E-02  1.3728E+00   3.5922E-03
 1.4695E+03  2.4808E-02  1.3739E+00   3.5663E-03
 1.4714E+03  2.4924E-02  1.3749E+00   3.5410E-03
 1.4733E+03  2.5038E-02  1.3759E+00   3.5167E-03
 1.4753E+03  2.5152E-02  1.3770E+00   3.4929E-03
 1.4772E+03  2.5266E-02  1.3780E+00   3.4698E-03
 1.4791E+03  2.5379E-02  1.3790E+00   3.4474E-03
 1.4811E+03  2.5491E-02  1.3800E+00   3.4258E-03
 1.4830E+03  2.5602E-02  1.3810E+00   3.4048E-03
 1.4849E+03  2.5712E-02  1.3819E+00   3.3846E-03
 1.4868E+03  2.5822E-02  1.3829E+00   3.3651E-03
 1.4888E+03  2.5931E-02  1.3839E+00   3.3462E-03
 1.4907E+03  2.6039E-02  1.3848E+00   3.3280E-03
 1.4926E+03  2.6147E-02  1.3858E+00   3.3105E-03
 1.4946E+03  2.6254E-02  1.3867E+00   3.2937E-03
 1.4965E+03  2.6361E-02  1.3876E+00   3.2776E-03
 1.4984E+03  2.6466E-02  1.3886E+00   3.2623E-03
 1.5003E+03  2.6572E-02  1.3895E+00   3.2477E-03
 1.5023E+03  2.6676E-02  1.3904E+00   3.2337E-03
 1.5042E+03  2.6781E-02  1.3913E+00   3.2205E-03
 1.5061E+03  2.6885E-02  1.3922E+00   3.2079E-03
 1.5081E+03  2.6988E-02  1.3931E+00   3.1962E-03
 1.5100E+03  2.7090E-02  1.3940E+00   3.1852E-03
 1.5119E+03  2.7193E-02  1.3949E+00   3.1749E-03
 1.5138E+03  2.7295E-02  1.3958E+00   3.1653E-03
 1.5158E+03  2.7397E-02  1.3967E+00   3.1566E-03
 1.5177E+03  2.7498E-02  1.3976E+00   3.1486E-03
 1.5196E+03  2.7599E-02  1.3984E+00   3.1414E-03
 1.5216E+03  2.7700E-02  1.3993E+00   3.1350E-03
 1.5235E+03  2.7800E-02  1.4002E+00   3.1295E-03
 1.5254E+03  2.7900E-02  1.4010E+00   3.1249E-03
 1.5273E+03  2.8000E-02  1.4019E+00   3.1211E-03
 1.5293E+03  2.8099E-02  1.4028E+00   3.1182E-03
 1.5312E+03  2.8199E-02  1.4036E+00   3.1162E-03
 1.5331E+03  2.8298E-02  1.4045E+00   3.1152E-03
 1.5350E+03  2.8397E-02  1.4053E+00   3.1151E-03
 1.5370E+03  2.8496E-02  1.4062E+00   3.1161E-03
 1.5389E+03  2.8595E-02  1.4070E+00   3.1181E-03
 1.5408E+03  2.8694E-02  1.4079E+00   3.1212E-03
 1.5428E+03  2.8793E-02  1.4087E+00   3.1254E-03
 1.5447E+03  2.8892E-02  1.4096E+00   3.1308E-03
 1.5466E+03  2.8991E-02  1.4104E+00   3.1374E-03
 1.5485E+03  2.9090E-02  1.4112E+00   3.1452E-03
 1.5505E+03  2.9189E-02  1.4121E+00   3.1543E-03
 1.5524E+03  2.9289E-02  1.4129E+00   3.1649E-03
 1.5543E+03  2.9389E-02  1.4138E+00   3.1768E-03
 1.5563E+03  2.9489E-02  1.4146E+00   3.1903E-03
 1.5582E+03  2.9589E-02  1.4155E+00   3.2053E-03
 1.5601E+03  2.9689E-02  1.4163E+00   3.2219E-03
 1.5620E+03  2.9790E-02  1.4172E+00   3.2404E-03
 1.5640E+03  2.9892E-02  1.4180E+00   3.2606E-03
 1.5659E+03  2.9994E-02  1.4189E+00   3.2828E-03
 1.5678E+03  3.0096E-02  1.4198E+00   3.3071E-03
 1.5698E+03  3.0199E-02  1.4206E+00   3.3335E-03
 1.5717E+03  3.0303E-02  1.4215E+00   3.3622E-03
 1.5736E+03  3.0408E-02  1.4224E+00   3.3932E-03
 1.5755E+03  3.0513E-02  1.4233E+00   3.4269E-03
 1.5775E+03  3.0620E-02  1.4242E+00   3.4634E-03
 1.5794E+03  3.0727E-02  1.4251E+00   3.5029E-03
 1.5813E+03  3.0836E-02  1.4260E+00   3.5455E-03
 1.5833E+03  3.0945E-02  1.4269E+00   3.5915E-03
 1.5852E+03  3.1056E-02  1.4278E+00   3.6408E-03
 1.5871E+03  3.1168E-02  1.4288E+00   3.6942E-03
 1.5890E+03  3.1282E-02  1.4297E+00   3.7519E-03
 1.5910E+03  3.1398E-02  1.4307E+00   3.8140E-03
 1.5929E+03  3.1515E-02  1.4317E+00   3.8810E-03
 1.5948E+03  3.1634E-02  1.4327E+00   3.9532E-03
 1.5968E+03  3.1756E-02  1.4337E+00   4.0312E-03
 1.5987E+03  3.1879E-02  1.4347E+00   4.1149E-03
 1.6006E+03  3.2005E-02  1.4357E+00   4.2057E-03
 1.6025E+03  3.2133E-02  1.4368E+00   4.3039E-03
 1.6045E+03  3.2265E-02  1.4379E+00   4.4102E-03
 1.6064E+03  3.2400E-02  1.4390E+00   4.5252E-03
 1.6083E+03  3.2538E-02  1.4401E+00   4.6498E-03
 1.6103E+03  3.2679E-02  1.4413E+00   4.7844E-03
 1.6122E+03  3.2824E-02  1.4425E+00   4.9314E-03
 1.6141E+03  3.2974E-02  1.4437E+00   5.0913E-03
 1.6160E+03  3.3129E-02  1.4450E+00   5.2656E-03
 1.6180E+03  3.3289E-02  1.4463E+00   5.4560E-03
 1.6199E+03  3.3454E-02  1.4477E+00   5.6642E-03
 1.6218E+03  3.3626E-02  1.4491E+00   5.8923E-03
 1.6238E+03  3.3803E-02  1.4505E+00   6.1416E-03
 1.6257E+03  3.3989E-02  1.4520E+00   6.4175E-03
 1.6276E+03  3.4182E-02  1.4536E+00   6.7220E-03
 1.6295E+03  3.4385E-02  1.4552E+00   7.0590E-03
 1.6315E+03  3.4598E-02  1.4569E+00   7.4331E-03
 1.6334E+03  3.4822E-02  1.4588E+00   7.8497E-03
 1.6353E+03  3.5056E-02  1.4606E+00   8.3127E-03
 1.6373E+03  3.5306E-02  1.4626E+00   8.8344E-03
 1.6392E+03  3.5571E-02  1.4648E+00   9.4220E-03
 1.6411E+03  3.5853E-02  1.4670E+00   1.0086E-02
 1.6430E+03  3.6154E-02  1.4694E+00   1.0841E-02
 1.6450E+03  3.6478E-02  1.4720E+00   1.1703E-02
 1.6469E+03  3.6826E-02  1.4747E+00   1.2693E-02
 1.6488E+03  3.7200E-02  1.4777E+00   1.3830E-02
 1.6508E+03  3.7608E-02  1.4809E+00   1.5158E-02
 1.6527E+03  3.8054E-02  1.4844E+00   1.6713E-02
 1.6546E+03  3.8542E-02  1.4881E+00   1.8549E-02
 1.6565E+03  3.9080E-02  1.4923E+00   2.0733E-02
 1.6585E+03  3.9676E-02  1.4968E+00   2.3358E-02
 1.6604E+03  4.0340E-02  1.5018E+00   2.6544E-02
 1.6623E+03  4.1078E-02  1.5073E+00   3.0432E-02
 1.6643E+03  4.1912E-02  1.5134E+00   3.5285E-02
 1.6662E+03  4.2852E-02  1.5201E+00   4.1395E-02
 1.6681E+03  4.3913E-02  1.5275E+00   4.9191E-02
 1.6700E+03  4.5108E-02  1.5353E+00   5.9279E-02
 1.6720E+03  4.6438E-02  1.5435E+00   7.2500E-02
 1.6739E+03  4.7870E-02  1.5513E+00   8.9882E-02
 1.6758E+03  4.9333E-02  1.5572E+00   1.1299E-01
 1.6778E+03  5.0606E-02  1.5584E+00   1.4301E-01
 1.6797E+03  5.1235E-02  1.5499E+00   1.7989E-01
 1.6816E+03  5.0439E-02  1.5252E+00   2.1956E-01
 1.6835E+03  4.7277E-02  1.4803E+00   2.5131E-01
 1.6855E+03  4.1428E-02  1.4213E+00   2.6121E-01
 1.6874E+03  3.4131E-02  1.3652E+00   2.4415E-01
 1.6893E+03  2.7470E-02  1.3258E+00   2.0893E-01
 1.6913E+03  2.2888E-02  1.3061E+00   1.6938E-01
 1.6932E+03  2.0422E-02  1.3008E+00   1.3423E-01
 1.6951E+03  1.9446E-02  1.3035E+00   1.0615E-01
 1.6970E+03  1.9340E-02  1.3101E+00   8.4675E-02
 1.6990E+03  1.9680E-02  1.3180E+00   6.8529E-02
 1.7009E+03  2.0229E-02  1.3261E+00   5.6220E-02
 1.7028E+03  2.0856E-02  1.3338E+00   4.6795E-02
 1.7048E+03  2.1494E-02  1.3410E+00   3.9481E-02
 1.7067E+03  2.2112E-02  1.3475E+00   3.3726E-02
 1.7086E+03  2.2694E-02  1.3534E+00   2.9135E-02
 1.7105E+03  2.3236E-02  1.3587E+00   2.5426E-02
 1.7125E+03  2.3735E-02  1.3634E+00   2.2406E-02
 1.7144E+03  2.4197E-02  1.3678E+00   1.9894E-02
 1.7163E+03  2.4624E-02  1.3718E+00   1.7795E-02
 1.7183E+03  2.5017E-02  1.3754E+00   1.6026E-02
 1.7202E+03  2.5381E-02  1.3787E+00   1.4521E-02
 1.7221E+03  2.5718E-02  1.3817E+00   1.3232E-02
 1.7240E+03  2.6029E-02  1.3845E+00   1.2124E-02
 1.7260E+03  2.6320E-02  1.3871E+00   1.1156E-02
 1.7279E+03  2.6592E-02  1.3895E+00   1.0310E-02
 1.7298E+03  2.6847E-02  1.3918E+00   9.5661E-03
 1.7318E+03  2.7086E-02  1.3939E+00   8.9088E-03
 1.7337E+03  2.7311E-02  1.3959E+00   8.3251E-03
 1.7356E+03  2.7523E-02  1.3977E+00   7.8045E-03
 1.7375E+03  2.7722E-02  1.3994E+00   7.3404E-03
 1.7395E+03  2.7912E-02  1.4011E+00   6.9209E-03
 1.7414E+03  2.8092E-02  1.4026E+00   6.5422E-03
 1.7433E+03  2.8263E-02  1.4041E+00   6.1993E-03
 1.7453E+03  2.8426E-02  1.4055E+00   5.8877E-03
 1.7472E+03  2.8581E-02  1.4069E+00   5.6038E-03
 1.7491E+03  2.8729E-02  1.4081E+00   5.3456E-03
 1.7510E+03  2.8872E-02  1.4094E+00   5.1077E-03
 1.7530E+03  2.9008E-02  1.4105E+00   4.8891E-03
 1.7549E+03  2.9139E-02  1.4116E+00   4.6877E-03
 1.7568E+03  2.9265E-02  1.4127E+00   4.5019E-03
 1.7588E+03  2.9387E-02  1.4138E+00   4.3299E-03
 1.7607E+03  2.9504E-02  1.4148E+00   4.1705E-03
 1.7626E+03  2.9616E-02  1.4157E+00   4.0231E-03
 1.7645E+03  2.9726E-02  1.4166E+00   3.8852E-03
 1.7665E+03  2.9831E-02  1.4175E+00   3.7566E-03
 1.7684E+03  2.9934E-02  1.4184E+00   3.6365E-03
 1.7703E+03  3.0033E-02  1.4192E+00   3.5241E-03
 1.7723E+03  3.0129E-02  1.4201E+00   3.4188E-03
 1.7742E+03  3.0222E-02  1.4208E+00   3.3205E-03
 1.7761E+03  3.0313E-02  1.4216E+00   3.2276E-03
 1.7780E+03  3.0402E-02  1.4224E+00   3.1402E-03
 1.7800E+03  3.0488E-02  1.4231E+00   3.0577E-03
 1.7819E+03  3.0572E-02  1.4238E+00   2.9800E-03
 1.7838E+03  3.0654E-02  1.4245E+00   2.9065E-03
 1.7858E+03  3.0734E-02  1.4251E+00   2.8370E-03
 1.7877E+03  3.0811E-02  1.4258E+00   2.7715E-03
 1.7896E+03  3.0887E-02  1.4264E+00   2.7090E-03
 1.7915E+03  3.0962E-02  1.4271E+00   2.6498E-03
 1.7935E+03  3.1035E-02  1.4277E+00   2.5935E-03
 1.7954E+03  3.1106E-02  1.4283E+00   2.5399E-03
 1.7973E+03  3.1176E-02  1.4288E+00   2.4889E-03
 1.7992E+03  3.1244E-02  1.4294E+00   2.4406E-03
 1.8012E+03  3.1311E-02  1.4300E+00   2.3942E-03
 1.8031E+03  3.1377E-02  1.4305E+00   2.3500E-03
 1.8050E+03  3.1442E-02  1.4311E+00   2.3077E-03
 1.8070E+03  3.1505E-02  1.4316E+00   2.2673E-03
 1.8089E+03  3.1567E-02  1.4321E+00   2.2286E-03
 1.8108E+03  3.1628E-02  1.4326E+00   2.1915E-03
 1.8128E+03  3.1688E-02  1.4331E+00   2.1562E-03
 1.8147E+03  3.1747E-02  1.4336E+00   2.1222E-03
 1.8166E+03  3.1805E-02  1.4341E+00   2.0895E-03
 1.8185E+03  3.1863E-02  1.4346E+00   2.0581E-03
 1.8205E+03  3.1919E-02  1.4350E+00   2.0279E-03
 1.8224E+03  3.1974E-02  1.4355E+00   1.9989E-03
 1.8243E+03  3.2029E-02  1.4359E+00   1.9711E-03
 1.8262E+03  3.2082E-02  1.4364E+00   1.9442E-03
 1.8282E+03  3.2135E-02  1.4368E+00   1.9183E-03
 1.8301E+03  3.2188E-02  1.4373E+00   1.8933E-03
 1.8320E+03  3.2239E-02  1.4377E+00   1.8692E-03
 1.8340E+03  3.2290E-02  1.4381E+00   1.8459E-03
 1.8359E+03  3.2340E-02  1.4385E+00   1.8235E-03
 1.8378E+03  3.2389E-02  1.4389E+00   1.8019E-03
 1.8398E+03  3.2438E-02  1.4393E+00   1.7809E-03
 1.8417E+03  3.2486E-02  1.4397E+00   1.7607E-03
 1.8436E+03  3.2534E-02  1.4401E+00   1.7411E-03
 1.8455E+03  3.2581E-02  1.4405E+00   1.7221E-03
 1.8475E+03  3.2627E-02  1.4409E+00   1.7037E-03
 1.8494E+03  3.2673E-02  1.4413E+00   1.6860E-03
 1.8513E+03  3.2718E-02  1.4416E+00   1.6687E-03
 1.8532E+03  3.2763E-02  1.4420E+00   1.6519E-03
 1.8552E+03  3.2808E-02  1.4424E+00   1.6357E-03
 1.8571E+03  3.2851E-02  1.4427E+00   1.6199E-03
 1.8590E+03  3.2895E-02  1.4431E+00   1.6046E-03
 1.8610E+03  3.2938E-02  1.4435E+00   1.5898E-03
 1.8629E+03  3.2980E-02  1.4438E+00   1.5754E-03
 1.8648E+03  3.3022E-02  1.4441E+00   1.5614E-03
 1.8668E+03  3.3064E-02  1.4445E+00   1.5478E-03
 1.8687E+03  3.3105E-02  1.4448E+00   1.5345E-03
 1.8706E+03  3.3145E-02  1.4452E+00   1.5216E-03
 1.8725E+03  3.3186E-02  1.4455E+00   1.5091E-03
 1.8745E+03  3.3225E-02  1.4458E+00   1.4969E-03
 1.8764E+03  3.3265E-02  1.4461E+00   1.4850E-03
 1.8783E+03  3.3304E-02  1.4465E+00   1.4734E-03
 1.8802E+03  3.3343E-02  1.4468E+00   1.4621E-03
 1.8822E+03  3.3381E-02  1.4471E+00   1.4511E-03
 1.8841E+03  3.3420E-02  1.4474E+00   1.4404E-03
 1.8860E+03  3.3457E-02  1.4477E+00   1.4300E-03
 1.8880E+03  3.3495E-02  1.4480E+00   1.4198E-03
 1.8899E+03  3.3532E-02  1.4483E+00   1.4099E-03
 1.8918E+03  3.3568E-02  1.4486E+00   1.4001E-03
 1.8938E+03  3.3605E-02  1.4489E+00   1.3907E-03
 1.8957E+03  3.3641E-02  1.4492E+00   1.3814E-03
 1.8976E+03  3.3677E-02  1.4495E+00   1.3724E-03
 1.8995E+03  3.3712E-02  1.4498E+00   1.3636E-03
 1.9015E+03  3.3748E-02  1.4501E+00   1.3550E-03
 1.9034E+03  3.3783E-02  1.4504E+00   1.3466E-03
 1.9053E+03  3.3817E-02  1.4507E+00   1.3383E-03
 1.9072E+03  3.3852E-02  1.4509E+00   1.3303E-03
 1.9092E+03  3.3886E-02  1.4512E+00   1.3224E-03
 1.9111E+03  3.3920E-02  1.4515E+00   1.3147E-03
 1.9130E+03  3.3953E-02  1.4518E+00   1.3072E-03
 1.9150E+03  3.3987E-02  1.4520E+00   1.2999E-03
 1.9169E+03  3.4020E-02  1.4523E+00   1.2927E-03
 1.9188E+03  3.4053E-02  1.4526E+00   1.2856E-03
 1.9208E+03  3.4086E-02  1.4529E+00   1.2787E-03
 1.9227E+03  3.4118E-02  1.4531E+00   1.2720E-03
 1.9246E+03  3.4150E-02  1.4534E+00   1.2654E-03
 1.9265E+03  3.4182E-02  1.4536E+00   1.2589E-03
 1.9285E+03  3.4214E-02  1.4539E+00   1.2526E-03
 1.9304E+03  3.4245E-02  1.4542E+00   1.2464E-03
 1.9323E+03  3.4277E-02  1.4544E+00   1.2403E-03
 1.9342E+03  3.4308E-02  1.4547E+00   1.2343E-03
 1.9362E+03  3.4339E-02  1.4549E+00   1.2285E-03
 1.9381E+03  3.4369E-02  1.4552E+00   1.2228E-03
 1.9400E+03  3.4400E-02  1.4554E+00   1.2172E-03
 1.9420E+03  3.4430E-02  1.4557E+00   1.2117E-03
 1.9439E+03  3.4460E-02  1.4559E+00   1.2063E-03
 1.9458E+03  3.4490E-02  1.4561E+00   1.2010E-03
 1.9478E+03  3.4520E-02  1.4564E+00   1.1959E-03
 1.9497E+03  3.4550E-02  1.4566E+00   1.1908E-03
 1.9516E+03  3.4579E-02  1.4569E+00   1.1858E-03
 1.9535E+03  3.4608E-02  1.4571E+00   1.1809E-03
 1.9555E+03  3.4637E-02  1.4573E+00   1.1761E-03
 1.9574E+03  3.4666E-02  1.4576E+00   1.1714E-03
 1.9593E+03  3.4694E-02  1.4578E+00   1.1668E-03
 1.9612E+03  3.4723E-02  1.4580E+00   1.1623E-03
 1.9632E+03  3.4751E-02  1.4583E+00   1.1579E-03
 1.9651E+03  3.4779E-02  1.4585E+00   1.1535E-03
 1.9670E+03  3.4807E-02  1.4587E+00   1.1492E-03
 1.9690E+03  3.4835E-02  1.4589E+00   1.1451E-03
 1.9709E+03  3.4863E-02  1.4592E+00   1.1409E-03
 1.9728E+03  3.4890E-02  1.4594E+00   1.1369E-03
 1.9748E+03  3.4918E-02  1.4596E+00   1.1329E-03
 1.9767E+03  3.4945E-02  1.4598E+00   1.1290E-03
 1.9786E+03  3.4972E-02  1.4600E+00   1.1252E-03
 1.9805E+03  3.4999E-02  1.4603E+00   1.1215E-03
 1.9825E+03  3.5026E-02  1.4605E+00   1.1178E-03
 1.9844E+03  3.5052E-02  1.4607E+00   1.1142E-03
 1.9863E+03  3.5079E-02  1.4609E+00   1.1106E-03
 1.9882E+03  3.5105E-02  1.4611E+00   1.1071E-03
 1.9902E+03  3.5131E-02  1.4613E+00   1.1037E-03
 1.9921E+03  3.5157E-02  1.4615E+00   1.1003E-03
 1.9940E+03  3.5183E-02  1.4618E+00   1.0970E-03
 1.9960E+03  3.5209E-02  1.4620E+00   1.0938E-03
 1.9979E+03  3.5235E-02  1.4622E+00   1.0906E-03
 1.9998E+03  3.5260E-02  1.4624E+00   1.0875E-03
 2.0017E+03  3.5285E-02  1.4626E+00   1.0844E-03
 2.0037E+03  3.5311E-02  1.4628E+00   1.0814E-03
 2.0056E+03  3.5336E-02  1.4630E+00   1.0785E-03
 2.0075E+03  3.5361E-02  1.4632E+00   1.0755E-03
 2.0095E+03  3.5386E-02  1.4634E+00   1.0727E-03
 2.0114E+03  3.5411E-02  1.4636E+00   1.0699E-03
 2.0133E+03  3.5435E-02  1.4638E+00   1.0672E-03
 2.0152E+03  3.5460E-02  1.4640E+00   1.0644E-03
 2.0172E+03  3.5484E-02  1.4642E+00   1.0618E-03
