From Roush 1995, Optical constants of amorphous carbon
in the mid-IR (2.5-25 mm, 4000-400 cm-1), Planet. Space
Sci., 43 (10/11), 1297-1301.

 wavelength  calculated     real      imaginary
  (microns) reflectance     index       index
 4.1286E+00  1.3640E-01  1.9041E+00   6.2069E-01
 4.1319E+00  1.3651E-01  1.9046E+00   6.2115E-01
 4.1352E+00  1.3662E-01  1.9050E+00   6.2161E-01
 4.1385E+00  1.3673E-01  1.9054E+00   6.2207E-01
 4.1418E+00  1.3683E-01  1.9059E+00   6.2252E-01
 4.1451E+00  1.3694E-01  1.9063E+00   6.2298E-01
 4.1484E+00  1.3705E-01  1.9068E+00   6.2344E-01
 4.1517E+00  1.3715E-01  1.9072E+00   6.2389E-01
 4.1550E+00  1.3726E-01  1.9077E+00   6.2435E-01
 4.1584E+00  1.3737E-01  1.9081E+00   6.2481E-01
 4.1617E+00  1.3748E-01  1.9086E+00   6.2527E-01
 4.1650E+00  1.3758E-01  1.9090E+00   6.2572E-01
 4.1684E+00  1.3769E-01  1.9095E+00   6.2618E-01
 4.1717E+00  1.3780E-01  1.9099E+00   6.2663E-01
 4.1751E+00  1.3791E-01  1.9104E+00   6.2709E-01
 4.1785E+00  1.3802E-01  1.9109E+00   6.2754E-01
 4.1818E+00  1.3812E-01  1.9113E+00   6.2800E-01
 4.1852E+00  1.3823E-01  1.9118E+00   6.2845E-01
 4.1886E+00  1.3834E-01  1.9122E+00   6.2891E-01
 4.1920E+00  1.3845E-01  1.9127E+00   6.2937E-01
 4.1954E+00  1.3856E-01  1.9132E+00   6.2982E-01
 4.1988E+00  1.3867E-01  1.9136E+00   6.3028E-01
 4.2022E+00  1.3878E-01  1.9141E+00   6.3073E-01
 4.2056E+00  1.3888E-01  1.9146E+00   6.3119E-01
 4.2090E+00  1.3899E-01  1.9150E+00   6.3164E-01
 4.2124E+00  1.3910E-01  1.9155E+00   6.3209E-01
 4.2158E+00  1.3921E-01  1.9160E+00   6.3255E-01
 4.2193E+00  1.3932E-01  1.9164E+00   6.3300E-01
 4.2227E+00  1.3943E-01  1.9169E+00   6.3346E-01
 4.2261E+00  1.3954E-01  1.9174E+00   6.3391E-01
 4.2296E+00  1.3965E-01  1.9178E+00   6.3436E-01
 4.2330E+00  1.3976E-01  1.9183E+00   6.3482E-01
 4.2365E+00  1.3987E-01  1.9188E+00   6.3527E-01
 4.2400E+00  1.3998E-01  1.9193E+00   6.3572E-01
 4.2434E+00  1.4009E-01  1.9197E+00   6.3618E-01
 4.2469E+00  1.4020E-01  1.9202E+00   6.3663E-01
 4.2504E+00  1.4031E-01  1.9207E+00   6.3708E-01
 4.2539E+00  1.4042E-01  1.9212E+00   6.3753E-01
 4.2574E+00  1.4053E-01  1.9217E+00   6.3799E-01
 4.2609E+00  1.4064E-01  1.9221E+00   6.3844E-01
 4.2644E+00  1.4075E-01  1.9226E+00   6.3889E-01
 4.2679E+00  1.4086E-01  1.9231E+00   6.3934E-01
 4.2714E+00  1.4097E-01  1.9236E+00   6.3980E-01
 4.2749E+00  1.4108E-01  1.9241E+00   6.4025E-01
 4.2784E+00  1.4119E-01  1.9246E+00   6.4070E-01
 4.2820E+00  1.4130E-01  1.9250E+00   6.4115E-01
 4.2855E+00  1.4142E-01  1.9255E+00   6.4160E-01
 4.2891E+00  1.4153E-01  1.9260E+00   6.4205E-01
 4.2926E+00  1.4164E-01  1.9265E+00   6.4250E-01
 4.2962E+00  1.4175E-01  1.9270E+00   6.4295E-01
 4.2997E+00  1.4186E-01  1.9275E+00   6.4340E-01
 4.3033E+00  1.4197E-01  1.9280E+00   6.4385E-01
 4.3069E+00  1.4208E-01  1.9285E+00   6.4430E-01
 4.3105E+00  1.4220E-01  1.9290E+00   6.4475E-01
 4.3140E+00  1.4231E-01  1.9295E+00   6.4520E-01
 4.3176E+00  1.4242E-01  1.9300E+00   6.4565E-01
 4.3212E+00  1.4253E-01  1.9305E+00   6.4610E-01
 4.3248E+00  1.4264E-01  1.9310E+00   6.4655E-01
 4.3284E+00  1.4276E-01  1.9315E+00   6.4699E-01
 4.3321E+00  1.4287E-01  1.9320E+00   6.4744E-01
 4.3357E+00  1.4298E-01  1.9325E+00   6.4789E-01
 4.3393E+00  1.4309E-01  1.9330E+00   6.4834E-01
 4.3430E+00  1.4321E-01  1.9335E+00   6.4879E-01
 4.3466E+00  1.4332E-01  1.9340E+00   6.4923E-01
 4.3502E+00  1.4343E-01  1.9345E+00   6.4968E-01
 4.3539E+00  1.4354E-01  1.9350E+00   6.5013E-01
 4.3575E+00  1.4366E-01  1.9355E+00   6.5058E-01
 4.3612E+00  1.4377E-01  1.9360E+00   6.5102E-01
 4.3649E+00  1.4388E-01  1.9365E+00   6.5147E-01
 4.3685E+00  1.4399E-01  1.9370E+00   6.5191E-01
 4.3722E+00  1.4411E-01  1.9375E+00   6.5236E-01
 4.3759E+00  1.4422E-01  1.9380E+00   6.5281E-01
 4.3796E+00  1.4433E-01  1.9386E+00   6.5325E-01
 4.3833E+00  1.4445E-01  1.9391E+00   6.5370E-01
 4.3870E+00  1.4456E-01  1.9396E+00   6.5414E-01
 4.3908E+00  1.4467E-01  1.9401E+00   6.5459E-01
 4.3945E+00  1.4479E-01  1.9406E+00   6.5503E-01
 4.3982E+00  1.4490E-01  1.9411E+00   6.5548E-01
 4.4019E+00  1.4501E-01  1.9417E+00   6.5592E-01
 4.4057E+00  1.4513E-01  1.9422E+00   6.5636E-01
 4.4094E+00  1.4524E-01  1.9427E+00   6.5681E-01
 4.4132E+00  1.4536E-01  1.9432E+00   6.5725E-01
 4.4169E+00  1.4547E-01  1.9437E+00   6.5769E-01
 4.4207E+00  1.4558E-01  1.9443E+00   6.5814E-01
 4.4245E+00  1.4570E-01  1.9448E+00   6.5858E-01
 4.4283E+00  1.4581E-01  1.9453E+00   6.5902E-01
 4.4320E+00  1.4593E-01  1.9458E+00   6.5946E-01
 4.4358E+00  1.4604E-01  1.9464E+00   6.5991E-01
 4.4396E+00  1.4616E-01  1.9469E+00   6.6035E-01
 4.4434E+00  1.4627E-01  1.9474E+00   6.6079E-01
 4.4472E+00  1.4638E-01  1.9480E+00   6.6123E-01
 4.4511E+00  1.4650E-01  1.9485E+00   6.6167E-01
 4.4549E+00  1.4661E-01  1.9490E+00   6.6211E-01
 4.4587E+00  1.4673E-01  1.9496E+00   6.6255E-01
 4.4626E+00  1.4684E-01  1.9501E+00   6.6299E-01
 4.4664E+00  1.4696E-01  1.9506E+00   6.6343E-01
 4.4702E+00  1.4707E-01  1.9512E+00   6.6387E-01
 4.4741E+00  1.4719E-01  1.9517E+00   6.6431E-01
 4.4780E+00  1.4730E-01  1.9522E+00   6.6475E-01
 4.4818E+00  1.4742E-01  1.9528E+00   6.6519E-01
 4.4857E+00  1.4753E-01  1.9533E+00   6.6563E-01
 4.4896E+00  1.4765E-01  1.9539E+00   6.6606E-01
 4.4935E+00  1.4777E-01  1.9544E+00   6.6650E-01
 4.4974E+00  1.4788E-01  1.9549E+00   6.6694E-01
 4.5013E+00  1.4800E-01  1.9555E+00   6.6738E-01
 4.5052E+00  1.4811E-01  1.9560E+00   6.6781E-01
 4.5091E+00  1.4823E-01  1.9566E+00   6.6825E-01
 4.5130E+00  1.4834E-01  1.9571E+00   6.6869E-01
 4.5170E+00  1.4846E-01  1.9577E+00   6.6912E-01
 4.5209E+00  1.4858E-01  1.9582E+00   6.6956E-01
 4.5248E+00  1.4869E-01  1.9588E+00   6.6999E-01
 4.5288E+00  1.4881E-01  1.9593E+00   6.7043E-01
 4.5328E+00  1.4892E-01  1.9599E+00   6.7086E-01
 4.5367E+00  1.4904E-01  1.9604E+00   6.7130E-01
 4.5407E+00  1.4916E-01  1.9610E+00   6.7173E-01
 4.5447E+00  1.4927E-01  1.9615E+00   6.7217E-01
 4.5487E+00  1.4939E-01  1.9621E+00   6.7260E-01
 4.5527E+00  1.4950E-01  1.9626E+00   6.7303E-01
 4.5567E+00  1.4962E-01  1.9632E+00   6.7347E-01
 4.5607E+00  1.4974E-01  1.9638E+00   6.7390E-01
 4.5647E+00  1.4985E-01  1.9643E+00   6.7433E-01
 4.5687E+00  1.4997E-01  1.9649E+00   6.7476E-01
 4.5727E+00  1.5009E-01  1.9654E+00   6.7520E-01
 4.5768E+00  1.5020E-01  1.9660E+00   6.7563E-01
 4.5808E+00  1.5032E-01  1.9666E+00   6.7606E-01
 4.5849E+00  1.5044E-01  1.9671E+00   6.7649E-01
 4.5889E+00  1.5055E-01  1.9677E+00   6.7692E-01
 4.5930E+00  1.5067E-01  1.9683E+00   6.7735E-01
 4.5971E+00  1.5079E-01  1.9688E+00   6.7778E-01
 4.6011E+00  1.5091E-01  1.9694E+00   6.7821E-01
 4.6052E+00  1.5102E-01  1.9700E+00   6.7864E-01
 4.6093E+00  1.5114E-01  1.9705E+00   6.7907E-01
 4.6134E+00  1.5126E-01  1.9711E+00   6.7950E-01
 4.6175E+00  1.5137E-01  1.9717E+00   6.7993E-01
 4.6216E+00  1.5149E-01  1.9722E+00   6.8036E-01
 4.6258E+00  1.5161E-01  1.9728E+00   6.8078E-01
 4.6299E+00  1.5173E-01  1.9734E+00   6.8121E-01
 4.6340E+00  1.5184E-01  1.9740E+00   6.8164E-01
 4.6382E+00  1.5196E-01  1.9745E+00   6.8207E-01
 4.6423E+00  1.5208E-01  1.9751E+00   6.8249E-01
 4.6465E+00  1.5220E-01  1.9757E+00   6.8292E-01
 4.6506E+00  1.5231E-01  1.9763E+00   6.8334E-01
 4.6548E+00  1.5243E-01  1.9768E+00   6.8377E-01
 4.6590E+00  1.5255E-01  1.9774E+00   6.8419E-01
 4.6632E+00  1.5267E-01  1.9780E+00   6.8462E-01
 4.6674E+00  1.5279E-01  1.9786E+00   6.8504E-01
 4.6716E+00  1.5290E-01  1.9792E+00   6.8547E-01
 4.6758E+00  1.5302E-01  1.9797E+00   6.8589E-01
 4.6800E+00  1.5314E-01  1.9803E+00   6.8631E-01
 4.6843E+00  1.5326E-01  1.9809E+00   6.8674E-01
 4.6885E+00  1.5338E-01  1.9815E+00   6.8716E-01
 4.6927E+00  1.5349E-01  1.9821E+00   6.8758E-01
 4.6970E+00  1.5361E-01  1.9827E+00   6.8801E-01
 4.7013E+00  1.5373E-01  1.9833E+00   6.8843E-01
 4.7055E+00  1.5385E-01  1.9839E+00   6.8885E-01
 4.7098E+00  1.5397E-01  1.9844E+00   6.8927E-01
 4.7141E+00  1.5409E-01  1.9850E+00   6.8969E-01
 4.7184E+00  1.5420E-01  1.9856E+00   6.9011E-01
 4.7227E+00  1.5432E-01  1.9862E+00   6.9053E-01
 4.7270E+00  1.5444E-01  1.9868E+00   6.9095E-01
 4.7313E+00  1.5456E-01  1.9874E+00   6.9137E-01
 4.7356E+00  1.5468E-01  1.9880E+00   6.9179E-01
 4.7399E+00  1.5480E-01  1.9886E+00   6.9221E-01
 4.7443E+00  1.5492E-01  1.9892E+00   6.9262E-01
 4.7486E+00  1.5504E-01  1.9898E+00   6.9304E-01
 4.7530E+00  1.5515E-01  1.9904E+00   6.9346E-01
 4.7573E+00  1.5527E-01  1.9910E+00   6.9388E-01
 4.7617E+00  1.5539E-01  1.9916E+00   6.9429E-01
 4.7661E+00  1.5551E-01  1.9922E+00   6.9471E-01
 4.7705E+00  1.5563E-01  1.9928E+00   6.9513E-01
 4.7748E+00  1.5575E-01  1.9934E+00   6.9554E-01
 4.7793E+00  1.5587E-01  1.9940E+00   6.9596E-01
 4.7837E+00  1.5599E-01  1.9946E+00   6.9637E-01
 4.7881E+00  1.5611E-01  1.9952E+00   6.9679E-01
 4.7925E+00  1.5623E-01  1.9958E+00   6.9720E-01
 4.7969E+00  1.5634E-01  1.9964E+00   6.9761E-01
 4.8014E+00  1.5646E-01  1.9970E+00   6.9803E-01
 4.8058E+00  1.5658E-01  1.9977E+00   6.9844E-01
 4.8103E+00  1.5670E-01  1.9983E+00   6.9885E-01
 4.8148E+00  1.5682E-01  1.9989E+00   6.9927E-01
 4.8192E+00  1.5694E-01  1.9995E+00   6.9968E-01
 4.8237E+00  1.5706E-01  2.0001E+00   7.0009E-01
 4.8282E+00  1.5718E-01  2.0007E+00   7.0050E-01
 4.8327E+00  1.5730E-01  2.0013E+00   7.0091E-01
 4.8372E+00  1.5742E-01  2.0019E+00   7.0132E-01
 4.8417E+00  1.5754E-01  2.0026E+00   7.0173E-01
 4.8463E+00  1.5766E-01  2.0032E+00   7.0214E-01
 4.8508E+00  1.5778E-01  2.0038E+00   7.0255E-01
 4.8553E+00  1.5790E-01  2.0044E+00   7.0296E-01
 4.8599E+00  1.5802E-01  2.0050E+00   7.0337E-01
 4.8644E+00  1.5814E-01  2.0057E+00   7.0378E-01
 4.8690E+00  1.5826E-01  2.0063E+00   7.0418E-01
 4.8736E+00  1.5838E-01  2.0069E+00   7.0459E-01
 4.8781E+00  1.5850E-01  2.0075E+00   7.0500E-01
 4.8827E+00  1.5862E-01  2.0081E+00   7.0540E-01
 4.8873E+00  1.5874E-01  2.0088E+00   7.0581E-01
 4.8920E+00  1.5886E-01  2.0094E+00   7.0622E-01
 4.8966E+00  1.5898E-01  2.0100E+00   7.0662E-01
 4.9012E+00  1.5910E-01  2.0106E+00   7.0703E-01
 4.9059E+00  1.5922E-01  2.0113E+00   7.0743E-01
 4.9105E+00  1.5934E-01  2.0119E+00   7.0783E-01
 4.9151E+00  1.5946E-01  2.0125E+00   7.0824E-01
 4.9198E+00  1.5958E-01  2.0132E+00   7.0864E-01
 4.9245E+00  1.5970E-01  2.0138E+00   7.0904E-01
 4.9292E+00  1.5982E-01  2.0144E+00   7.0945E-01
 4.9339E+00  1.5994E-01  2.0151E+00   7.0985E-01
 4.9385E+00  1.6006E-01  2.0157E+00   7.1025E-01
 4.9432E+00  1.6018E-01  2.0163E+00   7.1065E-01
 4.9480E+00  1.6030E-01  2.0170E+00   7.1105E-01
 4.9527E+00  1.6042E-01  2.0176E+00   7.1145E-01
 4.9574E+00  1.6054E-01  2.0182E+00   7.1186E-01
 4.9622E+00  1.6066E-01  2.0189E+00   7.1226E-01
 4.9669E+00  1.6078E-01  2.0195E+00   7.1265E-01
 4.9717E+00  1.6090E-01  2.0201E+00   7.1305E-01
 4.9765E+00  1.6102E-01  2.0208E+00   7.1345E-01
 4.9813E+00  1.6114E-01  2.0214E+00   7.1385E-01
 4.9860E+00  1.6126E-01  2.0221E+00   7.1425E-01
 4.9908E+00  1.6138E-01  2.0227E+00   7.1465E-01
 4.9957E+00  1.6151E-01  2.0234E+00   7.1504E-01
 5.0004E+00  1.6163E-01  2.0240E+00   7.1544E-01
 5.0053E+00  1.6175E-01  2.0246E+00   7.1583E-01
 5.0101E+00  1.6187E-01  2.0253E+00   7.1623E-01
 5.0150E+00  1.6199E-01  2.0259E+00   7.1663E-01
 5.0198E+00  1.6211E-01  2.0266E+00   7.1702E-01
 5.0247E+00  1.6223E-01  2.0272E+00   7.1742E-01
 5.0296E+00  1.6235E-01  2.0279E+00   7.1781E-01
 5.0344E+00  1.6247E-01  2.0285E+00   7.1820E-01
 5.0393E+00  1.6259E-01  2.0292E+00   7.1860E-01
 5.0442E+00  1.6271E-01  2.0298E+00   7.1899E-01
 5.0492E+00  1.6283E-01  2.0305E+00   7.1938E-01
 5.0541E+00  1.6295E-01  2.0311E+00   7.1978E-01
 5.0590E+00  1.6308E-01  2.0318E+00   7.2017E-01
 5.0639E+00  1.6320E-01  2.0324E+00   7.2056E-01
 5.0689E+00  1.6332E-01  2.0331E+00   7.2095E-01
 5.0739E+00  1.6344E-01  2.0337E+00   7.2134E-01
 5.0788E+00  1.6356E-01  2.0344E+00   7.2173E-01
 5.0838E+00  1.6368E-01  2.0351E+00   7.2212E-01
 5.0888E+00  1.6380E-01  2.0357E+00   7.2251E-01
 5.0938E+00  1.6392E-01  2.0364E+00   7.2290E-01
 5.0988E+00  1.6404E-01  2.0370E+00   7.2329E-01
 5.1038E+00  1.6416E-01  2.0377E+00   7.2368E-01
 5.1088E+00  1.6429E-01  2.0384E+00   7.2406E-01
 5.1139E+00  1.6441E-01  2.0390E+00   7.2445E-01
 5.1189E+00  1.6453E-01  2.0397E+00   7.2484E-01
 5.1240E+00  1.6465E-01  2.0403E+00   7.2523E-01
 5.1291E+00  1.6477E-01  2.0410E+00   7.2561E-01
 5.1341E+00  1.6489E-01  2.0417E+00   7.2600E-01
 5.1392E+00  1.6501E-01  2.0423E+00   7.2638E-01
 5.1443E+00  1.6513E-01  2.0430E+00   7.2677E-01
 5.1494E+00  1.6526E-01  2.0437E+00   7.2715E-01
 5.1546E+00  1.6538E-01  2.0443E+00   7.2754E-01
 5.1597E+00  1.6550E-01  2.0450E+00   7.2792E-01
 5.1648E+00  1.6562E-01  2.0457E+00   7.2830E-01
 5.1700E+00  1.6574E-01  2.0463E+00   7.2869E-01
 5.1751E+00  1.6586E-01  2.0470E+00   7.2907E-01
 5.1803E+00  1.6598E-01  2.0477E+00   7.2945E-01
 5.1855E+00  1.6610E-01  2.0484E+00   7.2983E-01
 5.1907E+00  1.6623E-01  2.0490E+00   7.3022E-01
 5.1959E+00  1.6635E-01  2.0497E+00   7.3060E-01
 5.2011E+00  1.6647E-01  2.0504E+00   7.3098E-01
 5.2063E+00  1.6659E-01  2.0510E+00   7.3136E-01
 5.2115E+00  1.6671E-01  2.0517E+00   7.3174E-01
 5.2168E+00  1.6683E-01  2.0524E+00   7.3212E-01
 5.2220E+00  1.6696E-01  2.0531E+00   7.3250E-01
 5.2273E+00  1.6708E-01  2.0537E+00   7.3288E-01
 5.2326E+00  1.6720E-01  2.0544E+00   7.3325E-01
 5.2378E+00  1.6732E-01  2.0551E+00   7.3363E-01
 5.2431E+00  1.6744E-01  2.0558E+00   7.3401E-01
 5.2485E+00  1.6756E-01  2.0565E+00   7.3439E-01
 5.2538E+00  1.6768E-01  2.0571E+00   7.3476E-01
 5.2591E+00  1.6781E-01  2.0578E+00   7.3514E-01
 5.2645E+00  1.6793E-01  2.0585E+00   7.3552E-01
 5.2698E+00  1.6805E-01  2.0592E+00   7.3589E-01
 5.2752E+00  1.6817E-01  2.0599E+00   7.3627E-01
 5.2805E+00  1.6829E-01  2.0606E+00   7.3664E-01
 5.2859E+00  1.6841E-01  2.0612E+00   7.3702E-01
 5.2913E+00  1.6854E-01  2.0619E+00   7.3739E-01
 5.2967E+00  1.6866E-01  2.0626E+00   7.3776E-01
 5.3021E+00  1.6878E-01  2.0633E+00   7.3814E-01
 5.3075E+00  1.6890E-01  2.0640E+00   7.3851E-01
 5.3130E+00  1.6902E-01  2.0647E+00   7.3888E-01
 5.3184E+00  1.6914E-01  2.0654E+00   7.3926E-01
 5.3239E+00  1.6927E-01  2.0660E+00   7.3963E-01
 5.3294E+00  1.6939E-01  2.0667E+00   7.4000E-01
 5.3349E+00  1.6951E-01  2.0674E+00   7.4037E-01
 5.3403E+00  1.6963E-01  2.0681E+00   7.4074E-01
 5.3459E+00  1.6975E-01  2.0688E+00   7.4111E-01
 5.3514E+00  1.6987E-01  2.0695E+00   7.4148E-01
 5.3569E+00  1.7000E-01  2.0702E+00   7.4185E-01
 5.3624E+00  1.7012E-01  2.0709E+00   7.4222E-01
 5.3680E+00  1.7024E-01  2.0716E+00   7.4259E-01
 5.3735E+00  1.7036E-01  2.0723E+00   7.4296E-01
 5.3791E+00  1.7048E-01  2.0730E+00   7.4333E-01
 5.3847E+00  1.7061E-01  2.0737E+00   7.4370E-01
 5.3903E+00  1.7073E-01  2.0744E+00   7.4406E-01
 5.3959E+00  1.7085E-01  2.0751E+00   7.4443E-01
 5.4016E+00  1.7097E-01  2.0758E+00   7.4480E-01
 5.4072E+00  1.7109E-01  2.0765E+00   7.4517E-01
 5.4128E+00  1.7121E-01  2.0772E+00   7.4553E-01
 5.4185E+00  1.7134E-01  2.0779E+00   7.4590E-01
 5.4241E+00  1.7146E-01  2.0786E+00   7.4626E-01
 5.4298E+00  1.7158E-01  2.0793E+00   7.4663E-01
 5.4355E+00  1.7170E-01  2.0800E+00   7.4699E-01
 5.4412E+00  1.7182E-01  2.0807E+00   7.4736E-01
 5.4469E+00  1.7195E-01  2.0814E+00   7.4772E-01
 5.4527E+00  1.7207E-01  2.0821E+00   7.4809E-01
 5.4584E+00  1.7219E-01  2.0828E+00   7.4845E-01
 5.4642E+00  1.7231E-01  2.0835E+00   7.4881E-01
 5.4699E+00  1.7243E-01  2.0842E+00   7.4918E-01
 5.4757E+00  1.7256E-01  2.0849E+00   7.4954E-01
 5.4815E+00  1.7268E-01  2.0856E+00   7.4990E-01
 5.4873E+00  1.7280E-01  2.0863E+00   7.5026E-01
 5.4931E+00  1.7292E-01  2.0870E+00   7.5063E-01
 5.4989E+00  1.7304E-01  2.0877E+00   7.5099E-01
 5.5048E+00  1.7317E-01  2.0884E+00   7.5135E-01
 5.5106E+00  1.7329E-01  2.0891E+00   7.5171E-01
 5.5165E+00  1.7341E-01  2.0898E+00   7.5207E-01
 5.5223E+00  1.7353E-01  2.0905E+00   7.5243E-01
 5.5282E+00  1.7365E-01  2.0912E+00   7.5279E-01
 5.5341E+00  1.7378E-01  2.0920E+00   7.5315E-01
 5.5400E+00  1.7390E-01  2.0927E+00   7.5351E-01
 5.5460E+00  1.7402E-01  2.0934E+00   7.5387E-01
 5.5519E+00  1.7414E-01  2.0941E+00   7.5423E-01
 5.5579E+00  1.7427E-01  2.0948E+00   7.5459E-01
 5.5638E+00  1.7439E-01  2.0955E+00   7.5495E-01
 5.5698E+00  1.7451E-01  2.0962E+00   7.5530E-01
 5.5758E+00  1.7463E-01  2.0970E+00   7.5566E-01
 5.5818E+00  1.7475E-01  2.0977E+00   7.5602E-01
 5.5878E+00  1.7488E-01  2.0984E+00   7.5638E-01
 5.5938E+00  1.7500E-01  2.0991E+00   7.5674E-01
 5.5999E+00  1.7512E-01  2.0998E+00   7.5709E-01
 5.6059E+00  1.7524E-01  2.1005E+00   7.5745E-01
 5.6120E+00  1.7536E-01  2.1012E+00   7.5781E-01
 5.6181E+00  1.7549E-01  2.1020E+00   7.5816E-01
 5.6242E+00  1.7561E-01  2.1027E+00   7.5852E-01
 5.6303E+00  1.7573E-01  2.1034E+00   7.5887E-01
 5.6364E+00  1.7585E-01  2.1041E+00   7.5923E-01
 5.6425E+00  1.7598E-01  2.1048E+00   7.5958E-01
 5.6487E+00  1.7610E-01  2.1056E+00   7.5994E-01
 5.6548E+00  1.7622E-01  2.1063E+00   7.6030E-01
 5.6610E+00  1.7634E-01  2.1070E+00   7.6065E-01
 5.6672E+00  1.7647E-01  2.1077E+00   7.6101E-01
 5.6734E+00  1.7659E-01  2.1085E+00   7.6136E-01
 5.6796E+00  1.7671E-01  2.1092E+00   7.6171E-01
 5.6858E+00  1.7683E-01  2.1099E+00   7.6207E-01
 5.6921E+00  1.7695E-01  2.1106E+00   7.6242E-01
 5.6983E+00  1.7708E-01  2.1113E+00   7.6278E-01
 5.7046E+00  1.7720E-01  2.1121E+00   7.6313E-01
 5.7109E+00  1.7732E-01  2.1128E+00   7.6348E-01
 5.7172E+00  1.7744E-01  2.1135E+00   7.6384E-01
 5.7235E+00  1.7757E-01  2.1143E+00   7.6419E-01
 5.7298E+00  1.7769E-01  2.1150E+00   7.6454E-01
 5.7362E+00  1.7781E-01  2.1157E+00   7.6490E-01
 5.7425E+00  1.7793E-01  2.1164E+00   7.6525E-01
 5.7489E+00  1.7806E-01  2.1172E+00   7.6560E-01
 5.7553E+00  1.7818E-01  2.1179E+00   7.6595E-01
 5.7616E+00  1.7830E-01  2.1186E+00   7.6630E-01
 5.7680E+00  1.7842E-01  2.1193E+00   7.6666E-01
 5.7745E+00  1.7855E-01  2.1201E+00   7.6701E-01
 5.7809E+00  1.7867E-01  2.1208E+00   7.6736E-01
 5.7874E+00  1.7879E-01  2.1215E+00   7.6771E-01
 5.7938E+00  1.7892E-01  2.1223E+00   7.6807E-01
 5.8003E+00  1.7904E-01  2.1230E+00   7.6842E-01
 5.8068E+00  1.7916E-01  2.1237E+00   7.6877E-01
 5.8133E+00  1.7928E-01  2.1245E+00   7.6912E-01
 5.8198E+00  1.7941E-01  2.1252E+00   7.6947E-01
 5.8264E+00  1.7953E-01  2.1259E+00   7.6983E-01
 5.8329E+00  1.7965E-01  2.1267E+00   7.7018E-01
 5.8395E+00  1.7978E-01  2.1274E+00   7.7053E-01
 5.8461E+00  1.7990E-01  2.1281E+00   7.7088E-01
 5.8527E+00  1.8002E-01  2.1289E+00   7.7123E-01
 5.8593E+00  1.8014E-01  2.1296E+00   7.7158E-01
 5.8659E+00  1.8027E-01  2.1303E+00   7.7193E-01
 5.8726E+00  1.8039E-01  2.1311E+00   7.7229E-01
 5.8792E+00  1.8051E-01  2.1318E+00   7.7264E-01
 5.8859E+00  1.8064E-01  2.1326E+00   7.7299E-01
 5.8926E+00  1.8076E-01  2.1333E+00   7.7334E-01
 5.8993E+00  1.8088E-01  2.1340E+00   7.7369E-01
 5.9060E+00  1.8100E-01  2.1348E+00   7.7404E-01
 5.9127E+00  1.8113E-01  2.1355E+00   7.7439E-01
 5.9195E+00  1.8125E-01  2.1362E+00   7.7475E-01
 5.9263E+00  1.8137E-01  2.1370E+00   7.7510E-01
 5.9330E+00  1.8150E-01  2.1377E+00   7.7545E-01
 5.9398E+00  1.8162E-01  2.1385E+00   7.7580E-01
 5.9466E+00  1.8174E-01  2.1392E+00   7.7615E-01
 5.9535E+00  1.8187E-01  2.1399E+00   7.7651E-01
 5.9603E+00  1.8199E-01  2.1407E+00   7.7686E-01
 5.9672E+00  1.8211E-01  2.1414E+00   7.7721E-01
 5.9741E+00  1.8224E-01  2.1422E+00   7.7756E-01
 5.9809E+00  1.8236E-01  2.1429E+00   7.7791E-01
 5.9878E+00  1.8248E-01  2.1437E+00   7.7827E-01
 5.9948E+00  1.8261E-01  2.1444E+00   7.7862E-01
 6.0017E+00  1.8273E-01  2.1451E+00   7.7897E-01
 6.0087E+00  1.8286E-01  2.1459E+00   7.7933E-01
 6.0156E+00  1.8298E-01  2.1466E+00   7.7968E-01
 6.0226E+00  1.8310E-01  2.1474E+00   7.8003E-01
 6.0296E+00  1.8323E-01  2.1481E+00   7.8039E-01
 6.0366E+00  1.8335E-01  2.1489E+00   7.8074E-01
 6.0437E+00  1.8347E-01  2.1496E+00   7.8110E-01
 6.0507E+00  1.8360E-01  2.1504E+00   7.8145E-01
 6.0578E+00  1.8372E-01  2.1511E+00   7.8181E-01
 6.0649E+00  1.8385E-01  2.1519E+00   7.8216E-01
 6.0720E+00  1.8397E-01  2.1526E+00   7.8251E-01
 6.0791E+00  1.8409E-01  2.1533E+00   7.8287E-01
 6.0862E+00  1.8422E-01  2.1541E+00   7.8323E-01
 6.0934E+00  1.8434E-01  2.1548E+00   7.8358E-01
 6.1006E+00  1.8447E-01  2.1556E+00   7.8394E-01
 6.1078E+00  1.8459E-01  2.1563E+00   7.8430E-01
 6.1150E+00  1.8472E-01  2.1571E+00   7.8465E-01
 6.1222E+00  1.8484E-01  2.1578E+00   7.8501E-01
 6.1294E+00  1.8497E-01  2.1586E+00   7.8537E-01
 6.1367E+00  1.8509E-01  2.1593E+00   7.8573E-01
 6.1439E+00  1.8522E-01  2.1601E+00   7.8608E-01
 6.1512E+00  1.8534E-01  2.1608E+00   7.8644E-01
 6.1585E+00  1.8547E-01  2.1616E+00   7.8680E-01
 6.1658E+00  1.8559E-01  2.1623E+00   7.8716E-01
 6.1732E+00  1.8571E-01  2.1631E+00   7.8752E-01
 6.1806E+00  1.8584E-01  2.1639E+00   7.8788E-01
 6.1879E+00  1.8597E-01  2.1646E+00   7.8824E-01
 6.1953E+00  1.8609E-01  2.1654E+00   7.8861E-01
