From Roush 1995, Optical constants of amorphous carbon
in the mid-IR (2.5-25 mm, 4000-400 cm-1), Planet. Space
Sci., 43 (10/11), 1297-1301.

 wavelength  calculated     real      imaginary
  (microns) reflectance     index       index
 3.0939E+00  1.0296E-01  1.7847E+00   4.5082E-01
 3.0958E+00  1.0301E-01  1.7849E+00   4.5111E-01
 3.0976E+00  1.0306E-01  1.7851E+00   4.5141E-01
 3.0995E+00  1.0312E-01  1.7853E+00   4.5171E-01
 3.1014E+00  1.0317E-01  1.7855E+00   4.5200E-01
 3.1032E+00  1.0322E-01  1.7857E+00   4.5230E-01
 3.1051E+00  1.0328E-01  1.7859E+00   4.5260E-01
 3.1069E+00  1.0333E-01  1.7860E+00   4.5290E-01
 3.1088E+00  1.0338E-01  1.7862E+00   4.5320E-01
 3.1107E+00  1.0344E-01  1.7864E+00   4.5350E-01
 3.1125E+00  1.0349E-01  1.7866E+00   4.5380E-01
 3.1144E+00  1.0354E-01  1.7868E+00   4.5410E-01
 3.1163E+00  1.0360E-01  1.7869E+00   4.5440E-01
 3.1181E+00  1.0365E-01  1.7871E+00   4.5470E-01
 3.1200E+00  1.0370E-01  1.7873E+00   4.5501E-01
 3.1219E+00  1.0375E-01  1.7875E+00   4.5531E-01
 3.1238E+00  1.0381E-01  1.7876E+00   4.5562E-01
 3.1257E+00  1.0386E-01  1.7878E+00   4.5592E-01
 3.1275E+00  1.0391E-01  1.7880E+00   4.5623E-01
 3.1294E+00  1.0397E-01  1.7882E+00   4.5654E-01
 3.1313E+00  1.0402E-01  1.7883E+00   4.5684E-01
 3.1332E+00  1.0407E-01  1.7885E+00   4.5715E-01
 3.1351E+00  1.0413E-01  1.7887E+00   4.5746E-01
 3.1370E+00  1.0418E-01  1.7888E+00   4.5777E-01
 3.1389E+00  1.0423E-01  1.7890E+00   4.5808E-01
 3.1408E+00  1.0428E-01  1.7892E+00   4.5839E-01
 3.1427E+00  1.0434E-01  1.7893E+00   4.5871E-01
 3.1446E+00  1.0439E-01  1.7895E+00   4.5902E-01
 3.1465E+00  1.0444E-01  1.7897E+00   4.5933E-01
 3.1484E+00  1.0450E-01  1.7898E+00   4.5965E-01
 3.1503E+00  1.0455E-01  1.7900E+00   4.5997E-01
 3.1523E+00  1.0460E-01  1.7902E+00   4.6028E-01
 3.1542E+00  1.0466E-01  1.7903E+00   4.6060E-01
 3.1561E+00  1.0471E-01  1.7905E+00   4.6092E-01
 3.1580E+00  1.0476E-01  1.7907E+00   4.6124E-01
 3.1599E+00  1.0482E-01  1.7908E+00   4.6156E-01
 3.1619E+00  1.0487E-01  1.7910E+00   4.6188E-01
 3.1638E+00  1.0492E-01  1.7912E+00   4.6221E-01
 3.1657E+00  1.0498E-01  1.7913E+00   4.6253E-01
 3.1677E+00  1.0503E-01  1.7915E+00   4.6285E-01
 3.1696E+00  1.0508E-01  1.7916E+00   4.6318E-01
 3.1715E+00  1.0514E-01  1.7918E+00   4.6351E-01
 3.1735E+00  1.0519E-01  1.7919E+00   4.6383E-01
 3.1754E+00  1.0524E-01  1.7921E+00   4.6416E-01
 3.1774E+00  1.0530E-01  1.7923E+00   4.6449E-01
 3.1793E+00  1.0535E-01  1.7924E+00   4.6482E-01
 3.1813E+00  1.0541E-01  1.7926E+00   4.6516E-01
 3.1832E+00  1.0546E-01  1.7927E+00   4.6549E-01
 3.1852E+00  1.0551E-01  1.7929E+00   4.6582E-01
 3.1871E+00  1.0557E-01  1.7930E+00   4.6616E-01
 3.1891E+00  1.0562E-01  1.7932E+00   4.6649E-01
 3.1911E+00  1.0568E-01  1.7933E+00   4.6683E-01
 3.1930E+00  1.0573E-01  1.7935E+00   4.6717E-01
 3.1950E+00  1.0578E-01  1.7936E+00   4.6751E-01
 3.1970E+00  1.0584E-01  1.7938E+00   4.6785E-01
 3.1989E+00  1.0589E-01  1.7939E+00   4.6819E-01
 3.2009E+00  1.0595E-01  1.7941E+00   4.6854E-01
 3.2029E+00  1.0600E-01  1.7943E+00   4.6888E-01
 3.2049E+00  1.0606E-01  1.7944E+00   4.6923E-01
 3.2068E+00  1.0611E-01  1.7945E+00   4.6957E-01
 3.2088E+00  1.0617E-01  1.7947E+00   4.6992E-01
 3.2108E+00  1.0622E-01  1.7948E+00   4.7027E-01
 3.2128E+00  1.0628E-01  1.7950E+00   4.7062E-01
 3.2148E+00  1.0633E-01  1.7951E+00   4.7098E-01
 3.2168E+00  1.0639E-01  1.7953E+00   4.7133E-01
 3.2188E+00  1.0644E-01  1.7954E+00   4.7168E-01
 3.2208E+00  1.0650E-01  1.7956E+00   4.7204E-01
 3.2228E+00  1.0655E-01  1.7957E+00   4.7240E-01
 3.2248E+00  1.0661E-01  1.7959E+00   4.7276E-01
 3.2268E+00  1.0666E-01  1.7960E+00   4.7312E-01
 3.2288E+00  1.0672E-01  1.7962E+00   4.7348E-01
 3.2308E+00  1.0678E-01  1.7963E+00   4.7384E-01
 3.2328E+00  1.0683E-01  1.7964E+00   4.7421E-01
 3.2348E+00  1.0689E-01  1.7966E+00   4.7457E-01
 3.2369E+00  1.0694E-01  1.7967E+00   4.7494E-01
 3.2389E+00  1.0700E-01  1.7969E+00   4.7531E-01
 3.2409E+00  1.0706E-01  1.7970E+00   4.7568E-01
 3.2429E+00  1.0711E-01  1.7971E+00   4.7605E-01
 3.2450E+00  1.0717E-01  1.7973E+00   4.7643E-01
 3.2470E+00  1.0723E-01  1.7974E+00   4.7680E-01
 3.2490E+00  1.0728E-01  1.7976E+00   4.7718E-01
 3.2511E+00  1.0734E-01  1.7977E+00   4.7756E-01
 3.2531E+00  1.0740E-01  1.7978E+00   4.7794E-01
 3.2552E+00  1.0746E-01  1.7980E+00   4.7833E-01
 3.2572E+00  1.0751E-01  1.7981E+00   4.7871E-01
 3.2593E+00  1.0757E-01  1.7982E+00   4.7909E-01
 3.2613E+00  1.0763E-01  1.7984E+00   4.7948E-01
 3.2634E+00  1.0769E-01  1.7985E+00   4.7987E-01
 3.2654E+00  1.0774E-01  1.7986E+00   4.8027E-01
 3.2675E+00  1.0780E-01  1.7988E+00   4.8066E-01
 3.2695E+00  1.0786E-01  1.7989E+00   4.8106E-01
 3.2716E+00  1.0792E-01  1.7990E+00   4.8146E-01
 3.2736E+00  1.0798E-01  1.7992E+00   4.8186E-01
 3.2757E+00  1.0804E-01  1.7993E+00   4.8226E-01
 3.2778E+00  1.0810E-01  1.7994E+00   4.8267E-01
 3.2799E+00  1.0815E-01  1.7995E+00   4.8308E-01
 3.2820E+00  1.0821E-01  1.7997E+00   4.8349E-01
 3.2840E+00  1.0827E-01  1.7998E+00   4.8390E-01
 3.2861E+00  1.0833E-01  1.7999E+00   4.8432E-01
 3.2882E+00  1.0839E-01  1.8000E+00   4.8474E-01
 3.2903E+00  1.0845E-01  1.8001E+00   4.8516E-01
 3.2924E+00  1.0851E-01  1.8003E+00   4.8559E-01
 3.2945E+00  1.0857E-01  1.8004E+00   4.8601E-01
 3.2965E+00  1.0863E-01  1.8005E+00   4.8645E-01
 3.2986E+00  1.0870E-01  1.8006E+00   4.8688E-01
 3.3007E+00  1.0876E-01  1.8007E+00   4.8732E-01
 3.3028E+00  1.0882E-01  1.8008E+00   4.8776E-01
 3.3049E+00  1.0888E-01  1.8010E+00   4.8821E-01
 3.3071E+00  1.0894E-01  1.8011E+00   4.8866E-01
 3.3092E+00  1.0900E-01  1.8012E+00   4.8912E-01
 3.3113E+00  1.0907E-01  1.8013E+00   4.8958E-01
 3.3134E+00  1.0913E-01  1.8014E+00   4.9004E-01
 3.3155E+00  1.0919E-01  1.8015E+00   4.9051E-01
 3.3176E+00  1.0926E-01  1.8016E+00   4.9099E-01
 3.3198E+00  1.0932E-01  1.8017E+00   4.9147E-01
 3.3219E+00  1.0939E-01  1.8018E+00   4.9196E-01
 3.3240E+00  1.0945E-01  1.8019E+00   4.9245E-01
 3.3262E+00  1.0952E-01  1.8020E+00   4.9295E-01
 3.3283E+00  1.0959E-01  1.8021E+00   4.9346E-01
 3.3304E+00  1.0965E-01  1.8022E+00   4.9397E-01
 3.3326E+00  1.0972E-01  1.8023E+00   4.9450E-01
 3.3347E+00  1.0979E-01  1.8024E+00   4.9503E-01
 3.3369E+00  1.0986E-01  1.8025E+00   4.9557E-01
 3.3390E+00  1.0993E-01  1.8026E+00   4.9612E-01
 3.3411E+00  1.1000E-01  1.8026E+00   4.9668E-01
 3.3433E+00  1.1008E-01  1.8027E+00   4.9726E-01
 3.3455E+00  1.1015E-01  1.8028E+00   4.9784E-01
 3.3476E+00  1.1023E-01  1.8029E+00   4.9844E-01
 3.3498E+00  1.1031E-01  1.8030E+00   4.9905E-01
 3.3520E+00  1.1039E-01  1.8031E+00   4.9967E-01
 3.3541E+00  1.1047E-01  1.8032E+00   5.0032E-01
 3.3563E+00  1.1055E-01  1.8033E+00   5.0097E-01
 3.3585E+00  1.1064E-01  1.8034E+00   5.0165E-01
 3.3606E+00  1.1072E-01  1.8035E+00   5.0234E-01
 3.3628E+00  1.1082E-01  1.8036E+00   5.0306E-01
 3.3650E+00  1.1091E-01  1.8037E+00   5.0380E-01
 3.3672E+00  1.1101E-01  1.8038E+00   5.0456E-01
 3.3694E+00  1.1111E-01  1.8039E+00   5.0534E-01
 3.3716E+00  1.1122E-01  1.8041E+00   5.0616E-01
 3.3738E+00  1.1133E-01  1.8042E+00   5.0700E-01
 3.3760E+00  1.1145E-01  1.8044E+00   5.0788E-01
 3.3782E+00  1.1157E-01  1.8046E+00   5.0878E-01
 3.3804E+00  1.1171E-01  1.8048E+00   5.0972E-01
 3.3826E+00  1.1185E-01  1.8051E+00   5.1068E-01
 3.3848E+00  1.1199E-01  1.8054E+00   5.1168E-01
 3.3870E+00  1.1215E-01  1.8057E+00   5.1271E-01
 3.3892E+00  1.1232E-01  1.8061E+00   5.1378E-01
 3.3914E+00  1.1250E-01  1.8066E+00   5.1487E-01
 3.3936E+00  1.1268E-01  1.8071E+00   5.1599E-01
 3.3959E+00  1.1288E-01  1.8077E+00   5.1711E-01
 3.3981E+00  1.1310E-01  1.8084E+00   5.1825E-01
 3.4003E+00  1.1332E-01  1.8092E+00   5.1938E-01
 3.4025E+00  1.1355E-01  1.8101E+00   5.2049E-01
 3.4048E+00  1.1379E-01  1.8111E+00   5.2156E-01
 3.4070E+00  1.1404E-01  1.8122E+00   5.2257E-01
 3.4093E+00  1.1429E-01  1.8134E+00   5.2350E-01
 3.4115E+00  1.1454E-01  1.8147E+00   5.2432E-01
 3.4137E+00  1.1479E-01  1.8161E+00   5.2502E-01
 3.4160E+00  1.1502E-01  1.8175E+00   5.2557E-01
 3.4182E+00  1.1524E-01  1.8190E+00   5.2597E-01
 3.4205E+00  1.1545E-01  1.8205E+00   5.2621E-01
 3.4228E+00  1.1563E-01  1.8219E+00   5.2628E-01
 3.4250E+00  1.1578E-01  1.8233E+00   5.2620E-01
 3.4273E+00  1.1591E-01  1.8245E+00   5.2599E-01
 3.4295E+00  1.1601E-01  1.8257E+00   5.2567E-01
 3.4318E+00  1.1609E-01  1.8267E+00   5.2526E-01
 3.4341E+00  1.1615E-01  1.8276E+00   5.2480E-01
 3.4364E+00  1.1618E-01  1.8284E+00   5.2431E-01
 3.4386E+00  1.1620E-01  1.8290E+00   5.2382E-01
 3.4409E+00  1.1621E-01  1.8295E+00   5.2335E-01
 3.4432E+00  1.1621E-01  1.8298E+00   5.2291E-01
 3.4455E+00  1.1620E-01  1.8301E+00   5.2252E-01
 3.4478E+00  1.1618E-01  1.8303E+00   5.2219E-01
 3.4501E+00  1.1617E-01  1.8304E+00   5.2192E-01
 3.4524E+00  1.1615E-01  1.8305E+00   5.2172E-01
 3.4547E+00  1.1614E-01  1.8305E+00   5.2160E-01
 3.4570E+00  1.1614E-01  1.8305E+00   5.2155E-01
 3.4593E+00  1.1613E-01  1.8305E+00   5.2157E-01
 3.4616E+00  1.1614E-01  1.8304E+00   5.2168E-01
 3.4639E+00  1.1615E-01  1.8304E+00   5.2186E-01
 3.4662E+00  1.1617E-01  1.8303E+00   5.2212E-01
 3.4686E+00  1.1621E-01  1.8303E+00   5.2246E-01
 3.4709E+00  1.1625E-01  1.8303E+00   5.2288E-01
 3.4732E+00  1.1631E-01  1.8303E+00   5.2338E-01
 3.4755E+00  1.1639E-01  1.8304E+00   5.2396E-01
 3.4779E+00  1.1648E-01  1.8306E+00   5.2461E-01
 3.4802E+00  1.1660E-01  1.8309E+00   5.2533E-01
 3.4825E+00  1.1673E-01  1.8313E+00   5.2607E-01
 3.4849E+00  1.1689E-01  1.8319E+00   5.2681E-01
 3.4872E+00  1.1705E-01  1.8326E+00   5.2749E-01
 3.4895E+00  1.1723E-01  1.8335E+00   5.2804E-01
 3.4919E+00  1.1739E-01  1.8346E+00   5.2840E-01
 3.4943E+00  1.1754E-01  1.8356E+00   5.2853E-01
 3.4966E+00  1.1765E-01  1.8367E+00   5.2843E-01
 3.4990E+00  1.1772E-01  1.8375E+00   5.2813E-01
 3.5013E+00  1.1776E-01  1.8382E+00   5.2770E-01
 3.5037E+00  1.1776E-01  1.8387E+00   5.2723E-01
 3.5061E+00  1.1775E-01  1.8390E+00   5.2677E-01
 3.5084E+00  1.1773E-01  1.8392E+00   5.2637E-01
 3.5108E+00  1.1770E-01  1.8393E+00   5.2606E-01
 3.5132E+00  1.1767E-01  1.8393E+00   5.2583E-01
 3.5156E+00  1.1765E-01  1.8392E+00   5.2569E-01
 3.5180E+00  1.1763E-01  1.8391E+00   5.2564E-01
 3.5204E+00  1.1762E-01  1.8390E+00   5.2565E-01
 3.5227E+00  1.1762E-01  1.8389E+00   5.2572E-01
 3.5251E+00  1.1762E-01  1.8389E+00   5.2585E-01
 3.5275E+00  1.1764E-01  1.8388E+00   5.2602E-01
 3.5299E+00  1.1765E-01  1.8387E+00   5.2622E-01
 3.5324E+00  1.1767E-01  1.8387E+00   5.2646E-01
 3.5347E+00  1.1770E-01  1.8387E+00   5.2672E-01
 3.5372E+00  1.1773E-01  1.8386E+00   5.2700E-01
 3.5396E+00  1.1776E-01  1.8386E+00   5.2730E-01
 3.5420E+00  1.1780E-01  1.8387E+00   5.2762E-01
 3.5444E+00  1.1784E-01  1.8387E+00   5.2795E-01
 3.5468E+00  1.1788E-01  1.8387E+00   5.2829E-01
 3.5493E+00  1.1793E-01  1.8388E+00   5.2864E-01
 3.5517E+00  1.1798E-01  1.8389E+00   5.2900E-01
 3.5541E+00  1.1803E-01  1.8389E+00   5.2937E-01
 3.5566E+00  1.1808E-01  1.8390E+00   5.2975E-01
 3.5590E+00  1.1813E-01  1.8391E+00   5.3013E-01
 3.5615E+00  1.1819E-01  1.8392E+00   5.3052E-01
 3.5639E+00  1.1825E-01  1.8393E+00   5.3091E-01
 3.5663E+00  1.1830E-01  1.8394E+00   5.3131E-01
 3.5688E+00  1.1836E-01  1.8395E+00   5.3171E-01
 3.5713E+00  1.1842E-01  1.8397E+00   5.3211E-01
 3.5737E+00  1.1849E-01  1.8398E+00   5.3252E-01
 3.5762E+00  1.1855E-01  1.8400E+00   5.3293E-01
 3.5787E+00  1.1861E-01  1.8401E+00   5.3334E-01
 3.5811E+00  1.1868E-01  1.8403E+00   5.3375E-01
 3.5836E+00  1.1875E-01  1.8404E+00   5.3417E-01
 3.5861E+00  1.1881E-01  1.8406E+00   5.3459E-01
 3.5886E+00  1.1888E-01  1.8408E+00   5.3501E-01
 3.5911E+00  1.1895E-01  1.8409E+00   5.3543E-01
 3.5935E+00  1.1902E-01  1.8411E+00   5.3585E-01
 3.5960E+00  1.1909E-01  1.8413E+00   5.3628E-01
 3.5985E+00  1.1916E-01  1.8415E+00   5.3670E-01
 3.6010E+00  1.1923E-01  1.8417E+00   5.3713E-01
 3.6035E+00  1.1930E-01  1.8418E+00   5.3756E-01
 3.6060E+00  1.1937E-01  1.8420E+00   5.3799E-01
 3.6086E+00  1.1945E-01  1.8422E+00   5.3842E-01
 3.6111E+00  1.1952E-01  1.8424E+00   5.3885E-01
 3.6136E+00  1.1959E-01  1.8427E+00   5.3928E-01
 3.6161E+00  1.1967E-01  1.8429E+00   5.3972E-01
 3.6186E+00  1.1974E-01  1.8431E+00   5.4015E-01
 3.6211E+00  1.1982E-01  1.8433E+00   5.4059E-01
 3.6237E+00  1.1989E-01  1.8435E+00   5.4102E-01
 3.6262E+00  1.1997E-01  1.8437E+00   5.4146E-01
 3.6288E+00  1.2005E-01  1.8440E+00   5.4190E-01
 3.6313E+00  1.2012E-01  1.8442E+00   5.4233E-01
 3.6338E+00  1.2020E-01  1.8444E+00   5.4277E-01
 3.6364E+00  1.2028E-01  1.8446E+00   5.4321E-01
 3.6389E+00  1.2036E-01  1.8449E+00   5.4365E-01
 3.6415E+00  1.2043E-01  1.8451E+00   5.4409E-01
 3.6441E+00  1.2051E-01  1.8453E+00   5.4453E-01
 3.6466E+00  1.2059E-01  1.8456E+00   5.4497E-01
 3.6492E+00  1.2067E-01  1.8458E+00   5.4542E-01
 3.6517E+00  1.2075E-01  1.8461E+00   5.4586E-01
 3.6543E+00  1.2083E-01  1.8463E+00   5.4630E-01
 3.6569E+00  1.2091E-01  1.8466E+00   5.4675E-01
 3.6595E+00  1.2099E-01  1.8468E+00   5.4719E-01
 3.6621E+00  1.2107E-01  1.8471E+00   5.4763E-01
 3.6646E+00  1.2115E-01  1.8473E+00   5.4808E-01
 3.6672E+00  1.2124E-01  1.8476E+00   5.4852E-01
 3.6698E+00  1.2132E-01  1.8478E+00   5.4897E-01
 3.6724E+00  1.2140E-01  1.8481E+00   5.4941E-01
 3.6750E+00  1.2148E-01  1.8484E+00   5.4986E-01
 3.6776E+00  1.2157E-01  1.8486E+00   5.5031E-01
 3.6803E+00  1.2165E-01  1.8489E+00   5.5076E-01
 3.6829E+00  1.2173E-01  1.8491E+00   5.5120E-01
 3.6855E+00  1.2182E-01  1.8494E+00   5.5165E-01
 3.6881E+00  1.2190E-01  1.8497E+00   5.5210E-01
 3.6907E+00  1.2198E-01  1.8500E+00   5.5254E-01
 3.6934E+00  1.2207E-01  1.8502E+00   5.5299E-01
 3.6960E+00  1.2215E-01  1.8505E+00   5.5344E-01
 3.6986E+00  1.2224E-01  1.8508E+00   5.5389E-01
 3.7013E+00  1.2232E-01  1.8511E+00   5.5434E-01
 3.7039E+00  1.2241E-01  1.8513E+00   5.5479E-01
 3.7066E+00  1.2249E-01  1.8516E+00   5.5524E-01
 3.7092E+00  1.2258E-01  1.8519E+00   5.5569E-01
 3.7119E+00  1.2266E-01  1.8522E+00   5.5614E-01
 3.7145E+00  1.2275E-01  1.8525E+00   5.5659E-01
 3.7172E+00  1.2284E-01  1.8528E+00   5.5704E-01
 3.7199E+00  1.2292E-01  1.8531E+00   5.5749E-01
 3.7225E+00  1.2301E-01  1.8533E+00   5.5794E-01
 3.7252E+00  1.2310E-01  1.8536E+00   5.5840E-01
 3.7279E+00  1.2318E-01  1.8539E+00   5.5885E-01
 3.7306E+00  1.2327E-01  1.8542E+00   5.5930E-01
 3.7332E+00  1.2336E-01  1.8545E+00   5.5975E-01
 3.7359E+00  1.2345E-01  1.8548E+00   5.6020E-01
 3.7386E+00  1.2353E-01  1.8551E+00   5.6066E-01
 3.7413E+00  1.2362E-01  1.8554E+00   5.6111E-01
 3.7440E+00  1.2371E-01  1.8557E+00   5.6156E-01
 3.7467E+00  1.2380E-01  1.8560E+00   5.6202E-01
 3.7494E+00  1.2389E-01  1.8563E+00   5.6247E-01
 3.7521E+00  1.2398E-01  1.8566E+00   5.6292E-01
 3.7549E+00  1.2407E-01  1.8569E+00   5.6338E-01
 3.7576E+00  1.2415E-01  1.8572E+00   5.6383E-01
 3.7603E+00  1.2424E-01  1.8575E+00   5.6429E-01
 3.7630E+00  1.2433E-01  1.8579E+00   5.6474E-01
 3.7658E+00  1.2442E-01  1.8582E+00   5.6519E-01
 3.7685E+00  1.2451E-01  1.8585E+00   5.6565E-01
 3.7713E+00  1.2460E-01  1.8588E+00   5.6610E-01
 3.7740E+00  1.2469E-01  1.8591E+00   5.6656E-01
 3.7767E+00  1.2479E-01  1.8594E+00   5.6701E-01
 3.7795E+00  1.2488E-01  1.8597E+00   5.6747E-01
 3.7823E+00  1.2497E-01  1.8601E+00   5.6793E-01
 3.7850E+00  1.2506E-01  1.8604E+00   5.6838E-01
 3.7878E+00  1.2515E-01  1.8607E+00   5.6884E-01
 3.7906E+00  1.2524E-01  1.8610E+00   5.6929E-01
 3.7933E+00  1.2533E-01  1.8613E+00   5.6975E-01
 3.7961E+00  1.2542E-01  1.8617E+00   5.7020E-01
 3.7989E+00  1.2552E-01  1.8620E+00   5.7066E-01
 3.8017E+00  1.2561E-01  1.8623E+00   5.7112E-01
 3.8045E+00  1.2570E-01  1.8627E+00   5.7157E-01
 3.8072E+00  1.2579E-01  1.8630E+00   5.7203E-01
 3.8100E+00  1.2589E-01  1.8633E+00   5.7249E-01
 3.8129E+00  1.2598E-01  1.8637E+00   5.7295E-01
 3.8157E+00  1.2607E-01  1.8640E+00   5.7340E-01
 3.8185E+00  1.2617E-01  1.8643E+00   5.7386E-01
 3.8213E+00  1.2626E-01  1.8647E+00   5.7432E-01
 3.8241E+00  1.2635E-01  1.8650E+00   5.7477E-01
 3.8269E+00  1.2645E-01  1.8653E+00   5.7523E-01
 3.8298E+00  1.2654E-01  1.8657E+00   5.7569E-01
 3.8326E+00  1.2663E-01  1.8660E+00   5.7615E-01
 3.8354E+00  1.2673E-01  1.8663E+00   5.7661E-01
 3.8383E+00  1.2682E-01  1.8667E+00   5.7706E-01
 3.8411E+00  1.2692E-01  1.8670E+00   5.7752E-01
 3.8439E+00  1.2701E-01  1.8674E+00   5.7798E-01
 3.8468E+00  1.2711E-01  1.8677E+00   5.7844E-01
 3.8497E+00  1.2720E-01  1.8681E+00   5.7890E-01
 3.8525E+00  1.2730E-01  1.8684E+00   5.7935E-01
 3.8554E+00  1.2739E-01  1.8688E+00   5.7981E-01
 3.8582E+00  1.2749E-01  1.8691E+00   5.8027E-01
 3.8611E+00  1.2758E-01  1.8695E+00   5.8073E-01
 3.8640E+00  1.2768E-01  1.8698E+00   5.8119E-01
 3.8669E+00  1.2777E-01  1.8702E+00   5.8165E-01
 3.8698E+00  1.2787E-01  1.8705E+00   5.8211E-01
 3.8727E+00  1.2797E-01  1.8709E+00   5.8257E-01
 3.8756E+00  1.2806E-01  1.8712E+00   5.8303E-01
 3.8784E+00  1.2816E-01  1.8716E+00   5.8348E-01
 3.8813E+00  1.2825E-01  1.8720E+00   5.8394E-01
 3.8843E+00  1.2835E-01  1.8723E+00   5.8440E-01
 3.8872E+00  1.2845E-01  1.8727E+00   5.8486E-01
 3.8901E+00  1.2855E-01  1.8730E+00   5.8532E-01
 3.8930E+00  1.2864E-01  1.8734E+00   5.8578E-01
 3.8959E+00  1.2874E-01  1.8738E+00   5.8624E-01
 3.8988E+00  1.2884E-01  1.8741E+00   5.8670E-01
 3.9018E+00  1.2893E-01  1.8745E+00   5.8716E-01
 3.9047E+00  1.2903E-01  1.8749E+00   5.8762E-01
 3.9077E+00  1.2913E-01  1.8752E+00   5.8808E-01
 3.9106E+00  1.2923E-01  1.8756E+00   5.8854E-01
 3.9136E+00  1.2933E-01  1.8760E+00   5.8900E-01
 3.9165E+00  1.2942E-01  1.8764E+00   5.8946E-01
 3.9195E+00  1.2952E-01  1.8767E+00   5.8992E-01
 3.9224E+00  1.2962E-01  1.8771E+00   5.9038E-01
 3.9254E+00  1.2972E-01  1.8775E+00   5.9084E-01
 3.9284E+00  1.2982E-01  1.8779E+00   5.9130E-01
 3.9314E+00  1.2992E-01  1.8782E+00   5.9176E-01
 3.9344E+00  1.3002E-01  1.8786E+00   5.9222E-01
 3.9373E+00  1.3012E-01  1.8790E+00   5.9268E-01
 3.9403E+00  1.3022E-01  1.8794E+00   5.9314E-01
 3.9433E+00  1.3031E-01  1.8798E+00   5.9360E-01
 3.9463E+00  1.3041E-01  1.8801E+00   5.9406E-01
 3.9493E+00  1.3051E-01  1.8805E+00   5.9452E-01
 3.9524E+00  1.3061E-01  1.8809E+00   5.9498E-01
 3.9554E+00  1.3071E-01  1.8813E+00   5.9544E-01
 3.9584E+00  1.3081E-01  1.8817E+00   5.9590E-01
 3.9614E+00  1.3091E-01  1.8821E+00   5.9636E-01
 3.9644E+00  1.3101E-01  1.8825E+00   5.9682E-01
 3.9675E+00  1.3112E-01  1.8828E+00   5.9728E-01
 3.9705E+00  1.3122E-01  1.8832E+00   5.9774E-01
 3.9735E+00  1.3132E-01  1.8836E+00   5.9820E-01
 3.9766E+00  1.3142E-01  1.8840E+00   5.9866E-01
 3.9796E+00  1.3152E-01  1.8844E+00   5.9912E-01
 3.9827E+00  1.3162E-01  1.8848E+00   5.9958E-01
 3.9858E+00  1.3172E-01  1.8852E+00   6.0004E-01
 3.9888E+00  1.3182E-01  1.8856E+00   6.0050E-01
 3.9919E+00  1.3192E-01  1.8860E+00   6.0096E-01
 3.9950E+00  1.3203E-01  1.8864E+00   6.0142E-01
 3.9981E+00  1.3213E-01  1.8868E+00   6.0188E-01
 4.0011E+00  1.3223E-01  1.8872E+00   6.0234E-01
 4.0042E+00  1.3233E-01  1.8876E+00   6.0280E-01
 4.0073E+00  1.3243E-01  1.8880E+00   6.0326E-01
 4.0104E+00  1.3254E-01  1.8884E+00   6.0372E-01
 4.0135E+00  1.3264E-01  1.8888E+00   6.0418E-01
 4.0166E+00  1.3274E-01  1.8892E+00   6.0464E-01
 4.0197E+00  1.3284E-01  1.8896E+00   6.0510E-01
 4.0229E+00  1.3295E-01  1.8900E+00   6.0556E-01
 4.0260E+00  1.3305E-01  1.8905E+00   6.0602E-01
 4.0291E+00  1.3315E-01  1.8909E+00   6.0648E-01
 4.0323E+00  1.3326E-01  1.8913E+00   6.0694E-01
 4.0354E+00  1.3336E-01  1.8917E+00   6.0739E-01
 4.0385E+00  1.3346E-01  1.8921E+00   6.0785E-01
 4.0417E+00  1.3357E-01  1.8925E+00   6.0831E-01
 4.0448E+00  1.3367E-01  1.8929E+00   6.0877E-01
 4.0480E+00  1.3377E-01  1.8934E+00   6.0923E-01
 4.0512E+00  1.3388E-01  1.8938E+00   6.0969E-01
 4.0543E+00  1.3398E-01  1.8942E+00   6.1015E-01
 4.0575E+00  1.3409E-01  1.8946E+00   6.1061E-01
 4.0607E+00  1.3419E-01  1.8950E+00   6.1107E-01
 4.0639E+00  1.3429E-01  1.8955E+00   6.1153E-01
 4.0670E+00  1.3440E-01  1.8959E+00   6.1199E-01
 4.0702E+00  1.3450E-01  1.8963E+00   6.1245E-01
 4.0734E+00  1.3461E-01  1.8967E+00   6.1291E-01
 4.0766E+00  1.3471E-01  1.8972E+00   6.1337E-01
 4.0798E+00  1.3482E-01  1.8976E+00   6.1382E-01
 4.0831E+00  1.3492E-01  1.8980E+00   6.1428E-01
 4.0863E+00  1.3503E-01  1.8984E+00   6.1474E-01
 4.0895E+00  1.3513E-01  1.8989E+00   6.1520E-01
 4.0927E+00  1.3524E-01  1.8993E+00   6.1566E-01
 4.0960E+00  1.3534E-01  1.8997E+00   6.1612E-01
 4.0992E+00  1.3545E-01  1.9002E+00   6.1657E-01
 4.1024E+00  1.3556E-01  1.9006E+00   6.1703E-01
 4.1057E+00  1.3566E-01  1.9010E+00   6.1749E-01
 4.1089E+00  1.3577E-01  1.9015E+00   6.1795E-01
 4.1122E+00  1.3587E-01  1.9019E+00   6.1841E-01
 4.1155E+00  1.3598E-01  1.9023E+00   6.1887E-01
 4.1187E+00  1.3609E-01  1.9028E+00   6.1932E-01
 4.1220E+00  1.3619E-01  1.9032E+00   6.1978E-01
 4.1253E+00  1.3630E-01  1.9037E+00   6.2024E-01
